year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1993,88,99,2.0689705882352882,1.611,0.6359,4.3,5.082062936,21.2,98.88306427,70.10731707,0.18337142857143363
1994,89,99,2.1399999999999864,1.454,0.6412,4.35,4.136142909,21.7,98.95732117,70.15853659,0.2000357142857183
1995,93,99,2.2,1.621,0.6465,4.4,4.28773666,22.3,99.02346802,70.32585366,0.216700000000003
1996,89,99,3.0,1.7080000000000002,0.6518,4.434,5.587843841000001,22.7,99.07878876,70.32292683,0.2333642857142948
1997,90,99,2.1,1.733,0.6571,4.468,5.687477445,22.6,99.12058258,70.40487805,0.2500285714285795
1998,89,99,2.6,1.8619999999999999,0.6624,4.502,6.070628116,21.8,99.14614105,70.60731707,0.26669285714286417
1999,85,99,1.9,2.0669999999999997,0.6677,4.5360000000000005,2.610779527,20.4,99.153862,70.96097561,0.28335714285714886
2000,88,99,2.2,2.27,0.6729999999999999,4.57,9.026614099,18.8,99.0,71.66341463,0.30002142857143355
2001,92,99,2.3,2.395,0.6805,4.628,2.573570288,17.5,99.12807465,71.76585366,0.31668571428571823
2002,88,99,2.5,2.396,0.688,4.686,2.11331329,16.6,99.4,71.96585366,0.3333500000000029
2003,99,99,2.9,2.531,0.6955,4.744,3.656856398,16.0,99.07330322,72.12130081,0.3500142857142947
2004,98,99,2.8,2.542,0.703,4.802,5.745767527000001,15.7,99.0447998,72.27674797,0.3666785714285794
2005,97,100,2.9,2.6919999999999997,0.7105,4.86,1.241387538,15.6,99.02074432,72.43219512,0.3833428571428641
2006,97,100,3.9,2.9560000000000004,0.718,4.918,8.53825562,15.4,99.00504303,72.43219512,0.4
2007,97,100,3.5,2.99,0.7255,4.976,5.7270161470000005,15.2,99.0006485,72.57073171,0.4167
2008,99,100,3.7,3.042,0.733,5.034,5.386962559,14.9,99.00675964,72.57073171,0.4333
2009,99,100,2.9,2.9819999999999998,0.7405,5.092,3.3150769889999996,14.6,99.02161407,72.88243902,0.45
2010,99,100,2.5,3.133,0.748,5.15,4.377203239,14.5,99.04346466,72.96731707,0.4667
2011,98,100,3.3474999999999966,3.133,0.7559999999999999,5.090682352941187,4.077538074,14.7,99.4,73.26682927,0.4833
2012,98,100,3.4185294117646947,3.159,0.765,5.1344190045248865,3.496118338,14.9,99.10117340000001,73.86341463,0.5
2013,98,100,3.4895588235294213,3.242,0.769,5.178155656108601,3.3604061030000003,15.0,99.13352966,74.01707317,0.5166571428571487
2014,97,100,3.5605882352941194,3.3569999999999998,0.779,5.221892307692315,3.744574431,14.8,99.16617584,74.19439024,0.5333214285714334
2015,97,100,3.6316176470588175,3.319,0.7809999999999999,5.265628959276029,3.468664134,14.5,99.21503925890002,74.35317073,0.5499857142857181
2016,96,100.18461538461538,3.7026470588235156,3.253,0.786603076923079,5.309365610859729,3.7,14.5,99.22828494527694,74.39487805,0.5666500000000028
2017,99.21621621621614,100.24102564102563,3.773676470588242,3.195785087719301,0.7932916239316246,5.353102262443443,4.55884382003077,14.9,99.24153063165386,74.51463415,0.5833142857142946
2018,99.61308677098145,100.29743589743589,3.8447058823529403,3.2549779189352677,0.7999801709401719,5.396838914027157,4.5589261721895875,15.4,99.25477631803079,74.41634146,0.5999785714285792
2019,100.00995732574677,100.35384615384615,3.9157352941176384,3.3141707501512343,0.8066687179487193,5.440575565610871,4.559008524348406,16.0,99.26802200440771,75.94462046099358,0.6166428571428639
2020,100.40682788051208,100.41025641025641,3.9867647058823366,3.373363581367201,0.8133572649572667,5.484312217194571,4.5590908765072236,-6.920847457627133,99.28126769078463,76.1972618127329,0.6333071428571486
