year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1977,4.591642228739147,1.0,0.061,0.09287794871795185,1475,0.446,6.348647194,324.8,-17.250666642045417,107.53003555555551,37.385,121.08805602941175
1978,6.594391495601485,3.0,0.059000000000000004,0.10213914529914803,1414,0.474,3.666486305571226,316.4,-16.050863024711816,105.16364555555538,38.141999999999996,118.66609455882372
1979,8.597140762463368,5.0,0.062,0.1114003418803442,1728,0.502,10.39567721,307.9,-14.851059407378216,102.79725555555615,38.909,116.24413308823478
1980,10.599890029325707,7.0,0.055,0.12066153846154037,1501,0.53,3.733242894253465,299.8,-13.65125579004507,100.43086555555601,39.677,113.82217161764675
1981,12.602639296188045,9.0,0.055,0.12992273504273655,1427,0.5579999999999999,1.508804297,291.5,-12.45145217271147,98.06447555555587,40.435,111.40021014705871
1982,14.605388563049928,11.0,0.05,0.13918393162393627,1322,0.586,3.7999994829357178,283.4,-11.25164855537787,95.69808555555574,41.173,108.97824867647068
1983,16.608137829912266,13.0,0.055999999999999994,0.14844512820513245,1357,0.614,1.820873772,275.4,-10.051844938044724,93.3316955555556,41.879,106.55628720588265
1984,18.610887096774604,15.0,0.057,0.15770632478632862,1393,0.642,3.8667560716179565,267.6,-8.852041320711123,90.96530555555546,42.545,104.13432573529371
1985,8.0,17.0,0.052000000000000005,0.1669675213675248,1399,0.67,20.28663494,260.2,-7.652237703377523,88.59891555555532,43.17,101.71236426470568
1986,8.0,19.0,0.048,0.17622871794872097,1461,0.6920000000000001,2.6926208810000003,253.1,-6.452434086043922,86.2325255555561,43.75899999999999,99.29040279411765
1987,8.0,21.0,0.045,0.18548991452991714,1462,0.7140000000000001,3.966890954641329,246.5,-5.252630468710777,83.86613555555596,44.315,96.86844132352962
1988,18.0,23.0,0.046,0.19475111111111332,1433,0.736,7.389721044,240.5,-4.052826851377176,81.49974555555582,44.838,94.44647985294068
1989,26.0,25.0,0.051,0.2040123076923095,1549,0.758,4.177388109,235.0,-2.853023234043576,79.13335555555568,45.323,92.02451838235265
1990,42.0,27,0.05,0.222,1530,0.78,4.067025837664687,230.0,-1.6532196167099755,76.76696555555554,45.746,89.60255691176462
1991,34.0,29,0.051,0.2295,1538,0.8,11.74520379,225.5,0.285910308,74.4005755555554,46.076,87.18059544117659
1992,38.0,31,0.05,0.237,1459,0.82,4.13378242634694,221.6,0.842802107,72.03418555555618,46.305,84.75863397058856
1993,46.0,33,0.049,0.2445,1470,0.84,3.172168177,218.1,1.648080349,69.66779555555604,46.445,82.33667249999962
1994,39.0,35,0.049,0.252,1480,0.86,3.779934051,214.8,2.930054665,67.3014055555559,46.52,84.9
1995,49.0,37,0.049,0.2595,1476,0.88,0.921022398,211.3,4.203911781,64.93501555555576,46.573,81.0429
1996,53.0,39,0.05,0.267,1531,0.9079999999999999,7.055785404,207.6,6.2,62.56862555555563,46.658,77.1857
1997,52.0,41,0.051,0.2745,1585,0.9359999999999999,4.829024339,203.5,6.716450214,60.20223555555549,46.823,73.3286
1998,52.0,43,0.073,0.282,1608,0.9640000000000001,7.57166764,198.7,7.949719906,57.83584555555535,47.103,69.4714
1999,40.0,45,0.075,0.2895,1657,0.992,5.700943654,193.3,9.165149689,55.469455555556124,47.515,65.6143
2000,43.0,47,0.075,0.297,1617,1.02,4.4008087810759235,187.2,10.3655386,53.103065555555986,48.068999999999996,61.7571
2001,49.0,49,0.073,0.3077,1851,1.09,15.37623946,180.9,10.8,50.73667555555585,48.758,57.9
2002,61.0,51,0.073,0.3184,1885,1.16,3.106308252,174.5,12.73678398,48.37028555555571,49.54,56.44
2003,63.0,53,0.07,0.3291,2001,1.23,9.119041995,168.2,13.91543865,46.00389555555557,50.373000000000005,54.98
2004,69.0,55,0.071,0.3398,1984,1.3,1.5599986609999998,162.1,15.09464645,43.637505555555435,51.224,53.52
2005,77.0,57,0.07,0.3505,2071,1.37,6.534762657000001,156.3,16.27830696,52.3,52.056999999999995,52.06
2006,78.0,59,0.071,0.3612,2123,1.386,4.66218688,150.7,16.6,49.5,52.839,50.6
2007,74.0,61,0.07400000000000001,0.3719,2146,1.402,3.4936168110000003,145.3,18.67363548,23.0,53.553000000000004,50.1667
2008,74.0,63,0.076,0.3826,2194,1.4180000000000001,4.7733827269999995,140.1,19.88745308,24.1167,54.193000000000005,49.7333
2009,73.0,65,0.055,0.3933,2239,1.4340000000000002,4.6790657,135.1,21.11001968,25.2333,54.756,49.3
2010,73.0,67,0.064,0.40399999999999997,2300,1.45,5.413452222,130.3,22.33958626,26.35,55.251000000000005,41.16332750000038
2011,66.0,69,0.067,0.41100000000000003,2312,1.3829490196078424,3.240252913,125.5,23.57440186,27.4667,55.701,38.74136602941144
2012,66.0,71,0.062,0.42100000000000004,2233,1.409299245852182,4.801348313169385,121.1,25.6,28.5833,56.135,36.31940455882341
2013,69.0,73,0.063,0.43,2225,1.4356494720965287,2.303584809,116.7,26.05278397,29.7,56.578,33.89744308823538
2014,73.0,75,0.083,0.43799999999999994,2321,1.4619996983408683,7.043356204,112.5,27.29314041,19.973605555555878,57.036,31.475481617647347
2015,64.0,77,0.081,0.442,2400,1.488349924585215,5.962581591,108.6,28.34187081662685,17.60721555555574,57.50899999999999,29.053520147058407
2016,68.0,79.0,0.08199999999999999,0.45406461538461684,2473,1.5147001508295617,5.349464532,104.8,29.541674433960452,15.240825555555602,57.986999999999995,26.631558676470377
2017,84.70161290322585,81.0,0.07759461152882219,0.46332581196581657,2539,1.5410503770739012,4.968239784874996,101.1,30.741478051293598,12.874435555555465,58.452,24.209597205882346
2018,86.70436217008819,83.0,0.0784130585083398,0.47258700854701274,2595,1.567400603318248,5.001618079216129,97.4,31.941281668627198,10.508045555555327,58.893,21.787635735294316
2019,88.70711143695053,85.0,0.07923150548785762,0.4818482051282089,2654,1.5937508295625875,5.034996373557249,94.0,33.1410852859608,8.141655555556099,59.93777030976025,19.365674264705376
2020,90.70986070381241,87.0,0.08004995246737545,0.4911094017094051,2389.407909604517,1.6201010558069342,5.068374667898368,69.04016290726759,34.3408889032944,5.775265555555961,60.4817762127409,16.943712794117346
