year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1991,67,96,0.9744117647058843,9.389,0.7715,24588,6.572,1.9296395469999998,8.7,100,75.00526829,-0.47555555555554463
1992,68,96,0.9929411764705875,9.312999999999999,0.7809999999999999,25294,6.544,3.343274285,8.1,100,75.18095122,-0.4288888888888778
1993,70,96,1.011470588235298,9.333,0.7905,25751,6.516,2.6926090769999997,7.7,100,75.33612195,-0.3822222222222109
1994,71,96,1.0300000000000011,9.587,0.8,27161,6.4879999999999995,5.7558270170000005,7.4,100,75.47680488,-0.33555555555554406
1995,73,96,1.2,9.801,0.8095,29614,6.46,9.634422395,7.3,100,75.61756098,-0.2888888888888772
1996,74,96,1.2,10.166,0.8190000000000001,31641,6.454,9.091817982,7.3,100,75.83170732,-0.24222222222221035
1997,76,96,1.0,10.437999999999999,0.8285,34739,6.4479999999999995,10.74712773,7.3,100,75.98536585,-0.1955555555555435
1998,84,96,1.0,10.838,0.838,37359,6.442,8.227906111,7.3,100,76.18048780000001,-0.14888888888887664
1999,86,96,1.0,11.165,0.8475,40828,6.436,10.86297048,7.3,100,76.08292683,-0.10222222222220978
2000,86,96,1.0,11.741,0.857,44097,6.43,9.912390825,7.1,100,76.53658537,-0.055555555555542924
2001,84,96,1.3,12.165999999999999,0.8622,45709,6.48,6.051904617000001,6.9,100,77.13414634,-0.008888888888876068
2002,83,97,1.3,11.575999999999999,0.8674,47609,6.53,5.57697237,6.5,100,77.63414634,0.03777777777779079
2003,86,97,1.1,11.267999999999999,0.8726,48224,6.58,3.673111175,6.0,100,78.13902439,0.08444444444445764
2004,89,97,0.7,11.17,0.8778,50462,6.63,6.724903353999999,5.6,100,78.53902439,0.1311111111111245
2005,90,97,1.3,11.4,0.883,52173,6.68,5.766120585,5.2,100,78.94390244,0.17777777777779136
2006,91,97,1.5,11.036,0.8882,53340,6.712000000000001,5.866128966000001,4.9,100,79.24146341,0.4
2007,92,97,1.8,10.818,0.8934,54578,6.744,3.79662986,4.6,100,79.64146341,0.1
2008,93,97,1.1,10.524000000000001,0.8986,51121,6.776,5.40893573401209,4.4,100,80.09512195,0.2
2009,94,97,1.3,9.21,0.9038,48063,6.808,5.442031052894492,4.3,100,80.1902439,0.4
2010,94,97,1.2,8.997,0.909,48720,6.84,2.033546407,4.2,100,80.74390244,0.5
2011,95,98,1.3449999999999989,8.141,0.895,50313,7.0520000000000005,5.508221690659269,4.1,100,80.74634146,0.5
2012,95,98,1.3635294117647092,8.152999999999999,0.902,50192,7.263999999999999,5.541317009541672,4.0,100,80.84634146,0.3
2013,96,98,1.3820588235294125,7.928,0.91,50596,7.476,1.098843394,3.9,100,80.94878049,0.8
2014,96,98,1.4005882352941157,7.816,0.92,54648,7.688,8.462361941000001,3.8,100,81.34878049,0.5
2015,95,98,1.419117647058826,8.168,0.9229999999999999,58705,7.9,26.27606011,3.7,100.0,81.45365854,0.6444444444444457
2016,95,97.99076923076922,1.4376470588235293,8.437000000000001,0.9421630769230767,60941,7.904,5.213744704,3.6,100.0,81.65365854,0.6911111111111126
2017,108.40540540540542,98.08410256410255,1.4561764705882325,11.045280701754393,0.9483902564102564,64635,7.9079999999999995,5.706793603953628,3.5,100.0,82.15609756,0.7377777777777794
2018,110.22901849217624,98.17743589743588,1.4747058823529429,11.142690865093755,0.9546174358974362,68237,7.912000000000001,5.73988892283603,3.4,100.0,82.25609756,0.7844444444444463
2019,112.05263157894751,98.27076923076922,1.493235294117646,11.240101028433145,0.960844615384616,70564,7.916,5.772984241718419,3.3,100.0,81.73893864637643,0.8311111111111131
2020,113.87624466571833,98.36410256410255,1.5117647058823565,11.337511191772535,0.967071794871794,61035.74632768356,7.92,5.806079560600807,-2.225593220338965,100.0,81.96051065390537,0.87777777777778
