year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1977,39.55832147937417,31.67384615384617,60.79454545454564,0.395,0.5176969230769224,3.952,11.4940816,70.1,67.2163505309461,30.478883636363662,66.48100000000001,11.53938461538462
1978,41.17780938833539,33.45435897435891,59.27333333333354,0.485,0.5223928205128203,3.998,12.02872995,68.5,68.14267978809221,29.936780909090885,66.664,11.374717948717944
1979,42.797297297297064,35.23487179487165,57.75212121212144,0.43,0.5270887179487165,4.044,11.86214697,66.8,69.06900904523832,29.394678181818108,66.847,11.210051282051325
1980,17,37.01538461538439,56.230909090909336,0.46799999999999997,0.5317846153846144,4.09,11.71214594,64.9,69.99533830238443,28.85257545454533,67.02600000000001,11.045384615384648
1981,28,38.79589743589713,54.709696969697234,0.425,0.5364805128205123,4.148,9.170458849,62.9,70.92166755953076,28.310472727272554,67.192,10.880717948717972
1982,34,40.57641025640987,53.18848484848513,0.40700000000000003,0.5411764102564085,4.206,5.219727966379224,60.9,71.84799681667687,27.768370000000004,67.343,10.716051282051296
1983,45,42.35692307692307,51.66727272727303,0.40700000000000003,0.5458723076923064,4.263999999999999,5.160908705950007,58.8,72.77432607382298,27.226267272727227,67.479,10.55138461538462
1984,67,44.13743589743581,50.14606060606093,0.418,0.5505682051282044,4.322,2.816599446,56.7,73.70065533096908,26.68416454545445,67.60300000000001,10.386717948717944
1985,57,45.91794871794855,48.624848484848826,0.42200000000000004,0.5552641025641023,4.38,4.523135679,54.7,74.62698458811519,26.142061818181674,67.723,10.222051282051325
1986,53,47.69846153846129,47.103636363636724,0.439,0.5599599999999985,4.422,4.964835664,52.7,75.55331384526153,25.599959090908897,67.85,10.057384615384649
1987,58,49.47897435897403,45.58242424242462,0.486,0.5646558974358964,4.4639999999999995,7.582304377000001,50.7,76.47964310240764,25.057856363636347,67.993,9.892717948717973
1988,56,51.25948717948722,44.06121212121252,0.541,0.5693517948717943,4.506,5.915372066000001,48.9,77.40597235955374,24.51575363636357,68.157,9.728051282051297
1989,61,53.039999999999964,42.54000000000042,0.546,0.5740476923076923,4.548,6.93520391,47.1,78.33230161669985,23.973650909090793,68.343,9.56338461538462
1990,67,53,41.01878787878786,0.513,0.58,4.59,4.12328288,45.3,79.01337433,23.431548181818016,68.545,1.2
1991,66,55,39.49757575757576,0.493,0.5844,4.618,3.493650155,43.7,80.01073456,22.889445454545466,68.753,3.44
1992,73,57,37.97636363636366,0.5710000000000001,0.5888,4.646,1.6964280109999998,42.1,81.00764465,22.34734272727269,68.958,5.68
1993,66,60,36.455151515151556,0.632,0.5932,4.6739999999999995,4.936359415,40.7,82.00184631,21.805239999999912,69.152,7.92
1994,71,62,34.933939393939454,0.737,0.5976,4.702,5.317919883,39.3,82.99064636,21.263137272727135,69.335,10.16
1995,68,64,33.41272727272735,0.8320000000000001,0.602,4.73,6.822807818999999,38.2,77.469114,20.72103454545436,69.51100000000001,12.4
1996,72,66,31.89151515151525,0.77,0.6064,4.76,1.573789449,37.1,84.94116974,20.17893181818181,69.69,11.5
1997,75,68,30.37030303030315,0.841,0.6108,4.79,4.242511162,36.2,86.41285400000001,19.636829090909032,69.88,10.6
1998,79,70,28.849090909091046,0.884,0.6152,4.82,0.068035126,35.3,86.83758545,19.094726363636255,70.087,10.4
1999,82,72,27.327878787878944,0.866,0.6196,4.85,4.21980053908247,34.5,88.51817700000001,18.552623636363478,70.31,10.2
2000,86,73,25.806666666666843,0.696,0.624,4.88,4.160981278653253,33.7,88.66704559,18.01052090909093,70.546,9.65
2001,89,75,24.1,0.7070000000000001,0.6291,4.948,4.1021620182240355,32.9,91.04207,17.46841818181815,70.786,9.1
2002,87,77,24.7,0.706,0.6342,5.016,4.043342757794818,32.2,91.666443,16.926315454545374,71.023,13.3
2003,86,79,22.6,0.726,0.6393,5.084,4.320749918,31.4,92.558399,16.384212727272597,71.249,9.0
2004,92,81,20.9,0.7170000000000001,0.6444,5.152,4.057419171,30.7,93.249876,15.84210999999982,71.464,6.6
2005,96,82,15.0,0.6609999999999999,0.6495,5.22,2.133486167,30.0,94.686886,15.3,71.667,7.0
2006,98,84,12.3,0.677,0.6546,5.232,4.807120262,29.2,96.749045,14.7579,71.862,10.1
2007,95,85,14.8,0.6920000000000001,0.6597,5.244,5.421622462999999,28.4,96.452771,14.2158,72.055,8.5
2008,89,87,15.1,0.736,0.6648,5.256,6.35911702,27.6,96.67789599999999,13.6737,72.251,5.0
2009,85,89,13.4,0.7440000000000001,0.6699,5.268,3.6316079347902672,26.8,96.891335,13.1316,72.45,6.4
2010,89,90,11.5,0.82,0.675,5.28,13.09300368,26.0,97.43086,12.5895,72.653,6.1
2011,89,92,9.073333333333721,0.845,0.679,5.4888392156862835,4.342407086000001,25.2,98.23656,12.0474,72.86,5.4
2012,87,93,7.5521212121216195,0.828,0.679,5.536177677224742,3.4551501535026006,24.4,97.835616,11.5053,73.068,3.7
2013,86,95,6.030909090909063,0.84,0.688,5.583516138763201,14.03627767,23.6,99.015884,10.9632,73.274,2.2
2014,87,97,4.509696969696961,0.87,0.6920000000000001,5.630854600301674,4.722333745,22.9,99.000716,10.42105,73.473,2.8
2015,93,98,2.988484848484859,0.892,0.693,5.678193061840133,2.9622363110000003,22.2,102.4168623024998,9.878979999999956,73.66199999999999,2.5
2016,93,101.11384615384577,1.467272727272757,0.894,0.7008369230769222,5.725531523378592,4.092569605,21.5,103.34319155964613,9.336877272727179,73.836,5.117384615384651
2017,104.33783783783792,102.89435897435897,-0.05393939393934488,0.9234411027568932,0.7055328205128202,5.772869984917051,3.161053851356499,20.8,104.26952081679224,8.794774545454402,73.992,4.952717948717975
2018,105.95732574679914,104.6748717948717,-1.5751515151514468,0.9369433065422186,0.7102287179487163,5.82020844645551,3.1022345909272815,20.1,105.19585007393835,8.252671818181625,74.131,4.788051282051299
2019,107.57681365576082,106.45538461538445,-3.0963636363635487,0.950445510327544,0.7149246153846143,5.867546907993983,3.043415330498064,19.4,106.12217933108445,7.710569090909075,74.06033606078319,4.623384615384623
2020,109.19630156472249,108.23589743589719,-4.617575757575651,0.9639477141128694,0.7196205128205122,5.914885369532442,2.9845960700688465,12.687683615819424,107.04850858823056,7.168466363636298,74.23833991817651,4.458717948717947
