year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
2001,50.0,54,0.22699999999999998,0.4291,3.45,2.9572922611994272,114.5,19.84564209,46.11767534177784,53.553999999999995,59.87575757575769
2002,59.0,55,0.23399999999999999,0.4322,3.48,2.8770343059067898,111.3,21.7536068,45.68470968911117,53.71,59.185151515151574
2003,72.0,55,0.271,0.4353,3.51,4.954397666,108.1,23.65822601,45.25174403644451,53.938,58.49454545454546
2004,71.0,56,0.253,0.4384,3.54,2.119065316,104.9,25.56339836,44.81877838377784,54.233999999999995,57.80393939393957
2005,82.0,57,0.23600000000000002,0.4415,3.57,1.180406956,101.9,27.47302055,44.38581273111117,54.602,57.11333333333346
2006,84.0,57,0.209,0.4446,3.634,4.052412542,99.0,27.9,38.689659999999996,55.052,55.5
2007,82.0,58,0.235,0.4477,3.698,2.290453889,96.1,31.32027817,41.2172,55.581,55.24
2008,81.0,59,0.273,0.4508,3.762,2.225480232,93.3,33.26005936,43.7448,56.178000000000004,54.98
2009,78.0,59,0.439,0.4539,3.826,3.510296675,90.6,35.20859146,46.2724,56.818000000000005,54.72
2010,83.0,60,0.406,0.457,3.89,3.99567877,88.0,37.16411972,48.8,57.468,54.46
2011,85.0,61,0.368,0.46399999999999997,4.261043137254887,4.883763946,85.4,39.7,45.4065,58.092,54.2
2012,84.0,61,0.36200000000000004,0.47,4.338044042232269,4.820343516,82.9,41.08917999,42.013000000000005,58.661,52.925
2013,84.0,62,0.37799999999999995,0.475,4.415044947209651,3.967792633,80.5,43.05521011,38.6194,59.16,51.65
2014,87.0,62,0.36200000000000004,0.484,4.492045852187033,5.8717263189999995,78.1,45.7,35.22590021,59.58,50.375
2015,88.0,63,0.35700000000000004,0.48700000000000004,4.5690467571643865,5.365887582,75.8,46.90391834977845,40.056156204444505,59.927,49.1
2016,89.0,63.55692307692334,0.35600000000000004,0.4799969230769223,4.646047662141768,4.9322400769999994,73.5,48.84057370596429,39.62319055177784,60.22,49.51666666666665
2017,95.33174603174575,64.17367521367532,0.3581090225563912,0.4831434188034178,4.72304856711915,1.6731649765175405,71.3,50.77722906215013,39.19022489911117,60.489,48.826060606060764
2018,97.1529815529816,64.79042735042754,0.36296214674617566,0.4862899145299133,4.800049472096532,1.592907021224903,69.1,52.71388441833551,38.757259246444505,60.76,48.13545454545465
2019,98.974217074217,65.40717948717975,0.3678152709359601,0.4894364102564097,4.877050377073886,1.512649065932294,66.9,54.65053977452135,38.32429359377784,61.02201344243133,47.444848484848535
2020,100.79545259545239,66.02393162393173,0.37266839512574457,0.4925829059829052,4.954051282051267,1.432391110639685,51.723389830508495,56.58719513070673,37.89132794111117,61.30646925774397,46.75424242424242
