year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1975,55.92620320855576,68.32579710144933,0.294,0.4138088235294113,9.277636157051973,111.8,-10.210936928907358,57.63,50.23326428571454
1976,57.1368983957218,68.9123188405797,0.256,0.41988970588235297,9.164100372839357,106.0,-7.6341317431997595,58.626000000000005,48.91660000000002
1977,58.347593582887384,69.4988405797103,0.29,0.42597058823529466,9.050564588626742,100.9,-5.057326557492161,59.535,47.59993571428595
1978,59.55828877005342,70.08536231884068,0.753,0.43205147058823457,8.937028804414126,96.5,-2.480521371784562,60.312,46.283271428571425
1979,60.76898395721901,70.67188405797106,0.885,0.43813235294117625,8.82349302020151,92.9,0.09628381392303709,60.941,44.966607142857356
1980,61.97967914438459,71.25840579710143,0.419,0.44421323529411794,8.709957235988895,90.2,2.673088999630636,61.425,43.64994285714283
1981,63.19037433155063,71.84492753623203,0.10300000000000001,0.45029411764705785,8.451562412000001,88.2,5.249894185338235,61.794,42.333278571428764
1982,64.40106951871621,72.43144927536241,0.135,0.45637499999999953,2.825030083,86.5,7.826699371045834,62.101000000000006,41.01661428571424
1983,23.0,73.01797101449279,0.132,0.4624558823529412,9.520749752999999,84.8,10.403504556753433,62.391999999999996,39.69995000000017
1984,31.0,73.60449275362316,0.259,0.4685367647058829,3.7832706810000003,82.6,12.980309742461941,62.68899999999999,38.38328571428565
1985,39.0,74.19101449275377,0.254,0.4746176470588228,8.642086617,79.6,15.55711492816954,63.004,37.06662142857158
1986,54.0,74.77753623188414,0.187,0.4806985294117645,2.871455425,75.7,18.13392011387714,63.338,35.74995714285751
1987,92.0,75.36405797101452,0.24600000000000002,0.4867794117647062,4.309063729,71.3,20.710725299584738,63.678000000000004,34.43329285714299
1988,88.0,75.9505797101449,0.212,0.4928602941176461,5.996854915,67.1,23.287530485292336,64.015,33.11662857142892
1989,99.0,76.5371014492755,0.239,0.4989411764705878,5.6979493670000005,63.3,25.864335670999935,64.34899999999999,31.799964285714395
1990,88.0,77.12362318840587,0.292,0.5050220588235295,0.692171874,60.5,28.26068306,64.676,30.483300000000327
1991,87.0,77.71014492753625,0.28600000000000003,0.5111029411764711,1.4041468519999998,58.8,30.90181732,64.992,29.166635714285803
1992,88.0,80.0,0.306,0.5171838235294111,10.93764724,58.0,33.54250336,65.298,27.849971428571735
1993,89.0,80.0,0.298,0.5232647058823527,8.708311376000001,57.8,36.18048096,65.598,26.53330714285721
1994,89.0,80.0,0.29,0.5293455882352944,19.18264182,57.5,38.8130455,65.899,25.216642857143142
1995,88.0,80.0,0.308,0.5354264705882343,14.21163626,56.6,41.43749619,66.22399999999999,23.89997857142862
1996,88.0,80.0,0.35100000000000003,0.541507352941176,11.34652473,54.5,44.05112076,66.596,22.58331428571455
1997,87.0,81.0,0.36700000000000005,0.5475882352941177,11.11842604,51.2,46.65121841,67.02600000000001,21.266650000000027
1998,88.0,81.0,0.38299999999999995,0.5536691176470576,12.51728567,47.0,49.23508072,67.512,19.94998571428596
1999,89.0,82.0,0.42200000000000004,0.5597499999999993,11.22264853,42.4,51.80110168,68.041,18.633321428571435
2000,90.0,82.0,0.506,0.562,14.28486883,38.1,54.35208511,68.583,17.316657142857366
2001,90.0,83.0,0.518,0.569,2.231654493,34.5,56.891921999999994,69.09899999999999,16.0
2002,91.0,84.0,0.597,0.5760000000000001,5.250891246,31.7,58.6,69.557,14.6833
2003,92.0,84.0,0.674,0.583,4.176259302,29.8,61.95376205,69.932,13.3667
2004,93.0,85.0,0.706,0.59,10.19707261,28.7,64.48355865,70.219,12.05
2005,95.0,86.0,0.927,0.597,6.912457988,28.1,67.0,70.42399999999999,10.7333
2006,96.0,86.0,0.978,0.604,7.983750447,27.9,69.56041718,70.565,9.4167
2007,98.0,87.0,1.048,0.611,15.170688,27.7,72.11432648,70.676,8.1
2008,99.0,88.0,0.956,0.618,6.65052049,27.5,74.67873383,70.786,6.783342857142998
2009,99.0,88.0,1.046,0.625,5.417419493823132,27.0,77.25189209,70.911,5.466678571428929
2010,99.0,89.0,1.115,0.632,1.4667900969999998,26.3,81.1,71.062,4.150014285714406
2011,90.0,90.0,1.22,0.636,3.968886345,25.2,82.41745758,71.243,2.833350000000337
2012,94.0,90.0,0.992,0.643,1.081918312,23.9,85.00637054,71.445,1.5166857142858134
2013,93.0,91.0,0.961,0.643,0.802797545,22.5,87.59703064,71.661,0.20002142857174476
2014,95.0,92.0,0.9309999999999999,0.6459999999999999,0.611212683,21.0,90.18797302,71.88600000000001,-1.1166428571427787
2015,93.0,92.0,0.919,0.648,1.066046146,19.5,92.86127049940023,72.117,-2.4333071428568473
2016,96.0,92.37318840579724,0.945,0.6631249999999991,3.91877627,18.1,95.43807568510783,72.347,-3.749971428571371
2017,106.77540106951847,92.95971014492761,0.9332969924812033,0.6692058823529408,4.509133220122237,16.8,98.01488087081543,72.57,-5.0666357142854395
2018,107.98609625668405,93.54623188405799,0.9503598651801894,0.6752867647058824,4.395597435909622,15.8,100.59168605652303,72.782,-6.383299999999963
2019,109.19679144385009,94.13275362318836,0.9674227378791826,0.6813676470588224,4.282061651697006,14.9,103.16849124223063,75.9902793687902,-7.699964285714032
2020,110.40748663101567,94.71927536231897,0.9844856105781687,0.687448529411764,4.168525867484391,-10.74514124293728,105.74529642793823,76.42576212741085,-9.016628571428555
