year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
2001,98,81,0.552,0.6920000000000001,6026,6.037999999999999,5.236155480464063,16.0,63.6,15.74,72.233,8.3714
2002,98,82,0.58,0.698,6202,6.026,3.964675686,15.5,80.7,15.11,73.085,8.3
2003,99,83,0.5760000000000001,0.7040000000000001,6517,6.013999999999999,5.940269077999999,15.1,74.19284821,14.48,73.79899999999999,7.175
2004,97,84,0.634,0.71,6816,6.002000000000001,5.445061278,29.1,75.79212189,13.85,74.337,6.05
2005,99,85,0.619,0.716,7185,5.99,6.241748045,14.2,77.39584351,13.22,74.695,4.925
2006,98,87,0.609,0.722,7679,5.9879999999999995,7.668291900000001,13.5,79.00791931,12.59,74.904,3.8
2007,98,88,0.623,0.728,8143,5.986000000000001,6.7968261189999994,12.9,80.0,11.96,75.03699999999999,3.3333
2008,98,89,0.612,0.7340000000000001,8569,5.984,5.950088145,12.4,82.2651825,11.33,75.157,2.8667
2009,97,90,0.6559999999999999,0.74,8815,5.982,3.5389120530000002,12.0,83.9078064,10.7,75.286,2.4
2010,99,91,0.6559999999999999,0.746,9464,5.98,8.015959407,11.6,85.3,10.069999999999936,75.439,2.2333
2011,99,92,0.7440000000000001,0.752,10200,6.818180392156862,8.404738131,11.2,87.76,9.439999999999827,75.61399999999999,2.0667
2012,99,93,0.784,0.757,11073,6.875289894419296,9.144579388,10.6,88.87069702,8.809999999999945,75.796,1.9
2013,99,95,0.754,0.76,11360,6.932399396681745,3.395709596,10.0,90.2,8.179999999999836,75.97399999999999,2.037169841269815
2014,99,96,0.8909999999999999,0.764,11817,6.98950889894418,4.9607192069999995,9.3,92.19124603,7.5499999999999545,76.14699999999999,1.6699056923918079
2015,99,96,0.945,0.7659999999999999,12293,7.046618401206629,4.838363612,8.7,93.85242128500022,6.919999999999845,76.316,1.3026415435139143
2016,99,97.84000000000015,0.998,0.7789261538461556,12699,7.103727903469078,4.379683362,8.2,95.4936017341538,6.289999999999964,76.482,0.9353773946360207
2017,110.64864864864876,98.97059829059845,0.712904135338345,0.7847582905982922,12972,7.160837405731513,5.739590698876761,7.8,97.13478218330783,5.6599999999998545,76.648,0.5681132457580134
2018,111.83926031294459,100.10119658119675,0.7238772361939319,0.7905904273504287,13213,7.217946907993962,5.7710554000275565,7.4,98.77596263246141,5.029999999999973,76.812,0.20084909688011976
2019,113.02987197724042,101.23179487179505,0.7348503370495187,0.7964225641025653,13653,7.275056410256397,5.802520101178352,7.1,100.41714308161545,4.399999999999864,77.72331794272355,-0.16641505199788753
2020,114.22048364153625,102.36239316239335,0.7458234379051056,0.8022547008547019,10930.851412429416,7.332165912518846,5.833984802329141,-8.028474576271037,102.05832353076948,3.769999999999982,78.00697995324373,-0.5336792008757811
