year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1977,10.269111969112146,13.93435897435893,0.39799999999999996,0.31507743589743775,4.452476323955409,178.8,-16.642477585949564,53.306000000000004,55.07760815544634
1978,12.198455598455439,15.151111111111277,0.4,0.32040547008547193,4.412708757232579,174.1,-15.17523600057848,53.82,53.64170689655202
1979,14.127799227799187,16.36786324786317,0.40299999999999997,0.3257335042735061,4.790039837,169.4,-13.70799441520785,54.357,52.205805637657704
1980,16.057142857142935,17.584615384615518,0.41100000000000003,0.3310615384615403,3.37121022,164.8,-12.24075282983722,54.913000000000004,50.769904378763385
1981,18.0,18.80136752136741,0.418,0.3363895726495745,3.45028842,160.0,-10.77351124446659,55.486000000000004,49.33400311986861
1982,20.0,20.01811965811976,0.541,0.34171760683760866,4.25363849034126,155.4,-9.306269659095506,56.066,47.89810186097429
1983,20.0,21.23487179487165,0.562,0.34704564102564284,3.735342026,150.4,-7.839028073724876,56.643,46.462200602079974
1984,21.0,22.451623931624,0.506,0.352373675213677,4.1741033568956,145.0,-6.371786488354246,57.20399999999999,45.026299343185656
1985,27.0,23.668376068375892,0.373,0.3577017094017112,2.994760505,139.3,-4.904544902983162,57.735,43.59039808429134
1986,32.0,24.88512820512824,0.203,0.3630297435897454,5.713579354,133.6,-3.437303317612532,58.226000000000006,42.15449682539702
1987,30.0,26.101880341880133,1.7530000000000001,0.36835777777777956,1.9003841519999998,128.4,-1.970061732241902,58.67100000000001,40.0
1988,28.0,27.31863247863248,1.68,0.37368581196581374,1.7203979759999999,123.9,-0.5028201468708176,59.065,40.2
1989,28.0,28.535384615384373,1.442,0.3790138461538479,4.777585421,120.3,0.9644214384998122,59.405,40.4
1990,33.0,29,0.44799999999999995,0.37799999999999995,3.9354979565586206,117.7,2.1767647269999997,59.688,40.6
1991,29.0,31,0.441,0.3846,1.788087116,115.7,3.7172889710000003,59.913999999999994,40.8
1992,39.0,32,0.45299999999999996,0.3912,1.874125895,114.5,5.257362366000001,60.092,41.0
1993,44.0,33,0.445,0.3978,5.873637251,113.7,6.79472971,60.231,41.2
1994,50.0,34,0.504,0.4044,3.776427689667301,113.4,8.326685905,60.341,30.9
1995,55.0,36,0.46,0.41100000000000003,9.81980046,113.3,9.850523949,60.426,20.6
1996,50.0,37,0.46299999999999997,0.4176,5.818826602000001,113.3,11.3635397,60.493,20.4
1997,28.0,38,0.45299999999999996,0.4242,3.6571249894988114,113.3,12.86302567,60.545,20.2
1998,16.0,40,0.439,0.4308,2.77780492,113.2,14.34627724,60.593,20.0
1999,53.0,41,0.43700000000000006,0.4374,7.712825411,113.0,15.81168842,60.643,19.8
2000,51.0,42,0.43200000000000005,0.444,3.5378222893303217,112.7,17.26205826,60.706,19.6
2001,75.0,43,0.455,0.4483,2.008796925,112.3,22.2,60.788000000000004,18.3
2002,89.0,45,0.47,0.4526,0.6650041560000001,111.8,20.13326645,60.891999999999996,17.0
2003,76.0,46,0.47,0.4569,5.978253348,111.2,21.561903,61.018,15.7
2004,70.0,47,0.506,0.4612,5.74742354,110.1,22.99109268,61.17,14.4
2005,71.0,48,0.508,0.4655,8.969422318,108.6,18.2,61.349,13.5
2006,68.0,50,0.5,0.4698,18.86909934,106.6,25.86672592,61.552,12.6
2007,75.0,51,0.555,0.4741,2.8178367719999997,104.2,27.320026399999996,61.776,11.7
2008,74.0,52,0.5660000000000001,0.4784,1.079967167,101.7,30.0,62.015,10.8
2009,64.0,53,0.605,0.4827,3.1799141888248528,99.1,30.25637436,62.266000000000005,9.9833
2010,64.0,54,0.621,0.48700000000000004,4.773697175,96.6,31.73592186,62.527,9.1667
2011,75.0,56,0.643,0.491,4.7040665310000005,93.7,33.22071838,62.799,8.35
2012,80.0,57,0.6920000000000001,0.501,5.795078172,90.8,34.70901489,63.07899999999999,7.5333
2013,80.0,58,0.677,0.509,6.090258732000001,88.1,36.19906235,63.36600000000001,6.7167
2014,84.0,58,0.667,0.513,5.579543854,85.5,38.8,63.653999999999996,5.9
2015,73.0,58,0.65,0.513,1.4,82.7,39.112702658139824,63.93600000000001,0.5133603174604104
2016,73.0,61.387692307692305,0.6559999999999999,0.5228707692307708,2.0,80.3,40.579944243510454,64.208,-0.9225409414339083
2017,87.44285714285706,62.6044444444442,0.7274379699248144,0.528198803418805,2.8617736550422137,77.8,42.04718582888154,64.464,-2.358442200328227
2018,89.37220077220081,63.821196581196546,0.7360247601763028,0.5335268376068392,2.822006088319384,75.3,43.51442741425217,64.704,-3.794343459222546
2019,91.30154440154456,65.03794871794844,0.7446115504277948,0.5388548717948733,2.782238521596554,72.9,44.9816689996228,66.65346697837526,-5.2302447181168645
2020,93.23088803088785,66.25470085470079,0.7531983406792868,0.5441829059829075,2.742470954873724,59.63881355932244,46.44891058499343,66.97740853302162,-6.666145977011183
