year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1990,29.221428571428987,44.331168831168725,-0.1144619047619031,0.38252205882352897,6.994183019441181,174.7,8.605654716,-14.950000000000273,48.492,40.66669999999999
1991,31.357142857143117,45.48051948051898,-0.09547619047619094,0.39274044117646767,6.958301751883823,166.8,10.19876003,-12.900000000000091,49.345,40.833364285714254
1992,33.49285714285725,46.62987012986969,-0.07649047619047877,0.4029588235294099,6.922420484326466,159.4,11.79141426,-10.850000000000364,50.261,41.00002857142857
1993,35.628571428572286,47.779220779220395,-0.057504761904759505,0.4131772058823522,6.886539216769123,152.2,13.38136292,-8.800000000000182,51.266999999999996,41.166692857142834
1994,37.764285714286416,48.928571428571104,-0.03851904761904734,0.42339558823529444,6.850657949211765,145.2,14.96589947,-6.75,52.36600000000001,41.333357142857096
1995,39.900000000000546,53.0,-0.01953333333333518,0.43361397058823314,6.814776681654408,138.5,16.54231834,-4.700000000000273,53.538000000000004,41.500021428571415
1996,42.035714285714675,53.0,-0.0005476190476230158,0.4438323529411754,6.77889541409705,132.0,18.10791588,-2.650000000000091,54.736999999999995,41.66668571428568
1997,44.171428571428805,53.0,0.018438095238096253,0.45405073529411766,6.743014146539707,125.7,19.65998268,-0.6000000000003638,55.907,41.833349999999996
1998,46.307142857142935,53.0,0.037423809523808416,0.46426911764705636,6.70713287898235,119.7,21.19581604,1.449999999999818,57.011,42.00001428571426
1999,48.442857142857974,53.0,0.05640952380952058,0.4744874999999986,6.671251611424992,113.8,22.71380806,3.5,58.037,42.16667857142852
2000,50.578571428572104,54.0,0.07539523809523985,0.47,17.50563435,108.1,24.21675873,5.550000000000182,59.001999999999995,42.33334285714284
2001,52.714285714286234,56.0,0.09438095238095201,0.4837,16.36690647,102.5,25.6,7.6,59.945,42.5
2002,54.0,57.0,0.17300000000000001,0.4974,6.563607808752934,97.0,27.19313049,9.65,60.901,42.6667
2003,55.0,58.0,0.16699999999999998,0.5111,6.527726541195591,91.6,27.7,11.7,61.888000000000005,42.8333
2004,57.0,60.0,0.18100000000000002,0.5248,0.508474576,86.3,30.15611839,13.75,62.893,43.0
2005,55.0,61.0,0.175,0.5385,6.239460371,81.3,31.64233971,15.8,63.882,43.1667
2006,63.0,62.0,0.172,0.5522,6.420082738523533,76.5,33.1369133,17.85,64.803,43.3333
2007,70.0,64.0,0.16899999999999998,0.5659,11.44781145,72.1,36.6,19.9,65.61,43.5
2008,79.0,65.0,0.18600000000000003,0.5796,14.19939577,68.2,36.15917587,21.949999999999818,66.27600000000001,43.666657142857105
2009,72.0,67.0,0.21100000000000002,0.5933,12.96296296,64.8,37.68430328,24.0,66.796,43.83332142857142
2010,72.0,68.0,0.207,0.607,10.42154567,61.8,38.0,26.050000000000182,67.186,43.999985714285685
2011,67.0,70.0,0.221,0.618,8.059384942000001,59.1,40.75381088,28.099999999999454,67.477,44.16664999999995
2012,83.0,71.0,0.251,0.62,5.789990186,56.8,42.29468918,30.149999999999636,67.72,44.333314285714266
2013,82.0,71.0,0.37200000000000005,0.612,2.875695733,54.5,43.83731842,32.19999999999982,67.953,44.49997857142853
2014,77.0,72.0,0.38799999999999996,0.603,5.861136159,52.6,45.38023758,34.25,68.197,44.66664285714285
2015,76.0,72.0,0.40299999999999997,0.605,4.3,50.8,46.865778790720015,36.30000000000018,68.459,44.83330714285711
2016,85.0,74.21428571428532,0.418,0.6481999999999992,6.061270062950001,49.0,48.38616876469541,38.349999999999454,68.735,44.99997142857143
2017,86.88571428571504,75.36363636363603,0.39815238095238215,0.6584183823529379,6.025388795392644,47.3,49.90655873867081,40.399999999999636,69.007,45.16663571428569
2018,89.02142857142917,76.51298701298674,0.4171380952380943,0.6686367647058802,5.989507527835286,45.6,51.42694871264621,42.44999999999982,69.26,45.33329999999995
2019,91.1571428571433,77.66233766233745,0.43612380952380647,0.6788551470588224,5.953626260277943,44.2,52.947338686621606,44.5,71.14515195791932,45.49996428571427
2020,93.29285714285743,78.81168831168816,0.45510952380952574,0.6890735294117647,5.917744992720586,15.974957983193235,54.467728660597004,46.55000000000018,71.86780052600807,45.66662857142853
