year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1977,69.01564722617354,79.48102564102567,-3.2025000000001,1.883,0.604257435897436,4.438,1.09402589,47.7,62.52967722769995,10.456457510489486,68.976,21.3000237079184
1978,69.633949739213,79.89504273504281,-2.5680882352942263,1.507,0.609084444444445,4.502,9.792643918,46.2,63.31492809400015,10.322074248251738,69.41199999999999,20.890765765765764
1979,70.25225225225245,80.30905982905983,-1.9336764705883525,1.652,0.6139114529914522,4.566,4.51475108,44.9,64.10017896030013,10.18769098601399,69.818,9.3
1980,47,80.72307692307697,-1.2992647058822513,1.577,0.6187384615384612,4.63,13.08448173,43.4,64.8854298266001,10.053307723776186,70.192,10.75
1981,78,81.137094017094,-0.6648529411763775,1.649,0.6235654700854703,4.68,9.206809453,42.0,65.67068069290008,9.918924461538438,70.53699999999999,12.2
1982,60,81.55111111111114,-0.030441176470503706,1.5859999999999999,0.6283924786324793,4.73,5.348456439,40.5,66.45593155920005,9.78454119930069,70.858,13.65
1983,60,81.96512820512817,0.6039705882353701,1.645,0.6332194871794865,4.78,5.500563404360527,39.1,67.24118242550003,9.650157937062943,71.163,15.1
1984,59,82.3791452991453,1.2383823529412439,1.327,0.6380464957264955,4.83,2.709473773,37.6,68.0264332918,9.515774674825138,71.453,16.55
1985,73,82.79316239316245,1.8727941176471177,1.185,0.6428735042735045,4.88,4.9422336510000004,36.2,68.81168415809998,9.38139141258739,71.732,18.0
1986,70,83.20717948717947,2.5072058823529915,1.212,0.6477005128205118,4.914,3.567788228,34.9,69.59693502439995,9.247008150349643,72.0,19.45
1987,72,83.62119658119661,3.1416176470588653,1.38,0.6525275213675208,4.948,5.453104918150274,33.7,70.38218589070016,9.112624888111895,72.257,20.9
1988,75,84.03521367521364,3.776029411764739,1.237,0.6573545299145298,4.982,5.441240296597709,32.6,71.16743675700013,8.978241625874091,72.506,22.35
1989,70,84.44923076923078,4.410441176470613,1.042,0.6621815384615388,5.016,1.562247005,31.6,71.95268762330011,8.843858363636343,72.747,23.8
1990,86,84,5.044852941176487,1.121,0.662,5.05,8.098993006,30.7,70.19,8.709475101398596,72.982,22.85
1991,82,85,5.67926470588236,1.284,0.6679,5.082,9.419005745,30.0,73.34184265,8.575091839160848,73.212,21.9
1992,77,85,6.313676470588234,1.646,0.6738,5.114,8.20168056,29.3,74.19857025,8.440708576923043,73.439,20.5
1993,83,86,6.948088235294108,1.4980000000000002,0.6797,5.146,5.4557435729999995,28.8,75.05258942,8.306325314685296,73.661,19.1
1994,83,86,7.582499999999982,1.6130000000000002,0.6856,5.178,2.850147171,28.3,75.90119934,8.171942052447548,73.87899999999999,17.7
1995,86,87,14.1,1.088,0.6915,5.21,1.751678689,28.0,76.74169159,8.0375587902098,74.092,16.3
1996,91,87,9.1,1.652,0.6974,5.236000000000001,4.07970309,27.6,77.57135773,7.903175527971996,74.3,15.65
1997,95,88,11.3,1.976,0.7033,5.2620000000000005,6.460990304,27.3,78.38749695,7.768792265734248,74.5,15.0
1998,98,89,9.9,2.04,0.7092,5.287999999999999,7.341501476,26.9,79.18740082,7.634409003496501,74.694,15.2
1999,92,89,9.8,1.905,0.7151,5.314,3.917206597,26.5,79.96945953,7.500025741258753,74.881,13.4
2000,98,90,10.1,1.911,0.721,5.34,2.715373497,25.9,81.40141009,7.3656424790209485,75.06,14.7
2001,99,90,10.2,2.266,0.7247,5.354,0.574273068,25.4,81.49236298,7.231259216783201,75.233,16.4
2002,99,90,12.4,1.864,0.7284,5.367999999999999,2.229149521,24.7,82.24099731,7.096875954545453,75.40100000000001,11.9
2003,98,91,10.8,1.916,0.7321,5.382000000000001,4.205495762,24.1,87.8,5.1,75.565,11.6
2004,95,91,9.7,1.774,0.7358,5.396,7.522080093,23.5,83.73213196,5.86,75.72800000000001,10.8
2005,92,91,11.2,2.051,0.7395,5.41,7.191278852000001,22.9,84.48242188,6.62,75.892,10.3
2006,88,92,11.3,2.17,0.7432,5.417999999999999,8.652465799,22.3,85.24106598,7.38,76.06,11.0
2007,85,92,13.3,2.082,0.7469,5.426,11.98398545,21.7,86.01101685,8.14,76.234,8.1
2008,86,92,19.2,2.096,0.7506,5.434,8.611646133999999,21.0,86.79147339,8.9,76.414,5.5
2009,85,93,23.6,2.4,0.7543,5.442,1.598358809,20.5,87.58067322,7.15,76.6,3.4
2010,94,93,21.6,2.5140000000000002,0.758,5.45,5.767349873,19.9,86.85,5.4,76.792,4.6
2011,87,93,18.367500000000064,2.721,0.765,5.7314196078431365,11.80806624,19.3,89.17832184,4.95,76.98899999999999,4.0
2012,85,94,19.001911764705937,2.68,0.773,5.7698150829562564,9.229952302000001,18.7,89.98327637,4.5,77.188,4.4
2013,80,94,19.63632352941181,2.79,0.78,5.808210558069376,6.624158955,18.1,89.1,5.0602,77.38600000000001,2.9
2014,80,94,20.270735294117685,2.252,0.785,5.8466060331825105,6.053334058,17.5,91.59696198,5.620417,77.583,3.8
2015,73,95,20.90514705882356,2.2880000000000003,0.7879999999999999,5.88500150829563,5.777393472999999,16.9,92.36921014709992,5.349893545454506,77.77600000000001,2.2
2016,73,95.62769230769231,21.539558823529433,2.293,0.792510769230768,5.92339698340875,4.882002835,16.4,93.15446101340012,5.215510283216759,77.964,5.33896396396392
2017,93.74774774774778,96.04170940170945,22.173970588235306,2.331693609022551,0.797337777777777,5.96179245852187,5.097166271573375,15.9,93.9397118797001,5.081127020979011,78.149,4.929706021811285
2018,94.36605026078723,96.45572649572648,22.80838235294118,2.3536449312937435,0.802164786324786,6.00018793363499,5.0853016500208135,15.3,94.72496274600007,4.946743758741263,78.329,4.5204480796586495
2019,94.98435277382646,96.86974358974362,23.442794117647054,2.375596253564943,0.8069917948717951,6.03858340874811,5.073437028468248,14.9,95.51021361230005,4.812360496503459,80.1662986557568,4.111190137505901
2020,95.60265528686591,97.28376068376065,24.077205882352928,2.3975475758361355,0.8118188034188023,6.076978883861244,5.061572406915687,4.004858757061811,96.29546447860002,4.677977234265711,80.45493968439507,3.7019321953532653
