year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1985,5.013415892673038,31.56410256410254,0.174,0.21796068376068511,1.27,2.5992331678796035,270.5,19.822941359861545,83.88160857142839,40.376999999999995,68.34130434782605
1986,7.953560371517597,32.59999999999991,0.171,0.22476512820512973,1.3219999999999998,1.2360469109999999,267.7,19.588826249846136,82.42365999999993,40.147,67.75652173913045
1987,10.893704850361246,33.63589743589728,0.124,0.23156957264957434,1.374,7.231268731,265.4,19.354711139830727,80.96571142857147,39.827,67.17173913043484
1988,13.833849329205805,34.671794871794646,0.111,0.23837401709401895,1.426,2.697521194880764,263.5,19.120596029815374,79.507762857143,39.439,66.58695652173924
1989,16.773993808049454,35.707692307692014,0.087,0.24517846153846357,1.4780000000000002,0.729999999,261.4,18.886480919799965,78.04981428571409,39.009,65.5
1990,19.714138286894013,37,0.114,0.272,1.53,3.349997984,259.8,18.36263657,76.59186571428563,38.563,65.0
1991,22.654282765737662,38,0.127,0.275,1.5919999999999999,2.351960645,258.1,18.20406723,75.13391714285717,38.122,64.5
1992,25.59442724458222,39,0.10400000000000001,0.278,1.6540000000000001,2.828571897548983,256.4,18.04504395,73.67596857142871,37.717,64.0
1993,28.53457172342678,40,0.10400000000000001,0.281,1.716,1.374549379,254.5,17.88331795,72.2180199999998,37.384,63.5
1994,31.47471620227043,41,0.11900000000000001,0.284,1.778,2.894097248883085,252.3,17.71617699,70.76007142857134,37.158,63.0
1995,34.41486068111499,42,0.094,0.287,1.84,2.9268599245501434,249.5,17.54092026,69.30212285714288,37.083,62.5
1996,37.35500515995864,43,0.11,0.29,1.88,1.753821399,246.1,17.35484123,67.84417428571442,37.194,62.0
1997,40.295149638803196,44,0.102,0.293,1.92,2.9923852758842457,242.2,17.15523148,66.3862257142855,37.496,61.5
1998,43.235294117646845,45,0.094,0.29600000000000004,1.96,1.785014281,237.7,16.93938828,64.92827714285704,37.98,61.0
1999,43.0,46,0.083,0.299,2.0,3.0579106272183623,232.9,16.70570564,63.47032857142858,38.634,60.5
2000,44.0,47,0.094,0.302,2.04,6.652727885,227.7,16.45697975,65.0,39.441,60.0
2001,38.0,48,0.12,0.311,2.082,3.1234359785524646,222.2,16.19711113,64.54,40.369,59.5
2002,53.0,49,0.12300000000000001,0.32,2.124,26.26857661,216.3,15.9299984,64.08,41.376000000000005,59.0
2003,73.0,50,0.125,0.32899999999999996,2.166,9.382384967,210.3,15.65953922,63.62,42.419,58.5
2004,65.0,51,0.11800000000000001,0.33799999999999997,2.208,6.417536687,204.0,16.8,63.16,43.467,57.725
2005,65.0,52,0.09699999999999999,0.34700000000000003,2.25,4.332484395,197.3,15.12417984,62.7,44.501999999999995,56.95
2006,64.0,53,0.125,0.35600000000000004,2.35,5.525833107,190.4,14.86707687,38.8,45.516999999999996,56.175
2007,64.0,54,0.106,0.365,2.45,8.058321564,183.2,14.62128162,14.9,46.52,55.4
2008,77.0,55,0.107,0.374,2.55,5.3996767420000005,175.7,12.1,53.7,47.508,54.625
2009,84.0,56,0.10300000000000001,0.38299999999999995,2.65,4.649512913,168.1,14.15943813,46.8,48.468,53.85
2010,86.0,57,0.113,0.392,2.75,5.365143206,160.5,13.93989086,39.9,49.382,53.075
2011,89.0,59,0.136,0.401,2.5595607843137174,4.810186455,153.2,14.2,46.3333,50.233999999999995,52.3
2012,91.0,60,0.152,0.413,2.6060748114630456,15.18176908,146.3,13.514795300000001,52.7667,51.018,52.55217391304359
2013,92.0,61,0.172,0.426,2.6525888386123597,20.71576829,139.8,13.5,59.2,51.731,51.96739130434776
2014,83.0,62,0.185,0.431,2.699102865761688,4.556772366000001,137.7,13.09699154,41.60109999999986,52.372,51.38260869565215
2015,86.0,63,0.182,0.42,2.745616892911002,3.5821134378912234,138.3,12.799488059400005,40.1431514285714,52.941,50.79782608695655
2016,84.0,63.676923076922776,0.184,0.4288984615384628,2.7921309200603304,6.067013514,123.2,12.565372949384596,38.68520285714294,53.443999999999996,50.21304347826094
2017,99.09803921568619,64.71282051282014,0.10927631578947361,0.4357029059829074,2.8386449472096444,3.6476387892253257,118.2,12.331257839369243,37.22725428571448,53.895,49.62826086956511
2018,102.03818369453074,65.74871794871797,0.1077577132486387,0.442507350427352,2.8851589743589727,3.680401464892384,113.5,12.097142729353834,35.769305714285565,54.309,49.043478260869506
2019,104.9783281733744,66.78461538461534,0.10623911070780423,0.4493117948717966,2.931673001508287,3.713164140559442,109.2,11.863027619338425,34.311357142857105,49.97363822326122,48.4586956521739
2020,107.91847265221895,67.8205128205127,0.10472050816696932,0.45611623931624123,2.978187028657615,3.7459268162264863,122.86943502824761,11.628912509323072,32.853408571428645,50.28163915838695,47.8739130434783
