year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1981,76.53057971014505,98.34871794871793,25.494264705882415,16.288,0.6747685470085454,13667.0,12.62622419915806,46.01008226990393,21.7,100.0,68.97804878,1.3415140415140439
1982,77.14275362318836,98.38974358974357,24.767205882352982,16.500999999999998,0.6804447863247862,14066.0,12.284477243787933,46.96403472614338,20.9,100.0,69.12682927,1.3338827838827854
1983,77.75492753623189,98.43076923076922,24.04014705882355,16.637999999999998,0.6861210256410253,14448.0,11.942730288417806,47.9179871823826,20.2,100.0,69.37560976,1.3262515262515286
1984,78.36710144927542,98.47179487179486,23.313088235294117,16.682000000000002,0.6917972649572643,14712.0,11.60098333304768,48.87193963862205,19.5,100.0,69.27804878,1.3186202686202702
1985,78.97927536231896,98.5128205128205,22.586029411764684,17.852999999999998,0.6974735042735034,14607.0,11.259236377677553,49.8258920948615,19.0,100.0,69.3804878,1.3109890109890134
1986,79.59144927536227,98.55384615384614,21.858970588235252,17.747,0.7031497435897425,14894.0,10.917489422307426,50.77984455110095,18.6,100.0,70.08536585,1.303357753357755
1987,80.2036231884058,98.59487179487178,21.13191176470582,18.315,0.7088259829059815,14922.0,10.5757424669373,51.7337970073404,18.3,100.0,70.64390244,1.2957264957264982
1988,80.81579710144933,98.63589743589742,20.404852941176387,18.660999999999998,0.7145022222222206,15597.0,10.233995511567173,52.68774946357985,18.0,100.0,70.69756098,0.1
1989,81.42797101449287,98.67692307692306,19.677794117646954,18.204,0.7201784615384614,16583.0,9.892248556197046,53.64170191981907,17.8,100.0,70.03902439,0.34
1990,82.04014492753618,99,18.95073529411775,23.683000000000003,0.728,15230.0,9.55050160082692,54.59565437605852,17.7,100,69.47560976,0.58
1991,82.65231884057971,99,18.223676470588316,21.987,0.7333,13776.0,9.208754645456793,55.54960683229797,17.5,100,69.37317073,0.82
1992,83.26449275362324,99,17.496617647058883,16.116,0.7386,12052.0,8.867007690086666,56.50355928853742,17.3,100,68.86341463,1.06
1993,71.0,99,16.76955882352945,12.815,0.7439,11315.0,8.52526073471654,57.457511744776866,16.9,100,67.9097561,1.3
1994,77.0,99,16.042500000000018,13.657,0.7492,11370.0,8.183513779346413,58.411464201016315,16.4,100,66.5,1.42
1995,82.0,99,17.1,12.7,0.7545,12330.0,7.841766823976172,59.365416657255764,15.6,100,67.54390244,1.54
1996,87.0,99,15.1,13.352,0.7598,13180.0,5.323844874,60.319369113494986,14.7,100,69.61219512,1.66
1997,87.0,99,12.7,13.109000000000002,0.7651,14904.0,11.79861872,61.273321569734435,13.8,100,69.8097561,1.78
1998,88.0,99,14.1,12.024000000000001,0.7704,15667.0,4.117257751,62.227274025973884,12.8,100,69.35853659,1.9
1999,91.0,99,11.4,11.205,0.7757,15659.0,6.474779002495666,63.7,11.9,100,70.06341463,2.02
2000,93.0,99,10.4,10.978,0.7809999999999999,17440.0,10.56807495,64.5667,10.9,100,70.41707317,2.14
2001,94.0,99,10.1,11.288,0.7867,18662.0,6.328710504,65.4333,10.1,100,70.25853659,2.26
2002,94.0,99,10.5,11.014000000000001,0.7924,19922.0,6.076394702000001,66.3,9.2,100,70.90487805,2.38
2003,94.0,99,10.9,12.448,0.7981,21534.0,7.416163365,67.1667,8.5,100,71.31707317,2.5
2004,94.0,99,6.7,12.68,0.8038,23027.0,6.294746225,68.0333,7.8,100,71.9097561,1.1
2005,96.0,99,8.4,12.642999999999999,0.8095,25330.0,9.373711454,68.9,7.1,100,72.56829268,0.8
2006,95.0,99,6.8,12.184000000000001,0.8152,28097.0,10.27188409,69.7667,6.5,100,72.69146341,0.8
2007,95.0,99,6.9,14.932,0.8209,30412.0,7.748192368,70.6333,5.9,100,72.81463415,0.4
2008,95.0,99,6.3,13.339,0.8266,28841.0,3.3990564041645257,71.5,5.4,100,73.77073171,0.4
2009,95.0,99,5.2,10.937000000000001,0.8323,24642.0,3.057309448794399,72.3667,5.0,100,74.82439024,0.6
2010,94.0,100,5.2,14.277999999999999,0.838,25256.0,2.259075894,73.2333,4.6,100,75.42926829,0.8
2011,93.0,100,3.6825000000001182,14.378,0.85,27258.0,7.597300209,74.1,4.2,100,76.22926829,1.0
2012,94.0,100,2.9554411764706856,13.54,0.856,28534.0,4.307258988,74.9667,3.9,100,76.32682927,0.7
2013,94.0,100,2.228382352941253,14.907,0.86,29190.0,1.41521431,75.8333,3.6,100,77.14146341,1.0
2014,93.0,100,1.5013235294118203,14.344000000000001,0.863,30094.0,2.8229069669999998,76.7,3.4,100,77.03414634,0.7
2015,93.0,100,0.7742647058823877,12.081,0.865,30664.0,1.444215805,77.9833,3.1,100.0,77.5902439,1.0820512820512835
2016,93.0,99.78461538461538,0.047205882352955086,12.184000000000001,0.8734369230769214,31725.0,1.5702935130000002,79.2667,2.9,100.0,77.64146341,1.0744200244200268
2017,98.56884057971024,99.82564102564102,-0.6798529411764775,14.692988095238093,0.8791131623931623,33225.0,0.32333380583338567,80.55,2.7,100.0,78.09268293,1.0667887667887683
2018,99.18101449275355,99.86666666666666,-1.4069117647059102,14.722872137239648,0.8847894017094013,34485.0,-0.018413149536741003,81.8333,2.6,100.0,78.24390244,1.0591575091575116
2019,99.79318840579708,99.9076923076923,-2.133970588235343,14.752756179241203,0.8904656410256404,35398.0,-0.3601601049068677,83.1167,2.4,100.0,74.89162758822906,1.0515262515262531
2020,100.40536231884062,99.94871794871794,-2.8610294117647754,14.782640221242758,0.8961418803418795,32700.59230769216,-0.7019070602769943,84.4,-0.054615384615544826,100.0,75.02234298213617,1.0438949938949964
