year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled
2006,89,100,1.2,8.963,0.8878,35434,6.526,2.80413966,95.84,6.5,100,80.04878049
2007,88,100,1.1,8.658,0.8911,36517,6.492000000000001,2.887426896,96.06,6.4,100,80.15121951
2008,89,100,1.2,8.805,0.8944,36081,6.457999999999999,2.6972925932646348,96.28,6.3,100,80.35121951
2009,92,100,1.5,8.047,0.8977,35761,6.4239999999999995,2.7176593843120074,96.5,6.2,100,80.70243902
2010,93,100,1.1,8.014,0.9009999999999999,36130,6.39,1.527405275,95.68,6.1,100,80.70243902
2011,95,100,0.9,7.77,0.904,36595,6.257999999999999,2.270076783,94.86,6.0,100,80.90487805
2012,93,100,1.1470588235294095,7.979,0.9079999999999999,37300,6.126,2.245965409,94.04,5.9,100,81.15609756
2013,92,100,1.1352941176470566,7.768,0.91,37692,5.994,2.449751486,93.22,5.8,100,81.40731707
2014,93,100,1.1235294117647037,7.791,0.9129999999999999,38198,5.862,3.404535318,92.4,5.6,100,81.40487805
2015,92,100,1.1117647058823508,7.782,0.915,38940,5.73,2.431912842,91.9333,5.5,100.0,81.45682927
2016,92,100.0,1.0999999999999979,7.627000000000001,0.9247384615384613,39717,5.728,3.94615232,91.4667,5.3,100.0,81.61243902
2017,96.62612612612611,100.0,1.088235294117645,9.114221804511288,0.9286094017094015,39918,5.726,2.8805937126909527,91.0,5.1,100.0,81.65853659
2018,97.25651967757244,100.0,1.076470588235292,9.191193155302045,0.9324803418803418,40359,5.724,2.9009605037383253,90.5333,4.9,100.0,81.85853659
2019,97.88691322901855,100.0,1.0647058823529392,9.268164506092802,0.936351282051282,40714,5.722,2.9213272947856908,90.0667,4.7,100.0,82.23752348481008
2020,98.51730678046465,100.0,1.0529411764705863,9.345135856883587,0.9402222222222223,39565.81751412421,5.72,2.9416940858330562,89.6,1.3845762711863472,100.0,82.4537055064676
