year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1970,38.824615384615754,69.6102564102564,5.9375,2.2680000000000002,0.4751102941176484,6309.908161350842,12.05211625,45.449244155844326,75.30926657883174,98.59268701393847,67.452,23.068345864661694
1971,40.121538461538876,70.28615384615387,5.942500000000001,2.385,0.4817448529411763,6300.931613508441,2.470936125,46.039654545454596,73.8876064997803,98.6267163260154,67.766,22.85796992481204
1972,41.418461538462,70.96205128205133,5.9475,2.491,0.488379411764706,6291.955065666039,2.836873807,46.63006493506509,72.46594642072887,98.66074563809232,68.082,22.64759398496244
1973,42.71538461538512,71.6379487179488,5.952500000000001,2.582,0.4950139705882357,6282.978517823638,6.482761546,47.22047532467536,71.04428634167789,98.69477495016925,68.40100000000001,22.437218045112786
1974,44.012307692307786,72.31384615384627,5.9575,2.667,0.5016485294117654,6274.0019699812365,8.80829341,47.81088571428586,69.62262626262645,98.72880426224617,68.718,22.226842105263188
1975,45.30923076923091,72.98974358974351,5.9625,2.7880000000000003,0.5082830882352951,6265.025422138835,7.380945301000001,48.40129610389636,70.9,98.7628335743231,69.014,22.016466165413533
1976,46.60615384615403,73.66564102564098,5.967500000000001,2.8789999999999996,0.5149176470588248,6256.0488742964335,6.097564234,48.991706493506626,68.3,98.79686288640002,69.266,21.806090225563935
1977,47.90307692307715,74.34153846153845,5.9725,2.9610000000000003,0.5215522058823545,6247.072326454032,6.896550161,49.58211688311712,65.8,98.83089219847693,69.461,21.59571428571428
1978,49.20000000000027,75.01743589743592,5.977500000000001,3.0469999999999997,0.5281867647058824,6238.0957786116305,7.429127692000001,50.17252727272739,63.5,98.86492151055386,69.592,21.38533834586468
1979,50.496923076923395,75.69333333333338,5.9825,3.053,0.5348213235294121,6229.119230769229,7.370346072,50.76293766233789,61.2,98.89895082263078,69.665,21.174962406015084
1980,51.793846153846516,76.36923076923085,5.987500000000001,3.153,0.5414558823529418,6850.0,4.576266275,51.35334805194816,58.9,98.9329801347077,69.7,20.96458646616543
1981,53.09076923076964,77.04512820512832,5.9925,3.073,0.5480904411764715,7197.0,5.267423656,51.94375844155866,56.8,98.96700944678463,69.726,20.75421052631583
1982,54.38769230769276,77.72102564102556,5.9975000000000005,3.111,0.5547250000000012,7561.0,2.001538541,52.53416883116893,54.8,99.00103875886155,69.768,20.543834586466176
1983,55.68461538461588,78.39692307692303,6.002500000000001,3.1310000000000002,0.561359558823531,7967.0,4.301886843999999,53.124579220779424,53.1,99.03506807093848,69.844,20.333458646616577
1984,56.98153846153855,79.0728205128205,6.0075,3.135,0.5679941176470589,8549.0,5.426922971000001,53.714989610389694,51.5,99.0690973830154,69.954,20.123082706766922
1985,58.27846153846167,79.74871794871797,6.012500000000001,3.35,0.5746286764705886,9031.0,4.94165542,54.30540000000019,50.3,99.10312669509233,70.08800000000001,19.912706766917324
1986,59.57538461538479,80.42461538461544,6.0175,3.325,0.5812632352941183,9012.0,2.314556588224285,54.89581038961046,49.4,99.13715600716925,70.226,19.70233082706767
1987,60.87230769230791,81.1005128205129,6.022500000000001,3.424,0.587897794117648,8926.0,1.282042848,55.48622077922096,48.8,99.17118531924618,70.339,19.49195488721807
1988,62.169230769231035,81.77641025641037,6.0275,3.483,0.5945323529411777,9550.0,5.555558079,56.07663116883123,48.4,99.20521463132309,70.407,19.281578947368416
1989,63.46615384615416,82.45230769230761,6.032500000000001,3.391,0.6011669117647074,9222.0,2.2330400688308885,56.667041558441724,48.0,99.23924394340001,70.425,19.071203007518818
1990,64.76307692307728,85,6.0375,3.181,0.6078014705882353,7905.0,2.205867895699761,57.257451948051994,47.7,99.00380707,70.38600000000001,18.86082706766922
1991,66.0600000000004,85,6.0425,3.0869999999999997,0.614436029411765,6238.0,2.1786957225686265,57.84786233766249,47.4,99.1108017,70.29,18.650451127819565
1992,58.0,85,6.047500000000001,2.892,0.6210705882352947,3475.0,2.151523549437499,58.43827272727276,47.1,99.21647644,70.156,18.440075187969967
1993,54.0,85,6.0525,1.91,0.6277051470588244,2505.0,2.1243513763063646,59.02868311688326,46.6,99.31900787,70.003,18.229699248120312
1994,58.0,85,6.057500000000001,1.19,0.6343397058823541,2298.0,2.097179203175237,59.619093506493755,46.0,99.41604614,69.84899999999999,18.019323308270714
1995,79.0,86,7.7,0.45799999999999996,0.6409742647058838,2406.0,2.599995222,60.209503896104025,45.2,99.50495911,69.718,17.80894736842106
1996,80.0,87,5.4,0.821,0.6476088235294117,2700.0,11.20000269,60.79991428571452,44.0,99.58306885,69.635,6.0
1997,80.0,87,5.8,0.9079999999999999,0.6542433823529414,3013.0,10.51904065,61.39032467532479,42.6,99.64784241,69.613,17.6
1998,80.0,88,5.0,1.028,0.6608779411764711,3129.0,3.1049034239999997,61.98073506493529,40.9,99.69746399,69.654,15.7
1999,84.0,89,5.1,0.909,0.6675125000000008,3239.0,2.8692564610000004,65.2,38.9,99.73146057,69.756,19.9
2000,80.0,89,5.0,0.9590000000000001,0.6729999999999999,3321.0,1.8383417869999998,65.29,36.6,99.75111389,69.902,21.0
2001,87.0,90,5.6,0.807,0.6799,3499.0,4.805452136,65.38,34.1,99.75959778,70.065,20.9
2002,84.0,91,6.3,0.733,0.6868,3705.0,5.473838085,65.47,31.5,99.9,70.22,16.9
2003,75.0,92,6.6,0.823,0.6937,4135.0,11.05810212,65.56,28.8,99.76190186,70.34899999999999,17.4
2004,78.0,92,6.2,0.953,0.7006,4382.0,5.857329772999999,65.65,26.2,99.7623291,70.45100000000001,16.8
2005,82.0,93,9.0,1.128,0.7075,4755.0,9.599640804,65.74,23.6,99.76554108,70.538,16.2
2006,88.0,94,7.3,1.383,0.7144,5159.0,9.383276297,65.83,21.2,99.77567291,70.635,13.9
2007,98.0,95,7.5,1.462,0.7213,5816.0,12.34399988,65.92,19.1,99.79553223,70.765,16.3
2008,92.0,95,6.0,1.189,0.7282,5957.0,2.314047429,66.01,17.2,99.82525635,70.946,15.5
2009,88.0,96,4.8,1.455,0.7351,5702.0,1.6895966062082692,66.1,15.5,99.86341095,71.18,15.4
2010,92.0,97,4.3,1.4909999999999999,0.742,6000.0,6.24941822,66.8,14.2,99.90670013,71.46,19.6
2011,94.0,98,6.1425,1.911,0.7490000000000001,6387.0,7.22152322,67.5,13.0,99.94815826,71.773,17.8
2012,92.0,98,6.147500000000001,2.052,0.755,6777.0,6.350482702000001,68.2,12.1,100.0,72.097,15.5
2013,93.0,99,6.1525,1.94,0.759,7018.0,3.387043755,68.9,11.4,99.99447632,72.41199999999999,11.5
2014,91.0,100,6.157500000000001,2.249,0.768,7351.0,4.62333166,69.6,10.9,100.0,72.707,9.8
2015,94.0,100,6.1625,2.3209999999999997,0.769,7570.0,2.880318509,71.1333,10.5,100.12400605740002,72.973,8.3
2016,92.0,100.70153846153858,6.1675,2.525,0.7803000000000004,7791.0,2.7440126780000003,72.6667,10.2,100.15803536947695,73.207,13.391052631578987
2017,99.7800000000002,101.37743589743582,6.172500000000001,1.592289473684211,0.7869345588235301,8170.0,1.4722192211592215,74.2,10.0,100.19206468155387,73.414,13.180676691729332
2018,101.07692307692332,102.05333333333328,6.1775,1.5742486388384762,0.7935691176470598,8555.0,1.445047048028087,75.7333,9.8,100.2260939936308,73.6,12.970300751879734
2019,102.37384615384644,102.72923076923075,6.182500000000001,1.5562078039927414,0.8002036764705895,8981.0,1.4178748748969525,77.2667,9.6,100.26012330570772,73.07092109877263,12.759924812030079
2020,103.67076923076957,103.40512820512822,6.1875,1.5381669691470066,0.8068382352941192,5861.080769230768,1.3907027017658251,78.8,4.226262626262724,100.29415261778465,73.19013711279953,12.54954887218048
