year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1983,95,96.69226425748165,35.042205882352846,2.681,0.5785646153846145,4755,5.082,1.1049382620000001,2.466659683794205,63.9,100.0,89.86725454545467,70.876,2.7497617647059087
1984,95,96.65160926030491,33.728823529411784,2.695,0.5843374358974351,4782,5.226,1.1193685916027505,4.399993280631861,59.2,100.0,86.75865227272698,71.134,2.680725490196096
1985,96,96.61095426312818,32.41544117647072,2.653,0.5901102564102558,4807,5.37,1.78064396,6.333326877469972,55.0,100.0,83.65005000000019,71.388,2.611689215686283
1986,96,96.57029926595143,31.10205882352966,2.647,0.5958830769230765,4838,5.478,5.637243177999999,8.266660474308082,51.3,100.0,80.5414477272725,71.605,2.542652941176499
1987,96,96.5296442687747,29.788676470588143,2.384,0.6016558974358972,4868,5.586,1.4860214268286143,10.199994071145738,48.1,100.0,77.43284545454571,71.76,2.473616666666686
1988,96,96.48898927159797,28.47529411764708,2.29,0.6074287179487179,4899,5.694,1.6082390385705878,12.133327667983849,45.4,100.0,74.32424318181802,71.843,2.4045803921568734
1989,94,96.44833427442123,27.16191176470602,2.76,0.6132015384615386,4936,5.8020000000000005,9.83654897,14.06666126482196,43.0,100.0,71.21564090909123,71.86,2.335544117647089
1990,94,96.4076792772445,25.848529411764957,1.679,0.635,4980,5.91,1.852674262054478,15.999994861659616,41.0,100,68.10703863636354,71.836,2.2665078431372763
1991,78,96.36702428006775,24.53514705882344,1.307,0.6377,3658,5.914,1.9748918737964516,17.933328458497726,39.3,100,64.99843636363676,71.803,2.1974715686274635
1992,94,96.32636928289102,23.22176470588238,0.775,0.6404,3515,5.917999999999999,2.0971094855383967,19.866662055335382,37.8,100,61.88983409090906,71.80199999999999,2.128435294117679
1993,96,96.28571428571428,21.908382352941317,0.731,0.6431,3859,5.922000000000001,9.600000045,21.799995652173493,36.5,100,58.78123181818228,71.86,2.0593990196078664
1994,99,96.0,20.595000000000255,0.611,0.6458,4161,5.926,8.29999998,23.733329249011604,35.2,100,55.67262954545458,71.992,1.9903627450980537
1995,97,96.0,6.7,0.67,0.6485,4464,5.93,13.29999999,25.66666284584926,33.9,100,52.56402727272689,72.205,1.9213264705882693
1996,98,96.0,8.0,0.653,0.6512,4801,6.13,9.100000008,27.59999644268737,32.6,100,49.455425000000105,72.495,1.1
1997,99,96.0,49.9,0.498,0.6539,4248,6.33,2.708197544248179,29.53333003952548,31.3,100,46.34682272727241,72.83800000000001,1.3167
1998,96,96.0,18.6,0.564,0.6566,4641,6.53,9.00885254,31.466663636363137,29.9,100,43.238220454545626,73.208,1.5333
1999,97,96.0,16.1,0.956,0.6593,5281,6.73,13.50117338,33.4,28.6,100,40.12961818181793,73.587,1.75
2000,97,96.0,9.0,0.9670000000000001,0.662,5700,6.93,6.6666204989999995,35.3333,27.2,100,36.58605,73.955,1.9667
2001,97,96.0,6.8,1.031,0.6696,6232,6.9879999999999995,7.940331425,37.2667,25.8,100,33.6688,74.288,2.1833
2002,98,96.0,7.5,1.202,0.6772,6578,7.046,4.231371018,39.2,24.4,100,30.7516,74.579,2.4
2003,97,96.0,4.6,1.379,0.6848,7006,7.104,5.773490561,41.1333,22.9,100,27.8344,74.828,1.9667
2004,97,96.0,3.8,1.3430000000000002,0.6924,7451,7.162000000000001,5.7095565960000005,43.0667,21.4,100,24.9172,75.039,1.5333
2005,98,96.0,4.2,1.38,0.7,7917,7.22,5.720819947000001,45.0,20.0,100,22.0,75.22800000000001,1.1
2006,97,96.0,2.8,1.274,0.7076,8437,7.16,5.431012739,46.9333,18.5,100,18.7,75.423,0.8667
2007,98,96.0,3.3,1.296,0.7152,8984,7.1,5.9,48.8667,17.1,100,15.4,75.646,0.6333
2008,99,96.0,2.9,1.4609999999999999,0.7228,9682,7.04,7.529999988999999,50.8,15.8,100,12.1,75.91199999999999,0.4
2009,98,96.0,2.7,1.475,0.7304,10012,6.98,3.350000009,52.7333,14.5,100,8.8,76.221,0.575
2010,99,96.0,4.0,1.561,0.738,10368,6.92,3.709999994,54.6667,13.2,100,5.5,76.562,0.75
2011,99,96.0,-1.7325000000000728,1.79,0.752,10604,7.93452549019608,2.550000005,56.6,12.1,100,2.82639090909106,76.914,0.925
2012,99,95.0,-3.0458823529411347,1.681,0.759,10725,8.049352639517338,1.4199999980000002,58.5333,11.2,100,-0.2822113636366339,77.252,1.1
2013,99,95.0,-4.359264705882197,1.733,0.7609999999999999,10804,8.164179788838595,1.109999993,60.4667,10.4,100,-3.3908136363634185,77.554,0.6786735294117818
2014,98,95.0,-5.672647058823259,1.955,0.762,10965,8.279006938159881,1.799999998,62.4,9.9,100,-6.4994159090911126,77.813,0.6096372549019691
2015,99,95.0,-6.986029411764775,2.011,0.764,11174,8.393834087481139,2.590000005,64.3333,9.6,100.0,-9.608018181817897,78.025,0.5406009803921847
2016,98,95.35064935064935,-8.299411764705837,2.093,0.7690676923076918,11512,8.508661236802396,3.459999994,66.2667,9.4,100.0,-12.716620454545591,78.194,0.471564705882372
2017,99.3648648648649,95.30999435347262,-9.6127941176469,1.4756597744360906,0.7748405128205125,11918,8.623488386123682,5.152549779087309,68.2,9.4,100.0,-15.825222727272376,78.333,0.4025284313725592
2018,99.52204836415365,95.26933935629587,-10.926176470587961,1.4694030334456833,0.7806133333333332,12376,8.73831553544494,5.274767390829254,70.1333,9.5,100.0,-18.93382500000007,78.458,0.3334921568627749
2019,99.6792318634424,95.22868435911914,-12.239558823529478,1.463146292455276,0.7863861538461538,12819,8.853142684766198,5.396985002571228,72.0667,9.7,100.0,-22.042427272726854,78.81106195207485,0.26445588235296213
2020,99.83641536273115,95.1880293619424,-13.55294117647054,1.4568895514648688,0.7921589743589745,10364.567231638473,8.967969834087484,5.519202614313173,74.0,-4.398025551684441,100.0,-25.15102954545455,79.05264932787844,0.19541960784314938
