year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1984,91.24000000000001,100.0,14.326904761904757,9.318999999999999,0.5547029411764726,8949.0,-2.4611594006839823,21.828629202279444,18.2,100.0,39.89988333333304,70.27192683,27.68242424242453
1985,91.44000000000005,100.0,14.007261904762004,9.985,0.5631544117647067,8984.0,-2.198258187968463,23.390025356125534,17.6,100.0,38.557030952380956,70.99268293,26.38121212121223
1986,91.64000000000004,100.0,13.687619047619137,9.949,0.5716058823529409,9172.0,-1.9353569752529438,24.951421509971624,17.0,100.0,37.21417857142842,71.5495122,25.079999999999927
1987,91.84000000000003,100.0,13.36797619047627,10.305,0.580057352941175,9226.0,-1.6724557625373109,26.512817663817714,16.4,100.0,35.871326190475884,70.9902439,23.77878787878808
1988,92.04000000000002,100.0,13.048333333333403,10.530999999999999,0.5885088235294127,9146.0,-1.4095545498217916,28.07421381766426,15.9,100.0,34.5284738095238,71.34146341,22.477575757575778
1989,92.24000000000001,100.0,12.728690476190536,10.265999999999998,0.5969602941176468,9713.0,-1.1466533371062724,29.63560997151035,15.4,100.0,33.18562142857127,71.48292683,21.17636363636393
1990,92.44000000000005,100,12.40904761904767,9.852,0.605411764705881,9366.0,-0.8837521243906394,31.197006125356438,15.2,100,31.84276904761873,70.83658537,19.87515151515163
1991,92.64000000000004,100,12.089404761904802,9.179,0.6138632352941187,9230.0,-0.6208509116751202,32.75840227920253,15.2,100,30.49991666666665,70.37804878,18.573939393939327
1992,90.0,100,11.769761904761936,8.54,0.6223147058823528,8326.0,-0.35794969895960094,34.31979843304862,15.3,100,29.157064285714114,70.02195122,17.27272727272748
1993,91.0,100,11.450119047619069,7.428,0.630766176470587,7676.0,-0.095048486243968,35.88119458689471,15.5,100,27.814211904761578,68.97073171,15.971515151515177
1994,92.0,100,11.130476190476202,6.155,0.6392176470588247,6786.0,0.16785272647155125,43.8,15.7,100,26.471359523809497,68.76829268,14.67030303030333
1995,96.0,100,9.3,5.542000000000001,0.6476691176470588,6054.0,0.4307539391870705,44.02,15.6,100,25.12850714285696,68.46097561,13.369090909091028
1996,98.0,100,9.5,5.684,0.656120588235293,6243.0,2.7999999989999997,44.24,15.5,100,23.785654761904425,68.51219512,12.067878787878726
1997,98.0,100,10.0,6.077000000000001,0.6645720588235307,6985.0,11.4,44.46,15.1,100,22.442802380952344,68.46097561,10.766666666666879
1998,99.0,100,10.2,5.749,0.6730235294117648,7603.0,8.4,44.68,14.5,100,21.099949999999808,68.40731707,11.3
1999,99.0,100,9.6,5.537000000000001,0.6814749999999989,7880.0,3.4,44.9,13.7,100,19.757097619047272,67.90731707,10.3
2000,99.0,100,10.1,5.431,0.6809999999999999,8359.0,5.800000001,46.1533,12.7,100,18.41424523809519,68.91219512,7.1
2001,99.0,100,9.7,5.474,0.6916,8783.0,4.725306006,47.4067,11.8,100,17.071392857142655,68.50731707,3.1
2002,99.0,100,9.9,5.515,0.7022,9268.0,5.0452673180000005,48.66,10.8,100,15.728540476190119,68.05609756,2.0
2003,50.0,100,8.9,5.687,0.7128,9970.0,7.043192675,49.9133,10.0,100,14.385688095238038,68.55365854,1.4
2004,99.0,100,8.3,6.087000000000001,0.7234,11168.0,11.44974293,51.1667,9.2,100,13.042835714285502,68.95609756,0.3
2005,99.0,100,8.4,6.256,0.7340000000000001,12283.0,9.4,52.42,8.5,100,11.7,68.85121951,0.4
2006,99.0,100,7.5,6.556,0.7446,13570.0,10.0,53.6733,7.8,100,10.3571,69.40487805,0.1
2007,95.0,100,6.7,6.519,0.7552,14790.0,8.6,54.9267,7.2,100,9.0143,70.20731707,0.1
2008,97.0,100,5.6,6.7829999999999995,0.7658,16341.0,10.2,56.18,6.6,100,7.6714,70.45609756,-3.5466666666666242
2009,96.0,100,4.9,6.332999999999999,0.7764,16395.0,0.2,57.4333,6.0,100,6.3286,70.40731707,-4.8478787878784715
2010,98.0,100,6.016190476190559,6.577000000000001,0.787,17695.0,7.793696037999999,58.6867,5.5,100,4.9857,70.40487805,-6.1490909090907735
2011,98.0,100,5.696547619047692,6.528,0.7929999999999999,18713.0,5.543711462,59.94,5.1,100,3.6429,70.55365854,-7.4503030303030755
2012,98.0,100,5.376904761904825,6.496,0.7959999999999999,19068.0,1.7313912230000001,61.1933,4.8,100,2.3,71.96585366,-8.751515151514923
2013,98.0,100,5.057261904761958,6.551,0.7959999999999999,19294.0,1.023984805,62.4467,4.5,100,0.9571642857140432,72.47073171,-10.052727272727225
2014,97.0,100,4.737619047619091,6.465,0.7979999999999999,19649.0,1.7230860030000001,63.7,4.3,100,-0.3856880952384927,72.97073171,-11.353939393939072
2015,99.0,100,4.4179761904762245,6.011,0.7959999999999999,18932.0,5.688778193498251,67.8333,4.0,100.0,-1.7285404761905738,73.62439024,-12.655151515151374
2016,98.0,100.0,4.098333333333358,6.345,0.8251500000000007,18491.0,5.951679406213771,71.9667,3.8,100.0,-3.0713928571431097,73.82682927,-13.956363636363676
2017,97.84000000000003,100.0,3.7786904761904907,6.926256892230576,0.8336014705882349,19000.0,6.21458061892929,76.1,3.6,100.0,-4.414245238095646,74.12926829,-15.257575757575523
2018,98.04000000000002,100.0,3.459047619047624,6.917629331950565,0.842052941176469,19622.0,6.477481831644809,80.2333,3.4,100.0,-5.757097619047727,74.17560976,-16.558787878787825
2019,98.24000000000001,100.0,3.139404761904757,6.909001771670553,0.8505044117647067,20154.0,6.740383044360442,84.3667,3.2,100.0,-7.099950000000263,71.25324561288134,-17.860000000000127
2020,98.44,100.0,2.8197619047620037,6.900374211390545,0.8589558823529408,19027.449999999953,7.003284257075961,88.5,1.937307692307627,100.0,-8.442802380952799,71.2918588158305,-19.161212121211975
