year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
2005,87,87,25.8,2.016,0.6795,10099,4.73,9.262750074,36.5,90.141224,5.8,70.771,5.8
2006,89,86,22.8,2.11,0.6842,10871,4.788,10.67115484,36.0,90.118148,7.8646,71.041,4.5
2007,85,86,22.1,2.226,0.6889,11515,4.846,8.710414118,35.5,96.87634200000001,9.9292,71.304,4.3
2008,82,86,24.8,2.147,0.6936,11720,4.904,3.209504262,35.0,97.576197,11.9938,71.559,3.8
2009,82,86,24.2,2.069,0.6983,11669,4.962,0.946155168,34.5,97.85776,14.05843,71.806,3.3
2010,88,86,24.9,2.123,0.703,12471,5.02,8.317067728,34.1,98.145414,10.2671,72.046,2.6
2011,84,86,25.0,2.115,0.706,12690,5.114094117647056,3.1019173110000002,33.7,97.898872,6.4758,72.28399999999999,2.9
2012,85,85,27.883823529411757,2.176,0.7090000000000001,12865,5.1673511312217215,2.793910372,33.3,97.86705,2.6844419999999998,72.523,2.6
2013,83,85,28.88725490196066,2.083,0.7120000000000001,13319,5.220608144796373,4.742064192,32.7,98.385853,7.9405,72.763,2.3
2014,91,85,29.89068627450979,2.068,0.718,14156,5.273865158371038,7.608964836,32.1,98.470979,13.19659346,73.003,2.1
2015,85,85,30.894117647058692,2.104,0.722,14965,5.327122171945703,7.040936189,31.3,101.18562474200007,10.928295756923035,73.241,1.9
2016,87,85.31692307692308,31.897549019607823,2.119,0.7321600000000004,15762,5.380379185520354,6.645300183,30.5,102.05855668079994,11.357497728131875,73.471,-5.324597701149287
2017,97.76576576576599,85.23213675213677,32.900980392156725,2.532516290726818,0.7371875213675221,16283,5.4336361990950195,4.765215933353247,29.7,102.93148861960003,11.786699699340602,73.689,-6.314141638858018
2018,99.16311047890031,85.14735042735043,33.904411764705856,2.5703278022642735,0.7422150427350438,17220,5.486893212669685,4.744099000484688,28.8,103.8044205583999,12.215901670549442,73.892,-7.303685576566522
2019,100.56045519203417,85.06256410256412,34.90784313725476,2.6081393138017432,0.7472425641025655,17895,5.54015022624435,4.72298206761613,28.0,104.67735249719999,12.645103641758283,76.00932320280538,-8.293229514275026
2020,101.95779990516849,84.97777777777779,35.91127450980389,2.645950825339213,0.7522700854700872,14278.37457627122,5.593407239819001,4.701865134747571,6.27926553672296,105.55028443600008,13.07430561296701,76.37433962594969,-9.282773451983758
