year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1972,1.6439296439293685,11.675213675213854,0.138,0.17800102564102538,1455,1.642,3.358926751386548,191.6,-5.76941539923223,46.50214464285716,49.558,108.29037121739157
1973,3.5892320892317002,13.273504273504386,0.115,0.18566051282051355,1418,1.7180000000000002,3.44923143370832,193.4,-5.269494462159173,46.25709142857147,49.65,106.53851608695686
1974,5.534534534534487,14.871794871794918,0.113,0.19331999999999994,1388,1.794,3.539536116030092,196.4,-4.769573525086116,46.012038214285724,49.715,104.78666095652216
1975,7.4798369798368185,16.47008547008545,0.10400000000000001,0.2009794871794881,1324,1.87,3.6298407983518644,200.2,-4.269652588013059,45.766985000000034,49.769,103.034805826087
1976,9.42513942513915,18.068376068376438,0.08900000000000001,0.2086389743589745,1300,1.932,3.7201454806736365,204.7,-3.7697316509400025,45.52193178571429,49.826,101.28295069565229
1977,11.370441870441482,19.66666666666697,0.071,0.21629846153846266,1286,1.994,3.8104501629954086,209.3,-3.269810713866832,45.2768785714286,49.886,99.53109556521758
1978,13.315744315744269,21.264957264957502,0.059000000000000004,0.22395794871794905,1184,2.056,3.9007548453171808,213.4,-2.769889776793775,45.03182535714291,49.943000000000005,97.77924043478288
1979,15.2610467610466,22.863247863248034,0.055,0.23161743589743722,1028,2.1180000000000003,3.991059527638953,216.2,-2.2699688397207183,44.78677214285716,49.988,96.02738530434817
1980,17.206349206348932,24.461538461538566,0.05,0.2392769230769236,971,2.18,4.081364209960753,218.0,-1.7700479026476614,44.54171892857147,50.0,94.27553017391347
1981,9.0,26.0598290598291,0.040999999999999995,0.24693641025641,984,2.274,4.171668892282526,216.5,-1.2701269655746046,44.29666571428572,49.955,92.5236750434783
1982,12.0,27.65811965811963,0.040999999999999995,0.25459589743589817,1036,2.3680000000000003,4.261973574604298,212.2,-0.7702060285015477,44.05161250000003,49.831,90.7718199130436
1983,14.0,29.256410256410618,0.045,0.26225538461538456,1081,2.4619999999999997,5.7445577089999995,206.4,-0.2702850914283772,43.806559285714286,49.615,89.0199647826089
1984,14.0,30.85470085470115,0.040999999999999995,0.2699148717948727,957,2.556,4.442582939247842,200.7,0.22963584564467965,43.561506071428596,49.303999999999995,87.26810965217419
1985,14.0,32.45299145299168,0.042,0.2775743589743591,944,2.65,4.532887621569614,196.2,0.7295567827177365,43.316452857142906,48.891999999999996,85.51625452173948
1986,21.0,34.051282051282215,0.046,0.2852338461538473,914,2.76,0.390086946,192.9,1.2294777197907933,43.07139964285716,48.378,83.76439939130478
1987,30.0,35.64957264957275,0.049,0.29289333333333367,934,2.87,3.961902787,190.5,1.7293986568638502,42.82634642857147,47.784,82.01254426086962
1988,38.0,37.24786324786328,0.053,0.30055282051282006,960,2.98,8.267073544,188.4,2.2293195939370207,42.58129321428572,47.145,80.26068913043491
1989,42.0,38.846153846154266,0.047,0.30821230769230823,990,3.09,6.361941247000001,185.6,2.7292405310100776,42.33624000000003,46.492,87.1
1990,45.0,40,0.044000000000000004,0.309,993,3.2,6.474140151,182.1,2.9629867080000003,42.09118678571434,45.853,80.7667
1991,49.0,42,0.043,0.3177,977,3.272,5.554095496,177.9,5.6,41.846133571428595,45.251999999999995,74.4333
1992,53.0,44,0.042,0.3264,998,3.344,3.418356892,173.8,4.10904932,41.601080357142905,44.715,68.1
1993,56.0,45,0.04,0.3351,1026,3.4160000000000004,8.32629252,170.1,4.679149151,41.35602714285716,44.272,65.975
1994,60.0,47,0.036000000000000004,0.3438,1066,3.488,6.403635743,167.2,5.243837357,41.11097392857147,43.961000000000006,63.85
1995,59.0,48,0.046,0.3525,1131,3.56,11.52324381,165.1,6.8,40.86592071428572,43.824,61.725
1996,57.0,50,0.05,0.3612,1172,3.6260000000000003,9.072114582000001,162.9,6.34615612,40.62086750000003,43.898999999999994,59.6
1997,56.0,52,0.051,0.3699,1190,3.6919999999999997,5.100001863999999,160.3,6.878375052999999,40.37581428571434,44.19,61.1
1998,48.0,53,0.055999999999999994,0.3786,1224,3.758,4.905265484,156.8,7.394358635,40.130761071428594,44.685,62.6
1999,50.0,55,0.055999999999999994,0.3873,1278,3.824,8.053948377000001,152.2,7.892502785,39.885707857142904,45.373000000000005,64.1
2000,52.0,56,0.059000000000000004,0.396,1286,3.89,3.141907338,146.3,8.375605582999999,39.64065464285716,46.229,63.4667
2001,55.0,58,0.061,0.4041,1356,3.946,5.1836611260000005,139.3,8.6,39.39560142857147,47.22,62.8333
2002,57.0,60,0.061,0.4122,1407,4.002,8.732685764,131.7,7.8,39.15054821428572,48.299,62.2
2003,59.0,61,0.06,0.4203,1446,4.058,6.473258671,123.6,9.773648262,38.90549500000003,49.42100000000001,59.2
2004,62.0,63,0.063,0.4284,1480,4.114,6.807233344,115.4,10.23556995,38.66044178571434,50.553999999999995,56.2
2005,64.0,65,0.076,0.4365,1576,4.17,6.3325651160000005,107.4,8.9,38.41538857142859,51.676,53.2
2006,64.0,66,0.086,0.4446,1632,4.246,10.78474439,100.2,9.0,38.17033,52.784,50.275
2007,73.0,68,0.094,0.4527,1709,4.322,8.412425966,93.5,11.66270065,37.9253,53.887,47.35
2008,71.0,69,0.10099999999999999,0.4608,1830,4.398,8.708751901,87.5,12.15923214,37.6802,54.983999999999995,44.425
2009,79.0,71,0.10300000000000001,0.4689,1918,4.474,6.736995437000001,82.1,10.0,37.4352,56.06,41.5
2010,80.0,73,0.11599999999999999,0.47700000000000004,2001,4.55,5.664369913,77.0,13.176793099999998,37.1901,57.099,39.2
2011,82.0,74,0.121,0.47700000000000004,2068,4.669113725490178,9.438932596,72.5,14.6,36.9451,58.086999999999996,36.9
2012,78.0,76,0.11199999999999999,0.478,2046,4.744750829562577,3.85329199,67.6,14.21535301,36.7,59.016999999999996,34.6
2013,78.0,77,0.13,0.483,2074,4.820387933634976,3.57422022,63.3,13.9,36.4549628571429,59.881,36.46431086956545
2014,78.0,79,0.134,0.488,2098,4.896025037707375,5.246819027,59.4,20.4,36.209909642857156,60.669,34.712455739130746
2015,78.0,79,0.13,0.493,2147,4.971662141779774,4.993405192,56.1,15.72718489491001,35.964856428571466,61.373000000000005,32.96060060869604
2016,78.0,82.0,0.129,0.5150184615384621,2127,5.047299245852173,4.6475190589999995,52.8,16.227105831983067,35.719803214285776,61.986000000000004,31.20874547826088
2017,89.1825396825393,83.59829059829099,0.08344611528822055,0.5226779487179485,2162,5.122936349924572,7.422637455866322,50.2,16.727026769056238,35.47475000000003,62.516000000000005,29.456890347826175
2018,91.12784212784209,85.19658119658152,0.08366234551896984,0.5303374358974366,2224,5.198573453996971,7.5129421381880945,48.0,17.226947706129295,35.22969678571434,62.973,27.70503521739147
2019,93.07314457314442,86.79487179487205,0.08387857574971913,0.537996923076923,2290,5.27421055806937,7.603246820509867,45.8,17.72686864320235,34.98464357142859,55.71968205727643,25.953180086956763
2020,95.01844701844675,88.39316239316258,0.08409480598046842,0.5456564102564112,1831.5723163841794,5.349847662141769,7.693551502831639,67.7287005649714,18.22678958027541,34.7395903571429,55.90802852133254,24.201324956522058
