year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1973,28.824087245140163,27.31213675213678,0.491,0.24594700854700946,6.529264831,129.4,-3.266465612881575,48.105,80.09229472527477
1974,29.990042674253345,27.623589743589832,0.5670000000000001,0.25255897435897445,2.610532599,125.4,-2.6947174034678483,48.815,78.92306439560434
1975,31.155998103366528,27.93504273504277,0.532,0.25917094017093945,4.2396659587289225,121.6,-2.122969194053894,49.512,77.75383406593392
1976,32.321953532480165,28.246495726495823,0.531,0.2657829059829062,4.233438057183202,118.0,-1.5512209846401674,50.196999999999996,76.58460373626394
1977,33.48790896159335,28.55794871794876,0.52,0.2723948717948712,0.8348155970000001,114.7,-0.9794727752262133,50.867,75.41537340659352
1978,34.65386439070653,28.8694017094017,0.534,0.279006837606838,8.549859336,111.5,-0.4077245658124866,51.518,74.24614307692309
1979,35.81981981982017,29.180854700854752,0.56,0.28561880341880297,1.832395513,108.5,0.16402364360146748,52.145,73.07691274725266
1980,32,29.49230769230769,0.5539999999999999,0.29223076923076974,4.208526451000317,105.6,0.7357718530151942,52.735,71.90768241758224
1981,32,29.803760683760743,0.568,0.29884273504273473,4.202298549454595,102.9,1.3075200624291483,53.276,70.73845208791226
1982,29,30.11521367521368,0.5579999999999999,0.3054547008547015,0.352944288,100.4,1.879268271842875,53.763000000000005,69.56922175824184
1983,27,30.426666666666733,0.5589999999999999,0.3120666666666665,3.223163065,98.0,2.451016481256829,54.196999999999996,68.39999142857141
1984,34,30.738119658119672,0.552,0.31867863247863326,4.183614844817431,95.8,3.022764690670556,54.581,67.23076109890098
1985,40,31.049572649572724,0.561,0.32529059829059825,4.000190348,93.7,3.59451290008451,54.925,66.06153076923101
1986,44,31.361025641025662,0.529,0.33190256410256325,4.693057066000001,91.8,4.166261109498237,55.242,64.89230043956059
1987,44,31.672478632478715,0.583,0.33851452991453,2.770494835,89.9,4.738009318912191,55.548,63.72307010989016
1988,48,31.983931623931653,0.536,0.345126495726495,2.9092404839999997,88.1,5.309757528326145,55.855,62.55383978021973
1989,53,32.295384615384705,0.483,0.3517384615384618,4.152475337088823,86.4,5.881505737739872,56.168,61.384609450549306
1990,68,34,0.496,0.36,4.146247435543103,84.7,6.165826797,56.492,60.215379120879334
1991,68,34,0.466,0.3662,9.546897887,83.0,6.8141002660000005,56.823,59.04614879120891
1992,58,34,0.452,0.3724,13.849084900000001,81.4,7.4619226460000005,57.152,57.87691846153848
1993,58,33,0.428,0.3786,18.20228618,79.9,8.107039452,57.473,56.70768813186805
1994,61,33,0.457,0.3848,5.942109147,78.4,8.74674511,57.781000000000006,55.53845780219763
1995,62,34,0.42100000000000004,0.391,4.1151079278144955,77.1,9.378333092,58.073,54.369227472527655
1996,56,34,0.436,0.3972,7.733695867000001,75.7,11.0,58.343999999999994,53.2
1997,45,34,0.5,0.4034,4.102652124723054,74.4,10.60633278,58.593999999999994,52.0308
1998,60,35,0.541,0.4096,4.096424223177332,73.1,11.19733334,58.828,50.8615
1999,60,35,0.449,0.4158,1.855553847,71.8,11.77049446,59.049,49.6923
2000,59,35,0.47700000000000004,0.42200000000000004,4.083968420085888,70.6,12.32861423,59.265,48.5231
2001,55,36,0.562,0.4292,4.077740518540168,69.4,12.87559032,59.486999999999995,47.3538
2002,61,36,0.594,0.4364,4.071512616994447,68.1,13.41532135,59.722,46.1846
2003,68,36,0.655,0.4436,2.1641025309999997,66.9,13.95170689,59.974,45.0154
2004,62,37,0.727,0.4508,2.721175412,65.6,14.48864651,60.245,43.8462
2005,72,37,0.6940000000000001,0.45799999999999996,6.344796038999999,64.3,15.03003693,60.534,42.6769
2006,72,38,0.6659999999999999,0.4652,2.294466151,62.9,12.4,60.836000000000006,41.5077
2007,71,38,0.9229999999999999,0.4724,7.151762439,61.5,16.14082718,61.141000000000005,40.3385
2008,63,38,0.706,0.4796,6.610958325,60.2,16.71237564,61.442,39.1692
2009,73,39,0.733,0.4868,6.14148229,58.8,17.29267311,61.739,38.0
2010,67,39,0.67,0.494,7.674331651,57.3,19.5,62.028999999999996,36.83077252747262
2011,72,40,0.732,0.501,10.66932893,56.0,18.47251701,62.316,35.66154219780219
2012,74,40,0.682,0.506,8.087543144,54.6,19.06856346,62.604,34.492311868131765
2013,79,40,0.8140000000000001,0.511,5.537412004,53.2,19.66636086,62.891999999999996,33.32308153846179
2014,73,40,0.8140000000000001,0.515,8.533901802,51.8,20.26445007,63.181000000000004,32.153851208791366
2015,73,40,0.8540000000000001,0.516,3.9905498969000686,50.5,20.74695918249995,63.466,30.98462087912094
2016,72,40.70461538461541,0.8740000000000001,0.5302615384615379,3.984321995354348,49.0,21.318707391913676,63.744,29.815390549450512
2017,80.12612612612611,41.01606837606846,0.8134649122807005,0.5368735042735047,3.9780940938086253,47.6,21.89045560132763,64.01,28.646160219780086
2018,81.29208155523975,41.3275213675214,0.8242498487598304,0.5434854700854697,3.9718661922629046,46.3,22.462203810741357,64.263,27.476929890110114
2019,82.45803698435293,41.63897435897445,0.8350347852389604,0.5500974358974364,3.965638290717184,44.8,23.03395202015531,66.85767621274113,26.307699560439687
2020,83.62399241346611,41.95042735042739,0.8458197217180867,0.5567094017094014,3.9594103891714614,27.739435028249318,23.605700229569038,67.2736880187025,25.13846923076926
