year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1986,45,83.8933333333332,2.33,0.5428184615384595,10249,3.3539999999999996,7.012031114,81.36752136752133,93.0,86.6536547842768,8.146716289642882,62.231,2.6793666666666525
1987,86,84.50119658119661,2.54,0.5508189743589735,10910,3.398,9.485538841,81.49181929181927,87.8,87.18478782568445,7.869380067202428,62.758,1.6
1988,86,85.10905982905979,2.425,0.5588194871794858,11102,3.4419999999999997,2.320736798,81.6161172161172,82.9,87.71592086709234,7.5920438447619745,63.266000000000005,1.7429
1989,79,85.71692307692297,2.627,0.5668199999999981,11004,3.486,0.290244067,81.74041514041511,78.3,88.24705390849999,7.314707622321521,63.763000000000005,1.8857
1990,84,86,2.748,0.5760000000000001,11786,3.53,9.26614667,81.86471306471304,73.9,88.14746857,7.037371399881067,64.256,2.0286
1991,72,86,2.812,0.5837,11652,3.616,0.720279047,81.98901098901098,69.7,88.80231476,6.7600351774405,64.757,2.1714
1992,77,87,2.8710000000000004,0.5914,12112,3.702,5.035634937,82.11330891330888,65.7,89.45671844,6.482698955000046,65.275,2.3143
1993,76,88,2.9739999999999998,0.5991,12839,3.7880000000000003,7.651265191,82.23760683760682,61.8,90.10840607,6.205362732559593,65.815,2.4571
1994,87,89,2.87,0.6068,11914,3.8739999999999997,4.704956637624058,81.0,58.1,90.75469208,5.928026510119139,66.377,2.6
1995,67,89,3.102,0.6145,12537,3.96,7.8782668760000005,81.34,54.6,91.39285278,5.650690287678685,66.96300000000001,2.4875
1996,72,90,3.323,0.6222,13172,4.01,7.379664476,81.68,51.2,92.02019501,5.373354065238118,67.57,2.375
1997,79,91,3.4760000000000004,0.6299,13909,4.06,7.577663648,82.02,47.8,92.63401031,5.096017842797664,68.189,2.2625
1998,81,91,3.425,0.6376,14086,4.11,2.308213489,82.36,44.6,93.23159027,4.818681620357211,68.807,2.15
1999,79,92,3.323,0.6453,13378,4.16,4.675633373288788,82.7,41.6,93.81132507,4.541348955,69.417,2.0375
2000,85,93,3.6010000000000004,0.653,14064,4.21,6.640061263,83.04,38.6,94.37602234,4.263999999999999,70.005,1.925
2001,88,93,3.2969999999999997,0.6614,13043,4.252,4.663904067554681,83.38,35.9,94.92957306,3.9867,70.56,1.8125
2002,78,94,3.3760000000000003,0.6698,13706,4.294,6.4302786020000005,83.72,33.3,95.47588348,3.7093,71.078,1.7
2003,68,95,3.56,0.6782,14303,4.336,5.608255023,84.06,30.8,96.0188446,3.432,71.559,3.7
2004,85,95,3.645,0.6866,15495,4.378,9.644322662999999,84.4,28.6,96.56236267,3.1547,72.00399999999999,2.1
2005,90,96,3.887,0.695,16685,4.42,9.009853214,84.74,26.5,97.11032867,2.8773,72.42399999999999,2.6
2006,90,96,4.1419999999999995,0.7034,17650,4.476,7.109703381,85.08,24.5,97.66664886,2.6,72.83,1.9
2007,96,97,4.541,0.7118,18309,4.532,5.030457776,85.42,22.7,98.24194336,2.3226556183929006,73.235,1.4
2008,96,98,4.448,0.7202,18232,4.588,0.845251442,85.76,21.1,98.80969238,2.045319395952447,73.649,0.6
2009,96,98,4.492,0.7286,17136,4.644,4.616986844618248,86.1,19.6,99.33032227,1.7679831735119933,74.074,0.9
2010,97,99,4.453,0.737,18310,4.7,8.487372187,85.64,18.2,100.0,1.4906469510715397,74.507,0.8
2011,97,99,4.7410000000000005,0.75,20048,4.874,11.11349555,85.18,17.0,99.92352295,1.2133107286309723,74.944,0.3
2012,97,100,4.7669999999999995,0.754,20743,5.048,4.789940207,84.72,15.8,99.98997498,0.9359745061905187,75.373,0.3
2013,98,100,4.588,0.759,22217,5.222,8.491309393,84.26,14.8,99.99989319,0.6586382837500651,75.78399999999999,0.3
2014,96,100,4.663,0.764,23052,5.396,5.166690703,83.8,13.8,100.0,0.3813020613096114,76.172,0.3
2015,97,100,4.899,0.767,24130,5.57,6.057629447999999,84.0,13.0,102.05651298509997,0.10396583886915778,76.532,0.8027761904761803
2016,98,102.12923076923062,5.08,0.782833846153844,24566,5.587999999999999,2.876410543,84.2,12.1,102.58764602650763,-0.17337038357140955,76.86,0.7380661740558025
2017,103.00450450450444,102.73709401709402,4.905744360902247,0.7908343589743563,26054,5.606,4.570069621681817,84.4,11.4,103.11877906791528,-0.4507066060118632,77.161,0.6733561576354532
2018,104.22522522522513,103.3449572649572,4.984448794399782,0.7988348717948721,26587,5.624,4.564204968814762,84.6,10.7,103.64991210932294,-0.7280428284523168,77.437,0.6086461412151039
2019,105.44594594594582,103.95282051282038,5.063153227897317,0.8068353846153844,26052,5.642,4.558340315947708,84.8,10.0,104.1810451507306,-1.0053790508927705,79.91084979544144,0.5439361247947261
2020,106.66666666666652,104.56068376068379,5.141857661394852,0.8148358974358967,22567.835028248606,5.66,4.552475663080655,85.0,-32.55762711864554,104.71217819213848,-1.282715273333224,80.47061484511983,0.47922610837437674
