year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1983,23,59.259487179486996,2.426373626373625,0.031,0.3212476923076917,0.946,3.4509519051142945,188.4,-37.69966251563619,51.03073676161762,48.852,103.0782238235297
1984,27,60.28957264957239,2.452747252747251,0.043,0.3288276923076907,1.038,9.681130015,181.9,-33.81918822382795,50.69537586992635,49.577,99.98543029411758
1985,32,61.319658119658015,2.4791208791208774,0.040999999999999995,0.3364076923076915,1.13,6.144905238,175.2,-29.93871393201971,50.3600149782352,50.324,96.89263676470546
1986,38,62.34974358974341,2.5054945054945037,0.040999999999999995,0.34398769230769055,1.186,4.565650545,168.4,-26.058239640211468,50.02465408654405,51.095,93.79984323529425
1987,46,63.37982905982881,2.53186813186813,0.05,0.35156769230769136,1.242,1.695618265,161.3,-22.177765348403227,49.689293194852894,51.891000000000005,90.70704970588213
1988,45,64.40991452991443,2.5582417582417563,0.055,0.3591476923076904,1.298,7.696808711,154.2,-18.297291056594986,49.35393230316174,52.711999999999996,87.61425617647001
1989,44,65.4399999999996,2.5846153846153825,0.05,0.3667276923076912,1.354,4.329647934,146.9,-14.416816764786745,49.018571411470475,53.551,84.5214626470588
1990,43,66,2.610989010989009,0.034,0.37799999999999995,1.41,4.635036347,139.8,-10.536342472978504,48.68321051977932,54.403999999999996,81.42866911764668
1991,46,67,2.637362637362635,0.05,0.3848,1.452,6.368150403,132.7,0.05409409900000001,48.34784962808817,55.262,78.33587558823547
1992,49,68,2.6637362637362614,0.067,0.3916,1.494,4.106406612,126.0,0.382749945,48.01248873639702,56.118,75.24308205882335
1993,51,69,2.6901098901098877,0.07200000000000001,0.3984,1.536,3.849850022,119.4,1.492630959,47.677127844705865,56.964,72.15028852941123
1994,54,71,2.716483516483514,0.081,0.4052,1.578,8.216002709,113.2,2.832022429,47.3417669530146,57.793,69.05749500000002
1995,54,72,2.74285714285714,0.095,0.41200000000000003,1.62,3.468451883,107.2,6.933862209,47.006406061323446,58.6,61.9
1996,65,73,2.7692307692307665,0.113,0.4188,1.6980000000000002,5.328284175,101.6,17.9,46.67104516963229,59.383,59.925
1997,78,74,2.5,0.124,0.4256,1.776,5.048612536,96.1,15.10236549,46.33568427794114,60.144,57.95
1998,71,75,2.8,0.098,0.4324,1.854,3.0163894819999997,90.8,19.16361809,46.000323386249875,60.88399999999999,55.975
1999,65,76,2.6,0.138,0.4392,1.932,4.412573271,85.8,23.20703125,47.2,61.6,54.0
2000,74,77,2.6,0.129,0.446,2.01,6.199999987999999,81.0,27.23540115,46.4667,62.288000000000004,52.025
2001,72,78,3.4,0.135,0.4543,2.106,4.799762643999999,76.5,24.6,45.7333,62.945,50.05
2002,72,79,3.4,0.107,0.4626,2.202,0.120266897,72.2,35.26261139,45.0,63.57,48.075
2003,78,80,2.9,0.114,0.4709,2.298,3.945037767,68.2,39.26924896,44.2667,64.165,46.1
2004,80,81,3.5,0.105,0.4792,2.394,4.682603245,64.5,37.2,43.5333,64.729,41.6571
2005,75,82,3.3,0.12,0.4875,2.49,3.4791810460000003,61.0,47.28808212,42.8,65.264,37.2143
2006,89,83,2.3,0.099,0.4958,2.58,3.364614788,57.7,51.2,42.0667,65.773,32.7714
2007,82,84,3.1,0.1,0.5041,2.67,3.4115602760000003,54.7,55.33937836,41.3333,66.26,28.3286
2008,82,85,3.2,0.129,0.5124,2.76,6.104639142000001,51.8,59.38117599,40.6,66.727,23.8857
2009,89,86,2.8,0.162,0.5207,2.85,4.53307872,49.2,63.43172836,40.9712,67.178,19.4429
2010,82,87,3.1384615384615344,0.187,0.529,2.94,4.81641465,46.6,67.48927307,41.3425,67.611,15.0
2011,92,88,3.1648351648351607,0.20199999999999999,0.5379999999999999,2.6838666666666597,3.421828241,44.2,76.3,41.7137,68.028,16.480004999999437
2012,90,89,3.191208791208787,0.212,0.545,2.7412702865761673,4.781192258,42.0,75.61837006,42.085,68.426,13.387211470588227
2013,92,90,3.2175824175824204,0.237,0.551,2.7986739064856607,4.128877676,39.9,79.68642426,42.4562,68.806,10.294417941176107
2014,92,91,3.2439560439560466,0.28300000000000003,0.555,2.8560775263951683,5.988984661,37.9,84.9,42.82749291,69.168,7.201624411764897
2015,91,92,3.270329670329673,0.295,0.5579999999999999,2.9134811463046617,2.725272191,36.2,86.47551482222752,40.29918822749994,69.515,4.108830882352777
2016,87,93.25230769230757,3.296703296703299,0.315,0.5713876923076917,2.9708847662141693,0.560614727,34.6,90.35598911403576,39.96382733580879,69.848,1.016037352940657
2017,103.90090090090143,94.28239316239296,3.3230769230769255,0.19817042606516289,0.5789676923076907,3.028288386123677,4.759263052375331,33.2,94.236463405844,39.62846644411752,70.169,-2.0767561764705533
2018,106.10905642484613,95.31247863247836,3.3494505494505518,0.20221139054532777,0.5865476923076915,3.0856920060331703,4.797742792000648,31.9,98.11693769765225,39.29310555242637,70.47800000000001,-5.169549705882673
2019,108.31721194879083,96.34256410256376,3.375824175824178,0.20625235502549444,0.5941276923076906,3.143095625942678,4.836222531625978,30.8,101.99741198946049,38.957744660735216,73.43043132670982,-8.262343235293883
2020,110.52536747273643,97.37264957264915,3.4021978021978043,0.2102933195056611,0.6017076923076914,3.2004992458521713,4.874702271251294,-10.150451977402554,105.87788628126873,38.62238376904406,74.09020333138528,-11.355136764706003
