year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
2009,72.0,50,0.027999999999999997,0.3913,620,2.6839999999999997,2.855060107,118.9,12.20074558,23.8333,56.35,83.4375
2010,60.0,51,0.031,0.39799999999999996,647,2.7,7.078889424,114.8,12.85081959,20.5,56.909,81.325
2011,74.0,51,0.037000000000000005,0.40700000000000003,673,3.0610352941176444,6.864630026,110.9,13.50614357,25.7229,57.427,79.2125
2012,75.0,51,0.035,0.41200000000000003,702,3.104310407239822,7.157859628,107.3,15.4,30.9457,57.913999999999994,77.1
2013,74.0,52,0.05,0.419,743,3.147585520361986,8.503503317,103.8,14.82554054,36.1686,58.381,74.98750000000018
2014,80.0,52,0.063,0.425,793,3.1908606334841636,9.509963565,100.4,13.5,41.39142854,58.828,72.875
2015,81.0,52,0.062,0.435,827,3.2341357466063414,6.8827300000000005,97.2,16.069415296079796,28.482051420190373,59.254,70.76249999999982
2016,79.0,52.7815384615385,0.062,0.41432307692307635,826,3.277410859728505,2.205299999,93.9,16.704581999592847,27.984569276547518,59.655,68.65000000000055
2017,75.80317460317474,53.135726495726544,0.014819548872179844,0.4177914529914526,834,3.320685972850683,2.5628581728318096,90.8,17.339748703105897,27.487087132904662,60.026,66.53750000000036
2018,77.57331617331647,53.489914529914586,0.012096448016592376,0.42125982905982884,847,3.3639610859728464,2.602049579691837,87.6,17.974915406618948,26.989604989261807,60.368,64.42500000000018
2019,79.34345774345775,53.84410256410263,0.009373347161005796,0.4247282051282051,864,3.407236199095024,2.64124098655185,84.8,18.610082110131998,26.49212284561895,58.49394097019285,62.3125
2020,81.11359931359948,54.19829059829067,0.006650246305418328,0.4281965811965813,334.59096045197657,3.450511312217202,2.680432393411863,86.00039215686229,19.24524881364505,25.994640701976095,58.80424465225008,60.19999999999982
