year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1986,32.0,31.210256410256534,0.075,0.1750194871794868,361,1.13,2.3827846730816873,255.3,-6.524950862655487,-19.53334505494513,43.975,100.86282637362638
1987,39.0,31.92478632478651,0.075,0.18389709401709453,381,1.09,14.70000042,252.2,-5.5480980329136855,-17.400010989011207,44.235,99.47115934065914
1988,38.0,32.63931623931626,0.078,0.19277470085469872,415,1.05,8.199995179,249.3,-4.571245203171884,-15.266676923076375,44.541000000000004,98.07949230769191
1989,47.0,33.353846153846234,0.08,0.20165230769230647,433,1.01,6.500004552,246.2,-3.59439237343031,-13.133342857142452,44.887,96.68782527472513
1990,46.0,35,0.077,0.209,433,0.97,0.999992833,243.1,-2.6175395436885083,-11.00000879120853,45.261,95.2961582417579
1991,46.0,35,0.075,0.2179,454,0.9520000000000001,4.899999139,240.0,0.020124746000000002,-8.866674725274606,45.647,93.90449120879111
1992,50.0,36,0.071,0.2268,424,0.934,3.931907390682454,236.2,0.097807646,-6.7333406593406835,46.033,92.51282417582388
1993,49.0,36,0.07400000000000001,0.2357,445,0.9159999999999999,8.767141824,231.5,0.368050635,-4.600006593406761,46.41,91.1211571428571
1994,55.0,36,0.07,0.2446,439,0.898,6.158862481,225.6,0.65798378,-2.466672527472838,46.772,89.72949010988987
1995,57.0,37,0.07,0.2535,422,0.88,2.237310045,218.5,1.741786361,-0.3333384615380055,47.123000000000005,88.33782307692309
1996,60.0,38,0.064,0.2624,519,0.902,26.84532191,210.0,2.814765692,1.8,47.47,85.4
1997,62.0,39,0.067,0.2713,561,0.924,10.84203164,200.4,6.6,3.9333,47.826,84.5667
1998,65.0,40,0.066,0.2802,613,0.946,11.85939398,189.9,4.917431831,6.0667,48.193999999999996,83.7333
1999,68.0,40,0.068,0.2891,646,0.968,7.822974027000001,179.6,5.942807674,8.2,48.571999999999996,82.9
2000,70.0,41,0.075,0.298,643,0.99,1.678502985,169.7,6.953141212,10.3333,48.946000000000005,82.0667
2001,73.0,42,0.085,0.3079,709,1.018,12.72096582,160.6,5.7,12.4667,49.295,81.2333
2002,76.0,43,0.083,0.3178,755,1.046,8.794057581,152.2,8.944278717000001,14.6,49.61,80.4
2003,85.0,43,0.09699999999999999,0.3277,786,1.074,6.500606668,144.7,8.1,16.7333,49.888999999999996,78.45
2004,83.0,44,0.095,0.3376,830,1.102,7.811186107999999,138.0,10.92203236,18.8667,50.143,76.5
2005,80.0,45,0.087,0.3475,882,1.13,8.720667877,131.9,11.91563797,21.0,50.387,74.55
2006,78.0,46,0.092,0.3574,948,1.236,9.851055465,126.2,12.91759396,23.1333,50.641000000000005,72.6
2007,75.0,46,0.102,0.3673,997,1.3419999999999999,7.426060991,119.3,13.93085766,25.2667,50.934,70.65
2008,75.0,47,0.099,0.3772,1042,1.4480000000000002,6.876205447,113.2,14.95462132,27.4,51.292,68.7
2009,74.0,48,0.10800000000000001,0.3871,1084,1.554,6.351461682999999,107.7,15.0,29.533338461538733,51.738,68.85448461538454
2010,74.0,49,0.113,0.397,1131,1.66,6.6877318489999995,104.9,17.02664566,31.666672527472656,52.31,67.4628175824173
2011,76.0,49,0.129,0.4,1183,1.1948313725490198,7.117606632,100.4,20.2,33.80000659340658,53.043,66.07115054945052
2012,76.0,50,0.122,0.405,1238,1.2002132730015092,7.1981858260000005,96.3,19.11966896,35.9333406593405,53.931000000000004,64.67948351648329
2013,78.0,51,0.152,0.409,1294,1.2055951734539967,7.1416832999999995,92.3,20.16967964,38.066674725274424,54.949,63.28781648351651
2014,79.0,51,0.309,0.414,1357,1.210977073906486,7.443837428999999,89.3,21.21998405,40.20000879120926,56.062,61.896149450549274
2015,80.0,51,0.31,0.418,1411,1.2163589743589753,6.593900796000001,85.4,21.80378119985494,42.33334285714318,57.206,60.50448241758204
2016,80.0,52.64615384615399,0.304,0.44134769230769066,1429,1.2217408748114629,3.8490358689999997,81.8,22.78063402959674,44.4666769230771,58.309,59.11281538461526
2017,88.82539682539709,53.36068376068374,0.07447869674185448,0.4502252991452984,1446,1.2271227752639522,10.386585380685688,79.4,23.75748685933854,46.600010989011025,59.309,57.721148351648026
2018,90.2874302874302,54.07521367521372,0.0709186760003453,0.45910290598290615,1458,1.2325046757164415,10.644772500285853,77.0,24.734339689080116,48.73334505494495,60.163000000000004,56.329481318681246
2019,91.74946374946376,54.78974358974369,0.06735865525883611,0.46798051282051034,1480,1.237886576168929,10.902959619885905,74.2,25.711192518821917,50.86667912087887,55.49190824079483,54.93781428571401
2020,93.21149721149732,55.50427350427367,0.06379863451732692,0.4768581196581181,1134.7762711864416,1.2432684766214184,11.161146739486071,80.99487012987083,26.68804534856372,53.0000131868137,55.789340210403225,53.54614725274723
