year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1993,67,90,13.956764705882051,5.845,0.6454,17742,4.024,0.275388158,27.2,97.86717987,11.222437818181788,71.079,5.7333
1994,63,90,16.210000000000036,5.977,0.6492,16968,4.162,0.9689391604449611,26.7,97.98703766,10.824540363636288,71.2,7.1667
1995,68,90,20.3,6.005,0.653,17285,4.3,3.9516627239999997,26.2,98.09877777,10.426642909090901,71.321,8.6
1996,57,90,22.0,5.417000000000001,0.6568,16914,4.39,0.6724263424475794,25.5,98.1996994,10.028745454545401,71.45100000000001,9.5333
1997,60,90,18.4,5.792999999999999,0.6606,17649,4.48,6.370931401,24.5,98.28708649,9.630848000000015,71.596,10.4667
1998,39,91,19.4,7.093999999999999,0.6644,17372,4.57,0.294055161,23.5,98.35823822,9.232950545454514,71.756,11.4
1999,76,91,25.0,7.199,0.6682,16039,4.66,0.22765711545144995,27.6,98.41155243,8.835053090909014,71.93,10.2
2000,77,91,32.9,6.218999999999999,0.672,16338,4.75,3.686944167,21.6,98.44982147,8.437155636363627,72.112,9.9
2001,70,91,32.1,6.912000000000001,0.6804,16602,4.816,3.3942361080000003,20.9,98.47695159999999,8.039258181818127,72.294,9.6
2002,65,92,38.1,7.602,0.6888,14874,4.882,-0.21711211154467946,20.3,98.4968338,7.64136072727274,72.46600000000001,16.0
2003,68,92,44.1,7.42,0.6972,13489,4.948,-0.3653685205433703,19.8,98.51337433,9.1,72.618,20.0
2004,86,92,37.1,5.7589999999999995,0.7056,15693,5.013999999999999,18.28660669,19.1,98.53046417,7.25,72.74600000000001,17.5
2005,87,92,37.4,6.159,0.7140000000000001,17033,5.08,10.317913800000001,18.5,98.55200958,5.4,72.852,17.0
2006,71,92,45.2,6.218,0.7224,18418,5.1579999999999995,9.872149109,17.9,98.58190155,5.1,72.938,9.2
2007,62,92,47.7,5.8020000000000005,0.7308,19720,5.236000000000001,8.753578808,17.4,98.62310028,4.9301,73.01,16.518154153846126
2008,50,92,52.0,6.36,0.7392,20446,5.314,5.277854124,17.2,98.67480469,4.7603,73.071,17.177191213675314
2009,84,93,49.0,6.284,0.7476,19497,5.392,-1.2549069745356292,17.0,98.73525238,4.5904,73.116,17.836228273504275
2010,78,93,45.1,6.507999999999999,0.7559999999999999,18928,5.47,-1.40316338353432,17.1,98.80270386,4.4205,73.134,18.495265333333464
2011,78,93,54.51500000000033,5.997000000000001,0.767,19438,5.516509803921565,4.176425359,17.2,98.84,4.2507,73.11,19.154302393162425
2012,81,93,56.7682352941174,6.644,0.77,20246,5.591450980392153,5.625956975,17.3,98.95160675,4.0808,73.03699999999999,19.813339452991386
2013,82,93,59.02147058823539,6.061,0.7709999999999999,20236,5.666392156862742,1.3430940359999999,17.6,99.02955627,3.910936,72.918,20.472376512820574
2014,78,93,61.27470588235337,6.021,0.769,19186,5.74133333333333,-1.9961890195291403,18.0,99.10779572,2.8665912727271916,72.762,21.131413572649535
2015,87,93,63.52794117647045,5.794,0.767,17756,5.816274509803918,-2.144445428527831,19.1,99.14115321000001,2.468693818181805,72.584,21.790450632478723
2016,84,93.7569230769231,65.78117647058843,5.601,0.784766153846153,14540,5.891215686274506,-2.292701837526579,24.2,99.1966406863077,2.0707963636363047,72.405,22.449487692307684
2017,83.18918918918916,93.93264957264961,68.03441176470642,6.256120300751876,0.7910194871794864,12108,5.966156862745095,-2.4409582465252697,24.2,99.25212816261539,1.672898909090918,72.24600000000001,23.108524752136873
2018,84.09246088193458,94.10837606837606,70.2876470588235,6.267084521648949,0.7972728205128199,9808,6.041098039215683,-2.5892146555239606,24.2,99.30761563892308,1.2750014545454178,72.128,23.767561811965834
2019,84.99573257468,94.28410256410257,72.54088235294148,6.278048742546018,0.8035261538461533,9208,6.116039215686271,-2.7374710645226514,24.2,99.36310311523077,0.8771039999999175,75.47258036236121,24.426598871794795
2020,85.8990042674252,94.45982905982908,74.79411764705856,6.28901296344309,0.8097794871794868,15765.44350282487,6.19098039215686,-2.885727473521399,6.133559322033761,99.41859059153848,0.4792065454545309,75.6835929281122,25.085635931623983
