Country,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Ivory Coast",61,63,74,74,74,74,74,77,66,68,65,69,65,68,66,67,66,68,70,61,55,53,51,51
Cambodia,50,60,65,65,65,62,61,61,68,64,63,62,61,58,60,61,61,63,63,66,66,69,69,70
Cameroon,79,78,72,72,77,77,77,71,68,65,67,68,65,67,65,65,66,67,68,66,66,66,65,66
Canada,13,18,23,11,11,16,14,15,16,17,15,17,18,17,18,19,19,19,19,20,19,18,18,18
"Cape Verde",34,32,32,32,32,33,32,32,30,30,36,32,32,29,28,28,28,27,27,27,27,27,27,27
"Central African Republic",80,65,65,65,60,60,60,61,69,67,64,63,61,58,61,61,61,61,62,62,77,72,71,71
Chad,87,72,72,72,70,75,72,72,74,67,74,73,73,74,74,76,77,75,75,76,75,74,74,74
Chile,30,30,28,30,27,27,27,27,22,22,23,24,26,30,30,29,30,29,31,31,31,31,29,29
China,89,83,83,83,81,81,80,80,80,80,80,82,83,84,84,85,84,85,85,83,84,86,87,87
Colombia,49,48,54,55,55,60,59,60,60,63,63,63,61,57,59,59,60,56,55,53,54,55,56,57
Comoros,44,46,35,38,38,38,40,38,41,43,45,44,47,48,54,50,50,48,48,49,49,49,49,49
"Congo (Brazzaville)",59,53,52,45,72,75,77,71,53,55,54,51,51,51,51,53,54,54,55,56,57,79,59,60
"Congo (Kinshasa)",88,85,84,84,84,90,90,83,86,82,80,81,81,80,81,81,81,81,83,83,79,59,78,82
"Costa Rica",16,21,18,16,16,16,16,16,17,14,19,19,18,20,19,19,19,18,19,18,18,17,17,16
Croatia,56,56,58,63,63,63,63,50,33,33,37,37,39,37,36,38,40,41,40,40,40,40,42,41
Cuba,96,90,90,95,95,94,94,94,96,94,96,96,96,96,94,94,93,92,91,92,90,91,91,91
Cyprus,30,24,16,18,18,16,16,18,18,18,18,22,22,22,22,22,22,22,22,25,25,25,24,23
"Czech Republic",20,21,19,19,19,20,20,24,25,23,23,22,20,18,18,18,18,19,19,19,20,21,21,21
Denmark,11,9,9,9,9,9,9,9,9,11,8,10,10,11,10,11,11,13,12,12,12,12,12,12
Djibouti,71,58,52,52,62,62,63,63,67,65,66,67,69,69,72,73,73,73,74,74,75,75,75,77
Dominica,20,16,16,16,16,16,16,16,16,14,17,17,19,20,22,22,23,23,23,24,25,25,26,25
"Dominican Republic",27,35,38,32,30,30,30,30,30,33,39,38,37,40,39,40,39,40,41,40,41,42,42,42
Ecuador,23,41,38,40,40,40,44,40,40,41,42,41,41,41,41,44,47,52,58,61,62,64,66,66
Egypt,75,81,80,70,69,69,69,69,77,79,76,68,61,62,59,60,60,65,57,62,68,73,77,77
"El Salvador",41,32,41,53,53,53,40,37,35,38,42,41,43,42,42,42,43,42,40,41,39,39,39,41
"Equatorial Guinea",76,74,78,78,78,78,78,79,80,81,89,88,88,89,89,90,90,90,91,91,90,90,91,91
Eritrea,80,68,68,68,69,68,68,68,79,83,89,91,91,94,94,94,94,94,94,94,94,94,94,94
Estonia,28,25,24,22,20,20,20,20,18,17,17,17,16,16,16,15,17,18,18,16,16,16,16,16
Ethiopia,73,59,57,62,62,64,62,64,61,64,66,68,75,77,76,76,78,78,81,82,81,83,83,86
Fiji,55,56,57,60,60,59,58,44,33,29,29,30,28,39,37,40,54,57,58,56,54,52,48,44
Finland,17,15,15,15,15,15,15,14,10,10,9,9,9,9,9,10,10,10,10,11,11,11,11,12
France,19,27,30,26,26,27,24,21,17,17,19,20,21,21,22,22,23,23,24,22,22,23,28,26
Gabon,58,52,49,50,50,52,55,55,52,58,62,66,67,69,69,69,71,69,70,71,70,70,68,71
Georgia,73,70,68,55,56,57,47,53,53,54,54,56,56,57,60,60,59,55,52,49,47,48,49,50
Germany,11,18,21,11,11,13,13,13,15,15,16,16,16,16,16,16,17,17,17,17,17,18,20,20
Ghana,63,62,62,59,60,61,61,55,27,30,28,26,28,26,27,26,26,26,28,28,28,28,31,33
Greece,30,26,29,27,30,30,30,30,30,28,28,28,28,25,27,29,29,30,30,41,46,51,48,44
Grenada,22,20,20,20,20,20,20,20,16,14,16,20,23,23,24,24,24,24,24,23,24,23,24,26
Guatemala,59,60,56,56,59,60,54,49,49,58,62,58,58,59,58,60,60,59,60,59,60,60,58,58
Guinea,63,66,61,63,69,71,71,71,74,74,71,73,67,67,66,66,71,59,62,62,64,64,65,66
"Guinea Bissau",48,50,49,57,57,57,56,56,56,60,63,55,47,48,53,52,54,57,57,65,67,59,60,59
Guyana,41,28,26,26,22,22,22,22,23,21,20,23,27,29,31,30,30,30,33,33,34,36,36,38
Haiti,87,51,59,59,59,58,58,59,72,79,79,66,68,59,56,53,49,49,50,49,50,50,52,52
Honduras,55,45,34,47,47,48,48,45,43,51,52,51,52,51,51,52,59,61,62,62,64,68,67,66
"Hong Kong",30,30,30,41,39.375,37.75,36.125,34.5,32.875,31.25,29.625,28,29,30,30,33,33,32,33,35,37,41,39,42
Hungary,30,38,34,31,28,28,30,28,23,23,20,21,21,21,21,21,23,30,36,36,35,37,40,44
Iceland,14,12,12,12,12,12,12,12,8,8,8,9,9,9,9,9,10,12,14,14,12,16,15,15
India,38,49,48,40,37,37,42,42,42,45,41,38,37,35,35,36,33,35,37,38,39,40,41,43
Indonesia,58,71,74,77,77,53,49,47,53,56,55,58,58,54,54,54,52,53,49,49,49,49,49,49
Iran,81,83,80,80,78,76,68,72,75,76,79,80,84,84,85,85,89,91,92,92,90,90,90,90
Iraq,99,100,100,100,100,98,98,100,96,95,66,70,71,70,69,67,65,68,69,67,69,72,71,71
Ireland,16,15,18,19,21,20,21,18,16,16,16,15,15,16,15,15,15,16,16,16,16,16,17,18
Israel,30,30,30,28,28,28,30,30,30,27,28,28,28,29,28,31,29,29,30,31,30,30,32,33
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,83,84,82,84,83,84
Italy,25,30,30,27,27,28,27,27,27,28,33,35,35,29,29,32,33,34,33,33,31,31,31,31
Jamaica,23,18,11,11,11,11,11,11,17,20,17,15,17,15,15,15,16,18,18,18,17,17,18,19
Japan,21,20,21,20,19,19,19,23,17,17,18,20,20,21,21,21,21,21,22,24,25,25,26,27
Jordan,52,48,45,48,60,65,57,60,60,65,63,62,61,61,63,64,63,63,63,63,68,66,66,68
Kazakhstan,60,61,62,64,66,68,68,70,69,73,74,75,75,76,78,78,78,80,81,84,85,85,84,85
Kenya,60,52,62,59,63,70,70,70,67,68,60,61,58,59,60,60,57,54,52,53,57,57,58,58
Kiribati,26,24,18,18,17,17,17,22,21,26,27,26,28,26,26,27,27,27,27,27,29,29,30,30
Kosovo,,,,,,,,,,,,,,,,,53,51,49,49,49,49,49,48
Kuwait,67,70,42,44,44,45,48,48,49,54,57,58,56,56,54,55,55,57,57,59,59,59,59,60
Kyrgyzstan,49,52,60,61,64,64,61,61,68,71,71,71,64,67,70,72,73,70,69,69,66,67,67,67
Laos,70,68,62,62,66,66,66,69,82,80,82,83,81,81,83,86,84,85,84,84,84,84,84,85
Latvia,29,29,21,21,21,21,24,24,19,18,17,17,19,19,22,23,26,26,27,28,27,28,28,26
Lebanon,46,56,46,46,62,62,61,61,74,71,66,60,60,59,55,56,55,53,51,53,53,55,56,56
Lesotho,47,52,55,58,58,59,56,52,46,42,40,42,42,42,46,48,48,48,49,49,47,48,49,51
Liberia,80,71,70,70,70,70,67,68,77,79,75,73,64,65,65,63,61,59,60,56,58,60,58,60
Libya,87,85,89,90,90,92,90,90,88,89,94,95,96,96,94,94,94,94,60,59,62,73,75,77
Liechtenstein,,,,,,,,,,11,12,14,13,14,14,14,14,14,14,14,14,14,14,15
Lithuania,30,29,25,20,17,18,20,20,19,18,18,18,18,18,18,18,21,22,23,24,24,25,23,21
Luxembourg,12,10,10,10,10,10,10,10,14,14,12,11,11,12,12,12,12,12,12,12,12,12,13,14
"Macedonia (F.Y.R.O.M.)",,34,36,33,44,42,42,44,46,50,53,51,49,45,47,47,46,48,54,56,57,58,62,64
Madagascar,45,44,32,32,32,32,32,32,31,38,41,50,49,50,48,51,61,64,63,66,63,59,58,58
Malawi,41,43,36,38,40,42,52,52,54,57,52,54,55,53,55,56,56,55,60,53,51,49,45,45
Malaysia,58,64,61,61,61,66,70,70,71,71,69,69,65,68,65,65,64,64,63,64,64,65,67,69
Maldives,68,62,68,65,66,66,65,65,61,64,64,68,70,68,66,56,50,50,51,55,55,55,58,62
Mali,43,52,24,24,30,27,26,22,23,24,27,23,24,24,27,26,25,24,24,46,37,37,37,37
Malta,27,24,17,17,17,17,17,14,13,13,15,18,18,17,20,22,22,22,22,22,23,23,23,23
"Marshall Islands",18,19,8,8,8,8,8,8,10,10,12,13,15,17,17,17,17,17,17,17,17,17,17,17
Mauritania,68,77,71,71,71,71,67,67,61,61,64,65,57,55,56,58,56,53,52,47,48,50,51,53
Mauritius,30,30,25,25,20,20,17,17,17,24,26,28,26,26,26,26,27,28,29,30,30,30,29,29
Mexico,60,54,52,52,54,54,50,46,40,38,36,42,48,48,51,55,60,62,62,61,61,63,64,64
Micronesia,25,23,23,23,26,26,24,22,20,17,19,18,20,20,21,21,21,21,21,21,21,21,21,21
Moldova,41,47,62,57,58,56,58,59,59,59,63,65,65,65,66,67,65,55,54,53,53,55,56,56
Monaco,,,,,,,,,,9,13,14,16,16,16,16,16,16,16,16,15,15,15,16
Mongolia,40,41,34,34,34,30,29,28,31,36,36,35,34,36,38,41,39,39,37,37,37,37,37,37
Montenegro,,,,,,,,,,,,,,37,38,37,37,37,35,36,39,39,41,44
Morocco,59,53,48,51,51,51,49,53,58,57,61,63,61,62,64,64,66,68,68,66,66,66,66,66
Mozambique,61,54,36,50,48,48,48,48,48,47,45,45,43,40,40,41,42,44,43,42,45,44,46,48
"Burma (Myanmar)",90,99,99,99,99,97,100,100,96,94,95,96,96,96,97,96,95,94,85,72,70,73,73,73
Namibia,23,23,30,30,30,38,34,34,34,37,34,29,30,30,30,30,34,34,32,31,31,33,33,32
Nauru,20,18,6,6,6,6,6,13,27,26,25,29,30,28,28,28,28,28,28,28,31,32,41,46
Nepal,53,54,52,56,59,59,59,57,60,65,65,69,77,58,57,57,59,59,55,58,55,55,54,52
Netherlands,14,18,14,14,14,14,14,15,15,15,12,11,11,13,13,13,14,14,12,11,10,11,11,11
"New Zealand",8,8,6,6,6,8,8,8,8,8,10,12,13,13,13,14,14,15,17,16,18,19,20,19
Nicaragua,56,53,44,44,40,40,40,40,32,40,37,42,44,42,43,45,47,47,49,51,52,52,54,55
Niger,61,61,54,63,63,68,62,62,49,53,56,53,56,58,63,64,68,59,49,50,52,51,53,52
Nigeria,57,69,92,93,93,55,53,55,57,53,53,52,54,55,53,54,54,52,50,51,51,53,51,51
"North Korea",90,92,100,100,100,100,100,100,96,96,98,97,97,97,98,98,99,97,97,96,97,97,97,98
Norway,10,8,5,5,5,5,5,5,9,9,9,10,10,11,10,10,10,11,10,10,10,10,9,8
Oman,68,69,62,67,75,75,71,71,68,73,74,72,70,71,71,71,71,71,71,71,71,71,71,71
Pakistan,58,59,60,54,58,60,64,57,57,58,59,61,61,63,66,62,61,61,63,64,64,65,64,65
Palau,,,,,,,,,,9,11,13,14,14,14,14,14,14,16,16,15,15,15,15
Panama,27,22,30,30,30,30,30,30,30,34,45,44,43,43,44,44,44,44,46,48,50,49,46,41
"Papua New Guinea",25,23,30,30,28,28,28,29,26,25,25,29,29,30,28,26,24,25,27,28,29,29,29,29
Paraguay,41,56,52,52,52,47,51,51,51,55,54,56,57,60,60,59,59,60,60,61,59,59,58,59
Peru,58,57,60,56,59,63,67,54,30,35,34,40,39,42,44,44,44,43,44,43,44,47,46,45
Philippines,55,46,46,46,30,30,30,30,30,30,34,35,40,46,45,45,48,46,42,43,44,44,44,44
Poland,30,29,21,27,25,25,19,19,18,18,19,20,21,22,24,24,24,25,25,26,27,26,28,34
Portugal,18,16,17,17,17,17,17,17,15,15,14,14,14,14,16,16,16,17,17,17,18,18,18,17
Qatar,64,64,62,53,62,62,62,62,62,61,61,62,61,63,64,65,66,66,67,67,67,67,69,70
Romania,55,50,49,47,39,44,44,44,35,38,47,47,44,42,44,44,43,42,41,42,41,42,38,38
Russia,40,55,58,53,53,59,60,60,60,66,67,68,72,75,78,80,81,81,80,81,81,83,83,83
Rwanda,63,68.5,74,74,71,72,72,72,87,80,82,84,85,84,84,85,83,84,82,80,79,79,79,79
"Saint Kitts and Nevis",21,19,18,18,18,18,18,18,18,18,21,23,21,20,19,19,20,20,20,20,20,20,20,21
"Saint Lucia",13,13,13,13,13,13,13,13,11,8,11,16,18,16,16,15,15,15,15,15,15,15,15,17
"Saint Vincent and Grenadines",22,12,16,16,16,16,16,16,16,17,14,16,16,17,17,17,17,17,17,17,17,17,17,21
Samoa,30,29,28,28,28,31,34,21,23,24,24,25,29,30,29,29,29,30,29,29,29,30,29,29
"San Marino",,,,,,,,,,9,14,16,17,17,17,17,17,17,17,16,16,16,16,17
"Saudi Arabia",71,76,62,80,80,85,90,92,80,80,80,80,79,82,81,82,83,83,84,84,83,83,86,86
Senegal,56,48,31,37,33,33,33,34,39,38,37,37,44,46,49,53,57,54,55,52,48,48,49,47
Serbia,,,,,,,,,,,,,,39,39,39,35,33,35,36,37,40,45,49
"Serbia and Montenegro",86,87,77,75,75,81,81,56,45,40,40,40,40,,,,,,,,,,,
Seychelles,44,57,50,50,50,50,50,51,51,50,52,58,60,60,59,59,58,56,56,56,52,50,49,49
"Sierra Leone",81,72,75,75,80,80,85,75,62,61,58,59,59,56,59,56,55,53,49,49,49,50,53,54
Singapore,60,65,61,66,66,66,66,68,68,66,64,66,66,69,69,68,68,68,67,67,67,67,67,67
Slovakia,47,55,41,49,47,30,30,26,22,21,21,21,20,20,22,23,23,22,21,22,23,24,24,26
Slovenia,40,37,27,28,27,27,27,21,20,19,19,19,20,21,23,24,25,25,25,24,24,25,23,23
"Solomon Islands",22,18,13,14,14,16,18,22,24,25,30,30,30,30,30,30,29,29,28,28,28,28,27,27
Somalia,,,79,86,86,88,88,86,88,80,80,83,83,85,84,84,84,84,84,84,82,79,79,79
Somaliland,,,,,,,,,,,,,,,,,,,,,,54,54,53
"South Africa",38,30,30,27,28,28,25,23,23,25,24,26,27,28,28,30,32,33,34,35,33,37,36,38
"South Korea",29,28,22,25,28,28,27,27,30,29,29,29,30,30,30,30,30,32,32,31,32,33,33,34
"South Sudan",,,,,,,,,,,,,,,,,,,59,60,62,68,66,70
Spain,14,23,17,19,17,21,18,20,17,16,19,22,21,22,23,24,24,23,24,27,28,28,28,28
"Sri Lanka",43,41,46,54,50,58,70,74,63,52,53,56,58,63,67,70,72,71,72,74,76,76,64,61
Sudan,88,76,80,85,85,85,85,85,87,84,85,86,85,81,78,78,76,78,78,80,81,81,85,86
Suriname,43,45,31,31,31,31,31,28,25,26,18,20,23,22,23,23,23,23,23,24,28,29,28,28
Swaziland,72,73,69,69,75,75,77,77,77,74,77,79,77,76,76,76,76,76,76,77,78,79,82,83
Sweden,11,10,10,10,10,10,11,10,8,8,8,9,10,11,11,11,10,11,10,10,10,10,11,11
Switzerland,11,10,8,9,8,8,8,8,8,10,9,11,11,12,13,13,13,13,12,12,12,13,13,13
Syria,75,75,75,75,74,74,73,71,78,80,80,83,84,83,83,83,83,84,89,88,89,90,90,90
Taiwan,29,30,30,28,25,25,21,22,21,24,23,21,20,20,20,23,24,25,25,26,26,27,26,25
Tajikistan,93,93,96,95,94,94,94,79,80,76,73,74,76,76,77,78,78,78,79,79,80,82,83,87
Tanzania,60,49,49,49,48,51,49,49,49,47,50,51,50,51,48,50,50,48,49,51,55,54,55,58
Thailand,54,49,31,34,31,30,30,29,30,36,39,42,50,59,56,57,58,62,60,62,64,75,77,77
Gambia,24,63,62,65,65,70,70,70,65,65,63,72,73,77,79,79,81,81,81,83,83,81,87,87
"Timor Leste",,,,,,,,21,21,22,29,30,39,42,38,37,35,35,35,35,35,35,35,35
Togo,85,67,70,70,73,73,74,72,68,74,78,73,78,74,74,72,74,73,69,70,65,62,60,57
Tonga,35,37,35,41,39,39,36,36,36,32,44,37,32,31,31,32,32,31,29,29,29,29,29,30
"Trinidad and Tobago",29,25,26,30,28,28,28,28,30,25,25,24,26,24,23,23,23,24,25,26,25,27,27,25
Tunisia,59,64,70,70,74,74,74,74,73,78,80,80,83,83,81,82,85,85,51,52,53,48,52,54
Turkey,59,73,74,65,69,69,58,58,58,55,52,48,48,49,51,50,51,54,55,56,62,65,71,76
Turkmenistan,89,84,84,84,84,85,86,89,91,92,95,96,96,96,96,96,95,96,96,96,95,95,96,98
Tuvalu,,,,,,,,,,16,19,20,26,26,26,26,26,26,26,26,27,27,27,27
Uganda,84,38,38,38,40,40,40,40,42,45,44,44,52,54,53,53,54,54,57,55,58,56,57,58
Ukraine,44,42,39,49,49,50,60,60,60,67,68,59,53,53,53,55,53,56,59,60,63,58,53,53
"United Arab Emirates",76,77,76,76,76,76,76,76,74,74,75,72,65,68,68,69,71,71,72,74,76,76,78,78
"United Kingdom",24,22,22,22,21,20,20,17,18,18,19,18,19,19,18,19,19,19,21,21,23,24,25,25
"United States",12,12,14,14,12,13,13,15,16,17,13,17,16,16,17,18,18,17,18,18,21,22,21,23
Uruguay,23,25,25,29,30,30,29,30,25,30,26,29,28,30,30,26,25,25,26,26,26,24,25,24
Uzbekistan,85,79,75,76,76,79,83,84,84,86,84,85,90,91,92,93,92,94,95,95,95,95,95,95
Vanuatu,45,54,42,42,42,42,44,37,24,21,23,24,25,24,23,23,23,25,26,25,25,25,25,25
Venezuela,30,49,31,32,33,33,34,34,44,68,68,72,72,74,74,73,75,76,76,76,78,81,80,81
Vietnam,71,68,68,69,71,71,75,80,82,82,82,82,79,77,82,83,82,83,84,84,84,86,85,84
Yemen,55,63,68,68,68,68,68,69,65,69,67,76,81,80,78,79,80,83,83,79,76,78,83,85
Zambia,50,61,60,61,60,62,62,62,65,63,63,65,64,64,64,65,64,61,60,60,61,62,61,63
Zimbabwe,48,59,56,57,61,64,67,69,83,88,89,89,90,89,89,88,84,81,80,77,73,70,74,74
