Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,96000,83000,98000,79000,72200,75100,76400,82000,80000,68000,72000,77081,72132,65807,65476,78155,64785,59191,61177,57189,53359
Belgium,26645,32696,33917,39187,27012,23554,14012,14621,15576,8203,12453,8051,6647,9066,9291,8999,9987,8548,7288,7257,6352,7678,7313,9662,10610,7639,9835,10649,11486,11722,9675,7142,9218,11107,11011,11261,11303,10833,12003,,,,,,,,,,,,,,
Benin,20608,24925,21099,25150,27218,29093,29713,40049,31884,38507,54322,46988,54743,48474,31015,26142,20379,26223,30372,24937,18182,26826,39673,56491,83613,102708,68836,97623,91429,122793,151317,127262,152191,186840,246839,358860,375217,377316,370445,319318,356786,413417,375000,385000,310000,196490,234490,209803,150225,137086,208057,335141,347022
Bhutan,,,,,,,9,10,10,15,15,15,15,15,18,18,20,20,20,20,30,30,30,30,50,60,75,90,90,97,84,85,84,89,86,86,87,87,87,87,87,88,88,87,88,90,88,88,88,104,87,75,78
Bolivia,2000,2000,2000,4000,4000,5061,4888,5960,7200,8280,16600,46000,68200,55000,53540,29665,39800,33000,34265,24035,14350,8300,8360,5801,10213,11802,7900,9950,2500,3896,16725,26250,17000,18255,28985,48300,52370,50330,50000,90000,80000,80000,80000,80000,110500,111000,114800,102300,118900,121000,125000,126000,126000
Botswana,1000,1000,1000,1287,1100,798,742,890,931,800,1200,1000,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1269,948,942,936,930,959,1006,1000,900,950,1100,881,814,690,641,599,571,500,513,400,430,440,450,470
Brazil,2279428,2500988,2527794,2685495,2728969,2611192,4105978,4294662,4586628,4678877,4802378,4581071,4685651,3978384,4289485,3800646,4488836,4296338,4012128,4074468,3923554,4032859,3294263,3515265,3991382,3552078,2340940,2900071,2430266,2184046,2163770,2165870,1257138,1361664,1354112,904238,790318,1001121,860304,1001473,1085503,978298,947477,1392410,1520539,1194900,1420593,1356856,1095128,1105331,1703346,1638179,1127639
Bulgaria,79866,74032,70744,64542,66253,73594,75659,66620,65187,60953,59432,54399,51371,52197,37886,39339,28025,28275,26391,21938,24477,23890,23601,23289,25628,23650,20302,16398,14098,12318,17617,14025,7347,9136,11848,13052,14165,10265,8459,9386,14629,6200,3259,2374,1239,1012,898,789,616,646,486,425,276
"Burkina Faso",22925,36600,45800,52500,49720,52355,65408,71648,84976,80557,74056,70058,66601,61520,68005,79225,68767,71714,82030,74948,65240,71970,76213,82300,94625,126850,170268,170008,162169,166274,242700,173011,119928,198800,145418,200768,276911,334770,211931,209113,345578,412138,443739,521466,621748,569858,378536,535325,406278,462807,395089,531242,629460
Burundi,12182,7296,9398,8270,9932,9364,9692,9376,9154,9275,9068,8318,8348,7076,6919,6560,7995,8211,7775,6490,6713,6150,4846,6498,6596,6664,6760,7532,7149,6608,7189,5896,8469,4233,6010,4070,3457,3417,2979,3605,4850,3658,4500,7500,7200,8000,5207,4607,4161,2996,2399,2322,2895
Cambodia,19302,6300,6325,7900,7700,5700,7200,12700,24570,11300,5580,5300,3600,3400,2600,5000,7500,5500,1800,500,900,1400,2100,1770,2900,4500,6200,3600,2180,2500,1600,2095,2745,2000,1115,1880,2135,1206,451,398,388,624,632,625,704,649,661,597,547,780,433,461,461
Cameroon,63412,67686,72227,78922,91755,97820,98081,101314,108193,102055,99045,87679,61176,64528,73178,60030,48556,47220,56754,65300,63520,54800,71270,73496,89712,94640,95183,112185,89185,93986,90039,98836,103130,141251,189009,191110,172436,172711,181190,198748,199190,211190,181190,129661,232190,203190,168190,147190,130215,145245,150245,195250,210255
Canada,,,,650,1650,2650,2225,1800,2850,3900,4300,6600,12200,14850,16700,18800,22000,28800,22000,32000,32400,39000,43600,32800,48500,56500,57000,55000,35000,43500,36000,30500,27500,32500,44000,61000,59000,60500,56500,46000,49000,29150,28300,26600,35700,54150,32100,23000,24000,24000,24000,24435,24000
"Central African Republic",133900,136930,130400,121100,115500,128700,128800,132800,136506,130028,135620,138398,138308,137327,136423,128792,126201,116751,90750,85628,54870,69470,73010,80603,85238,87460,59605,74471,41310,48096,43869,41182,25454,42778,43537,59240,64659,56287,56270,47597,40160,16365,2625,3407,3410,6510,14940,8551,15075,21150,27395,40057,40600
Chad,298100,338800,282200,289300,296300,299487,298388,295435,291162,301575,301906,275576,269026,272156,331962,315045,281588,267302,179773,166485,133899,137734,175760,141937,147368,124080,147730,199400,184794,206470,283410,199447,158400,203470,207500,270048,386300,296666,317353,280000,317353,280000,255000,300000,310000,175000,180000,180000,80000,150000,175000,185000,210000
Chile,5600,5600,5600,5600,5600,5600,5600,5600,5600,5400,5000,5000,4600,5000,5600,5900,5900,10700,10700,16000,15800,15800,15900,16000,16000,16000,16200,16200,16200,16622,19578,19469,19360,19251,19143,19034,18925,18844,18719,18612,18526,17974,17800,18450,19100,19147,18958,18797,18565,18303,18158,18173,18600
China,4085000,3726000,4672000,5223000,5314000,5321000,5498000,5366000,5198500,5368000,5294000,5304000,5438000,5545000,5498000,5504000,5469700,5532600,5170300,5508000,5754000,6313000,6513250,7458200,6413000,5139000,5835000,6303000,5773100,6089667,6999117,7275500,5413200,5910370,5807190,5080820,4827210,4693370,3940940,4302650,5132890,4521900,5448100,6003200,5396700,6097300,6190000,5978200,5112630,4982559,5155801,4789798,4439413
Taiwan,24642,22350,23129,24689,25383,22866,21557,22981,22823,18101,15283,12075,12275,13076,13451,11401,10579,9799,9930,9506,5985,5907,5749,5616,5734,5877,4172,4056,3559,3231,2905,2593,2359,2049,1890,1661,1491,1457,1406,1358,1462,1429,1475,1443,1341,1268,1208,945,943,891,678,463,538
Colombia,163500,183000,155600,165000,163500,179800,191400,216700,253860,285800,238300,263700,272000,280400,316900,313600,402600,351800,210000,242600,244600,121300,98200,158810,213980,207475,193540,248970,207670,216116,279256,237529,135384,89685,101870,126527,82275,65821,69327,66213,70155,61257,61422,83552,88167,73464,71979,61759,57882,62419,62333,63622,48182
Comoros,1000,1700,1600,1400,1200,1000,1000,900,800,700,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica",2600,3250,3850,6650,9080,7750,8750,6750,3400,1430,1470,1210,1905,2020,1391,3923,14500,11571,13000,8447,9000,5000,3551,3200,2617,2138,2117,2117,1840,1683,1480,1536,1402,1467,1484,1481,1459,1456,1463,1451,1448,1444,1449,1553,1990,1944,2265,2679,1796,1883,1926,1900,1900
"Ivory Coast",12000,17000,24000,18000,20000,20000,31000,41000,50000,35000,35867,51403,56485,58178,58756,65475,64767,87549,107254,122983,126310,124609,128385,136353,145825,153054,159296,180391,213375,201390,198516,190473,203607,219298,204000,246650,246650,244313,271371,291457,248478,282678,269730,257564,285714,299197,309028,134000,140000,187000,220000,225000,450000
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,28,32,15,10,5,2,,,,,,,,,,,,,,,
Cuba,29100,30600,30300,15300,18200,19400,20693,16537,12018,17500,17500,18000,18600,35050,38030,38100,32365,27340,31730,26100,31418,30164,34416,34490,34234,28519,26545,18887,30158,23863,34163,30865,29331,28009,26750,25674,24522,23247,19486,18945,18498,18054,18056,16922,16504,15727,15160,14667,14159,13563,13150,11950,12010
Cyprus,1204,1271,1338,321,726,602,696,468,602,268,401,334,13,13,13,13,13,20,20,13,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7571,11047,10626,6836,2191,4744,7315,8484,6977,5843,5684,5365,4500,2903,704,162,153,13,299,213,200
Czechoslovakia,50987,51864,56310,56566,44940,41624,41053,43102,38582,31773,27605,27357,31862,30663,32600,31990,34589,33213,33020,31822,28323,28027,30715,29541,28759,24808,23367,24487,25990,25402,17286,11433,,,,,,,,,,,,,,,,,,,,,
"North Korea",22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23500,25000,25000,26000,28000,29000,31000,31000,31000,32000,34000,33900,35700,36500,35000,35500,35700,36500,36500,37000,37000,37500,37500,38000,38000,38000,38000,39000,40000,39000,39000,39000,39000
"Congo (Kinshasa)",110600,128600,128600,86600,67700,66800,73900,127800,149800,186100,173900,167100,183260,170750,157700,150300,143300,146800,101600,98700,89700,176800,181800,180900,156700,136800,116800,82900,91900,82000,82100,75300,75500,75600,74800,74900,75089,72600,74170,76078,77993,77650,77866,80818,81650,82800,83174,84392,69259,71000,75000,76200,76200
Denmark,876,1046,1425,1445,1178,783,617,337,267,132,127.6667,123.3333,119,114.6667,110.3333,106,71,41,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dominican Republic",13400,11400,11000,6900,6550,3900,2050,1950,3700,4150,3600,3580,3580,2580,3580,4680,4680,3680,4780,6480,7580,7580,7780,7034,6730,6280,8200,8960,9560,8722,7938,4772,4064,2852,510,1100,900,780,650,691,1130,1200,1350,1100,1000,850,730,520,500,283,200,196,151
Ecuador,20400,24097,21105,22810,27410,25100,25006,22536,23530,10570,10337,17174,29591,53299,40664,40850,41383,37041,37056,36467,40928,32725,20595,33922,33113,41813,44647,47287,49827,50563,50010,55260,39670,29270,32161,32271,29704,22925,26640,23581,25661,23396,23200,28397,27863,28453,28550,29568,29889,31338,33556,34383,35545
Egypt,848444,709280,696527,692607,811057,793082,695245,632223,700653,696887,655784,671467,694371,634020,592112,548210,626851,528824,535312,555771,520276,465578,438185,433400,472380,463240,428380,445180,441544,431757,377095,366199,385319,316791,312377,400987,375432,346384,286634,233731,315865,305731,235288,312087,287190,234750,252453,141509,129953,165724,229451,151011,131424
"El Salvador",63965,82993,94881,119936,117550,89961,56691,48250,58140,62096,70375,80770,93660,104127,97324,84174,88623,108780,112293,93786,68263,63120,59680,45347,45824,35717,23555,24275,23750,21506,18237,16930,18456,15413,8594,12205,10284,12200,9410,8810,7602,8082,7754,9410,11304,8699,6526,5949,5895,5946,6104,6259,5958
"Equatorial Guinea",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1100,1100,1100,1100,1200,1200,1200,1200,1400,1400,1600,1600,1700,1700,1700,1700,1700,1800,1993,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1809,1800,1800,1709,1900
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,400,300,200,139,323,84,115,65,101,107,109,130,163,207,136,100,70,51,30,,
Ethiopia,180000,182500,182100,185500,190000,199000,206000,211800,220200,223000,221000,226800,231600,233000,233600,239500,238700,241300,240300,266500,267500,267521,268610,270175,271788,272142,274103,259060,258060,261389,265970,265959,,,,,,,,,,,,,,,,,,,,,
France,53995,62175,75106,80916,62131,62954,56174,31470,42356,39833,41630,34330,33230,38530,48130,63130,57325,51323,52638,52500,48300,47000,45000,47650,59450,48300,52900,56800,59130,61057,42411,41254,49481,49621,54020,51764,55970,53720,59926,63141,75147,68624,86434,84436,82644,76000,76800,68504,57048,56181,62082,68546,61937
Gambia,,,,,,,,,,11,40,80,200,300,451,928,2338,1746,1204,1953,2565,2760,1235,3232,4603,2214,1165,2697,4048,3678,2718,3006,3296,4313,3787,3049,2506,1556,535,467,500,1217,1300,1348,1303,1305,1400,1556,1576,1528,1607,1498,1524
Germany,29277,31543,22124,16637,17348,18696,17111,12637,11908,12347,12714,9469,3847,2198,1951,1395,559,472,286,928.8333,1571.6667,2214.5,2857.3333,3500.1667,4143,4785.8333,5428.6667,6071.5,6714.3333,7357.1667,8000,77600,30100,28300,53500,81600,89200,103700,186800,,,,,,,,,,,,,,
Ghana,,,,,,,,170,705,894,1945,3710,4383,4461,13204,12990,23917,16187,12140,10117,9000,9000,8000,8000,2000,8116,8467,9080,10616,14408,20228,29000,40000,27780,28250,40600,49030,57130,45000,50000,35000,19200,19200,25000,25000,24000,20000,15000,15000,7000,20000,18000,16000
Greece,217462,278740,233550,141480,135940,133270,136711,141210,158040,143100,139200,174300,154400,154300,138300,149900,182600,159700,135100,142400,131700,138600,174500,207000,236000,227000,218700,260000,275000,259000,235000,308000,346000,371000,420000,417000,406000,415000,432000,412000,403700,382500,374500,374161,364500,373872,362981,250000,230000,250000,300000,291469,272339
Grenada,567,567,603,283,283,283,283,283,260,180,170,150,150,100,100,100,100,118,124,120,120,120,120,120,120,120,120,130,130,130,130,130,130,135,135,135,140,140,140,140,140,140,140,140,140,140,140,160,180,171,169,155,150
Guadeloupe,250,350,200,200,150,450,850,800,800,800,300,270,270,230,150,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,45900,72900,91600,98500,100500,85050,90900,97600,85704,75599,72903,71600,90670,105170,112200,84860,123527,124563,124816,124402,103620,80060,60550,56800,62900,67990,31240,41050,40705,39620,36698,39654,22940,15731,9380,6170,2210,3540,1550,1950,2565,1966,1891,1882,1870,1796,2101,1807,1664,1685,1706,1680,1680
Guinea,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1078,1234,1340,2261,3104,3606,3894,5376,9528,15031,15214,15794,15936,13834,20383,30327,41200,53700,46200,36200,36200,36200,36200,36880,37517,38070,35255,40000,43886,45000,45000
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,1000,1500,1500,1500,1500,1500,1500,1500,3153,1395,2458,3265,1754,2000,1700,2800,2500,2800,2979,3300,3266,3500,3469,3556,3653,3823,3872,4000,3900,3900,4000,4100,4700,4700
Haiti,61000,60000,58000,57500,52000,51500,45500,36000,34000,34500,39500,39500,39500,39500,29500,23500,25156,28468,30476,28350,30850,30850,31500,31000,31000,19700,15400,23400,23400,22418,21365,21000,19900,18500,16750,13900,14036,14012,14054,14000,13900,13200,13216,14700,14536,14564,18489,18657,18856,18553,19372,20185,23126
Honduras,1743,4532,6693,8576,13945,14294,13945,11156,10110,4114,3253,3637,6085,9286,8210,4600,10245,17760,13271,12730,7832,8023,4510,7633,7261,4135,4008,4396,4193,1741,1683,1634,1650,1650,1650,1000,1000,1500,1000,1000,1000,1050,1100,1100,1100,1100,1100,1400,1500,1550,1650,1600,1600
Hungary,27400,30418,31125,32278,34176,33786,30281,21736,22345,23374,22048,18447,16803,15926,14187,16027,17772,17174,15191,11422,9524,9280,9972,9779,10693,9983,11220,7195,3905,3156,5295,387,165,400,400,1031,1107,1030,171,58,68,60,300,300,374,441,461,458,455,463,500,533,534
India,9265515,9304000,9714000,9677100,9227400,9132500,9589700,8621500,8966000,8849700,9052200,8800500,8873100,8685000,8518200,8108500,9149500,9511000,9430000,9248800,9338000,8999200,8875800,8610600,9128600,8112200,7498900,8340000,8676900,8528400,8838400,8532300,8269900,8862500,10021300,10221000,9964000,10367800,9742500,9593100,10162800,8708300,8617700,9713000,9578700,10070900,10370000,10330600,11241200,11996630,13069000,12867000,12590000
Indonesia,138465,140200,118800,118100,120700,120600,125800,122300,173497,176836,153525,172758,198540,225208,227779,231975,205429,209507,208620,282066,287271,297873,295239,285420,322005,343278,284887,256473,237294,225831,226217,223479,212321,212759,200236,198122,198160,197337,194736,189289,189522,183110,195132,141621,139950,144930,165611,165314,187122,181914,180713,174352,166781
Iran,349036,366897,374821,374000,376000,350000,304000,344000,386000,324000,309160,342900,348700,371500,292300,297100,318000,281800,176200,123000,199350,197902,183870,211660,186215,187974,192014,191684,227863,221118,205201,171196,141230,185000,272177,320418,238358,229362,216000,246000,199000,151000,140087,166673,159527,116560,124500,124432,105370,91019,117129,124583,81116
Iraq,34000,34000,24600,36000,32000,32000,37000,36000,33000,33000,33900,36700,35818,26065,26267,25330,20917,17129,15250,13700,10300,11325,11500,7225,9400,16575,17475,12150,17125,19050,7875,5000,25000,22750,14750,15750,32500,52250,52500,19750,40250,54000,24380,20000,27000,22250,16500,7600,13269,20571,13536,14000,14500
Israel,16720,16540,12340,12825,17450,21930,29410,30165,32745,34930,33850,34770,34440,42560,41070,43410,55130,65680,62880,62190,60710,55680,57250,62200,64620,47770,42420,48260,35110,32029,13139,16756,16010,21494,24547,27800,29010,28880,15895,11140,14620,11710,12890,14400,12520,13500,11000,5170,3930,3900,8630,8510,6090
Italy,41817,43370,34470,29228,27749,24020,18750,12523,9865,6552,6430,6593,5895,7088,7381,7941,14102,5800,4035,4540,3109,1778,572,689,644,702,527,537,569,577,800,1548,1121,1120,3520,950,3000,3000,3109,3078,3040,1995,2216,1288,1550,1950,1850,2200,1975,296,800,319,411
Jamaica,1214,1295,1295,1214,647,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,605,719,712,705,699,692,686,680,674,668,662,656,650,645,641,637,633,629,625,622,613,607,600,600
Japan,15240,14450,10850,10180,6918,4000,1990,1355,1350,1250,1250,1020,1020,970,790,740,740,510,510,280,280,140,140,41,29,28,31,35,35,35,31.2222,27.4444,23.6667,19.8889,16.1111,12.3333,8.5556,4.7778,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111200,109600,109500,107400,103100,102500,114645,141300,151800,184100,167844,196500,219794,201100,196400,199900,174600,137500,134000,154300,144700,138000
Kenya,113850,121395,127267,135830,134466,130266,124430,120900,116749,132936,105000,105000,105000,106235,128100,119300,120850,170000,133450,207500,161000,148000,152000,186000,225000,187000,135000,81000,98600,99082,94000,86000,91783,77798,71000,54436,59138,59200,65500,62000,73000,61500,70000,76515,71000,103362,119125,87497,69316,53906,61455,68074,50439
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,20300,26500,33200,31500,25000,31584,34545,33764,37955,40106,40513,46259,45120,45741,34758,32651,16902,26492,37277,30924,23437
Laos,5300,4300,4300,5850,5850,6350,6380,6480,6400,6600,6500,6600,6300,4454,2850,3520,3570,6240,9730,7406,7500,7468,7592,7620,6030,4654,5329,7054,7639,7346,8497,8303,8381,7663,10110,9595,7689,7725,4920,5224,4060,3911,2582,3027,2680,3160,3815,3250,3181,2805,2703,2535,3535
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600,600,1500,1400,1300,1600,2200,2000,1600,1400,2100,1800,2600,2100,900,400,500,50,11,141,400,200
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21200,4500,9800,13200,5600,6100,6200,8800,8600,10200,9300,8900,5800,4300,2600,400,300,34,13,19,8,10
Madagascar,33500,35670,39140,40025,39920,40060,40940,42675,49030,47843,44995,45102,49056,51594,59716,48305,51568,55823,49465,38420,40180,43485,46065,49835,59279,70050,49629,54598,57360,64031,45935,38984,45393,45988,47142,49246,45279,45216,45305,52913,52651,36416,39236,40693,33827,45610,43610,42570,37739,35815,35833,39022,37921
Malawi,34066,37612,37518,39060,41974,53618,57434,46299,38212,49216,54160,50618,53625,54872,38639,40766,40500,36500,34500,32500,37500,30500,33097,51559,61324,52410,35004,44142,48241,49070,59191,58681,54191,37993,76169,79573,71184,45577,53658,40822,47777,47223,44169,63914,88985,62683,61123,70276,84332,47789,60196,252678,185098
Malaysia,1836,1821,2023,2064,2289,2198,2023,1214,1820,182,182,2,93.1579,184.3158,275.4737,366.6316,457.7895,548.9474,640.1053,731.2632,822.4211,913.5789,1004.7368,1095.8947,1187.0526,1278.2105,1369.3684,1460.5263,1551.6842,1642.8421,1734,1763,1791,1818,1846,1873,1900,1926,1953,1979,2004,2030,2033,2014,1990,1967,1945,1925,1906,1888,1757,1950,2051
Mali,42565,50440,57049,67589,56228,48080,58839,71053,51940,66131,77968,78428,70866,69633,89402,109894,101175,115769,121412,104952,81863,100668,107259,122354,148727,154812,152526,192335,191090,208653,217949,249972,203240,271162,338224,422365,499650,506482,484381,229873,534275,451282,518030,567060,552532,482474,285927,200822,192006,252894,480617,524077,483391
Mauritius,3000,4000,1000,1000,1271,1081,1384,839,748,706,723,723,723,723,723,723,700,300,100,100,100,100,100,100,100,100,100,100,100,111,100,100,100,100,100,100,103,105,107,106,105,105,105,105,105,105,105,114,125,135,135,133,137
Mexico,968307,964177,1030384,1020360,1015710,900785,870804,890900,702069,589942,640840,725512,625084,777272,417533,425081,594906,515616,524597,501454,495741,304833,339857,401481,308048,285957,310486,358224,245453,286810,315165,136454,113631,245291,352828,380238,279371,316944,210189,141826,145290,73844,95547,134052,159084,144747,134067,125296,96047,138392,214151,178075,143522
Montserrat,130,110,120,100,90,40,80,80,30,35,45,15,10,5,12,12,12,15,15,12,30,20,20,19,19,20,20,20,20,22,23,24,25,26,26,27,28,28,28,28,28,29,28,28,27,26,25,23,22,20,19,18,20
Morocco,7000,9900,13852,14700,18500,22000,17800,15800,18300,18300,18100,16900,17700,18800,13000,19600,19300,10000,9814,14819,12900,12150,12385,11300,14470,15850,17240,19700,16970,20000,14400,6800,3093,4300,3241,4100,4956,3864,2974,2887,2902,3241,3049,3063,3284,3322,3398,3489,3597,3723,4155,4150,4180
Mozambique,367000,356000,313000,337000,417000,423428,463700,432347,434198,417936,434000,386000,364000,339000,339000,299000,192000,214000,164000,176000,216000,166000,130000,115000,28000,57500,117500,140500,117500,75521,84500,94500,86500,86000,95500,86500,175836,208298,200420,114655,249501,275726,184900,304832,259000,356900,368000,408300,409150,139000,198400,198150,152007
"Burma (Myanmar)",139645,177982,219257,260667,253548,232472,197902,202614,154510,151787,202490,263337,276838,264031,218737,199249,160712,189397,260601,237867,284322,235127,254017,253340,279755,246038,202052,192110,204735,173040,170290,181278,205354,152752,215524,370015,342030,290548,327938,360052,346652,317624,332432,348729,311907,330989,334172,318761,312613,362496,342843,226660,242157
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,270,300,400,600,1100,1700,1700,2500,3500,3745,3500,3800,3800,3800,50,50,5,,,,,,
Nepal,30000,30000,32000,32000,32000,32000,32000,47000,46000,51700,54813,57850,54410,33131,33000,34000,33000,40000,47000,57000,51959,35320,30400,23666,27200,47190,19840,14450,13554,14500,15800,17000,11106,12180,12538,14830,13343,14585,12939,15764,12424,11799,11969,11806,12200,12034,11776,11665,11778,13224,10694,10675,11475
Netherlands,21663,23956,26608,30651,21623,18317,9529,10370,8940,5188,7118,6099,4955,7388,5126,5337,5711,5170,3603,4058,2905,3179,3000,4112,4368,3000,4000,4451,5176,5535,4500,2593,3800,4700,4300,3900,5500,4600,5000,5200,5755,6196,6053,4685,4750,4050,3600,2918,3059,2896,3056,3351,3165
"New Zealand",213,15263,16203,16208,16115,16180,16170,16150,16200,16200,16200,14200,14210,14210,12210,12210,12205,12216,10156,10008,8000,8000,6000,6000,6000,4000,4000,4000,4000,3822,3042,4300,4090,4500,4902,5000,5714,5500,6002,6000,6063,6200,6133,6099,6221,6200,6200,6195,6213,6212,6212,6212,6213
Nicaragua,55915,73475,91750,112660,130690,143256,152074,147680,132663,109663,97064,111586,150856,184580,181180,146420,201600,215880,177340,48323,97756,96506,94105,121092,118810,90560,63260,63430,44520,39020,48570,40340,7110,6163,13280,8491,6992,7288,7200,6606,6300,6650,6750,6900,6952,7100,7077,7105,7249,7364,7903,7760,7800
Niger,5770,8195,11800,14900,16580,16327,17225,17963,22031,19995,20295,12709,8890,15209,16409,12707,7535,9044,4727,4230,2097,1677,3848,4627,5509,9421,12000,7000,10000,11560,12000,5000,5000,7000,12000,9000,7000,6164,10000,10000,10000,10000,10000,10000,10400,10700,12000,12000,12500,3500,10000,10000,10000
Nigeria,300000,300000,300000,300000,300000,300000,300000,300000,364000,445000,405000,405000,445000,486000,500000,526000,704000,635000,526000,476000,446000,430000,406000,406000,221000,286000,321000,361000,354000,576107,644000,654000,363000,412000,432000,452973,423000,481000,515000,539000,543000,612000,603000,633000,660000,679000,435000,428000,375585,399570,260560,324440,416100
