Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Chad,26.1,28.5,29.9,31.2,31.6,32.8,34.6,36.3,38.1,37.5,36.5,31.6,27.1,22.8,14.2,11.3,9.2,5.1,2.2,0.9,,,,
Chile,662.3,674.6,572.7,892.2,852.6,933.5,878.2,674.5,737.9,657.5,576,470.2,370.2,424.5,230.8,221.5,181.8,19.2,47.9,21.7,,,,
China,41829,50263.2,57044.6,66282.6,70778.6,75290.8,47089,51076.4,55414.2,42983.4,39123.6,33922.6,30621.2,22808.8,17902.5,13123.8,12414.9,5832.1,263,370.3,968.6,126.9,58.4,-386.6
Colombia,2025.8,1686,1828.8667,1971.7333,2114.6,2156.4,2301.8,2166.4,1224,985.5,1149.3,1164.8,907,1058.1,898.5,556.9,660.4,263.1,208,110.6,,,,
Comoros,,1.3,1.55,1.8,2.05,2.3,2.3,2.9,3.6,2.5,2.7,1.9,1.8,1.2,1.1,0.9,0.8,0.3,,,,,,
"Congo (Brazzaville)",,53.4,44.6333,35.8667,27.1,13.6,12.8,9.2,6.6,9.3,11.4,2.5,5.5,7,4.7,3.7,3.3,1.5,1.4,0.2,,,,
"Cook Islands",,,,,,2.3,1.7,1.2,0.5,,,,,,,,,,,,,,,
"Costa Rica",,267,216,221.5,184,158.5,497.2,94.8,-204.2,152.3,105.9,144.6,137.4,142.5,111.5,96.1,55.7,27.9,13.9,6.7,,,,
"Ivory Coast",,257.5,230.8,204.1,342,354.3,383.9,144.4,267.8,166.2,206.4,148,106.5,93.4,79.4,70.1,85.5,50,20,12,,,,
Croatia,464,337,433.8,252.8,314,193.5,184.1,280.4,85.7,141.5,171.2,113.8,140.1,88.7,78.2,43.5,-31.4,-5,,,,,,
Cuba,778.4,327.8,122,125,150,546.2,663.8,665.4,531.4,571.4,533.7,504,488.8,481,445.1,208.6,239.5,83.5,74.4,,,,,
Cyprus,240.1,249,264.7,429.3,196.4,164.6,141,143,81,114.9,165,137.6,131.8,62.5,,,,,,,,,,
"Czech Republic",,,,1038.6,403.2,369.2,49.6,11.6,7.9,11.2,5.1,2.9,3.7,-4.4,,,,,,,,,,
"Congo (Kinshasa)",,7.2,203.65,400.1,596.55,793,735,469,688.5,368.1,386.6,639.4,569.4,566.9,329.1,268.7,170.7,48.9,8.6,4,,,,
Djibouti,,22.1,22.25,22.4,22.55,22.7,21.5,18.9,20.6,20.6,20.7,18,15.8,12.1,8.8,7.1,3.1,2.2,0.9,0.6,,,,
Dominica,,,,1.5,1.5,1,1.7,1.7,2.1,1.1,2.1,1.6,3,1.4,1,1.4,0.5,,,,,,,
"Dominican Republic",,,274.2,329.8,433.3,634,558.7,426.8,311.4,752.1,401.9,485.8,329.8,266.5,310.4,204.3,156.2,24.4,4.5,28.3,0.8,0.5,,
Ecuador,603.6,690.9,403.5,261.5,78.4,314.7,269.2,320.4,271.7,153,230.5,207,229.6,256.3,147.4,132.5,63,28.3,8.2,10.4,,,,
Egypt,2144,1960,2015,1746,1870,1640,1732,1632,1540,1373.6,1267,1334.8,1294,1102.2,1047.6,821.2,593.6,241.6,187.8,202.7,172.5,,,
"El Salvador",,423.4,644.7,398.2,255.7,329.7,312.1,277.8,194.6,109.5,99.1,116.9,101.6,97.5,75.6,119.2,64.4,34.7,,,,,,
"Equatorial Guinea",20,20.2,19.9,20.4,22.3,30.1,32.1,32.2,31.4,21.4,23.2,23.8,17.5,13.6,10,8.1,4.6,4.6,2.3,,,,,
Eritrea,,1.7,13.475,25.25,37.025,48.8,34.3,40.3,25.5,25.2,48.8,45.08,41.36,37.64,33.92,30.2,4.2,3.1,2.8,2.1,,,,
Estonia,,,,,,764.8,-442.2,45.2,69.8,56.3,15.7,-0.4,,,,,,,,,,,,
Ethiopia,,,,,,32.5,33.8,35.1,38.2,39.2,39.2,34.6,30,28,16,15,12.9,4.9,4.3,2.1,,,,
Fiji,37.8,42.1,8.5,7.4,0.1,59.8,26.7,13.7,13.1,9.4,,,,,,,,,,,,,,
Finland,1859,1198.6,633.8,826.4,508,,,,,,,,,,,,,,,,,,,
Gabon,,9.9,11.25,12.6,12,7.3,11.5,12,12,7.8,13.7,6.4,5,5,4.5,2.1,1.2,,,,,,,
Gambia,15,11.4,12.2,21,22.8,22.7,20.6,28,10.9,6.9,6.1,5.8,4.7,5.1,0.2,0.7,1,0.6,0.4,0.1,,,,
Georgia,,,,,53.2,13.1,23.5,30.9,26,21.5,21.5,18.8,15.5,12.6,8.6,8.2,5.8,2.7,,,,,,
Ghana,106.6,96.6,72,24.2,39.3,44,14.2,48.7,50.3,46.8,47,35.6,21.2,32,35.6,17.5,13.1,4.2,3.8,3.4,,,,
Grenada,,,,3.8,3.8,6.5,4.9,6.5,3.8,2.9,2.9,1.3,2.1,2.1,1.9,0.6,,,,,,,,
Guatemala,357.3,357.3,357.3,357.3,269.3,231,235.6,207.3,188.7,191.1,187.9,265,239.6,147.1,65.4,57.5,12.7,5.9,1.4,,,,,
Guinea,28,28.8,29.8,30.3,32.4,37.4,44,45.9,41.8,39.9,37.5,35.4,31.3,25.9,16.7,9.3,4.9,2.9,1.6,,,,,
"Guinea Bissau",22.2,23,23.4,23.9,24.4,25.7,26.3,26.8,27.1,26,26,26.9,27.2,29.4,25.2,12.5,13.1,2.9,1.4,3.9,,,,
Guyana,18.9,17.3,22.6,59.5,42.3,90.8,41,27.8,29.2,39.9,24.4,19.8,14.3,10.4,11.9,23.5,8.8,0.1,,,,,,
Haiti,,,,,,169,169,169,169,169,169,169,181.2,115.9,132.5,81.4,50.4,9,2.3,,,,,
Honduras,,,,,114.8,117.5,523.3,354.1,157.4,334.8,172.3,121.6,131.2,219.1,167.8,122.6,94.7,39.7,23.4,,,,,
Hungary,4390,2290,1674.8,1381.4,844,566.2,285.05,3.9,1.3,0.6,0.5,0.4,0.3,-1.3,,,,,,,,,,
Iceland,132.7,93.4,65.2,61.9,30.7,,,,,,,,,,,,,,,,,,,
India,,,4501,5276.8,6387,6402.4,6937.4,6703.3,5264.7,4142.9,5614.3,4514.3,3917.7,2631.5,2241.6,1957.8,3560.3,998.2,216.5,-659.9,316.1,150.35,-15.4,-19.8
Indonesia,,,5249,4363.4,6910,8351.2,9012,7634.8,6182.8,5865.8,5411.1,5003.3,5506.3,4829.3,3925.5,2385.3,231,202.6,,,,,,
Iran,1365.8,4750,4750,4495,4327.6,4140,3692,5883,5571,4399,4156.5,4204.8,4437.8,4088.8,3471.9,2221,953.3,549.5,240.6,100.3,21,,,
Iraq,,,,,,1547,1501.7,1502.4,1492.5889,1482.7778,1472.9667,1463.1556,1453.3444,1443.5333,1433.7222,1423.9111,1414.1,1686.1,1597.1,482.1,,,,
Israel,,,4062.6,3523.6,897.4,1095,7,,,,,,,,,,,,,,,,,
Jamaica,423.9,350.1,464,66.2,49.2,82,91.1,106.6,199,210.4,59.8,48.6,31.7,16.2,16,5,,,,,,,,
Japan,97723.2,88436.4,58477.4,47451.8,19712.6,23063.8,-614.4,-113,-208,23.2,-24.2,-5.5,19.5,4,1.75,-0.5,-2.75,-5,-0.7,-136.05,-271.4,-231,-223.1,-181.3
Jordan,540,545,531,580,520,535,627.4,857.4,647.2,398,354,321,90,74.4,58.4,59.6,21.8,24,6,,,,,
Kazakhstan,1214.3,1205.6,1711.9,2218.2,1754,1289.8,825.6,668.8,1025.5,730,523.9,290,112,30.4,11.2,,,,,,,,,
Kenya,230,105,47,47,273,301,166.8,250.6,245.3,241.1,203.3,168.6,152.3,168.6,131.7,160.6,57.7,22.7,7.5,,,,,
Kiribati,,,,0.8,0.8,0.8,0.7,0.6,0.5,,,,,,,,,,,,,,,
"South Korea",,,19605,8727.6,10069.6,10039,8220.2,9220.2,5298.8,7402.6,7395.4,6802.2,6646.6,5171.6,5012.2,2730,3026.2,1209.6,1114.8,1181.3,,,,
Kuwait,,,,546,600.2,484.6,471.9,484.8,399.2,450,419.9,354.2,349,247.4,233,152.7,106.8,68,33,28,,,,
Kyrgyzstan,,117.6,106.2,92.5,84.7,81.5,67.4,69.6,56.8,52.4,53.5,53,38,33,22.9,8.1,5.3,4.2,5,2.7,,,,
Laos,,,3.6,16.8333,30.0667,43.3,43.3,43.3,43.3,44.1,44.6,41.2,42.3,35.3,23.1,19.5,17.8,6.4,2,0.9,,,,
Latvia,,,,,,664.8,307,23,25.3,21.6,35.2,,,,,,,,,,,,,
Lebanon,,,,908,725.7,819.8,735.3,621.3,475.3,463.4,527.9,533.4,491.7,480.2,347,287.3,224.4,74.5,33.8,,,,,
Lesotho,,,,,5.1,6,5.9,3.5,3.4,2.8,2.4,1.8,1.6,1.4,1.2,,,,,,,,,
Liberia,26.1,64.1,65.2,42.1,33.1,45.2,67.4,55.7,31.1,18.2,41.4,25.1,32.8,26.3,14.2,5,5,1.8,0.6,,,,,
Libya,66.6,531.2,673.6,704.2,643,772.8,729.8,647.5,659.8,894,985.4,985.4,985.4,704.1,459,252,115.7,51.6,21.9,,,,,
Liechtenstein,3.4,19,10.4,6.2,3.6,1.1,0.7,0.3,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,,,,,,,,,
Lithuania,4178.9,3814.2,2449.9,1523.1,596.3,360.5,288.7,99.9,103.8,85.3,36.5,,,,,,,,,,,,,
Madagascar,,,,,,19.5,20.5,103.6,23.9,26.3,12.4,9.9,7.8,7.2,7.1,7,2.3,2.1,0.8,,,,,
Malawi,,23.1,45.6,88,30,61.5,55.9,55.6,56.9,50.4,21.5,19,19,18.7,11.4,5.6,3.6,2.3,,,,,,
Malaysia,3384.2,3829.3,3420.5,3624.2,4729.8,3426.6,3038.2,3348.4,2333.7,2010.1,1979.8,1946.9,1605.5,1174.4,1128.5,668.3,564.2,234.2,173.7,105.2,,,,
Maldives,3.5,5.9,5.8,6.3,7.2,5.9,6.85,7.8,0.9,1.5,4.6,14,2.8,2.625,2.45,2.275,2.1,,,,,,,
Mali,,,,,,103.9,109.3,111.1,113.1,37.1,29.2,27,26,26,25,25,16.2,11,3,,,,,
Malta,179.4,85.2,64.8,61.9,61.2,62.8,70.2,60.1,106.6,97.2,67.6,63.1,10.3,14,,,,,,,,,,
"Marshall Islands",1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.1,0.6,1.1,0.5,0.2,0.2,0.2,,,,,,,,,,
Mauritania,,,,,17.3,23.2,7.8,16,14.7,13.4,14.2,15,14.7,14.3,7.1,6.1,3,1.3,1,,,,,
Mauritius,,,66.6,64.1,42.3,23.9,36.2,27.3,39,18.6,19.1,14.5,7.3,4,3.4,-0.1,1,,,,,,,
Mexico,12037.2,10290.7,8512.8,9198.2,9652,4858.7,4858.8,4157.2,3482.9,2837.9,3059.5,2223.9,1946.7,1983.2,3208.4,1604,-441.3,-480.6,-130.4,-101.7,-240.8,-8,,
Micronesia,,,,,,1.3,1.1,1.2,1.2,1.2,1,1.1,1.9,1.7,1.5,0.4,0.45,0.5,,,,,,
Monaco,,,6.2,8.5,5.2,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,7.2,12.2,12.5,13.2,12.4,11.2,9.3,6.9,5.7,4.1,3.7,2.2,1,0.4,0.7,,,,
Montenegro,,,,,,104.9,104.9,104.9,94.8,84.7,74.6,64.5,54.4,44.3,34.2,24.1,14,3.5,0.1,,,,,
Morocco,604.2,690.9,1069.6,629.6,756.8,706.8,814,886,923.6,870.6,564,435.2,668.6,474.8,329,38.7,40,24.1,,,,,,
Mozambique,,,,,18.1,20.3,21.7,12.7,3.2,13.8,9.9,8.4,9.9,1.7,1.6,1.2,2.7,2.3,2.3,1.2,,,,
"Burma (Myanmar)",,,16.4,9.25,2.1,49.5,58.6,54.8,52.3,30.7,26.3,39.4,43.5,51.6,29.6,14.8,,,,,,,,
Namibia,,,,33.8,34.6,27.1,19.3,19.3,16.4,16.8,22.1,24,20,17.2,7.7,,,,,,,,,
Nauru,,,,,,0.6,0.5,0.5,0.5,0.4,0.4,0.4,,,,,,,,,,,,
Nepal,,20,20,20,20,25,27,29,32.9,25,94,,,,,,,,,,,,,
"New Zealand",558.4,752.5,651.2,805.5,337.8,188.9,1.6,0.55,-0.5,-1.55,-2.6,-3.65,-4.7,-2.9,-1.1,,,,,,,,,
Nicaragua,86.5,90,94.5,100,105.5,110,82.7,55.7,37.3,52.6,44.4,35.2,54.9,29.9,48.4,36,27.6,3.7,3.15,2.6,,,,
Niger,16,16.6,17.8,17.5,17.5,18.6,18.1,59.4,60.7,58.3,39.9,29.1,26.6,24.5,23,15.1,15.9,4.3,2.9,1.7,,,,
Nigeria,934,1019.8,1070.8,1995.5,1794.7,1535.6,4548.1,4866.2,4761.5,4286.2,4094.8,3665.5,3286.7,2662.4,2116.1,466.1,454,17.5,16.5,15.1,,,,
Niue,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,
Norway,722.4,414.4,255.1,221.6,172.6,3.2,2.8,2.6,-16.4,-60.2,-39.8,-48.1,-73.5,-65.5,-54.6,-21.8,-26.7,-64.2,-3.8,-20.7,-0.3,-0.1,,
Oman,,,305.3,244,308.6,229.9,264.9,250.5,261.1,259.6,282.1,207.3,179.5,134.5,98.7,54.3,25.8,10.1,8.5,1.4,,,,
Pakistan,751,674,945,1781,1823,2103.7,1670.8,1263.8,1196,1421.8,1945.3,1666.3,1647,1124,805,453,626,170.3,167.4,5.5,,,,
Palau,,,,,,1.7,1.1,2.1,2.1,0.4,0.6,0.6,0.1,1,0.9,0.2,0.1,0.1,0.1,,,,,
Panama,252.1,376.7,168,358.8,254.2,439.7,354.8,357.9,346,301.1,249.9,180.4,195.3,168.5,134.7,92.8,43.7,28.4,11.5,,,,,
"Papua New Guinea",,28.3,38.7,39.4,52.8,9.7,62.7,36.4,45.2,35.5,47.9,15,34.6,22.7,17.2,15.1,3.1,4.5,-1.6,,,,,
Paraguay,,,240,190.5,221,211.2,180.4,240.1,113.4,345.3,153.5,116,96.9,91.8,141,250.7,102.9,12.3,27.3,10.8,,,,
Peru,800.7,541.3,242.9,279.2,248.6,366.8,243,258.8,326.7,295.6,347,189,196.5,178.4,145.7,127.7,87.2,,,,,,,
Philippines,2981.2,2022.9,3520.2,3778.7,3959.4,3381.7,3039,2746.8,2130.2,2087.6,2905.2,2049.4,1644.5,1422.4,1389.8,1014.2,603.4,143.1,169.4,208.7,,,,
Poland,4939,2562.4,2537,2589.2,1677.6,1756,549.4,308.3,314.1,187,174.8,179,201.5,126.3,,,,,,,,,,
Qatar,,,,,,90.9,102.4,111,120.8,89,85.8,85.4,86.7,95.1,63.7,37,31.4,13,5.1,,,,,
Moldova,,,,,,85.4,51.5,83.1,40.5,11.1,31.7,23.5,29.6,18.9,20,14.4,12,9.2,,,,,,
Romania,,,,1649.5,960.2,544,762.8,720.5,582,338.1,360.6,185.7,359.4,362.1,116.7,180.2,,,,,,,,
Russia,98752,38949,36607.4,30130,23413.4,20990.4,12345.3,10986.2,11821.1,14824.4,23820.8,15966.5333,8112.2667,258,373.6,349,394.7,363,324,263.1,308,292,292,288
Rwanda,30.2,29.2,28.5,27.5,19.8,26.5,30.2,34.4,37.7,30.1,30.1,30.1,30.1,30.1,27.1,12.3,12,4.1,1.2,,,,,
"Saint Kitts and Nevis",,,6.4,5.4,4.7,4.1,3.4,3.6,1.6,2.6,7,6.6,5.3,2.8,3.3,1.5,0.6,0.1,,,,,,
"Saint Lucia",,,,10.6,7.7,8.1,8.3,8.5,6.3,3.2,4.2,4.1,7.6,2.5,0.8,1.5,0.8,,,,,,,
"Saint Vincent and Grenadines",,,,,,2.3,0.8,2.2,2.3,10,6,6.9,6,3.1,2.1,1,0.5,0.2,,,,,,
Samoa,,4,4,4,4,4.4,4.5,4.5,2.6,6.1,0.6,2,2.2,,,,,,,,,,,
"Saint Thomas and Principe",2.5,3,4,4,4,4.8,4.2,5.2,3.8,3.4,3.9,4.1,4.3,4.6,4,2.3,1.7,0.4,0.2,,,,,
"Saudi Arabia",,,833,645.5,2081.5,1828.4,1668.2,1899,1921.8,1710.4,1593.6,1593,1531,1300,1150,878.5,850,657.8,365,190,,,,
Senegal,96.8,99.8,102.3,156.4,117.7,151,178.4,138.1,128.5,121.1,116.5,98,71.9,51,40,30,25,15,10,5,,,,
Serbia,1448.8,1198.8,1079,999,868,819.6,895.6,832.5,519.4,548.6,309.7,263.3,371.7,412,282.8,52.1,233.8,53.5,76.7,19.2,,,,
Seychelles,2.7,3.6,4.7,10.3,3.7,3.9,2.2,2.5,2,1.1,0.8,0.7,1.5,0.6,,,,,,,,,,
"Sierra Leone",79.1,78.4,75.1,69.9,68.5,67.1,86.7,81.9,81,75.9,75.9,92.9,80.8,66.3,64.5,26.2,18.2,10.4,4.2,6.1,,,,
Singapore,3166.6,639.2,1371.8,1481.6,791.6,773.6,36.8,-178.9,16.7,24.1,21.7,21.6,0.9,11.1,6.6,-0.7,,,,,,,,
Slovakia,,,608.9,986.1,229.4,380.9,191.05,1.2,1.4,1.4,1.7,3.3,0.8,0.6,,,,,,,,,,
Slovenia,343.4,222.4,1098,594.3,564.2,353.8,1.2,0.4,0.1,0.1,0.3,2.6,0.4,0.6,,,,,,,,,,
"Solomon Islands",1.6,1.9,3.4,5.1,0.2,2.1,2,2.3,0.8,6.2,0.3,0.6,0.5,0.8,1.1,0.9,1.4,,,,,,,
Somalia,205.8,46.7,20.7,24.7,28.3,241.1,241.3,241.7,246.9,48.6,65.6,86.9,98.5,108.2,97.2,88.2,84.6,79.5,20,5.6,,,,
"South Africa",6804.5,4795.3,3951.4,4127.4,2416.6,1679.6,888.95,98.3,155.1,117.3,80.5,16,86.6,60.8,61.8,30,,,,,,,,
"South Sudan",,90.2,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka",209.5,184.8,216.5,294,346.6,520.5,497.8,318.5,250.4,216.4,220.3,190.4,185,179.9,155.7,149.2,105.3,62.2,,,,,,
Sudan,,601,460.5,320,338,635,429.5,306,294.5,294.5,291.5,266,253,216,203,185,120,61,44.8,21,,,,
Suriname,,39.8,40.1,40.4,40.7,41,41,42,42,43,44,46,46,12.3,9.2,7.5,0.1,0.1,,,,,,
Swaziland,,,,82.7,82.7,35.4,22.1,16.3,2.2,2.1,0.1,1.3,1.2,1.9,3.1,1.5,0.2,,,,,,,
Sweden,1818,1118.7,1159.6,685.6,215.4,,,,,,,,,,,,,,,,,,,
Switzerland,2920.2,2186,1561.7,1206,741.3,274.8,-43.3,-40.9,-28.1,-4.5,-5.8,-1.6,-3.4,-9.1,-19,-30,-25.7,-21.4,-17.1,-12.8,-8.5,-4.2,0.1,
Syria,1272.2,1325.7,1365.4,1406.4,2380,2370.2,2260,2043.7,1245.6,1280.7,1174.7,1392.2,1201.6,1124.6,928.3,869.7,541.2,282,166,67.3,44.7,,,
Tajikistan,,91.3,76.4,61.5,46.6,31.7,34.9,48.2,56.3,50.7,28,28.3,11.8,4.7,,,,,,,,,,
Thailand,6660.2,7904,9057.2,8053.2,6865.2,8248,5550.2,4448,3783,3610.6,3568.3,3375.1,2177.3,1857,1358.3,1259.9,453.7,385.6,190.3,141.1,,,,
"Macedonia (F.Y.R.O.M.)",,,,,206,558,514,487.1,62.8,191.9,49.5,46.7,34.1,49.3,8.8,11.8,7,,,,,,,
"Timor Leste",,,,,,36.8,39,32.2,25.2,23.4,21.4,18.6714,15.9429,13.2143,10.4857,7.7571,5.0286,2.3,1.35,0.4,,,,
Togo,41,42.8,44.5,46.4,48.3,50.4,33.7,35.2,36.7,41.7,37.5,34.7,35.3,33.7,26.4,18.6,10.1,5,3.2,1,,,,
Tonga,,,,,,1.8,0.9,1.2,42.3,83.4,0.5,0.7,0.8,0.3,,,,,,,,,,
"Trinidad and Tobago",137.9,115.6,104,96.8,108.6,111.3,114.1,134.6,155.6,81.7,101.3,79.2,63.6,62.5,35,18.3,2.9,,,,,,,
Tunisia,730,1055,567.6,581.2,508.1,758,882,970.2,790.6,566,555,570,465.8,362.5,271,205,59,17.7,12.2,16.6,,,,
Turkey,3518.6,3223.2,4118.4,4450.9,2660.8,3788.8,3758.8,3869.6,3985,1791.1,820.2,731.2,698.9,440.9,257.6,132.8,0.2,0.05,-0.1,,,,,
Turkmenistan,140.8,96.6,67.1,61.4,57,56,29.6,26.4,25.3,18.6,21,57.7,10.5,43.4,58.4,17.9,16.8,5.6,1.2,3.3,,,,
Tuvalu,,,,0.3,0.3,0.3,0.4,0.3,0.3,0.2,,,,,,,,,,,,,,
Uganda,14.3,14.6,15.3,16.1,9.2,11.8,12.8,13.9,11.4,12.2,12.7,13.4,12.7,4.1,0.2,0.2,,,,,,,,
Ukraine,4518,4518,3432.2,1703.4,2420.9,746.3,1401,1404.7,1100.7,951.2,838.7,1076.5,119.7,77.8,80,53.1,,,,,,,,
"United Arab Emirates",447.6,521.9,498,477.9,425,513.8,511.2,562.8,737.4,529.2,476.2,423.4,370.4,317.5,291,264.6,132.3,79.4,52.9,26.5,,,,
Tanzania,,,,185.3,262.9,280.4,293.6,187.7,131.5,88.9,215.5,131.2,71.5,148.2,98.8,98.9,54,26.5,13.9,10.3,,,,
"United States",198308.2,174261.8,144855.8,111458.8,72534.4,35529.6,1331,742.5,2706,2903.8,2613,2805.2,1357.2,1605.2,1153.6,1496.6,752.7,-68.6,-569.2,-223.6,-661.8,-1374.6,-1050.3,-498.6
Uruguay,,416.2,304.6,223,311.8,232,172.1,193.1,194,111.4,106.8,102.3,75.2,111.4,90.9,97.6,81.9,29.3,26.4,6.4,,,,
Uzbekistan,,,,585.3,250.1,293.8,260.3,53,119.8,52.8,41.7,15.3,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,0.3,0.7,,,,,
Venezuela,3343.1,3786.5,4070.8,3624.1,3092.9,3220,3040.9,3703.9,3213.9,1922.1,2705.9,2546.2,1552.8,1313.5,2944.6,1841.8,2641.8,-114.4,-15,-50.9,,,,
Vietnam,,303.4,328.9333,354.4667,380,480,520,500,392,293.9,220,243,235.5,243.7,241,234.8,148.7,37.8,20.4,8,,,,
Yemen,,,,,,2350.2,1673.7,1364.4,1060.8,1040.7,1045,1023.4,959.9,758.6,746.4,710.5,394.7,268.7,247.7,130.6,,,,
Zambia,34.6,22.1,24.1,25.4,37.8,23,30.4,28.7,26.7,24.3,23.3,11.8,10.6,10.4,10,9.5,6.6,4.1,2,,,,,
Zimbabwe,,,,217.8,475.6,462.1,456.6,435.4,390.2,229.1,145,259.4,129.1,117.5,112.9,49,63,54.3,7,2.7,,,,
