Country,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cyprus,47.4,46.3,45.2,44.1,43,41.9,40.8,39.7,38.6,37.5,37.5167,37.5333,37.55,37.5667,37.5833,37.6
"Czech Republic",,,,,,,,,,,,,,,,28.9
Denmark,,,,,,,,,,,,,,,,43.4
Ecuador,,,,,,,,,,9,10.1333,11.2667,12.4,13.5333,14.6667,15.8
Egypt,55.5,52.4111,49.3222,46.2333,43.1444,40.0556,36.9667,33.8778,30.7889,27.7,28.25,28.8,29.35,29.9,30.45,31
Estonia,,,,,,,,,,34.2,36.3667,38.5333,40.7,42.8667,45.0333,47.2
Ethiopia,27.4,28.98,30.56,32.14,33.72,35.3,36.88,38.46,40.04,41.62,43.2,44.78,46.36,47.94,49.52,51.1
Finland,27.6,27.98,28.36,28.74,29.12,29.5,29.88,30.26,30.64,31.02,31.4,31.78,32.16,32.54,32.92,33.3
France,29.3,28.6867,28.0733,27.46,26.8467,26.2333,25.62,25.0067,24.3933,23.78,23.1667,22.5533,21.94,21.3267,20.7133,20.1
Georgia,59.3,55.7111,52.1222,48.5333,44.9444,41.3556,37.7667,34.1778,30.5889,27,28,29,30,31,32,33
Germany,58.3,56.6222,54.9444,53.2667,51.5889,49.9111,48.2333,46.5556,44.8778,43.2,45.4667,47.7333,50,52.2667,54.5333,56.8
Ghana,,,,,,,,,,14.4,,,,,,
Greece,,,,,,,,,,,,,,,,41.4
Guatemala,,,,,,,,,,,,,,,,20.9
Haiti,,,,,,,,,,27.6,,,,,,
"Hong Kong",,,,,,,,,,22.8,22.0167,21.2333,20.45,19.6667,18.8833,18.1
Hungary,34,34.64,35.28,35.92,36.56,37.2,37.84,38.48,39.12,39.76,40.4,41.04,41.68,42.32,42.96,43.6
Iceland,,,,,,,,,,,,,,,,48.9
India,48,46.2,44.4,42.6,40.8,39,37.2,35.4,33.6,31.8,,,,,,
Indonesia,53.5,52.4533,51.4067,50.36,49.3133,48.2667,47.22,46.1733,45.1267,44.08,43.0333,41.9867,40.94,39.8933,38.8467,37.8
Iran,30.1,31.6133,33.1267,34.64,36.1533,37.6667,39.18,40.6933,42.2067,43.72,45.2333,46.7467,48.26,49.7733,51.2867,52.8
Iraq,42.1,38.6111,35.1222,31.6333,28.1444,24.6556,21.1667,17.6778,14.1889,10.7,12.7167,14.7333,16.75,18.7667,20.7833,22.8
Italy,,,,,,,,,,,,,,,,42.8
Japan,25.5,25.3222,25.1444,24.9667,24.7889,24.6111,24.4333,24.2556,24.0778,23.9,25,26.1,27.2,28.3,29.4,30.5
Jordan,49.2,45.1667,41.1333,37.1,33.0667,29.0333,25,20.9667,16.9333,12.9,14.7167,16.5333,18.35,20.1667,21.9833,23.8
Kazakhstan,,,,,,,,,,36.8,35.0167,33.2333,31.45,29.6667,27.8833,26.1
Kuwait,,,,,,,,,,31.1,,,,,,
Kyrgyzstan,,,,,,,,,,21.4,25.5,29.6,33.7,37.8,41.9,46
Lebanon,,,,,,,,,,17.2,16.95,16.7,16.45,16.2,15.95,15.7
Libya,,,,,,,,,,38.6,,,,,,
Lithuania,,,,,,,,,,,,,,,,32.9
Macau,,,,,,,,,,,,,,,,30.7
Malaysia,10.7,12.7889,14.8778,16.9667,19.0556,21.1444,23.2333,25.3222,27.4111,29.5,25.7333,21.9667,18.2,14.4333,10.6667,6.9
Mali,38.9,,,,,,,,,,,,,,,
Mexico,27.6,27.3889,27.1778,26.9667,26.7556,26.5444,26.3333,26.1222,25.9111,25.7,23.9,22.1,20.3,18.5,16.7,14.9
Moldova,28.5,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,30.9
Morocco,28.3,29.5,30.7,31.9,33.1,34.3,35.5,36.7,37.9,39.1,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,35.2
Netherlands,38.2,36.8667,35.5333,34.2,32.8667,31.5333,30.2,28.8667,27.5333,26.2,26.25,26.3,26.35,26.4,26.45,26.5
"New Zealand",,,,,,,,,,29.3,30.45,31.6,32.75,33.9,35.05,36.2
Nicaragua,,,,,,,,,,,,,,,,32.8
Nigeria,,,,,,,,,,14.6,17.9,21.2,24.5,27.8,31.1,34.4
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,50.7
Norway,36.4,36.3933,36.3867,36.38,36.3733,36.3667,36.36,36.3533,36.3467,36.34,36.3333,36.3267,36.32,36.3133,36.3067,36.3
Pakistan,,,,,,,,,,23.6,27.2333,30.8667,34.5,38.1333,41.7667,45.4
Peru,30.4,28.7556,27.1111,25.4667,23.8222,22.1778,20.5333,18.8889,17.2444,15.6,15.8833,16.1667,16.45,16.7333,17.0167,17.3
Philippines,,,,,,,,,,34.2,31.4333,28.6667,25.9,23.1333,20.3667,17.6
Poland,42.8,43.4556,44.1111,44.7667,45.4222,46.0778,46.7333,47.3889,48.0444,48.7,48.6333,48.5667,48.5,48.4333,48.3667,48.3
"Puerto Rico",,,,,,,,,,,,,,,,58.9
Qatar,,,,,,,,,,27.2,,,,,,
Romania,58.6,57.7444,56.8889,56.0333,55.1778,54.3222,53.4667,52.6111,51.7556,50.9,51.2667,51.6333,52,52.3667,52.7333,53.1
Russia,65.3,62.4778,59.6556,56.8333,54.0111,51.1889,48.3667,45.5444,42.7222,39.9,39.7667,39.6333,39.5,39.3667,39.2333,39.1
Rwanda,28.1,27.4556,26.8111,26.1667,25.5222,24.8778,24.2333,23.5889,22.9444,22.3,,,,,,
Serbia,,,,,,,,,,,,,,,,32.9
"Serbia and Montenegro",33.9,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,10.5,,,,,,
Slovakia,,,,,,,,,,,,,,,,25.6
Slovenia,31.7,31.8,31.9,32,32.1,32.2,32.3,32.4,32.5,32.6,33.2333,33.8667,34.5,35.1333,35.7667,36.4
"South Africa",30.5,29.0889,27.6778,26.2667,24.8556,23.4444,22.0333,20.6222,19.2111,17.8,,,,,,
"South Korea",30.9,29.6889,28.4778,27.2667,26.0556,24.8444,23.6333,22.4222,21.2111,20,18,16,14,12,10,8
Spain,38,37.7556,37.5111,37.2667,37.0222,36.7778,36.5333,36.2889,36.0444,35.8,35.3833,34.9667,34.55,34.1333,33.7167,33.3
Sweden,65.5,64.2556,63.0111,61.7667,60.5222,59.2778,58.0333,56.7889,55.5444,54.3,54.3333,54.3667,54.4,54.4333,54.4667,54.5
Switzerland,49.2,49.12,49.04,48.96,48.88,48.8,48.72,48.64,48.56,48.48,48.4,48.32,48.24,48.16,48.08,48
Taiwan,41.2,40.8333,40.4667,40.1,39.7333,39.3667,39,38.6333,38.2667,37.9,36.9167,35.9333,34.95,33.9667,32.9833,32
Tajikistan,,,,,,,,,,,,,,,,32.5
Thailand,6.6,8.6444,10.6889,12.7333,14.7778,16.8222,18.8667,20.9111,22.9556,25,22.95,20.9,18.85,16.8,14.75,12.7
"Trinidad and Tobago",35.9,34.5,33.1,31.7,30.3,28.9,27.5,26.1,24.7,23.3,,,,,,
Tunisia,,,,,,,,,,41.9,40.3667,38.8333,37.3,35.7667,34.2333,32.7
Turkey,42.9,41.9222,40.9444,39.9667,38.9889,38.0111,37.0333,36.0556,35.0778,34.1,32.9667,31.8333,30.7,29.5667,28.4333,27.3
Ukraine,32.4,33.7333,35.0667,36.4,37.7333,39.0667,40.4,41.7333,43.0667,44.4,44.5,44.6,44.7,44.8,44.9,45
"United Kingdom",24.5,24.56,24.62,24.68,24.74,24.8,24.86,24.92,24.98,25.04,25.1,25.16,25.22,25.28,25.34,25.4
"United States",41.3,40.2556,39.2111,38.1667,37.1222,36.0778,35.0333,33.9889,32.9444,31.9,32.8,33.7,34.6,35.5,36.4,37.3
Uruguay,35.2,33.6889,32.1778,30.6667,29.1556,27.6444,26.1333,24.6222,23.1111,21.6,,,,,,
Uzbekistan,,,,,,,,,,41.7,,,,,,
Vietnam,58.5,56.3267,54.1533,51.98,49.8067,47.6333,45.46,43.2867,41.1133,38.94,36.7667,34.5933,32.42,30.2467,28.0733,25.9
"West Bank and Gaza",,,,,,,,,,12.9,,,,,,
Yemen,,,,,,,,,,38.3,,,,,,
Zambia,33.9,,,,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,32.9,35.0667,37.2333,39.4,41.5667,43.7333,45.9
