Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
China,33,35,35,48,64,75,81,86,88,88,88,88,88,88,88,88,87,87,92
"Ivory Coast",25,28,28,32,39,40,44,52,55,54,56,57,62,66,62,61,59,58,59
Cameroon,11,22,21,30,32,39,43,44,45,46,45,47,48,50,52,53,53,51,50
"Congo (Kinshasa)",40,42,43,48,54,54,52,52,53,55,54,50,48,48,48,48,51,57,63
"Congo (Brazzaville)",83,80,75,55,66,64,54,56,55,60,62,65,66,61,56,54,55,52,54
Colombia,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Comoros,57,65,52,34,41,50,50,55,60,57,52.5,48,48,48,56,57.5,59,45,
"Cape Verde",,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Costa Rica",80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Cuba,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Curacao,,,,,,,,,,,87,87,87,87,87,87,87,87,
"Cayman Islands",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Cyprus,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,79
"Czech Republic",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,75
Germany,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Djibouti,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Dominica,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Denmark,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"Dominican Republic",80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Algeria,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Ecuador,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Egypt,61,61,66,69,71,71,63,63,62,64,63,61,58,55,53,58,61,64,68
Eritrea,160,66,66,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
Spain,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,100
Estonia,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Ethiopia,33,34,40,43,46,48,48,51,57,62,66,69,66,62,59,70,68,67,69
Finland,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88
Fiji,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
France,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
Micronesia,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Gabon,,36,28,28,32,31,37,45,53,35,42,47,51,52,55,55,52,48,51
"United Kingdom",89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
Georgia,40,38,46,60,49,61,67,69,76,100,90,91,82,73,75,79,81,76,73
Ghana,26,28,27,27,27,27,28,28,31,33,32,34,33,34,33,32,32,32,32
Guinea,29,31,33,36,39,36,46,49,53,44,58,60,60,59,60,60,61,65,65
Gambia,64,66,69,70,74,69,60,62,69,68,62,71,70,68,72,70,67,65,60
"Guinea Bissau",35,36.5,38,37,40,37,43,42,41,41,40,37,33,35,37,34,35,34,30
"Equatorial Guinea",,,,,72,71.75,71.5,71.25,71,64,67,66,65.3333,64.6667,64,64,65,60,50
Greece,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,86
Grenada,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Greenland,,,,,,,,,,87,87,87,87,87,87,87,87,87,87
Guatemala,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Guam,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Guyana,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Hong Kong",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Honduras,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Croatia,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,100
Haiti,46,43,50,57,58,57,56,58,61,63,62,68,76,79,75,78,75,75,69
Hungary,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,97
Indonesia,11,12,19,22,26,31,34,34,36,36,36,38,39,39,38,39,43,52,67
India,37,35,34,34,36,36,39,41,42,44,44,44,43,43,56,59,63,60,74
Ireland,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Iran,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Iraq,82,87,97,93,82,73,62,60,69,70,72,64,61,58,55,53,46,48,44
Iceland,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Israel,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Italy,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88
Jamaica,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Jordan,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Japan,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Kazakhstan,100,95,95,120,95,99,99,100,93,100,99,110,88,100,97,99,94,100,100
Kenya,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,63
Kyrgyzstan,87,87,87,180,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Cambodia,27,27,35,41,45,52,52,54,60,62,65,62,66,63,73,62,61,66,58
Kiribati,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Saint Kitts and Nevis",,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,
"South Korea",94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
Kuwait,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Laos,13,14,16,17,20,24,27,27,28,28,29,32,31,32,35,37,42,49,57
Lebanon,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Liberia,22,24,45,32,53,40,49,49,49,55,58,66,64,57,37,42,50,53,53
Libya,63,73,83,85,73,91,86,89,83,86,73.5,61,62,53,45,38,44,52,68
"Saint Lucia",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"Sri Lanka",68,60,71,73,68,73,67,68,71,72,74,75,67,68,69,68,64,61,64
Lesotho,48,32,43,52,45,42,48,53,49,52,52,55,54,51,51,47,49,51,55
Lithuania,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Luxembourg,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Latvia,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,
Macau,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Morocco,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Monaco,,,,,,,,,,,87,,,,,,,,
Moldova,87,87,87,170,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Madagascar,,35,37,41,42,40,45,45,44,45,48,50,49,50,52,52,50,53,55
Maldives,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Mexico,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Marshall Islands",80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,170
"Macedonia (F.Y.R.O.M.)",80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Mali,50,52,52,52,52,53,56,57,65,71,56,57,56,59,60,68,68,63,68
Malta,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,92
"Burma (Myanmar)",12,16,22,29,36,40,46,49,47,49,52,56,61,60,64,67,70,69,76
Montenegro,,,,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Mongolia,30,34,37,37,42,43,46,42,40,39,38,36,34,35,36,36,34,32,29
"Northern Mariana Islands",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Mozambique,23,24,26,29,30,31,32,33,33,35,34,34,35,38,40,39,47,54,57
Mauritania,47,50,53,56,59,39,51,58,54,54,52,39,58,51,55,50,56,59,59
Mauritius,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Malawi,55,58,52,58,55,51,49,49,49,48,47,46,51,48,46,46,47,50,48
Malaysia,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Namibia,61,65,60,62,63,62,61,60,62,59,60,61,60,60,59,65,62,63,61
"New Caledonia",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Niger,22,24,25,35,35,40,44,49,49,54,54,56,59,60,57,54,52,54,55
Nigeria,9.6,17,14,15,19,21,23,26,26,26,24,24,25,25,22,22,24,24,24
Nicaragua,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Netherlands,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Norway,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Nepal,76,74,75,81,77,80,77,76,75,79,80,81,81,79,83,79,75,74,75
Nauru,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"New Zealand",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Oman,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Pakistan,2.8,5.2,12,17,22,32,39,50,52,55,53,52,52,55,58,60,65,65,64
Panama,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Peru,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Philippines,26,23,26,29,28,29,32,30,29,30,33,38,41,43,44,49,58,54,63
Palau,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"Papua New Guinea",42,49,42,48,46,45,44,51,46,40,46,46,62,67,76,75,77,72,75
Poland,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"Puerto Rico",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"North Korea",29,25,34,41,37,35,36,47,58,61,67,72,72,76,80,87,87,77,69
Portugal,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Paraguay,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"West Bank and Gaza",80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"French Polynesia",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Qatar,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Romania,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Russia,100,99,99,100,97,100,99,99,99,100,100,97,97,100,100,100,100,99,99
Rwanda,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Saudi Arabia",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Sudan,,,,,,,,,,,,52,50,52,54,55,63,65,67
Senegal,56,56,54,61,58,62,64,64,68,67,66,65,71,75,75,74,71,72,71
Singapore,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"Solomon Islands",80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Sierra Leone",27,32,31,33,33,38,44,49,55,58,63,61,62,56,57,54,63,71,75
"El Salvador",80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"San Marino",87,87,87,87,,,,,,,,,,,,,,,
Somalia,22,26,27,33,41,43,39,35,38,33,29,33,33,35,35,37,37,43,42
Serbia,,,,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"South Sudan",,,,,,,,,,,,50,57,42,54,62,68,64,91
"Saint Thomas and Principe",57,57,57,240,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Suriname,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Slovakia,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Slovenia,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,89
Sweden,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Swaziland,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Saint Martin (Netherlands)",,,,,,,,,,,87,87,87,87,87,87,87,87,87
Seychelles,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Syria,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Turks and Caicos",,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Chad,,,37,33,34,41,38.5,36,42,49,54,58,57,58,60,56,52,55,59
Togo,55,56,57,57,61,64,66,54,63,62,57,60,61,58,61,68,80,81,85
Thailand,22,32,32,35,37,40,41,40,42,51,55,55,52,55,59,55,64,74,80
Tajikistan,20,25,29,62,33,41,42,53,57,69,72,78,77,69,77,81,81,79,75
Turkmenistan,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Timor Leste",,,60,68,77,76,71,63,62,89,84,79,68,65,63,56,59,56,60
Tonga,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"Trinidad and Tobago",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Tunisia,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Turkey,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Tuvalu,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Tanzania,32,35,34,35,33,31,30,30,30,32,32,32,35,39,38,39,42,46,53
Uganda,46,57,63,67,68,64,63,63,64,62,63,67,63,63,59,54,54,55,65
Ukraine,59,64,68,130,98.5,67,71,66,69,69,67,71,90,84,74,74,75,73,75
Uruguay,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
"United States",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Uzbekistan,64,65,71,80,65,68,77,66,59,70,61,57,56,81,73,67,67,72,72
"Saint Vincent and Grenadines",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Venezuela,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"British Virgin Islands",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Vietnam,38,39,41,40,43,43,44,45,46,47,48,49,52,52,53,55,56,58,57
Vanuatu,75,75,75,76,66,44,76,72,62,81,71,68,78,77,68,80,64,63,67
Samoa,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Yemen,67,66,62,58,59,56,56,60,63,69,74,73,83,86,78,60,72,73,71
"South Africa",57,49,63,59,64,61,65,66,72,74,73,76,69,69,68,68,68,75,76
Zambia,63,59,71,77,74,69,68,67,64,66,66,65,62,62,61,59,62,59,58
Zimbabwe,71,76,80,77,77,71,65,62,61,76,84,78,77,81,78,81,81,82,83
