Country,2010,2011,2012,2013,2014,2015,2016
Spain,13,18,13,17,15,17,14
"Sri Lanka",52,46,43,46,50,49,
Sudan,20,22,23,19,,,
Suriname,,,,22,,,
Swaziland,,,27,,,,
Sweden,12,11,11,13,12,15,14
Switzerland,34,28,30,32,31.5,31,33
Syria,9,10,10,15,21,20,
Taiwan,,,,,,,19
Tajikistan,42,44,45,41,44,19,44
Tanzania,,,,,,15,12
Thailand,18,17,15,12,18,17,19
Togo,19,19,12,14.3333,16.6667,19,16
"Trinidad and Tobago",25,25,30,33.5,37,,
Tunisia,12,12,5,4,6,11,12
Turkey,7,7,4,5,5,,
Turkmenistan,61,61,58,57,53,60,25
Uganda,22,23,20,23,30,31,29
Ukraine,14,30,20,29,26,16,16
"United Arab Emirates",14,12,12,15,18,21,27
"United Kingdom",29,28,26,29,29,33,28
"United States",,,,,,46,41
Uruguay,15,12,11,15,15,21,18
Uzbekistan,39,41,46,38,46,27,18
Venezuela,15,11,8,19,8,13,11
Vietnam,6,12,10,8,10,19,14
Yemen,7,6,4,4,3,6,6
Zambia,27,24,24,27,30,24,33
Zimbabwe,19,21,26,23,20,17,21
