Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Sri Lanka",,,,,,,,,,,,,,,,16,16,17,18,19,14,188,204,224,230,249,274,305,373,420,526,581,680,854,887,896,895,944,962,1091
"Saint Kitts and Nevis",2,2,1,1,1,1,2,2,2,8,7,6,5,4,3,1,2,3,3,3,7,8,8,7,8,8,5,6,6,6,6,6,6,7,16,21,25,28,29,
"Saint Lucia",,,1,1.5,2,2,4,3,4,3,4,2,2.5,3,2,2,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,19,22,21,22,
"Saint Vincent and Grenadines",,,,,,,3,5,4,3,3,1,1,4,3,3,3,5,5,5,4,5,4,4,4,5,5,6,5,5,6,6,6,6,12,10,12,12,13,
Sudan,53,61,26,29,8,12,24,4,1,4,2,1.8,1.6,1.4,1.2,1,2.3333,3.6667,5,3,4,2,4,1,2,2,2,2,2,1.5,1,2,8,64,36,89,112,125,209,139
Suriname,18,15,16,16,13,9,7,7,9,7,8,11,15,6,3,2,3,3,2,2,3.3333,4.6667,6,7.3333,8.6667,10,4,6,8,5,1,3,12,19,23,32,40,37,39,28
Sweden,83,81,137,238,235,290,338,368,485,554,654,461,350,260,231,336,429,411,503,484,539,578,508,568,660,729,930,1056,1206,1071,1160,1390,1387,1623,1584,1242,1212,2057,2085,1917
Switzerland,2343,2330,2759,2688,2475,2509,3780,5040,5760,6110,8170,8670,8860,8230,8720,10120,9610,7850,7770,7580,6196,6921,7948,9374,10615,10859,11663,13403,15838,16396,18512,23680,23740,25338,26817,26031,26049,26935,27675,28180
Syria,,,,,,,,,,,,,,12,11,15,20,25,29,28,29,30,35,40,42,40,235,250,210,211,530,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,13,64,119,68,101,158,171,106,184,201,263,240,304,165,87,216,252,190
Tanzania,,,,,,,,,,,,,,,,1,1,1,4,15,20,30,27,27,34,33,30,39,48,47,123,133,162,130,98,104,108,114,99,
Thailand,35,36,47,41,54,69,59,59,91,122,199,53,231.4444,409.8889,588.3333,766.7778,945.2222,1123.6667,1302.1111,1480.5556,1659,1837.4444,2015.8889,2194.3333,2372.7778,2551.2222,2729.6667,2908.1111,3086.5556,3265,3027,2921,2893,3289,3620,3992,4155,4397,4924,8913
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,16,86,103,105,107,8,28,159,237,266,286,293
Togo,9,8,8,8,8,7,11,12,14,13,13,13,16,6,4,5,7,10,6,6,7,5,17,28,34,35,39,47,58,72,63,92,153,178,154,89,78,86,98,
Tonga,,,1,2,2,1,3,4,1,2,1,1,1,2,2.5,3,3.5,4,4.5,5,5.5,6,15,13,10,11,14,9,13,9,8,6,5,7,6,14,26,27,21,29
"Trinidad and Tobago",31,52,60,74,80,54,29,21,25,19,22,19,21,14,9,14,25.6875,37.375,49.0625,60.75,72.4375,84.125,95.8125,107.5,119.1875,130.875,142.5625,154.25,165.9375,177.625,189.3125,201,223,216,253,290,372,379,359,248
Tunisia,22,22,17,16,15,17,9,10,6,9,13,11,12,14,19,36,21,38,30,21,21,21,13,17,13,16,16,15,16,13,13,19,18,20,28,26,27,29,27,26
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,108,124,124,126,157,190,268,404,689,815,850,1108,1063,1533,1659
Turkmenistan,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,
"Turks and Caicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,86,95,109,129,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,3,2,,,,,,
Uganda,4,1,13.6667,26.3333,39,51.6667,64.3333,77,89.6667,102.3333,115,127.6667,140.3333,153,165.6667,178.3333,191,203.6667,216.3333,229,353,355,358,182,194,197,206,236,381,483,331,395,325,368,302,278,349,345,400,418
Ukraine,,,,,,,,,,,,,,,,,1,4,3,3,5,4.5,4,4,6,186,255,353,714,613,703,849,1003,1716,1702,627,559,584,565,575
"United Arab Emirates",,,,,,,,,,,,,,,,,,3186,3431,3635,3676,3910,4139,4389,4648,5372,6072,8683,9995,9532,10566,11220,14398,17933,19280,40332,43769,44747,46079,44959
"United Kingdom",,,,,,,,1581,1624,1735,2033,2007,1981,1579,2076,2585,2007,2480,2289,2038,5366,5463,5996,6991,8930,9643,10646,11597,11212,9275,9565,9931,10077,10528,11571,10706,10191,9804,10410,10360
"United States",1360,4720,5140,5450,5990,6330,8660,8810,9010,10220,11850,13920,16150,18030,20350,22160,23700,25570,27390,33300,35315,39007,40562,41391,44927,47751,50974,53039,55679,50555,50527,50854,52371,55003,57239,60719,62870,64058,67009,71562
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,4,5,6,7,7,10,11,10,9,9,11,12,13
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,150,159,174,244,274
Vanuatu,,,17,12,15,15,14,18,16,16,12,13,22,15,15,18,72,60,60,88,17,16,2,3,3,3,3,3,3,3,3,4,2,2,4,3,5,5,10,
Venezuela,418,383,615,187,208,217,185,215,211,368,701,677,858,729,609,203,290,211,261,195,331,406,383,209,214,211,257,662,841,582,805,782,899,1117,193,105,54,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,19,18,22,5,6,6,5,5,18,11,6,7,8,8,8,18,48,48,53,36,30,30,27,22,16
Yemen,,,,,,,,,,,106,125,94,94,68,61,60,41,43,27,40.6667,54.3333,68,81.6667,95.3333,109,120,319,337,337,338,333,338,333,335,333,333,,,
Zambia,82,69,37,39,26,24,42,19,24,26,18,20,26.5,33,39.5,46,52.5,59,39,22,24,28,38,72,76,94,115,124,139,66,68,70,97,77,81,72,63,121,132,104
Zimbabwe,135,122,111,83,63,15,20,17,15,16,16,10,11,8,7,7.1333,7.2667,7.4,7.5333,7.6667,7.8,7.9333,8.0667,8.2,8.3333,8.4667,8.6,8.7333,8.8667,9,9,9,10,10,11,11,14,19,,
