Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Burkina Faso",2452,2545,2639,2734,2835,2940,3051,3161,3281,3399,3499,3639,3862,3813,3901,4051,4071,4429,4566,4657,4667,4850,5047,4779,4689,4488,4443,4757,5311,5365,5454,5694,5819,5753,5846,6611,7648,7518,8144,8051,7972,8695,8715,9017,9136,9658,10722,11399,12232,13129,13377,14261,14881,16044,16762,18214,19353,20148,21317,21948,23802,25380,27017,28546,29740,30940,32757,35502
Cambodia,2385,2466,2621,2647,2955,2893,3279,3500,3676,4035,4275,4235,4581,4926,4793,5022,5250,5520,5770,5857,5295,5031,4760,6483,5541,4805,5146,5551,6069,6190,6314,6390,6881,7370,7864,8360,8851,8675,8892,9111,9114,9805,10499,10923,11817,12578,13259,14004,14705,16457,17899,19358,20631,22386,24701,27974,30987,34152,36437,36469,38643,41419,44424,47730,51103,54781,58639,62802
Cameroon,8176,8478,8789,9108,9443,9794,10154,10530,10922,11323,11634,11773,12132,12582,13032,13293,13915,14299,15231,15983,16465,16956,17692,17953,18755,19719,20095,21240,22401,23619,26031,30470,32776,35073,37820,41205,44180,41981,40068,36479,35882,34532,33478,32421,31612,32657,34261,36082,37848,39385,41029,42881,44600,46398,48116,49221,50807,52462,53975,55018,56816,59169,61889,65326,69197,73186,76605,79955
Canada,181178,191457,205389,214986,213500,233439,252324,259630,264275,274988,283532,291899,312350,328153,349535,372775,396945,409030,430411,453100,464806,490690,516618,553614,576229,589247,621520,642407,668386,696170,705485,727387,705232,725759,767372,808862,830051,863893,905882,927805,930106,910335,918373,942758,985121,1011499,1027795,1071783,1113387,1170873,1231556,1253365,1291091,1314360,1354921,1398297,1434980,1464580,1479231,1435600,1479867,1526353,1552995,1591433,1632258,1647627,1671810,1713606
Chile,33930,35409,37690,40530,39218,40694,41378,45625,48130,45405,49171,51523,53964,57378,58655,59129,65722,67856,70285,72901,74400,81062,80079,75622,76359,66501,68841,75628,81842,88620,95661,101604,87798,85338,90360,92139,97295,103698,111255,123054,127571,137414,152710,162975,171224,186368,199009,213715,223247,222093,233941,241670,249195,259396,278090,294057,312643,328009,339573,334261,353798,375398,395385,411382,419239,428695,435534,439890
China,,,64153,77880,81224,86117,97368,101213,123971,136743,138878,116413,109791,117925,138859,163808,178422,169495,164762,185366,215359,232099,241121,260374,267128,287136,282328,307022,347521,387367,433383,466277,507616,568784,687588,859558,980222,1150114,1434067,1622937,1783802,1949195,2225196,2532522,2860676,3176361,3494632,3822283,4127205,4454092,4842697,5255965,5741928,6323798,6972739,7784521,8807215,10110495,11161725,12266678,13615620,14957177,16211650,17559198,18933032,20345023,21815700,23371185
Colombia,43168,44501,47310,50210,53697,55773,58016,60139,61649,66091,68900,72388,76319,78829,83704,86726,91345,95188,101018,107449,114701,121520,130838,139645,147674,151094,158257,164822,178804,188387,196118,200294,202281,205512,212831,219818,233255,245783,255833,264119,275113,281639,293899,310681,326673,343668,350734,362765,364832,349494,359716,365752,374910,389600,410378,429692,458471,490109,507492,515873,536363,571706,594826,623818,651226,671102,684256,694520
"Costa Rica",3066,3147,3527,4064,4099,4572,4443,4821,5417,5617,6105,6359,6749,7327,7684,8379,9031,9584,10323,11009,11737,12512,13613,14674,15463,15773,16630,18115,19235,20190,20340,19880,18495,19008,20500,20673,21811,22849,23626,24982,25888,26474,28909,30958,32347,33680,34097,35995,38500,40019,41553,43003,44419,46309,48317,50187,53820,58216,60923,60331,63319,66046,69214,70785,73373,76839,80165,83466
"Ivory Coast",7713,7998,8291,8592,8908,9240,9579,9934,10304,10682,11639,12726,13289,15472,18241,17840,19251,19529,22575,23570,26131,27442,28962,31252,32155,32124,35972,37669,41402,42181,45436,47025,47117,45282,43785,45937,47310,46554,45714,45444,42305,42322,42216,42140,42212,44564,48190,50947,53459,54324,53200,53265,52377,51665,52301,53201,54008,54961,56358,58191,59365,56873,62618,68423,74441,81098,87353,93701
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91644,91736,91829,90348,92292,92384,94976,94884,94051,92570,85997,67852,59913,55120,58372,62341,66003,70389,71700,71029,73705,76237,80236,84696,88154,91824,96218,101173,103251,95627,94000,93736,91685,90710,90264,92292,95045,97766
Cyprus,1995,1954,2146,2361,2406,2493,2767,2941,2859,3028,2804,3115,3395,3605,3260,3990,4233,4809,5031,5499,5669,6404,6846,7021,5834,4725,5574,6453,6946,7632,8084,8331,8855,9326,10148,10625,11029,11808,12784,13818,14841,14951,16351,16464,17437,19167,19422,19921,20963,21976,23234,24070,24888,25505,26670,27663,28911,30305,31476,30918,31325,31426,30434,28622,28184,28657,29469,30471
"Czech Republic",,,,,,,,,,,,,,,,,,,,,128706,135419,142598,149269,156480,165233,171782,177586,184918,187436,190636,190331,187408,190437,194702,199079,204548,209309,213657,217302,219564,194094,193124,193317,198941,211318,220241,218932,218212,221339,230783,237496,241420,250119,262391,279534,298692,315427,323887,308332,315342,320948,318381,316841,325444,342722,351610,366378
Denmark,56497,56874,57431,60698,61877,62544,63301,68104,69637,74818,76908,81783,86297,86838,94961,99294,102003,105432,109765,116757,119121,122297,128750,133426,132182,131309,139808,142077,144175,149285,148625,147303,151750,155572,162402,169368,175537,176053,178103,178572,180734,183253,186839,186859,196823,202782,208663,215467,220247,226740,235235,237172,238278,239207,245590,251328,261163,263537,262188,249324,253988,257384,257967,260374,264738,268990,273512,280349
"Dominican Republic",5816,6502,7032,6943,7340,7793,8575,9117,9603,9658,10133,9904,11591,12347,13173,11534,13082,13522,13549,15032,16625,18385,20658,23152,24485,25660,27389,28720,29387,30653,32526,33869,34483,36012,36108,35196,36248,38973,39240,44240,42136,42534,47307,50791,52112,55074,58367,63553,67820,71848,75198,77047,80511,79427,81469,89150,97329,104546,107902,108923,117982,121642,125040,130970,140935,150858,160883,168541
"Congo (Kinshasa)",20318,22695,24767,26169,27754,28831,30781,31757,30842,31919,32651,29095,35272,37121,36206,36572,39051,38665,40331,44090,43988,46792,46853,50916,52664,50043,47178,47422,44740,44679,45613,46690,46467,47117,49738,49961,52318,53720,54025,53659,52359,47937,42922,37141,34859,35822,35129,32375,31120,29937,27501,26924,27717,29264,31235,33152,34916,37100,39411,40536,43418,46402,49691,53906,59011,63092,64607,67190
Ecuador,12469,12605,14160,14458,15626,16037,16631,17381,17890,18849,20073,20577,21672,22224,23789,26081,26764,28180,29740,31366,33565,35498,37682,42380,44859,47216,51791,55080,58919,62117,64961,67613,68368,66939,69678,72636,74777,70090,77582,77707,79979,84071,87107,88851,92633,94721,96361,100530,103816,98895,99973,103988,108249,111196,120328,126693,132274,135170,143761,144577,149673,161450,170558,178995,186142,186437,183699,184067
Egypt,58061,59106,60210,61255,62358,63519,66538,69674,72983,76467,80125,85408,91098,97195,103698,110549,111187,109794,111536,119200,126748,132032,134528,138244,143528,158043,182487,206292,222143,239677,265573,276140,305635,329150,349239,372289,382102,391740,408171,420422,430467,444785,457081,473763,490083,511227,535865,563977,590734,620810,656357,685418,705588,725251,751721,783936,828488,886229,939154,982282,1035906,1038133,1068030,1096655,1150279,1195506,1247320,1299667
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18979,19672,20391,21093,21642,21657,22253,22469,23590,25109,23038,20734,17811,16297,16029,17076,17985,20107,20935,20755,22949,24401,25884,27803,29554,32324,35644,38406,36325,30976,31676,34082,35550,36053,37071,37607,38197,39076
Ethiopia,10133,10417,10711,11329,11329,11937,12332,12241,12646,12991,13660,14328,14916,16892,17723,18767,19496,20317,20662,21432,22648,23600,24806,25627,25941,25982,26691,27421,27117,28860,30126,30744,31231,32822,32143,29995,31940,34940,35619,36196,35629,33086,30216,30863,33466,35442,38742,41822,41849,42100,44281,46683,49063,49052,51364,57321,63202,69806,76658,83857,92402,103988,114879,125412,137975,151136,163772,176609
Finland,31004,33640,34767,35011,38077,40017,41226,43164,43397,45975,50181,54005,55689,57523,60431,63644,65173,66549,68080,74637,80212,81888,88138,94049,96898,98015,97598,97838,99886,106835,112534,114630,118352,121551,125218,129433,132504,137937,144701,152903,152923,143879,139095,138074,143513,149551,155023,164714,173656,181373,191593,196538,199840,203825,211828,217716,226545,238291,240008,220162,226750,232579,229262,227524,226087,226068,230424,235033
France,396163,420566,431729,444192,465738,492478,517401,548554,562314,578409,619167,653566,697016,733225,782107,820125,861765,901594,941424,1006669,1064360,1115864,1165477,1228896,1264915,1256101,1310398,1359303,1397032,1441855,1462108,1477116,1514256,1531966,1554475,1576275,1613690,1654463,1727167,1797238,1844321,1863485,1893295,1881696,1925829,1965984,1993272,2039861,2112403,2184375,2269023,2313370,2339244,2358414,2424130,2463103,2521600,2581148,2586189,2510120,2559460,2612677,2617451,2632533,2657479,2685847,2717745,2766664
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33104,34970,36940,39152,42262,44917,45044,44795,48661,47675,41084,32415,17861,12628,11314,11610,12827,14185,14592,15023,15392,16118,17017,18917,20015,21933,24001,27020,27672,26663,28329,30374,32302,33398,34941,35947,36936,38487
Germany,566377,618297,671903,728157,782444,868542,930791,984119,1027934,1103113,1192035,1241137,1294082,1330559,1411434,1482991,1526949,1531681,1612475,1719083,1799536,1852499,1928958,2016504,2033186,2022113,2119761,2180758,2242003,2332099,2358745,2367661,2347433,2389257,2456613,2510357,2565895,2604598,2691467,2779467,2698841,2834092,2888614,2860994,2931299,2982235,3006626,3062225,3122845,3184901,3279239,3334837,3334837,3311163,3349903,3373577,3498405,3612471,3651570,3446393,3587004,3718288,3736582,3754875,3827333,3894051,3969737,4053101
Ghana,10903,11307,11100,12637,14229,13313,14098,14556,14316,16388,17598,18220,19103,19768,20193,20466,20487,20858,21153,21905,22963,24794,24053,24740,26441,23148,22330,22843,24783,24151,23388,23420,21796,20804,22603,23748,24991,26190,27662,29068,30039,31633,32866,34087,35320,36814,38528,40392,42289,44163,45810,47727,49898,52515,55446,58701,62368,65079,71034,74475,80360,91647,100163,107488,111773,116061,120089,125493
Greece,33212,36136,36395,41381,42669,45894,49812,53057,55512,57550,60044,65309,67762,74650,80784,88371,93767,98913,105503,115951,125174,134084,150769,156683,150982,160117,170301,176139,187935,194871,198286,198396,199180,199980,205484,211895,215331,214336,223879,232486,232548,239761,241433,237571,242322,247412,254493,265905,276262,284750,295911,308137,320225,338781,355927,358059,378298,390683,389373,372627,352211,320045,296680,287064,288077,287445,287479,288916
Guatemala,11269,11427,11665,12093,12319,12623,13772,14549,15228,15980,16369,17072,17675,19360,20258,21141,22310,23223,25262,26455,27969,29529,31698,33848,36007,36707,39420,42496,44621,46725,48482,48795,47073,45862,46095,45815,45873,47503,49352,51298,52884,54471,56976,58913,60976,63658,65441,68124,71258,73894,75742,77559,80558,82597,85200,87978,92711,98556,101790,102325,105261,109642,112899,117073,121960,127009,130904,135043
"Hong Kong",8201,7645,8353,9115,9951,10848,11794,12774,13792,14843,15927,16983,19951,23085,25063,28691,29185,29681,30669,34132,37265,39903,44026,49467,50621,50786,59031,65956,71562,79808,87886,95966,98604,104211,114599,115093,127460,143949,155492,159450,164890,174292,185159,196641,208511,213460,222550,233900,220140,225659,242952,244315,248362,255953,278221,298777,319788,340462,347707,339156,362109,379544,385997,397969,408962,418654,426807,442172
Hungary,66143,72531,74974,76337,79014,86155,82256,89067,95033,98885,104053,109314,113871,120118,126883,127870,135151,142902,144640,148962,148445,155069,158404,166625,170947,174611,175128,186120,190630,191006,192932,194294,201294,199227,204441,199415,203408,206555,209702,205005,191335,168566,163340,162360,167069,169575,169584,175190,182582,188433,196352,203762,212938,221089,232155,242330,251674,252802,255050,238309,239923,244096,240185,245270,255196,263230,268375,278036
Iceland,1306,1265,1404,1443,1570,1716,1791,1789,1918,1983,2072,2063,2238,2466,2718,2915,3167,3128,2953,3028,3255,3680,3908,4173,4411,4439,4704,5119,5428,5690,6017,6274,6410,6271,6530,6746,7169,7781,7774,7786,7877,7859,7594,7694,7971,7981,8363,8961,9550,9932,10397,10796,10829,11094,11992,12796,13436,14693,14916,13880,13386,13652,13818,14428,14705,15308,16410,17231
India,316926,324256,333934,355063,369751,378686,400722,396366,426619,435693,466228,480253,490892,515477,555153,533121,537960,582374,597431,637314,669705,676485,674243,705713,713292,776809,786391,846906,892346,847871,908756,963921,995044,1075247,1116749,1161391,1210801,1263804,1395964,1488793,1566074,1588477,1673680,1768767,1881876,2019031,2180042,2273819,2419480,2572865,2716804,2841025,2970560,3188947,3418970,3732407,4090458,4485496,4848792,5166145,5648857,6082067,6374840,6765357,7240113,7784702,8398469,8919174
Indonesia,126067,135463,141875,148933,158221,162568,164712,175980,169639,176926,184436,196526,196310,188785,195761,197712,197748,193284,212135,238250,263335,277750,309188,355072,373071,373071,405939,437596,457572,482475,523974,560000,539394,561003,599723,614492,650590,682641,721766,786687,856621,933103,993966,1073045,1153952,1248808,1346440,1409721,1224671,1234360,1295814,1343027,1403456,1470546,1544528,1632451,1722251,1831529,1967827,2060350,2191751,2326977,2467295,2604409,2734803,2868159,3012014,3159602
Iran,81754,81755,81755,81837,81837,81837,89112,101552,113393,123121,135058,146504,149364,165798,177816,199645,219674,244446,281234,317697,351299,394793,458969,498373,542521,568764,666299,657794,579800,529767,455290,441556,511046,578492,588223,602366,545791,537533,507285,526744,580782,654903,713587,690788,677663,689312,745052,773713,800504,817839,845785,882990,947911,1026752,1090852,1135609,1184333,1295768,1264299,1348965,1379689,1429915,1347397,1326421,1382159,1364127,1497399,1580194
Iraq,58486,63633,70358,98841,117498,112702,120539,119370,133231,138845,154987,172826,181423,178148,199554,217684,229206,223884,263654,272602,271550,288335,277691,324304,341674,398522,479584,492743,582519,716510,701011,573804,569008,519529,520816,512628,507306,521752,411506,375128,370332,137393,177512,177512,168673,153464,172769,166098,190993,207232,230026,250734,268278,209791,321789,327180,345627,352154,381130,394009,419236,450874,513709,552897,556980,583980,648184,645280
Ireland,20106,20611,21132,21702,21896,22466,22173,22140,21684,22563,23832,24970,25784,27004,28061,28551,28794,30502,33023,35010,35942,37188,39601,41472,43239,45683,46322,50125,53729,55380,57083,58982,60328,60183,62802,64740,64463,67468,70989,75116,81476,82814,85777,87763,92935,101850,109804,121103,131397,145348,159243,168485,179115,184703,197044,208879,220412,231893,222766,212459,216287,222743,222826,226477,245339,256185,269357,281478
Israel,6202,8056,8404,8304,9886,11225,12224,13284,14239,16038,17092,18959,20832,23040,25297,27679,27983,28684,33068,37236,40256,44684,50223,52784,56381,58260,59017,59017,61863,65752,70267,73895,75222,77870,78571,81281,85170,91304,93139,93958,100147,104772,112268,116502,124670,136705,144926,150785,157059,162592,176920,177083,176783,178762,187713,195414,206592,219363,225845,229135,241692,254299,259884,270809,280227,287592,298985,307057
Italy,333032,357895,384683,412437,433830,459076,479891,508222,535396,568739,599575,650070,700757,750672,779968,797506,839134,898879,974043,1029743,1052869,1072814,1104204,1176440,1231610,1205175,1283490,1320579,1369812,1447520,1498628,1505729,1512627,1531054,1570384,1614509,1660352,1711766,1777988,1829231,1868804,1897555,1913385,1897068,1937874,1993818,2019465,2056530,2089765,2122362,2201104,2240112,2245680,2249078,2284657,2306353,2352632,2387307,2362231,2232732,2270387,2283479,2219107,2180758,2183237,2200337,2219697,2248553
Jamaica,4284,4629,5002,5704,6359,7015,7712,8836,8976,9477,10097,10384,10571,10916,11776,12723,13281,13794,14500,15580,17445,17445,17970,19614,18877,18873,17730,17357,17480,17170,16224,16655,16876,17268,17124,16331,16601,17882,18397,19654,20731,20904,21485,21960,22371,22936,22990,22612,22339,22558,22733,23024,23180,24029,24347,24565,25277,25642,25432,24569,24213,24558,24432,24482,24611,24841,25171,25590
Japan,221825,249468,278381,298892,315790,342944,368731,395690,418742,456932,516907,579136,630809,684240,764079,808585,894639,993783,1121741,1261716,1396832,1462468,1585512,1712869,1691886,1744192,1821563,1910302,2021794,2145264,2220121,2305391,2390936,2459878,2574360,2709510,2811617,2948334,3155051,3337857,3545742,3706201,3773113,3806996,3864006,3990059,4139663,4221688,4215955,4248650,4403555,4450428,4477054,4564508,4683250,4778963,4865399,4964659,4930335,4681315,4893564,4900560,4983726,5091822,5114960,5181183,5237313,5315939
Jordan,1884,1999,2117,2243,2377,2253,3091,3170,3489,3750,3990,4805,4935,5210,6118,6819,7011,7748,7459,8134,7265,7429,7668,8070,8787,9398,11683,12444,15058,16430,19553,20476,21990,22429,24360,25211,27498,28246,27956,24997,24965,25366,29010,30309,31821,33792,34493,35640,36713,37954,39568,41649,44058,45898,49827,53887,58246,63006,67563,71265,72907,74799,76777,78953,81399,83334,85014,86969
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208622,205773,202963,212606,211546,213548,216235,214931,232695,231562,228358,203239,192467,174760,152776,140248,140949,143345,140622,144419,158572,179979,197617,215995,236731,259693,287481,313066,323398,327278,351170,377507,396383,420166,438233,443492,448294,459502
Kenya,9377,11421,10155,9902,11055,11890,12546,12959,13099,13418,13934,13596,14328,15050,16512,16700,18847,19822,21257,22579,24229,25767,27099,28505,29912,29790,30990,33831,36878,38266,40404,41332,43826,44098,44867,46799,50156,53137,56335,58904,61436,62259,61586,61528,63085,65790,68518,68800,70852,72410,72662,75553,75916,78155,81778,86410,91469,97735,97962,101202,109705,116410,121722,128879,135776,143534,151928,159525
Kuwait,27517,29829,31617,34754,38717,39625,42541,44055,46229,50989,55419,55915,62354,65711,72150,73746,82827,84808,92733,95264,151014,161498,167854,156958,136898,120360,128120,123222,132110,150243,119644,96998,85606,92402,97245,93118,101043,96970,100355,107867,86294,50910,93064,125756,136590,138871,139701,143188,148414,145764,152600,152918,157530,184837,204730,225360,242308,256824,263197,244567,238771,264872,285697,286736,288519,294445,301721,295456
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13424,13538,13653,14588,14799,14253,14026,13868,15275,15592,15946,14687,12660,11013,8832,8353,8945,9832,10040,10407,10974,11558,11556,12368,13237,13214,13624,14788,15907,16366,16289,17259,17244,19126,19896,20586,21361,22216
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34293,35041,35807,36527,37570,36781,37757,37611,39183,41303,41628,36383,24704,21888,22369,22235,22760,24802,26420,27112,28578,30424,32585,35332,38277,42372,47410,52127,50245,43044,41413,44056,45820,47024,48021,49323,50285,51888
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52630,54944,57359,58144,59004,57343,59513,60791,65639,65072,61383,57885,45555,38175,34434,36225,38090,41249,44329,43826,45506,48475,51752,57206,60953,65663,70526,78345,80404,68493,69616,73828,76659,79347,82120,83581,85502,87978
Luxembourg,6625,6147,6598,6687,6719,7055,7368,7731,7846,8043,8348,8679,8796,9103,9808,9998,10115,10139,10564,11600,11798,12113,12911,13985,14575,13616,13961,14180,14759,15104,15232,15387,15320,15777,16754,17243,18578,19010,20986,23053,23550,25585,26052,27145,28183,28587,28984,30639,32491,35246,38151,39117,40611,41272,42763,44120,46404,50281,49638,47474,49784,51048,50868,52898,55874,58112,60541,62357
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22157,22440,22727,22252,22964,22798,24389,24080,23297,23748,21326,20003,18683,17282,16971,16784,16986,17223,17794,18566,19411,18815,19096,19521,20433,21398,22498,23954,25265,25174,26020,26629,26507,27282,28273,29359,30065,30939
Madagascar,9802,10165,10538,10920,11322,11743,12175,12626,13096,13576,13763,14047,14370,14233,14802,14733,15037,15870,16948,17586,18507,19232,18987,18497,18870,19105,18517,18958,18458,20271,20428,18664,18321,18468,17791,18193,18321,18723,19017,19781,20546,19250,19478,19887,19878,20212,20647,21410,22249,23294,24332,25787,22588,24798,26101,27343,28819,30669,32879,31325,31408,31865,32829,33570,34683,35764,37259,38931
Malawi,1329,1385,1442,1502,1564,1591,1724,1796,1862,1928,1980,2079,2079,2043,1994,2263,2496,2751,2721,2895,2937,3360,3703,4014,4302,4539,4761,5005,5456,5707,5744,5455,5509,5744,6003,6474,6499,6657,6829,7169,7493,8147,7550,8282,7428,8455,9299,9911,10016,10371,10451,10025,10202,10784,11369,11740,12292,13472,14501,15709,16789,17604,17936,18868,19944,20532,20998,21844
