Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.110484,852.0655577,615.3378103,592.4760495,642.2427455,711.7701188,803.0478838,893.1469834,1078.48052,1036.72641,1156.919363,1214.518755,1332.180953,1598.15376,2155.61018,2516.807696,2626.805316,2737.212174,2299.876404,2812.779984,2836.716346,,,,,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19028.71183,18313.9521,17200.76497,16033.78336,15687.75387,15756.83545,16651.81901,17496.4784,17495.95106,19296.99618,20598.73297,20768.76825,20560.95789,20881.64101,20265.83825,19525.65286,20670.16856,20861.32875,20713.39307,19625.96674,17372.73721,17258.17001,16640.12652,17022.79404,16496.51633,17017.00471,16935.89246,16366.06388,17463.82369
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8131.53967,8324.32179,7953.27622,7754.973255,7382.920881,7079.143505,6645.203829,6444.626752,7497.747955,7824.792797,8534.089737,8832.173523,8781.267428,9539.126813,9325.646464,9255.211747,8955.364326,
Bangladesh,617.412207,653.7710058,624.2763255,636.2065696,682.8487378,665.1860294,654.900066,630.4876051,629.1214965,635.5891513,673.8236882,636.6328169,586.9737323,496.6450824,464.5570174,434.3167563,423.5646871,361.0838316,406.3255333,407.3610334,412.2598801,387.5545467,365.2955728,364.9769634,380.9383608,375.7479424,376.222183,376.2954815,380.7085401,374.4168579,393.1899649,382.7919934,388.9716918,393.4668823,399.1454403,405.2915202,396.3442542,392.1475286,390.5933768,398.0541486,409.755032,418.6520421,415.3551132,424.6659282,442.7281308,465.5354853,491.7047773,521.8986974,536.5938372,542.8756444,561.5457734,591.1503966,608.2979947,632.0032818,649.7561528,679.8946954,692.7831053,736.4639819
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11192.40688,,,,,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.990196,1033.683305,974.9224907,925.0956325,796.6676328,706.0911845,746.233623,830.8740732,945.4297509,1035.767657,1121.082269,1321.863752,1477.173844,1594.540014,1756.380101,2027.348092,2298.942694,2618.276902,3056.413734,3063.242052,3355.061584,3437.377445,3807.996504,4218.152484,4394.296621,4285.524132,4143.63766,4328.0124
Belgium,,,,,,,,,,,10758.15819,11266.8281,11887.11168,12815.51736,13133.53244,13207.69703,13854.41049,14201.40976,14542.349,15274.84524,15134.00345,15197.65463,15572.48272,15550.32862,15607.9474,16025.90556,16455.76708,16727.06217,17227.21425,17732.51379,18240.95525,18722.1864,19002.1847,18843.23724,19235.14744,19497.4244,19888.73301,20195.19712,20700.35386,20999.10795,21556.44864,21700.26605,21689.11017,21710.15648,21953.63325,22101.74729,22279.34675,22526.24419,22727.84455,22656.80854,23058.32068,22818.99526,22786.31035,22844.33417,22930.05013,23001.51291,23264.50131,23487.12341
Belize,,,,,,,,,,,,,,,,,,,,,1801.391585,1393.509981,1539.134966,1381.699885,1144.044183,1044.739571,940.2477216,1088.638359,1243.681982,1357.225722,1425.440074,1549.519925,2674.842674,2668.87701,2761.246235,2815.804981,2769.91376,2731.924811,2806.688771,2939.843503,3072.054752,3268.849944,3391.891724,3426.84004,3332.526866,3182.160834,3024.63351,3045.391472,2911.706618,2958.237216,3049.616459,3124.292663,3111.089792,3176.607906,3134.986976,3222.661359,3308.527813,3094.187567
Benin,424.5353419,425.5846993,414.3897217,442.038623,473.4539262,498.6675278,539.2729053,541.5733479,548.9927179,538.8892724,535.6212606,529.0210302,537.6230035,545.7047959,536.0873213,512.936999,499.8348087,546.4450231,546.886995,560.3965695,575.1033613,610.6277641,524.6170076,501.4849896,527.0194894,569.493923,544.3203426,517.4930528,559.7003047,503.0327966,460.5831518,487.5289389,498.2977422,506.6097661,463.5366066,467.4808283,478.9671949,488.0035611,499.5970263,510.8592988,533.0220819,533.216998,546.6885407,541.4207489,538.7839418,545.7403182,549.9617565,555.0957563,567.5480809,562.1456611,556.4089262,553.7252456,552.1844672,553.8986434,567.9396131,556.1865874,561.0090283,564.3580903
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48546.57269,,,,,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.7700676,536.6272033,626.1829972,711.577984,753.5915914,899.126304,609.0222546,1001.996558,902.2410563,979.7787126,1015.205688,1055.997834,1013.800883,1577.019452,1454.476164,1615.604707,1505.772152,1563.778365
Bolivia,687.678093,723.7077256,711.0244645,736.5160935,728.1665733,765.4379927,807.2250687,839.0757434,846.4621697,883.3813506,922.081689,935.3076767,924.9730061,980.5160695,990.1991182,1008.86234,1064.255955,1094.830348,1040.921824,1027.02136,1023.465783,1005.732974,944.9914368,882.7979151,864.4103865,880.5600809,905.9429771,915.7784496,905.98346,904.2864868,916.6612026,928.6668889,942.9172975,955.2329984,964.0337207,973.0518388,985.205287,1018.446761,1051.193697,1059.577278,1063.599869,1057.213729,1059.260397,1059.97538,1071.68439,1088.231715,1113.269722,1140.268877,1182.941157,1206.424024,1234.238809,1277.834392,1315.711616,1372.086848,1424.284624,1475.631327,1502.898551,1550.680175
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573.301796,3833.617934,4043.393335,3882.399633,3911.287635,3939.10324,3957.561879,4007.044969,4129.396575,4238.950446,4358.8833,4427.002367
Botswana,,,,,,,,,,,,,,,,775.7786587,825.9933754,864.2023134,936.7124467,1013.502414,995.278792,941.3687916,864.9916106,780.0157558,809.3904586,918.7744443,952.2214014,925.7584492,979.7906327,1191.683077,1418.063606,1516.63428,1456.97572,1385.745812,1383.234299,1579.96587,1629.394049,1810.661113,1813.028269,1781.478281,1729.353836,1627.145706,1683.737931,1683.105664,1711.174299,1868.472,2157.743879,2442.155553,2816.647614,2922.14756,3118.896888,3304.74493,3200.722347,3458.965243,3423.906908,3493.017424,3505.396479,3614.404001
Brazil,1934.239542,2051.976392,2119.366097,2043.710345,2052.963634,2016.107311,2044.248559,2164.492182,2355.258847,2198.700852,2537.078268,2795.918104,3043.169444,3242.615676,3546.022878,3279.519757,3762.161236,4095.873473,4075.787,4399.670854,4680.926645,4465.789974,4504.803127,4629.350523,4956.921029,4791.963444,4734.553111,4459.449459,4433.014791,4182.469392,4227.901222,4498.770478,4394.897596,4519.255517,4777.427562,5106.462099,5179.413277,5252.675866,5134.398531,5076.595588,5205.138449,5172.602333,5170.9918,5077.062113,5211.818572,5378.837913,5600.322492,5894.597978,6212.149005,6425.162305,6759.503137,7017.794341,7195.500415,7377.296733,7476.654055,7174.720422,6807.418342,6819.31203
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3858.704002,3931.000541,3756.231546,4467.607217,5091.932448,4569.63084,4240.238442,4606.118808,5079.547858,4478.477223,4256.646357,3876.557195,3958.217277,3908.688593,4443.104722,4902.818404,4799.873309,4910.431138,4947.111938,4975.79295,5162.47842,5189.260472,5396.131468,5779.218465,6037.66746,5764.588144,5940.435624,5787.112358,5945.497611
Bulgaria,,,,,,,,,,,,,,,,,,,,,2374.319529,2473.554095,2596.434727,2649.733309,2779.823561,2776.855434,2830.474371,2987.840148,3180.264963,3094.890494,3330.724748,2521.229651,2487.287057,2434.497637,2335.296641,2277.695303,2355.527051,1956.377227,1933.602799,2086.340952,2263.795717,2487.621938,2690.138853,2884.967921,3181.190529,3444.404948,3769.75448,4277.29764,4451.994866,4277.850784,4366.343918,4480.501026,4641.21776,4552.111328,4703.650809,4946.541052,5158.307398,5431.043112
"Burkina Faso",,,,,,238.7774038,238.1052153,266.599809,267.0380122,268.6663186,248.5395581,249.1507094,234.2173579,228.0317361,237.4631468,248.1910288,259.7424484,283.4610093,275.6140714,276.6721018,290.4714719,295.4476278,293.2026554,287.1131837,262.0349256,267.1953653,297.1611913,274.5848511,282.5122022,270.0956234,255.1855015,261.5252569,256.3858151,266.1409643,207.1267887,235.6673433,271.2839571,270.2972118,297.6247668,338.247782,319.7445673,319.6681796,323.3463868,341.230275,343.6395263,358.3558401,354.8784012,354.7042945,386.6735602,366.2870945,361.6231508,363.5728337,376.3070535,390.1364702,397.3839695,396.2725761,404.7443731,398.7839226
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.9365362,,,,,,,
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.8095359,198.3731963,190.5168506,184.7203349,181.7489816,191.2875342,179.4257104,180.6444526,196.93619,210.3310732,200.354471,200.4166102,194.4901535,187.8462237,196.4096157,198.1224815,212.590411,214.1029383,203.3918639,193.7540667,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9057049,302.2018569,316.3341539,335.9891998,320.7091183,344.7136686,356.9931009,366.4833403,367.2392023,391.6393262,415.4887813,458.5829718,506.5141886,533.5705881,545.8527987,606.3786972,596.3272087,638.7042582,694.115761,714.5677646,743.372033,764.1296996,796.531534,837.2285891,861.986414
Cameroon,699.2717932,694.1254033,700.5900791,704.6630059,708.0929362,688.0113948,690.3159309,583.1077641,631.289263,626.3686787,618.5306004,658.5225505,631.5450879,611.4494126,650.7318956,740.9137137,668.2682651,777.6057415,839.3936112,876.2908242,729.2693484,839.0261052,927.7648816,892.9632604,871.0453074,893.5218457,1074.768298,1089.504285,931.7493656,783.3169627,744.226988,705.4581965,618.0623877,697.7046251,709.2195213,705.9459939,715.8593743,760.4676731,768.8395306,796.5499869,822.0234166,832.0596782,834.1126261,867.1119409,881.3463074,901.2968149,905.6576787,919.9234772,925.4975678,916.2878867,918.7979181,920.9768772,937.6888451,969.3253416,993.7115459,1019.224965,1026.136576,1042.805721
Canada,,,,,,,,,,,12459.9001,12983.29788,13654.17284,14328.58115,14777.22731,15054.07403,15618.09953,15864.61866,16174.7828,16380.72943,16446.33508,16438.04178,15818.12972,16054.70684,16514.99923,17173.25962,17591.86691,18046.19812,18559.2388,18859.7122,18836.89855,18372.04041,18425.86569,18561.0378,18913.31156,19177.28296,19533.48957,20274.72852,20651.62026,21288.81888,21958.2736,22268.68734,22950.31968,23348.3673,23817.95644,24510.91459,25330.7693,26186.39848,26670.97111,26375.3795,27014.66908,27362.09544,27558.80652,27947.20385,28369.84618,28743.43002,29051.30533,29666.53981
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.42056,2035.970742,2137.014458,2087.798348,2109.1023,2154.679999,2167.600344,2166.989415,2208.748744,2234.99087,2450.089312
"Central African Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.3485131,406.7295519,411.650484,419.3373865,434.7256752,283.3754789,344.0143722,351.8073508,351.8659714,346.9979081
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.3138825,529.4554014,569.7703505,587.1200286,587.3771062,617.7797321,650.1714622,672.5718587,628.6485694,581.9517407,565.6048046
Chile,2383.472578,2464.869873,2509.264396,2557.851687,2486.994015,2430.87907,2647.131984,2678.612062,2722.984078,2808.425254,2737.829279,3040.46355,3216.539035,2953.42282,2373.608003,2068.557114,2041.263578,2331.855889,2469.698189,2590.612543,2728.298112,3046.821426,2557.885388,2374.123146,2351.536526,2291.115271,2368.890562,2497.754133,2628.47685,2846.975038,2861.846479,3065.894217,3434.127712,3632.97861,3871.811989,4190.859852,4522.475127,4801.391997,4969.490784,4858.335906,4997.728272,5039.997399,5089.030561,5259.892212,5633.206319,6002.165311,6381.591613,6761.850268,6970.729388,6841.839697,7500.668253,8040.027194,8449.468409,8758.582704,8915.546368,9028.346923,9154.092921,9302.235876
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.2428355,513.540562,562.7732326,589.994358,624.9684384,678.9726369,752.6274833,801.1966847,871.775269,922.6876583,990.6009032,1093.306048,1198.110875,1349.327525,1465.322871,1612.708154,1791.661785,2044.554898,2229.096879,2392.17897,2575.521956,2770.614115,2935.405072
Colombia,1685.38229,1747.604659,1827.552055,1859.523603,1982.06508,1882.823528,1957.517567,1941.003577,2011.591562,2104.139775,2179.401272,2288.761392,2365.767497,2425.233959,2514.896633,2531.894848,2647.899721,2692.968579,2853.365231,2909.263811,2969.269623,2987.092825,2963.222909,2910.426422,2928.366204,2919.664987,2951.494816,3000.873951,3051.594678,3089.382276,3122.478719,3112.937835,3149.505345,3282.862658,3417.96764,3544.500187,3524.326592,3553.4514,3471.892079,3236.267899,3253.133531,3256.354064,3274.858447,3324.855395,3407.078919,3499.46315,3676.467711,3892.716823,4003.753035,3995.633678,4155.328024,4382.506435,4567.7834,4703.642859,4874.949785,4980.188472,5004.26715,5050.287493
Comoros,,,,,,,,,,,,,,,,,,,,,1287.34529,1295.939681,1339.2826,1365.63089,1383.199746,1375.441384,1361.196224,1343.47758,1339.369375,1258.903553,1284.549441,1180.039301,1243.804693,1244.616837,1145.780888,1154.389533,1108.619278,1122.682177,1107.447745,1100.021409,1188.981055,1187.10268,1185.71063,1182.153621,1176.5684,1181.467508,1184.091336,1156.717183,1181.190774,1202.661534,1196.299906,1221.44063,1243.517415,1255.222263,1244.044217,1223.684215,1205.292664,1218.234574
"Congo (Brazzaville)",693.5964795,669.2224296,596.932128,529.3074582,524.6998827,512.1029814,457.1721501,425.016155,468.7987346,511.2760976,522.3102326,500.7134722,481.5855344,458.2044866,428.9777554,422.9388575,484.8391824,410.2271449,448.8214415,385.2421917,449.5705972,521.5200496,745.4375498,600.3951631,625.2022339,630.8075028,571.6815108,563.5359703,550.3169273,537.7567446,488.4296972,548.3845877,413.4618461,458.0120081,531.4915526,614.0644187,682.4261753,655.5521633,358.0019861,669.8857605,634.8657666,756.7353229,544.4301423,590.9317719,616.7059825,694.0874983,701.1832879,746.451558,878.9954462,906.7123185,1057.022575,942.0039444,676.5408817,863.4962527,765.3680432,801.5036524,871.6267097,594.2006054
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.2358496,275.9885752,271.5771843,253.6527064,233.0565748,241.4742646,222.7108758,219.8340938,212.1626565,185.5629438,222.4283456,225.4517547,233.6782815,226.5213508,235.3368387,229.0020172,226.4862554,234.1784362,212.5356393,238.768839,260.1940976,271.268093,279.9182589,277.4343801,274.8068561
"Costa Rica",2227.433992,2526.949388,2458.30015,2551.204913,2592.139872,2989.940779,2899.232072,2958.243795,3045.08363,3089.058948,3299.693474,3250.208746,3315.28898,3368.21124,3453.171336,3440.967649,3494.257579,3869.660277,4084.911676,4073.892163,3895.149868,3468.668913,3052.325563,3137.651501,3276.704206,3329.474101,3415.818859,3455.363414,3442.922042,3530.252033,3585.046556,3461.861457,3698.421379,3945.340257,4043.884765,4030.012267,4005.571237,4100.480141,4189.52597,4159.65276,4116.310984,4139.691852,4235.38177,4336.251896,4381.901797,4526.520335,4689.854197,4977.755465,5196.671925,5177.155683,5362.305472,5628.09227,5904.853732,6009.934168,6192.034692,6410.454597,6596.517333,6717.800021
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.864471,5516.832834,6065.656941,6084.413774,5837.189479,6200.211259,6434.543738,6951.698995,7224.642925,7514.761303,7804.944927,8062.693296,8575.370421,8690.806236,8057.133091,7958.077279,8239.77327,8014.353387,7894.412585,7799.533892,7953.121688,8285.65444,8685.312803
Cuba,,,,,,,,,,,1367.464174,1458.761511,1502.828861,1529.092961,1521.532277,1643.382173,1712.331276,1844.864212,1952.60195,1963.05475,1849.762521,2199.061207,2399.196137,2524.951958,2721.255409,2666.565285,2669.86551,2694.83698,2727.316566,2742.123567,2538.459783,2261.12978,1845.500146,1627.312633,1710.54256,1726.877963,1785.542771,1818.046692,1843.806299,1930.064614,1963.219548,2031.731241,2069.222084,2192.265063,2221.665335,2226.646917,2640.459318,2678.74492,2630.03929,2651.547827,2856.159387,2890.652877,2977.515381,3122.925967,3258.216481,3491.189457,3631.163262,3677.124004
Cyprus,,,,,,,,,,,,,,,,3856.989648,4531.377081,5357.721917,5929.303486,6232.108969,6514.370971,6516.542321,7179.863025,7638.469563,7879.858209,8244.92429,8292.241823,8649.255534,9457.182048,9966.940518,10630.28581,11385.86296,11439.15245,10648.24938,11142.9596,14123.2592,14336.12509,14480.25155,15120.42099,15418.56156,16369.59564,16824.27934,17082.82907,17354.13156,18355.96656,18720.01135,19225.83898,20745.54147,21827.53805,19899.57912,20029.96558,19396.40749,18849.58194,17781.19502,18100.75878,18679.86129,19215.9308,19877.53756
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6827.609798,5377.505194,5845.349993,5911.90996,6156.923058,6446.834373,6940.643762,7148.842835,7111.810436,7337.462509,7475.909693,7718.248179,7961.90878,8345.003217,8633.030872,8904.62234,9215.937289,9545.84827,9740.40726,9624.562975,9697.449859,9701.895406,9570.847731,9616.865812,9779.434733,10120.79407,10465.23895,10857.47139
Denmark,,,,,,,,,,,16110.78099,16133.41867,16049.55759,17159.94969,16692.96392,17167.94656,18430.83389,18738.01652,19002.89836,19151.88447,18700.59742,18470.94361,18744.81424,19116.48193,19799.2018,20679.64236,22124.42139,21675.77734,21268.17642,21323.04456,21458.94342,21750.60549,22234.94565,21970.25052,23354.0725,23622.76293,24066.10998,24672.28802,25161.13475,25047.98105,25060.93754,25028.33821,25309.24866,25577.27323,26696.79821,27607.95754,28328.53526,28702.11914,28673.89357,27542.00384,27634.80212,27597.15646,27634.38119,27596.29993,27706.9835,27944.92705,28297.40346,28518.04758
"Dominican Republic",1017.11723,987.6191948,1160.876314,1228.352409,1283.309611,1058.329796,1223.305877,1235.71191,1214.596868,1264.775878,1446.072958,1471.87516,1495.83814,1610.210609,1677.384715,1741.088858,1789.373971,1845.731743,1799.284769,1716.246401,2013.543424,1968.647394,2007.408528,2016.879815,2020.364546,1943.453966,1984.01753,2178.185696,2297.114082,2369.106961,2111.628637,2130.754408,2364.302714,2417.510736,2373.749059,2473.95535,2519.068447,2675.050368,2713.533067,2827.580953,2876.610873,2875.66075,2937.574025,2817.602794,2851.216666,3163.718856,3401.495159,3548.4519,3690.262366,3844.359747,4054.523094,4175.653542,4201.400389,4242.020038,4335.489776,4496.093704,4664.716303,4813.146906
Ecuador,1326.728533,1357.675769,1408.745397,1408.335872,1485.586225,1479.484362,1447.002505,1452.045257,1477.395023,1513.278216,1597.374624,1632.887937,1554.758547,1585.712738,1785.933273,1982.367814,2070.625273,2090.854524,2082.962921,2189.697932,2301.097491,2408.296235,2422.324254,2274.289509,2258.488582,2291.830962,2241.233344,2326.120175,2206.810204,2157.227128,2235.716747,2272.116126,2243.076288,2262.208546,2311.735177,2352.55102,2332.775778,2421.718182,2537.589816,2185.900238,2163.362027,2284.629348,2405.254254,2436.895112,2551.482601,2620.69396,2689.276131,2756.276799,2856.49034,2781.293123,2946.971447,3048.572823,3086.878501,3158.20613,3195.257118,3144.615977,3023.735078,3091.206593
Egypt,871.6913799,881.645455,906.3888641,938.6920004,969.3798298,996.6180506,1029.788391,1024.193121,1025.724999,1032.91641,1051.115063,1056.877356,1062.2517,1060.365092,1022.869101,997.0278092,1105.609827,1106.789539,1069.056482,985.8583552,1070.029166,1036.6692,1035.694427,1093.773434,1133.584213,1157.845535,1172.254894,1185.654368,1209.367441,1231.492485,1255.098689,1275.629374,1289.38088,1301.248184,1329.643482,1347.624676,1375.072673,1406.532427,1435.669286,1473.011163,1518.370643,1549.54836,1550.869525,1557.08119,1560.223194,1605.819192,1678.969363,1764.324687,1832.789474,1901.141312,1940.75178,2005.445036,2088.839277,2110.603919,2155.260479,2175.058332,2230.760527,2279.795805
"El Salvador",,,,,,1931.84251,2036.803352,2073.425121,2029.750119,2005.496195,2069.967858,2079.03499,2115.254377,2209.723639,2199.054169,2162.097847,2349.569348,2590.234053,2569.655487,2267.323452,1979.225018,1736.112941,1553.019969,1550.647672,1573.294371,1584.743503,1553.259287,1540.489495,1541.534771,1550.640911,1943.256916,1928.69201,2044.574718,2134.785102,2237.184439,2348.591229,2360.46768,2368.580994,2330.282848,2370.870328,2406.787266,2423.014632,2427.144044,2433.407215,2459.847944,2540.998994,2649.35035,2823.279729,2798.235728,2599.557553,2611.316566,2638.530244,2713.821974,2795.535898,2793.406791,2837.653558,2871.509824,2876.875018
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.047216,3605.083212,3779.624953,3990.014204,3871.857334,4011.440703,3991.305794,4080.607087,4609.701153,4582.873583,4488.276318,4452.989486,4453.814319
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.6260289,825.7986461,1016.924631,906.6217534,986.0889488,1142.903984,842.2465211,625.1331142,466.2224794,503.271423,562.3135599,565.89833,631.8796255,565.3393085,520.82698,476.5227869,408.7157659,446.7749805,411.6411216,332.6638767,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3034.864293,3127.573194,3345.499787,3853.061225,4382.940494,4655.496201,4683.462598,4998.221952,5357.562576,5900.914378,6480.70022,7024.697938,7720.012893,8748.693578,9577.057394,9132.834701,7754.691646,7648.088275,7954.741984,8328.429318,8648.049544,8962.793765,9367.436083,9777.543342,9992.132634
"Faroe Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24859.91076,,,,,,,
Finland,,,,,,,,,,,9807.103512,9964.89168,10731.08146,11299.83996,11437.39166,11738.79491,11924.25136,11821.19308,12061.96784,12731.59955,13011.38089,13126.80034,13737.4932,14081.62793,14460.19504,14987.89956,15534.43613,16216.81319,17068.31297,17789.82103,17658.52883,17009.72519,16199.40218,15694.84886,16038.59468,16774.05346,17346.88324,17887.00378,18689.20786,19279.4404,19616.3496,20133.62038,20613.56959,21437.42779,22148.1677,22785.43985,23622.64685,24345.75791,24746.40726,23961.52345,24583.58651,25186.88255,25151.72329,24922.63587,25008.68721,25357.16464,25737.24566,26075.38081
France,,,,,,,,,,,10611.96882,11110.71674,11566.50973,12098.94143,12330.2114,12478.77816,13078.0881,13356.51501,13830.60498,14253.9062,14371.88846,14594.65723,14994.54588,15045.31539,15062.60418,15259.79257,15728.9561,16151.56134,16590.9013,17022.4387,17364.014,17466.55344,17582.223,17502.85264,17735.08745,17981.77959,18267.98089,18318.22622,18985.58283,19549.513,20129.328,20491.9446,20765.75316,20930.38324,21191.71776,21561.18085,21883.87079,22291.62672,22265.41752,22198.34677,22495.63033,22493.43971,22336.0319,22331.08215,22396.05615,22621.29833,23027.37636,23191.33125
