Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,25000,25000,23667,23077,23333,21875,15385,24590,23077,21930,22727,28640,30231,20107,25640,23750,24028
Taiwan,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14286,14368,13684,16414,16387,26746,28806,26726,22994,20780,28923,21691,25203,22835,25618,26040,25779,23766,21786,30000,22197,21968,25685,28519,25934,24452,23625,14471,19433,20989,22527,22642,22596,22550,22505,22459
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667,6635,6646,6657,6667,6676,6685,6694,6701,6719,6708,6707,6708,6667,6724,6716,6667,6866,6912,6857,6901,6889,6896,6916
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22587,25000,26829,27500,25610,25000,23077,28571,26829,25000,28889,31915,28261,26667,14640,13568,17790,12638,14668,17617,14283,12837,17469,14815
Czechoslovakia,,,,,,12987,19428,22444,23740,26305,23592,20518,17787,15525,13582,14029,13968,14072,15122,14017,13906,14035,13918,14058,14159,14118,14238,49486,43120,46427,38671,40000,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,4756,1910,2926,2256,6848,4252,3508,6419,1140,2277,3930,6608,7501,6377,3507,10423,6902,6271,6367,6513,6658,6803,6949
Ethiopia,5758,5485,5714,5900,5950,6000,6028,6055,6083,6110,6142,6171,7200,7000,6964,6968,7438,7840,8201,9426,9619,8131,9799,8272,6782,7473,8033,7979,8334,8526,14181,8657,,,,,,,,,,,,,,,,,,,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28889,24737,24483,20833,26000,20000,26667,26923,22500,10909,18571,26923,14545,7059,10020,14471,14412,13712,13012,12313,11613
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27836,27943,31488,29661,24094,21697,24057,26600,24438,24541,26316,29369,27757,35085,33978,32050,26521,28690,31011,34244,29311,34037,34820,36960,37288,29383
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2992,2917,2857,3000,3056,3000,3182,3053,3033,3077,2982,2962,3000,3056,3040,3011,3158,2873,2668,2528,1912,2000,2345,2502,2485,2460
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,25000,25000,24988,25137,24091,30435,34146,33333,35000,35718,35565
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23095,36955,43620,40324,39359,47422,42474,43636,45463,47078,46334
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,3333,3636,3750,3713,3704,3750,3649,3587,3631,3648,3655,3651,3648,3645,3642
Hungary,15000,15000,15294,15294,15333,15333,15263,15263,15314,13446,18853,17064,17484,19469,17035,19101,31535,30446,20891,38604,24369,23364,21666,37012,26386,22044,33572,28454,35808,34614,19443,16875,17770,21667,26500,25474.125,24448.25,23422.375,22396.5,21370.625,20344.75,19318.875,18293,12104,8634,11420,9136,12193,16078,12221,11636,19171,18370,23115,19817,17324
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24612,24547,24483,24418,24354,24289,24225,24161,24096,24032,23967,23903,23838,23350,20757,13673,15345,19231,19231,17500,19167,20000,16364,18863,19818,19881
Italy,25510,17359,17916,17414,18726,18493,19050,16729,16433,16386,20546,21492,22333,21010,22432,21622,21823,22472,22764,27273,24810,33206,33365,37436,27027,27638,32520,21505,20166,23451,32039,37031,38788,38559,38458,42875,25636,38125,34569,34317,45627,43018,50352,49167,43093,33288,39883,39272,28010,33392,35255,31514,32684,36164,34284,32019
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10353,7018,6831,4391,7522,11679,9091,11789,7591,9666,12287,11660,11396,17590,16195,12827,12110,4502,9912,13847,14367,13707,15611,18563,18660
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,40000,27500,21666.6667,15833.3333,10000,15000,13333,11429,6667,5000,12857,20000,25000,16250,13333,9671,7710
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,62089,67500,59070,58077,55714,64074,65882,55909,51778,55789,59286,59146,60508,50034
Mali,,,,,,,,,,,,,,,,,,,,,,,2857,2857,2826,2857,3040,3077,3000,3077,2857,3094,3202,3333,3348,3389,3426,3460,3484,3433,3451,3471,3483,3453,3512,3572,3438,3753,3875,3994,4105,4595,4514,4329,4254,4220
Mexico,,,,,,,,,,,,,,,,,,,,,,5103,3000,7000,7820,9494,10465,13083,10448,8356,11317,11475,8914,11811,12180,12245,12141,10497,18262,13594,14676,11989,16174,16011,14581,15481,16498,12817,15092,12282,12591,12998,12384,13057,13382,13318
Mongolia,7500,6000,6000,5875,4667,4750,5000,5882,1765,5667,2500,4333,8667,5750,8000,5000,3529,4444,3500,4444,3333,12027,13333,6795,8750,8387,7093,6029,8503,7266,5000,3939,4249,4255,4873,5019,5149,5000,4975,4675,4362,4046,3205,3038,3028,1463,2688,3222,2948,12514,12731,15810,6008,5086,6480,2355
Morocco,10167,10286,9143,9677,8250,7647,9412,18298,10313,7547,5788,10711,11566,4304,8384,10000,3599,7483,8167,10172,8367,9697,8837,8043,11778,10000,10000,10000,10000,10739,9900,9335,5882,15315,55714,10912,5000,7196,6348,2609,6390,5083,7149,7143,6286,7574,7845,7333,7293,12329,8563,9292,8951,9163,9779,9820
"Burma (Myanmar)",1815,1930,1588,1545,1868,1550,1969,2085,2722,2458,2469,2712,2711,3084,3429,2950,4078,2763,2807,4446,3525,3145,3191,4792,5634,5487,5642,5701,3343,3768,3522,3892,3756,3470,3636,3636,3611,3590,3659,3659,3684,4000,4828,4138,4138,3939,3636,4741,6487,6793,6948,6518,6504,6694,6798,6901
"New Zealand",25000,25000,25000,25000,25000,43478,43478,43478,43478,20000,20000,20000,40000,60000,100000,80000,57692,57692,57692,24341,24156,37481,29357,26718,33933,28564,31906,29017,25000,28227,25608,27686,29764,32215,28026,29667,31932,34130,28571,40646,44998,50877,50417,58609,67647,47500,60472,73947,63636,58207,55171,56927,60246,59018,59540,63207
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667,7059,7222,7143,7391,7407,7500,7586,7726,3523,4000,4000,4000,4000,4000,4000,4000,3998,4070,3258,3097,3488,3623,3594,3565,3535,3506
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,15000,12500,11702,32609,65114,59516,20165,20833,26478,29673,26963,27260,27557,27854,28152,28449,28746,29043,29341,29638
Oman,9375,9375,9375,9412,9412,9444,9737,9737,9737,9500,9500,9286,9524,9524,9524,10000,10500,10500,10500,10500,10204,10204,10204,10204,10204,10588,11111,11413,11579,11500,11615,12035,12447,12903,13235,13269,13333,14022,14365,14715,15073,15444,15834,16913,17433,17957,18489,19059,19671,20327,21026,21667,23140,23522,23512,23636
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8492,9296,8029,7782,8870,8718,8236,8364,8235,8256,8391,8333,8355,8352,8354,8369,8401,8401,8401,8401,8401
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18396,22988,22749,16862,22916,19645,25598,18098,21397,22772,20957,20583,12503,10367
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,60000,60000,59546,60250,60000,56360,52632,58333,58333,54750,57778,45000,119000,60167,50000,60000,60000
"South Korea",,,,,,,,,,,,,,4000,6317,6591,9696,8843,9397,9669,10827,10391,9926,10383,12847,13360,16699,13520,13100,13145,13507,12711,12662,11621,13852,13440,13378,12481,11825,13623,12889,12053,14763,12398,11939,19428,14719,15138,13887,12946,12103,14225,12764,14545,14383,14044
Romania,,,,,,,,,,,,,,,,,10000,10000,10000,5000,6667,20000,12500,3125,5000,10000,2000,2000,2200,11013,10592,5916,10373,6660,7759,7569,15522,8074,8654,6103,10442,9464,8323,10000,10862,10921,11070,16549,20990,14896,19447,13478,16528,20253,14927,15849
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250,10000,11783,15200,13548,10370,14400,6667,4875,3556,3333,2927,3571,1667,5250,5750,5000,5152,4890,4906,5192,5176,5160,5165,5211
Senegal,4063,3750,3667,3000,3000,3701,3813,3366,3635,4345,3621,3360,3637,4492,4868,4194,3683,4224,2365,2500,2500,2500,3333,5714,6393,5081,5714,5936,5851,4159,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30303,30303,30303,30833,30000,30000,30435,30435,30360,30339,30362
"Sierra Leone",6400,6538,6538,6667,6786,6667,6786,6786,6786,6727,6538,6154,6154,6538,6538,6538,6429,6429,7143,7333,7333,7667,7667,7333,7667,7667,7667,7333,8000,8000,8000,8000,8000,7500,7407,7576,7632,7500,7308,8182,7949,7857,7907,7955,8000,8000,8000,8000,8001,8035,8075,8100,8125,8150,8175,8200
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,21099,20058,18370,15000,16111,15000,20000,18364,16818,16364,15731,17552,10879,14319,35469,36447,10000,12000,10385,21111,27273,12500,7980
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37059,20357,25993,20515,33457,25472,28846,25686,24912,25000,33929,26250,31970,34663,31153,24813,34037,33093,26202,31213,43377,40207,42905,60000,40777
"South Africa",6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6024,6024,6024,6024,6024,6024,6061,6061,6061,6061,6061,6061,6061,6024,6024,4956,5809,5955,6026,6061,6040,6031,6019,6000,5981,5970,5952,6250,6115,6141,6154,6150,6667,5975,5800,5577,5114,5139,5205,5345,5376,5378
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13004,13043,13082,13122,13161,13201,13240,13279,13319,13358,13398,13241,12673,12398,5636,15284,17430,19365,15452,13869,13764,9512,15139,14554,14122,14027
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37267,38878,39381,35439,36034,34038,32264,29532,26621,23337,19070
Thailand,,,,,,,,,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,29706,22652,25000,25000,24923,24400,24615,24444,25000,25000,25600,24444,25000,25000,24571,25000,25000,25000,25000,24706,25168,25904,25882,25296,25328,25406
Togo,1333,4020,4776,2593,2963,1613,2751,2000,3333,2727,3636,5000,4000,4545,4545,4727,5000,4762,6250,7143,7143,7143,8571,7143,7143,8455,7839,6384,1258,1279,6098,7538,5462,8142,6001,10353,13835,14279,8459,9617,10063,6972,15431,14946,17667,13275,12500,14313,11313,11404,11000,9198,8558,10649,11011,9990
Tunisia,5000,5000,5000,5125,7273,6000,5143,6000,4750,5500,5152,5000,4333,4000,4593,5000,5667,5625,5625,5758,5758,5882,6395,6000,6667,8000,8333,8333,8333,9606,8094,8000,7979,8148,8333,8256,8235,8108,8253,8305,8140,8423,8513,8222,9206,10389,11483,12500,14493,15190,15785,16667,16667,16575,16201,16186
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,13333,15506,18182,12391,20900,15743,16841,13450,19491,20180,11976,22581,16129,19189,12143,25714,16667,14146,23077,17403,19000,27289,9463,17216
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8333,9338,9380,9427,9483,9549,9440,9594,9756,9938,9714,13068,12500,8505,8507,8511,11364,13077,10417,10400,10763,10777,10708
"Soviet Union",8553,8841,7846,8765,7925,11667,13529,14000,13529,16667,10000,12500,12222,13000,8571,13333,8000,10000,10000,10000,10000,17500,10000,10000,12000,17500,15000,17500,15000,12604,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50500,46667,28736,9391,18598,24157,15000,30500,34444,30300,36000,29500,19231,28571,34405,32727,48000,48275
Zimbabwe,,,,,,,,,,,,,,,,,,,,125000,125000,125000,125000,125000,125000,125000,125000,125000,125000,120000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,9999,9998,9999,10000,10000,9999,9999,10002
