Country,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Croatia,,,,,,,,10.31,10.15,9.99,9.83,9.67,9.51,9.35,9.19,9.03,8.87,8.71,9.23,8.3,8.27,8.3933,8.5167,8.64,8.475,8.31,8.145,7.98,7.96,9.37,6.85,6.87,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,8.78,8.93,8.81,8.74,8.65,8.47,8.6,8.38,7.99,,
"Czech Republic",,,,,,,,11.83,11.55,11.27,10.99,10.71,10.43,10.36,10.29,10.22,10.0725,9.925,9.7775,9.63,9.4825,9.335,9.1875,9.04,9.28,9.32,9.73,9.78,9.61,9.37,9.33,9.55,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,9.24,9.3,9.03,9.31,7.24,7.7,7.98,7.87,8.48,,
Djibouti,,,,,,,,,,,,,,,,,,,,,,6.01,5.836,5.662,5.488,5.314,5.14,4.966,4.792,4.618,4.444,4.27,4.92,
"Dominican Republic",,,,,,3.93,4.0167,4.1033,4.19,4.23,4.27,4.31,4.3075,4.305,4.3025,4.3,3.97,3.8667,3.7633,3.66,4.05,3.75,3.84,3.92,4.13,3.98,4.4,4.49,4.48,4.67,4.78,5.01,4.93,
Ecuador,,,,,,,3.28,3.2729,3.2657,3.2586,3.2514,3.2443,3.2371,3.23,3.69,3.7667,3.8433,3.92,2.59,3.05,3.0467,3.0433,3.04,3.17,3.09,3.57,3.31,3.72,3.95,4.1,4.38,4.3,4.56,4.84
"El Salvador",,,,,,,,,,,2.58,2.865,3.15,3.435,3.72,3.41,2.71,2.01,2.51,3.27,3.18,3.14,2.73,3.93,4.04,4.89,5.18,4.67,4.85,4.74,5.57,5.7,5.52,5.72
Estonia,,,,,,,,9.99,9.274,8.558,7.842,7.126,6.41,7.24,8.07,7.71,7.35,6.99,6.96,6.93,7.04,6.91,6.94,6.87,7.23,7.5,7.91,7.73,7.57,7.08,7.17,7.17,,
Ethiopia,8.56,8.4014,8.2429,8.0843,7.9257,7.7671,7.6086,7.45,7.2914,7.1329,6.9743,6.8157,6.6571,6.4986,6.34,7.035,7.73,8.425,9.12,9.172,9.224,9.276,9.328,9.38,9.155,8.93,8.705,8.48,8.255,8.03,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,6.32,6.2833,6.2467,6.21,6.1733,6.1367,6.1,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,9.4,9.45,9.23,9.18,9.28,9.31,9.17,9.27,9.43,,
France,,,,,,,,,,,,,,,,,,,,,,,,8.34,8.5,8.31,7.94,7.86,7.75,7.64,7.77,7.8,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,5.82,,,,,,,,,
Gambia,,,,,,,,,,,,,,,,,,4.31,4.402,4.494,4.586,4.678,4.77,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,6.13,5.01,5.2,5.4,5.37,5.79,5.73,5.67,5.48,5.48,5.8,5.58,5.47,5.34,5.04,5.06,5.28,5.62,5.59
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,7.75,8.11,8.1,8.01,8.37,,,
Ghana,,,,,,,6.97,6.99,6.8667,6.7433,6.62,6.4986,6.3771,6.2557,6.1343,6.0129,5.8914,5.77,5.6943,5.6186,5.5429,5.4671,5.3914,5.3157,5.24,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.53,6.55,6.55,6.73,6.89,6.49,5.63,5.55,,
Guatemala,,,,,,2.77,2.5633,2.3567,2.15,2.26,2.37,2.48,2.59,2.7,2.81,2.92,3.03,3.14,3.25,3.36,3.3217,3.2833,3.245,3.2067,3.1683,3.13,3.278,3.426,3.574,3.722,3.87,4.06,4.25,4.44
Guinea,,,,,,,,,,,3.04,3.7667,4.4933,5.22,5.2913,5.3625,5.4338,5.505,5.5763,5.6475,5.7188,5.79,5.89,5.99,6.09,6.19,6.29,6.544,6.798,7.052,7.306,7.56,,
"Guinea Bissau",,,,,,,,,,,,,5.62,5.8011,5.9822,6.1633,6.3444,6.5256,6.7067,6.8878,7.0689,7.25,6.905,6.56,6.215,5.87,5.525,5.18,4.835,4.49,,,,
Guyana,,,,,,,,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,2.33,2.2982,2.2664,2.2345,2.2027,2.1709,2.1391,2.1073,2.0755,2.0436,2.0118,1.98,,
Honduras,,,,,,3.23,3.0733,2.9167,2.76,2.81,3.67,3.86,3.57,3.08,3.12,2.87,3.49,2.1,2.32,2.53,2.74,1.76,2.22,2.25,1.87,2.13,2.81,2.83,3.35,3.19,2.61,2.63,3.1,3.5
Hungary,,,,,,,11.42,10.895,10.37,10.205,10.04,9.875,9.71,9.692,9.674,9.656,9.638,9.62,9.48,9.55,9.39,9.51,8.22,8.58,8.44,8.75,8.71,8.77,8.84,8.26,8.25,7.8,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,9.34,8.9,8.89,8.98,8.57,9.01,9.37,9.13,9.18,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,
Iran,,,,,,4.59,4.745,4.9,5.055,5.21,5.2825,5.355,5.4275,5.5,5.415,5.33,5.245,5.16,5.3457,5.5314,5.7171,5.9029,6.0886,6.2743,6.46,6.175,5.89,5.605,5.32,5.6925,6.065,6.4375,6.81,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,7.49,7.7,7.85,8.17,8.2,7.55,7.59,7.63,7.73,,
Israel,,,,,,6.49,6.5633,6.6367,6.71,6.7833,6.8567,6.93,6.77,6.61,6.45,6.29,6.13,6.0225,5.915,5.8075,5.7,5.46,5.22,4.98,4.74,4.815,4.89,4.7967,4.7033,4.61,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.61,6.63,6.93,6.85,6.73,6.38,6.46,6.23,,
Jamaica,,,,,,,,5.41,5.78,6.15,6.3667,6.5833,6.8,6.67,6.54,6.41,6.0933,5.7767,5.46,5.2333,5.0067,4.78,5.03,5.28,,,,,,,,,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37,,,,,,
Kazakhstan,,,,,,,,9.45,9.058,8.666,8.274,7.882,7.49,7.2767,7.0633,6.85,6.852,6.854,6.856,6.858,6.86,7.44,7.66,8.28,8.65,8.98,9.23,9.38,9.27,9.46,9.62,9.58,9.96,
Kenya,,,,,,,,,,,,3.39,4.245,5.1,5.19,5.28,5.37,5.2838,5.1975,5.1113,5.025,4.9388,4.8525,4.7663,4.68,,,,,,,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,9.04,8.6,8.16,8.52,8.3433,8.1667,7.99,7.78,9.03,8.74,9.39,
Kyrgyzstan,,,,,,,,10.11,8.59,7.07,5.55,4.03,2.51,2.874,3.238,3.602,3.966,4.33,6.48,8.63,8.77,8.64,9.27,7.67,8.35,7.27,7.62,8.39,9.12,8.66,9.66,9.61,9.3,10.02
Laos,,,,,,,,,,,,8.23,8.198,8.166,8.134,8.102,8.07,8.074,8.078,8.082,8.086,8.09,7.994,7.898,7.802,7.706,7.61,7.538,7.466,7.394,7.322,7.25,,
Latvia,,,,,,,,10.44,10.272,10.104,9.936,9.768,9.6,8.82,8.04,7.73,7.44,7.44,7.3625,7.285,7.2075,7.13,6.93,6.21,5.65,6.74,6.9,6,6.99,6.02,6.25,6.34,,
Lesotho,,,,,,2.87,2.7,2.53,2.36,2.19,2.02,1.85,1.68,1.51,1.7,1.89,2.08,2.27,2.46,2.65,2.84,3.03,3.0063,2.9825,2.9588,2.935,2.9113,2.8875,2.8638,2.84,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,
Lithuania,,,,,,,,10.56,10.066,9.572,9.078,8.584,8.09,7.9867,7.8833,7.78,7.795,7.81,7.87,7.85,7.77,7.82,7.24,7.15,6.4,6.9,6.85,6.59,5.6,6.4,7.02,6.51,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,8.25,7.98,8.18,8.16,7.75,7.76,7.89,7.52,7.06,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,8.47,7.53,6.59,6.36,6.13,6.12,6.08,5.79,5.23,5.31,5.39,,,,,,
Madagascar,,,,,,,,,,,,,5.44,5.6025,5.765,5.9275,6.09,6.19,6.29,5.58,4.87,5.3975,5.925,6.4525,6.98,6.884,6.788,6.692,6.596,6.5,6.115,5.73,,
Malawi,,,,,,,,,,,,,,,,,3.85,4.2914,4.7329,5.1743,5.6157,6.0571,6.4986,6.94,6.6917,6.4433,6.195,5.9467,5.6983,5.45,,,,
Malaysia,,,,4.57,4.6733,4.7767,4.88,5,5.12,4.9667,4.8133,4.66,4.6033,4.5467,4.49,4.43,4.37,4.4143,4.4586,4.5029,4.5471,4.5914,4.6357,4.68,4.68,4.68,4.68,4.62,4.56,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,6.78,6.72,6.66,6.6,6.54,6.48,6.42,6.36,,,,,
Mali,,,,,,,,,,,,,,4.59,4.83,5.07,5.31,5.55,5.79,6.03,6.27,6.306,6.342,6.378,6.414,6.45,6.9567,7.4633,7.97,,,,,
Mauritania,,,,,,,4.23,4.385,4.54,4.695,4.85,5.005,5.16,5.765,6.37,6.33,6.29,6.25,6.21,6.17,6.265,6.36,6.455,6.55,6.585,6.62,6.655,6.69,6.8333,6.9767,7.12,7.2633,7.4067,7.55
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,7.5533,7.5267,7.5,7.4733,7.4467,7.42,,
Mexico,,,,4.11,4,3.89,3.78,3.67,3.56,3.72,3.88,4.04,3.705,3.37,3.875,4.38,4.22,4.06,3.975,3.89,4.1,4.31,4.415,4.52,3.69,4.72,4.74,4.76,4.74,4.72,4.79,4.86,4.965,5.07
Micronesia,,,,,,,,,,,,,,,,,,,,1.42,2.226,3.032,3.838,4.644,5.45,5.395,5.34,5.285,5.23,5.175,5.12,5.065,5.01,
Moldova,,,,,,,,9.96,9.1825,8.405,7.6275,6.85,6.79,6.73,6.67,6.61,6.55,5.97,5.95,6.92,6.69,6.98,7.6,7.35,7.01,7.09,7.37,7.33,7.59,8.12,8.49,8.98,9.14,9.72
Mongolia,,,,,,,,,,,,,,,7.37,7.4867,7.6033,7.72,7.6575,7.595,7.5325,7.47,7.43,7.39,7.35,7.31,7.27,7.44,7.61,7.78,7.78,7.65,7.865,8.08
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,8.53,8.41,8.04,8.42,8.26,8.66,8.22,7.76,7.67,8.46
Morocco,,,,6.58,6.5783,6.5767,6.575,6.5733,6.5717,6.57,6.565,6.56,6.555,6.55,6.545,6.54,6.535,6.53,6.495,6.46,6.4733,6.4867,6.5,6.5133,6.5267,6.54,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,5.65,5.6117,5.5733,5.535,5.4967,5.4583,5.42,5.3867,5.3533,5.32,5.2867,5.2533,5.22,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,3.02,3.0617,3.1033,3.145,3.1867,3.2283,3.27,,,,,
Nepal,,,,9.12,9.0009,8.8818,8.7627,8.6436,8.5245,8.4055,8.2864,8.1673,8.0482,7.9291,7.81,7.6413,7.4725,7.3038,7.135,6.9663,6.7975,6.6288,6.46,6.7257,6.9914,7.2571,7.5229,7.7886,8.0543,8.32,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,7.75,8.18,8.22,8.26,8.22,8.62,8.34,8.79,8.87,,
Nicaragua,,,,,,,,,,,,,4.21,4.434,4.658,4.882,5.106,5.33,4.4667,3.6033,2.74,3.6075,4.475,5.3425,6.21,5.8175,5.425,5.0325,4.64,4.682,4.724,4.766,4.808,4.85
Niger,,,,,,,,,,,,7.45,6.71,5.97,5.9573,5.9445,5.9318,5.9191,5.9064,5.8936,5.8809,5.8682,5.8555,5.8427,5.83,6.765,7.7,8.0075,8.315,8.6225,8.93,8.57,8.21,7.85
Nigeria,,,,,6.02,5.7286,5.4371,5.1457,4.8543,4.5629,4.2714,3.98,3.9,3.82,3.74,3.66,3.9471,4.2343,4.5214,4.8086,5.0957,5.3829,5.67,5.62,5.57,5.52,5.47,5.42,5.37,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,8.71,7.79,8.49,8.69,9.03,9.22,9.37,9.35,9.3,,
Pakistan,,,,,,,8.32,8.24,8.16,8.08,8.3917,8.7033,9.015,9.3267,9.6383,9.95,9.34,8.73,8.95,9.17,9.39,9.2,9.01,8.82,9.02,9.07,9.12,9.2667,9.4133,9.56,9.35,9.275,9.2,
Panama,,,,,,,,,0.84,0.995,1.15,1.2125,1.275,1.3375,1.4,1.53,1.66,1.64,1.9,1.68,1.84,2.45,2.44,2.58,2.74,2.53,2.98,3.19,3.55,3.3,3.28,3.19,3.38,3.37
"Papua New Guinea",,,,,,,,,,,,,,,,2.17,2.3677,2.5654,2.7631,2.9608,3.1585,3.3562,3.5538,3.7515,3.9492,4.1469,4.3446,4.5423,4.74,,,,,
Paraguay,,,,,,,,,,5.77,5.09,4.41,3.73,3.05,2.37,2.445,2.52,2.685,2.85,2.94,3.03,2.84,3.23,3.84,3.76,3.4,3.59,3.97,3.75,3.57,3.35,4.02,4.26,3.85
Peru,,,,,4.84,4.8422,4.8444,4.8467,4.8489,4.8511,4.8533,4.8556,4.8578,4.86,4.2167,3.5733,2.93,2.78,2.73,3.37,3.33,3.16,3.53,3.56,3.44,3.32,3.33,3.7,3.94,4.24,4.31,4.28,4.43,4.57
Philippines,,,,,6.44,6.4567,6.4733,6.49,6.29,6.09,5.89,5.91,5.93,5.95,5.78,5.61,5.44,5.42,5.4,5.38,5.4233,5.4667,5.51,5.5433,5.5767,5.61,5.73,5.85,5.97,5.9533,5.9367,5.92,,
Poland,,,,,9.84,9.755,9.67,9.455,9.24,9.225,9.21,9.195,9.18,8.8633,8.5467,8.23,8.19,8.15,8.02,7.87,7.84,7.6,7.28,7.08,7.51,6.81,7.76,7.75,7.83,7.28,7.89,8.03,7.94,7.99
Portugal,,,,,,,,,,,,,,,,,,,,,,,,6.41,6.65,6.7,6.85,6.87,7.15,7.03,6.84,6.45,,
Romania,,,,,,,,,9.93,9.6933,9.4567,9.22,9.035,8.85,8.635,8.42,8.205,7.99,8.52,8.54,8.42,8.18,8.4,8.26,8.38,8.21,5.47,5.55,6.05,5.73,5.54,5.56,8.88,
Russia,,,,,,,,10.01,8.886,7.762,6.638,5.514,4.39,4.41,4.43,4.45,6.28,6.2,6.27,6.43,6.12,6.64,5.85,5.79,5.77,5.7,5.77,6.1,6.46,5.84,5.93,5.9,,
Rwanda,,,,9.69,9.4088,9.1275,8.8463,8.565,8.2838,8.0025,7.7213,7.44,7.1588,6.8775,6.5963,6.315,6.0338,5.7525,5.4713,5.19,5.06,4.93,4.8,4.67,4.54,4.658,4.776,4.894,5.012,5.13,5.15,5.17,5.19,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,7.92,7.966,8.012,8.058,8.104,8.15,8.196,8.242,8.288,8.334,8.38,,,,
Senegal,,,,,,,,,,,3.5,4.4867,5.4733,6.46,6.4743,6.4886,6.5029,6.5171,6.5314,6.5457,6.56,6.4775,6.395,6.3125,6.23,6.2017,6.1733,6.145,6.1167,6.0883,6.06,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,8.11,7.82,7.8,7.42,8.44,8.56,9.05,8.76,8.37,8.4367,8.5033,8.57,
Seychelles,,,,,,,,,,,,,,,,,,,5.7,5.7143,5.7286,5.7429,5.7571,5.7714,5.7857,5.8,5.7457,5.6914,5.6371,5.5829,5.5286,5.4743,5.42,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,6.59,6.755,6.92,7.085,7.25,7.415,7.58,7.745,7.91,,,
Slovakia,,,,,,,,11.96,11.9325,11.905,11.8775,11.85,11.065,10.28,9.495,8.71,8.7625,8.815,8.8675,8.92,8.9725,9.025,9.0775,9.13,8.69,9.65,9.45,9.11,10.09,8.51,8.62,8.62,,
Slovenia,,,,,,,10.41,10.2217,10.0333,9.845,9.6567,9.4683,9.28,9.242,9.204,9.166,9.128,9.09,8.98,8.87,8.76,8.65,8.16,9.79,9.9,9.88,9.96,10.21,9.82,9.69,9.74,9.43,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,4.97,,,,,,,,,
"South Africa",,,,,,,,,,,,,2.95,2.8533,2.7567,2.66,2.76,2.86,2.96,3.06,2.98,2.9,2.82,2.74,2.66,2.58,2.59,2.6,2.5567,2.5133,2.47,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,6.85,6.98,6.97,6.31,6.22,6.02,5.97,5.75,5.76,,
"Sri Lanka",,,,,8.29,8.38,8.47,8.56,8.65,8.74,8.588,8.436,8.284,8.132,7.98,7.8114,7.6429,7.4743,7.3057,7.1371,6.9686,6.8,6.8225,6.845,6.8675,6.89,7.1533,7.4167,7.68,7.5,7.32,7.14,,
"Saint Lucia",,,,,,,,,,,,,,,5.23,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,,,,,
Swaziland,,,,,,,,,,,,,,2.54,2.8717,3.2033,3.535,3.8667,4.1983,4.53,4.4711,4.4122,4.3533,4.2944,4.2356,4.1767,4.1178,4.0589,4,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,9.13,8.53,9.1,8.82,8.85,9.03,8.98,8.72,8.7,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,7.41,7.71,7.65,7.83,8.09,,
Tajikistan,,,,,,,,,,,,,,,,,,,8.34,8.2325,8.125,8.0175,7.91,7.78,7.6633,7.5467,7.43,7.89,8.35,8.5633,8.7767,8.99,8.87,8.79
Tanzania,,,,,,,,,,,7.02,6.9933,6.9667,6.94,6.9133,6.8867,6.86,6.8333,6.8067,6.78,6.7114,6.6429,6.5743,6.5057,6.4371,6.3686,6.3,6.5675,6.835,7.1025,7.37,,,
Thailand,5.42,5.5186,5.6171,5.7157,5.8143,5.9129,6.0114,6.11,6.01,5.91,5.65,5.39,5.76,6.13,6.165,6.2,6.285,6.37,6.07,6.16,6.22,6.28,6.195,6.11,6.07,6.03,6.5,6.42,6.51,6.62,7.22,6.65,6.93,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,7.09,7.4067,7.7233,8.04,8.3567,8.6733,8.99,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,6.05,5.806,5.562,5.318,5.074,4.83,,,
Tonga,,,,,,,,,,,,,,,,,,,,,6.21,6.2563,6.3025,6.3488,6.395,6.4413,6.4875,6.5338,6.58,,,,,
"Trinidad and Tobago",,,,,,,,4.9,5.05,5.2,5.35,5.5,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,5.54,5.606,5.672,5.738,5.804,5.87,5.828,5.786,5.744,5.702,5.66,5.72,5.78,5.84,5.9,5.96,6.056,6.152,6.248,6.344,6.44,6.498,6.556,6.614,6.672,6.73,,,,
Turkey,,,,,,,5.9,5.8814,5.8629,5.8443,5.8257,5.8071,5.7886,5.77,5.7688,5.7675,5.7663,5.765,5.7638,5.7625,5.7613,5.76,5.51,5.36,5.16,5.61,5.76,5.69,5.88,5.9,5.79,5.8,5.84,
Turkmenistan,,,,,,,,10.04,9.65,9.26,8.87,8.48,8.09,7.7,7.31,6.92,6.53,6.14,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,,,,
Uganda,,,,,,,,,4.94,5.3533,5.7667,6.18,6.34,6.5,6.66,6.82,6.5267,6.2333,5.94,5.9167,5.8933,5.87,5.9333,5.9967,6.06,6.025,5.99,5.955,5.92,6.0667,6.2133,6.36,,
Ukraine,,,,,,,,10.31,9.73,9.15,8.57,7.99,8.82,7.49,6.16,7.13,7.6867,8.2433,8.8,8.79,8.78,8.77,9.09,8.79,8.8,8.78,9.47,9.64,9.99,10.21,10.24,10.22,10.27,10.45
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,6.58,6.72,6.9,6.8,7.07,6.98,7.08,7.08,7.51,,
"United States",,,,,,5.4,5.4,5.4,5.4,5.4,5.4,5.3367,5.2733,5.21,5.2233,5.2367,5.25,5.29,5.33,5.37,5.315,5.26,5.205,5.15,4.99,4.83,4.67,4.81,4.95,5.09,5.0933,5.0967,5.1,
