Country,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Dominican Republic",,,,,,,29.9,,,,,,,,,,,,,,,,,,
Algeria,,,,,,,,,,,,,,,,,,,,81.5,,,,,
Egypt,,,,,,,55.9,63.6667,71.4333,79.2,81,82.8,87.3667,91.9333,96.5,95.2,93.9,92.6,91.3,90,88.7,92.5,,,
Eritrea,,,,,,,,,72.3,74.0375,75.775,77.5125,79.25,80.9875,82.725,84.4625,86.2,,,,,,,,
Ethiopia,,,,,,,28.4,33.58,38.76,43.94,49.12,54.3,47.6833,41.0667,34.45,27.8333,21.2167,14.6,32.1,49.6,67.1,84.6,85.6,,
Gabon,,,,,,,,15.3,22.0455,28.7909,35.5364,42.2818,49.0273,55.7727,62.5182,69.2636,76.0091,82.7545,89.5,,,,,,
Georgia,,,,,,,,,,,,93.3,94.95,96.6,98.25,99.9,,,,,,,,,
Ghana,,,,,,27.8,30.3,32.8,35.3,37.8,42.1333,46.4667,50.8,54.24,57.68,61.12,64.56,68,64.2667,60.5333,56.8,63.9,,,
Guinea,,,,,,12.5,18.1,23.7,29.3,34.9,40.5,46.1,48.1857,50.2714,52.3571,54.4429,56.5286,58.6143,60.7,63.675,66.65,69.625,72.6,,
Gambia,,,,,,,37.2,33.8333,30.4667,27.1,23.7333,20.3667,17,25.85,34.7,43.55,52.4,57.9667,63.5333,69.1,,,,,
"Guinea Bissau",,,,,,,7,6.4667,5.9333,5.4,4.8667,4.3333,3.8,9.425,15.05,20.675,26.3,30.1,33.9,29.8,25.7,,,,
"Equatorial Guinea",,,,,,,57.4,,,,,,,,,,,,,,,,,,
Guatemala,,91.5,83.375,75.25,67.125,59,61.92,64.84,67.76,70.68,73.6,76.52,79.44,82.36,85.28,88.2,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,19.7,24.32,28.94,33.56,38.18,42.8,,,,
Haiti,,,,,,,23.1,20.9333,18.7667,16.6,14.4333,12.2667,10.1,11.0667,12.0333,13,13.9667,14.9333,15.9,14.22,12.54,10.86,9.18,7.5,
Indonesia,,,,,,,,,,,,,,,,,,,,91.9,,,,,
India,,,,,,,71.5,72.15,72.8,73.45,74.1,74.75,75.4,77.5222,79.6444,81.7667,83.8889,86.0111,88.1333,90.2556,92.3778,94.5,92.7,,
Iraq,,,,,,,52.2,52.5833,52.9667,53.35,53.7333,54.1167,54.5,54.5,54.5,54.5,54.5,54.5,56.4714,58.4429,60.4143,62.3857,64.3571,66.3286,68.3
Jordan,,,,,,,88.3,,,,,,,,,,,,,,,,,,
Kazakhstan,,,,,,30.2,39.5286,48.8571,58.1857,67.5143,76.8429,86.1714,95.5,95.36,95.22,95.08,94.94,94.8,94.7,94.6,94.5,94.4,,,
Kenya,,,,,,,95.7,95.6778,95.6556,95.6333,95.6111,95.5889,95.5667,95.5444,95.5222,95.5,95.32,95.14,94.96,94.78,94.6,,,,
Kyrgyzstan,,,,,,,,,,,,,97,96.85,96.7,96.55,96.4,96.25,96.1,97.65,99.2,99.075,98.95,98.825,98.7
Cambodia,,,,,,,13.8,23.45,33.1,42.75,52.4,62.05,71.7,73.7,75.7,77.7,79.7,81.7,77.2,72.7,68.2,,,,
Laos,,,,,,,91.5,90.2167,88.9333,87.65,86.3667,85.0833,83.8,83.0833,82.3667,81.65,80.9333,80.2167,79.5,82.32,85.14,87.96,90.78,93.6,
Lebanon,,,,,,,,,,,95.3,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,94.1,92.55,91,,,,,
Libya,,,,,,,,,,,,,,69.1,,,,,,,,,,,
"Saint Lucia",,,,,,,,,,,,,,,,,,,74.7,,,,,,
"Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,95.2,,
Lesotho,,,,,,,71.6,75.76,79.92,84.08,88.24,92.4,92.375,92.35,92.325,92.3,90.84,89.38,87.92,86.46,85,,,,
Morocco,,,,,,,,,,,,,43.3,,,,,,,,,,,,
Moldova,,,,,,,78.8,75.1,71.4,67.7,64,60.3,59.9714,59.6429,59.3143,58.9857,58.6571,58.3286,58,,,,,,
Madagascar,,,,79.2,78.3667,77.5333,76.7,75.375,74.05,72.725,71.4,70.8,70.2,69.6,69,68.4,,,,,,,,,
Maldives,,,,,,,,,,,,,,,96.7,,,,,,,,,,
Mali,,,,,,,,67.7,71.4,75.1,78.8,82.5,86.2,84.925,83.65,82.375,81.1,82.94,84.78,86.62,88.46,90.3,,,
"Burma (Myanmar)",,,,,,,73.8,74.2438,74.6875,75.1313,75.575,76.0188,76.4625,76.9063,77.35,77.7938,78.2375,78.6813,79.125,79.5688,80.0125,80.4563,80.9,,
Mongolia,,,,,,,49.8,56.46,63.12,69.78,76.44,83.1,82.68,82.26,81.84,81.42,81,80.6,80.2,79.8,79.8333,79.8667,79.9,,
Mozambique,,,,,,,,,,53.7,54.64,55.58,56.52,57.46,58.4,53.1,47.8,42.5,,,,,,,
Mauritania,,,,,,,,2,2.5333,3.0667,3.6,4.1333,4.6667,5.2,10,14.8,19.6,24.4,20.2,16,11.8,7.6,,,
Malawi,,,,,,,82,81.1333,80.2667,79.4,78.5333,77.6667,76.8,78.75,80.7,82.65,84.6,82.9,81.2,79.5,77.8,77.75,77.7,,
Malaysia,,,,,,,,,,,,,,,28.2,,,,,,,,,,
Namibia,,,,,,,75.6,75.4462,75.2923,75.1385,74.9846,74.8308,74.6769,74.5231,74.3692,74.2154,74.0615,73.9077,73.7538,73.6,,,,,
Niger,,,,,64.8,54.1,43.4,48.3167,53.2333,58.15,63.0667,67.9833,72.9,69,65.1,61.2,57.3,53.4,49.5,54.45,59.4,,,,
Nigeria,,,,,,,,,,94.5,94.125,93.75,93.375,93,92.4,92.4667,92.5333,92.6,,,,,,,
Nepal,,,,,82.9,84.0077,85.1154,86.2231,87.3308,88.4385,89.5462,90.6538,91.7615,92.8692,93.9769,95.0846,96.1923,97.3,96.8333,96.3667,95.9,96.2,96.5,94.2,
Oman,,,,,,,,,,,,,,,,,,,,,87.7,,,,
Pakistan,,,,,,,,,,,,,,,,,,69.1,,,,,,,
Peru,,,,,,,97,96.3875,95.775,95.1625,94.55,93.9375,93.325,92.7125,92.1,91.1,90.1,92,92.3,91.5,90.2,88.2,87.1,88.2,88.7
Philippines,,,,,,22.9,24.8667,26.8333,28.8,30.7667,32.7333,34.7,36.6667,38.6333,40.6,42.5667,44.5333,46.5,48.4667,50.4333,52.4,,,,
"Papua New Guinea",,,,,,,,,,,,59.7,,,,,,,,,,,,,
Paraguay,,,84.1,84.72,85.34,85.96,86.58,87.2,87.82,88.44,89.06,89.68,90.3,90.92,91.54,92.16,92.78,93.4,,,,,,,
"West Bank and Gaza",,,,,,,,,,,83,87.6,92.2,96.8,94.8667,92.9333,91,90.8333,90.6667,90.5,88.2,,,,
Rwanda,,,,,,,98,97.82,97.64,97.46,97.28,97.1,96.1,95.1,94.1,93.1,92.1,91.1,90.95,90.8,90.65,90.5,,,
"Saudi Arabia",,,,,,,,,,,,,,,,,,,69.8,,,,,,
Sudan,,,,,,,,,,,,,,,,,14.6,19.55,24.5,29.45,34.4,,,,
Senegal,,,,,,,29.4,36.34,43.28,50.22,57.16,64.1,60.6,57.1,53.6,50.1,46.6,43.1,46.85,50.6,56.7,50.6,56.7,61.9,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,88.4,,,
"Sierra Leone",,,,,,,40.3,46.5,52.7,58.9,65.1,71.3,69.7,68.1,75.5,76.35,77.2,76.2667,75.3333,74.4,77.125,79.85,82.575,85.3,
Somalia,,,,,,,,,,,,,7.6,7.3667,7.1333,6.9,,,,,,,,,
"South Sudan",,,,,,,,,,,,,,,,,60,,,,,,,,
"Saint Thomas and Principe",,,,,,,81.7,80.5444,79.3889,78.2333,77.0778,75.9222,74.7667,73.6111,72.4556,71.3,75.2,79.1,83,86.9,90.8,,,,
Swaziland,,,,,,,85.1,86.2571,87.4143,88.5714,89.7286,90.8857,92.0429,93.2,90.6,88,85.4,86.65,87.9,89.15,90.4,,,,
Syria,,,,,,,,,,,,,,,,65.4,,,,,,,,,
Chad,,,,56.4,59.1333,61.8667,64.6,64.975,65.35,65.725,66.1,67.35,68.6,69.85,71.1,72.35,73.6,74.18,74.76,75.34,75.92,76.5,,,
Togo,,,,,,,,,,,,,74.7,76.375,78.05,79.725,81.4,80.3,79.2,78.1,77,,,,
Thailand,,,,,,,,,,,,,57.6,61.2,64.8,68.4,72,75.6,79.2,82.8,83.4333,84.0667,84.7,,
Tajikistan,,,,,,,35,41.72,48.44,55.16,61.88,68.6,76.8,85,83.85,82.7,83.0667,83.4333,83.8,85.32,86.84,88.36,89.88,91.4,
Turkmenistan,,,,,,,,,,,,,96.4,96.73,97.06,97.39,97.72,98.05,98.38,98.71,99.04,99.37,99.7,,
"Timor Leste",,,,,,,,,,,,,,,75.6,79.46,83.32,87.18,91.04,94.9,91.1,87.3,83.5,,
"Trinidad and Tobago",,,,,,,13.8,20.25,26.7,33.15,39.6,46.05,52.5,54.52,56.54,58.56,60.58,62.6,,,,,,,
Turkey,,,,,,,,,,,59.2,65.725,72.25,78.775,85.3,,,,,,,,,,
Tanzania,,,,,,66.8,67.0833,67.3667,67.65,67.9333,68.2167,68.5,70.38,72.26,74.14,76.02,77.9,80.2,76.65,73.1,76.9,80.7,76,,
Uganda,,68,71.5,75,78.5,82,85.5,89,88.82,88.64,88.46,88.28,88.1,88.78,89.46,90.14,90.82,91.5,91.46,91.42,91.38,91.34,91.3,,
Ukraine,,,,,,,,,,,,33.7,34.0286,34.3571,34.6857,35.0143,35.3429,35.6714,36,,,,,,
Uzbekistan,,,,,,,51,56.0833,61.1667,66.25,71.3333,76.4167,81.5,,,,,,,,,,,,
Vietnam,,,,,,,58.5,58.7182,58.9364,59.1545,59.3727,59.5909,59.8091,60.0273,60.2455,60.4636,60.6818,60.9,,,,,,,
Vanuatu,,,,,,,,,,,,,,32.6,37.6,42.6,47.6,52.6,57.6,62.6,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,96.4,,,,
Yemen,,,,,,,,,,58.2,57.24,56.28,55.32,54.36,53.4,52.44,51.48,50.52,49.56,48.6,,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,91.1,,
Zambia,,,,80.2,67.85,55.5,63.5667,71.6333,79.7,80.425,81.15,81.875,82.6,83.325,84.05,84.775,85.5,86.225,86.95,87.675,88.4,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,92.7,,,,,,,
