Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,80547,76936,84000,96000,103231,102071,98396,94438,99830,110422,110736,104548,104994,106303,105335,106667,107353,106667,118601,115706,117585,116667,121951,109640,98818,81364,106223,111680,99931,108315,108177,106896
"Congo (Brazzaville)",55172,56897,56667,56667,60000,59677,61290,60625,61563,60606,60606,60294,60000,61111,63069,63333,63600,62424,63333,62353,63235,65714,66667,67568,68421,69231,70000,70732,74419,77273,74419,75556,78261,79167,80000,80769,80000,79745,79545,80074,80438,80851,80642,80288,80000,80084,80851,80000,78887,78571,75419,71250,71875,72026,73416,72569
"Cook Islands",200000,204762,202273,200000,204348,201646,201149,201149,201149,201117,200383,197118,258883,263959,269036,274112,279188,243478,211111,187097,168571,148718,132558,119149,105769,94737,84127,74499,113333,277778,277778,264706,200000,209808,195535,183196,172907,169565,168628,167682,166726,186665,188148,190150,192497,195024,197549,199886,201846,203243,203888,200000,201299,199090,196999,196331
"Costa Rica",,,,,,,,,,,,,,,,,,,,,,76000,67900,88000,78200,72240,82000,87692,85789,88000,85714,83333,90000,83333,92909,84423,88204,87213,96984,83088,78398,82903,86333,89655,90345,90734,82076,99331,86498,91096,94964,100452,96229,100896,107841,103389
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,61362,61691,62025,62360,62690,63000,64335,66503,62500,71317,63636,91618,120000,120000,114286,133333,127951,130839,135794
Cyprus,153939,143000,135106,135106,135106,135106,127000,116364,94815,95833,95000,93333,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo (Kinshasa)",69231,70370,72222,71429,71429,72414,73333,76667,74194,75000,82500,82222,71579,77895,75641,73415,78250,68095,80000,80000,80000,80000,80000,80000,78621,81017,73382,70833,70541,69600,69714,69778,69818,70938,70676,70595,70532,70481,70439,70403,70373,70278,70260,70244,70230,71722,71632,72273,72873,72376,72319,72083,72881,72856,72831,73036
Dominica,,,,,,,,,,,,,,,,,,,,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,62381,113902,120000,117023,120000,120000,120000,120000,120000,125000,127273,125000,125000,135016,133333,120000,162549,188544,245000,226935,232204,236736,250000,250000,252983,263575,273716
Ecuador,33333,33333,30000,30000,40000,46667,64000,77200,70833,68000,69231,69231,59259,60000,66667,59619,60811,62162,30676,24609,33532,52991,56112,54084,47123,50737,51755,75716,64541,104844,36693,25055,25291,25041,19123,23958,21640,20604,20366,20370,19151,19444,19385,21217,23396,22917,22500,24194,23529,25000,27778,26111,25263,23665,23260,23895
Egypt,,,,,,,,,,,,,,,,,,,,,,,,53125,40625,50000,44000,50000,50000,56250,59524,53846,55338,54519,54847,54562,54275,53571,53635,53302,52964,52585,52217,51782,51342,50896,50446,49991,49531,49066,48596,47619,47619,47042,46841,46520
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,48558,49026,49756,50120,49535,49885,50455,50222,50217,50000,50000,50910,51311,51776,52328,53841,53844,55365,56357,57319,58333,60000,60000,60293,60799,61543
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25824,25849,25879,25676,25624,25559,25492,25431,25000,25360,25000,26205,26997,27917,28885,29769,30656,31493,32249,33514,33158,33362,33204,33885
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308249,196855,246500,189341,128824,199167,104242,139394,123389.75,107385.5,91381.25,75377,60941
Ethiopia,23829,23829,23842,23743,23867,24044,24011,24004,23996,24005,24000,24000,27500,30952,36364,40909,47826,56522,60000,61538,62963,64286,67857,62963,64286,66667,70000,71875,68750,71429,70588,70270,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3125,3571,3571,3571,3571,3571,3571,3750,3750,3750,4028,6738,5980,1316,5873,1964,13095,32904,28000,27785,30000,29313,30000,28620,27778,30000,29167,29600,29274,29450,28459,28049,27629,26786,26087,26514,27608,27112
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692,59692
"French Polynesia",131868,132609,133333,134043,134737,135417,136082,136735,137374,138000,138614,139216,139806,140385,139623,138889,138182,137500,136842,136207,134483,122807,107143,109091,109434,107843,106000,104000,102000,96899,99476,99662,99723,100000,100000,99792,100000,99762,100000,100000,100000,100000,100000,98077,99198,99210,99057,98906,98684,97783,95000,100000,100000,99033,98646,98710
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,50000,63333,48545,48686,48826,48967,49107,49248,49182,49591,50000,49797,49891,50000,50000,50000,50000,50294,50000,50653,51241,51697,52138,53125,53125,52966,52714,52666
Grenada,64286,63889,64865,64474,64865,65263,64474,64474,64474,64000,63947,63636,64694,63657,64235,63771,65069,60000,53788,63636,63400,65000,66250,64286,64286,60241,64286,63953,63636,61688,65169,65513,65545,65556,65828,66055,67391,66160,66031,65894,64942,64500,64075,63502,62615,62123,61638,61175,60000,60430,60154,59756,59524,59013,58631,58005
Guadeloupe,100000,100000,100000,123077,100000,92063,93750,96875,100000,100000,100000,100000,100000,100000,84000,100000,94000,95000,85556,86667,94574,94574,98474,112612,108506,118213,112949,108497,100000,104097,85825,84816,71700,82609,54783,86333,87000,81231,120600,91571,92527,93503,89443,88877,88445,87794,87289,82500,86573,86514,86470,84375,86668,86820,86868,86722
Guam,197500,206400,206400,209000,200000,158333,158730,161538,161765,164286,164384,166667,166667,165000,163415,160714,159302,159091,156667,152688,152128,153191,152632,153125,153061,150000,150000,150000,150000,158738,144034,144561,145088,145615,146142,146669,147195,147722,148249,149962,150027,150000,150158,150000,149369,150000,147059,146757,146238,145294,144105,143750,138235,136815,139176,138346
"Guinea Bissau",61538,61538,61538,61538,61538,61538,61538,64286,61538,61538,58333,61538,58333,58333,60000,60000,62500,61538,62500,55556,61538,61538,62500,61538,69231,64000,62500,62500,62195,61905,62791,62500,62222,61957,61702,62500,62245,62500,61905,61688,61793,61789,61818,61281,60706,59167,56800,56800,60000,58000,58000,71429,71429,67976,63409,63702
Guyana,64000,64932,63700,63825,56041,61656,60794,61651,69045,69502,64338,65840,65703,65371,68706,64038,72041,68750,67200,66280,65306,65517,71294,70575,73598,69767,70455,75000,72727,70000,73077,73972,75000,76923,75780,74861,74110,73358,72614,71883,71168,69568,67146,66060,64957,63840,62763,61738,60764,59837,58955,57692,57692,57032,55513,53581
Haiti,14400,14600,14800,13636,13636,13846,14286,14667,15000,16250,16471,17647,17778,18889,18947,20000,20000,18571,18462,18396,19091,19545,19333,19565,20000,19583,18750,19048,19048,19066,16829,15909,19048,18346,18544,18663,18721,18733,19091,18978,19524,19302,19026,17391,18861,19473,19954,20394,21000,22727,22312,23077,23077,23036,23382,23716
Honduras,30243,29125,28783,28380,27778,28235,32857,33846,33594,35000,35345,36364,35849,37000,40000,41463,42308,43056,50000,53704,56000,54167,54348,57143,57500,61111,65625,66667,66667,62500,68000,70370,69903,69682,69643,69998,70721,71578,72414,72222,71698,71930,72308,72273,72206,72581,72857,71483,70271,68750,67981,66875,66875,67082,67046,66395
Hungary,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,120000,100000,160000,120000,133333,180000,165000,175000,180000,160000,160000,140000,125000,98010,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,50000,50000,50000,50000,50000,50000,50000,50000,50000,51250,50000,50388,49731,49731,50000,49643,47550,49583,50000,43750,48958,50000,50455,49524,50000,50000,50000,50000,50000,49932,52743,53394,49436,49848,51996,53259,54503,55739,57292,58385,59655,60625,60163,60484,60417,60870,60995,60640,59677,59061,59375,61069,60000,58885,60050,59856
Jamaica,99438,99563,101388,91936,104873,80010,81764,73716,74560,87332,93204,94664,91383,95272,99923,99228,88688,93768,110512,115966,115551,114515,112159,117445,120264,121983,122963,119011,117785,118036,117967,143166,172357,186660,202428,193121,181098,180263,190687,172389,179134,176782,175636,172297,169034,174976,170591,176385,187803,180152,184323,177032,178295,172161,166901,160283
Japan,156156,163830,175574,184884,169352,179648,189605,167654,163697,135976,139292,149254,168932,160101,160830,153050,164419,165667,162417,138898,142926,129449,144654,148352,146798,152727,143636,143960,141779,149488,130479,131533,93993,158791,151119,134165,138776,146939,156250,162017,165132,162138,137443,144181,153957,141404,143350,157855,156675,150623,145274,156250,160354,143990,150245,153112
Kenya,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,60000,65000,65000,75000,85227,104874,92078,150000,44610,48245,84211,135660,84449,143897,65388,70792,60576,32570,72725,73793,65296,72665,84652,78478,77035,76674,76201,80435,80435,75288,76371,78631
Kiribati,100000,100000,100000,92308,81034,83333,90164,100000,100000,100000,90909,100000,100000,100000,100000,100000,100000,100000,100000,91892,90411,100000,100000,100000,100000,100000,100000,83333,80000,100000,100000,100000,100000,100000,101431,103175,103304,104615,102857,102941,102857,97333,97612,97500,94118,92852,91111,88498,84545,84274,83243,81818,83636,81835,78011,76157
Malaysia,55789,53333,54545,55152,56000,54762,55000,55263,55333,54375,55000,55000,55172,51429,50000,53889,55556,55882,56250,56667,56667,56667,55172,56667,57778,55172,55714,54167,75000,80000,91282,90000,93333,94783,94583,88000,91304,93023,91364,91429,88750,90000,83333,96667,97222,95385,96269,92857,97043,82960,82170,83831,72444,100028,66082,81315
Maldives,44444,47778,47778,45000,45000,47000,47000,47000,47000,47778,47778,48000,48889,47778,48000,45455,48182,45833,48333,48333,46667,47500,48333,45385,46154,46154,46429,46429,46429,48462,49116,50000,49766,50000,49486,49245,49000,47436,46039,44444,44706,45000,46667,45796,44444,44000,44690,46799,48082,49388,50629,52222,52222,52447,50516,51089
Martinique,100000,100000,101639,100000,103226,103125,103030,100000,100000,100000,100000,100000,100000,100000,100000,137143,133571,133571,119286,113571,118571,119247,132143,131286,96359,97418,77684,95058,116200,150000,118000,118000,119130,119130,116564,122905,125000,142473,140957,137246,140000,142167,140000,140321,138690,141739,141000,145797,149631,153011,156529,173469,163352,159683,160464,161577
Mexico,74579,74315,78541,86222,75122,79079,76827,72651,76177,78223,100337,121698,98072,141594,116613,115098,152669,219403,116592,212444,254480,248512,280099,267751,252804,268859,250597,233820,246505,256827,270453,286181,287703,286752,298541,277905,250364,303652,274751,283601,276385,273871,270251,262622,276845,302414,298138,271176,282617,274131,266843,260069,261937,256563,270063,299934
Morocco,65217,66667,65217,66667,66667,66667,66667,66667,66667,65217,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,68333,68333,68333,72727,69717,69568,69419,69270,69121,68972,68824,68675,68526,68377,68228,68079,67931,67644,67357,67070,66784,66497,66210,66323,65997,65789,65000,53176,64206,64203
Mozambique,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,40000,40000,40000,40000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,56395,53812,54517,55222,55927,56632,57337,58042,56931,54052,50000,57143,58980,60694,62382,64105,65491,72174,70000,68000,66154,70322,73171,72000,73230,74961,74569
Namibia,82353,83333,84444,84211,85263,85789,86842,86842,84000,84500,85000,85500,87500,87500,84762,84762,85714,86667,83636,83636,85455,86364,87727,86087,86957,87826,85833,87500,87500,84800,84468,84783,83333,84000,84615,85185,85714,84483,84871,85000,84375,85075,85507,84722,85135,84211,84615,85115,85151,84615,85110,84080,89744,86304,85597,85528
Nepal,50000,50000,50000,50000,50000,50000,50000,50000,50909,50435,50847,50820,51220,51200,51181,50769,51145,51515,51493,51852,52206,52555,52667,52963,51852,51773,50000,49826,50000,49826,49823,50357,50000,50000,50000,50000,50002,50000,50031,50044,50000,50000,50000,50000,50000,50000,50000,50000,50000,50494,50968,52000,51667,51293,51219,51368
Nicaragua,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39683,40625,40278,38462,38462,37692,38485,38529,35294,38235,38667,38667,38481,38681,56452,38889,38462,38462,39795,40038,40130
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125405,166136,225479,225705,237383,182015,218041,215214,217273,228725,244746,216937,188418,183871,190175,183064,163158,185417,200000,196429,201578,192383,189631
Pakistan,,,,,,,,,,,,,,,,,,,,153455,132168,147760,154617,153385,149654,143586,157468,160464,154212,157066,161971,163573,165879,164954,171640,174250,172266,172860,168806,169681,166583,161801,159700,162906,161092,161708,163164,158946,160592,155315,159218,157585,159718,161214,161054,159193
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218750,208824,140000,140000,200000,201500,210160,213900,210615,214941,207889,210411,209000,211800,212545,212696,212796,215250,212000,213750,208333,216000,220000,233333,155000,189803,209357
"Papua New Guinea",160000,160748,160377,168182,161062,163793,160000,157258,153906,153846,153030,152985,154412,152857,153521,152414,151351,150667,150993,151316,151299,151282,150633,150000,149693,150307,150000,149701,149408,149123,147750,147989,147557,146893,147143,147222,147027,147019,147368,147179,147500,146341,146526,145714,145951,142857,145714,145455,145217,150000,145652,146053,144681,145312,145678,145792
Peru,46508,46924,45296,43642,44040,39359,41062,38977,41148,42588,41395,40364,42229,42212,41868,41595,40989,40995,35099,41124,43750,44520,43127,46027,45884,46004,45984,45984,45822,47148,46826,48569,47678,49083,48581,51491,50233,45551,43824,45843,46327,47297,59529,55837,56925,57826,58195,56018,57467,58938,60966,97639,65323,65498,68386,71567
Philippines,37499,41186,49018,46228,47284,44193,44722,43232,42765,40127,38002,34883,34649,37710,43561,52759,37689,37017,37542,46449,40860,40808,40000,40000,47975,55598,58205,51232,51429,51909,51579,51379,51202,50484,51054,50969,51685,49317,50481,49984,49512,48306,46720,50242,48388,46957,40638,33128,27795,21229,25483,26614,25973,24408,19999,18167
"Puerto Rico",28946,29810,31924,28891,28856,28856,28855,31740,34864,35149,32318,34637,34621,75023,43865,41412,64640,66706,66297,66483,66452,66111,65888,64688,66258,66025,66008,66152,64993,65883,59942,61037,22736,22830,22675,22765,28000,40132,22788,22846,23132,23128,92432,92282,92314,91837,94000,94901,97704,100027,102210,105263,105128,106139,107920,109440
"Saint Kitts and Nevis",25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,24815,24815,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,23333,23333,23333,23077,24074,25000,24828,23333,23442,23175,23003,22802,23343,23386,23602,23777,23949,23714,24000,23611,23243,24324,26316,26000,25000,24949,25000,25000,25018,25142,25242
"Saint Lucia",40153,40000,40385,40244,37647,37500,37912,37234,38144,39989,41111,38571,39272,42763,47500,47938,43889,43736,43478,43387,43441,42553,42553,42632,42632,42708,42708,42784,42784,42857,41824,41612,41393,41206,40929,40690,40458,40265,39091,40057,40079,40112,40167,40000,40000,40033,39972,39973,40000,39789,39734,40000,37895,38213,39119,39187
"Saint Vincent and Grenadines",136364,140909,141009,141833,151829,105882,110714,100000,111667,110000,95833,103333,103125,103125,102000,103077,105000,103571,101429,100000,100000,103333,100950,103030,100000,102326,102273,88889,82500,83333,83091,84252,85403,86536,87644,90796,91086,91619,92095,94118,88889,87000,86000,80000,80769,85600,86154,147692,145161,147955,147147,144191,143986,132034,140833,150188
Samoa,66667,66667,68750,67647,66667,65789,65000,62500,61538,62500,63333,65625,66667,64865,67500,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,65022,72885,73035,73184,73334,73484,73633,73783,73933,74082,74232,74382,74532,74681,74694,74707,74721,74734,74747,74760,74836,74901,75000,75000,74919,74883,74851
"Saint Thomas and Principe",114286,114286,114286,114286,122857,122857,128571,120000,122500,127500,130000,140000,145455,141667,153846,146154,138462,133333,133333,125000,125000,125000,114286,125000,127500,119333,125000,118182,120000,125000,92200,122500,120000,125000,125000,122309,120000,118750,120201,121644,123198,127273,129412,128571,111111,95250,76301,58054,26111,27895,20182,5712,4868,4209,4031,3685
Singapore,75000,75000,75000,75000,75000,70000,70000,80000,75000,80000,80000,75000,75000,83333,83333,80000,75000,75000,83333,83333,75000,75714,80000,80000,80000,80000,80000,120000,120000,100000,117773,114767,111761,107028,100563,100000,100000,99985,100021,100000,100000,100000,102040,104375,106855,109433,119761,123823,128017,131994,135686,140000,140000,142492,141156,141606
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114957,127913,218740,229390,218185,215251,218093,183091,187232,214056,213196,144774,195548,194098,193052,197839,196944,183206,164250,133209,134329,134924,135611,180630,182777
Spain,95000,90000,90000,90000,90000,90000,90000,100000,110000,100000,100000,100228,100000,100015,99417,99958,100000,100013,100000,100000,99918,99704,97507,97817,99611,97945,100000,120000,120963,122112,130053,104646,132000,104252,180000,162000,180000,204000,198000,200000,196811,200000,200000,202281,206302,237500,200000,195296,181995,191711,193615,168000,180105,188970,186426,184071
Suriname,46538,44583,45714,38947,25556,44615,46774,49524,46250,46667,48352,50000,55870,54000,55000,50000,42687,40313,57308,38634,21905,47642,60153,50250,61045,81724,94222,75946,64118,74500,67791,67517,64000,68620,70277,66667,64286,73552,65333,65000,110390,114286,100000,100000,133333,91600,104286,109722,117170,120286,105000,111735,129922,118354,105962,112410
Swaziland,64000,64000,66000,65385,65385,66667,66667,68519,65517,65517,66667,67742,67742,69355,68750,69697,68056,68056,68108,69730,69737,68750,70000,69318,69318,69565,68750,68400,68269,68868,69444,68750,69298,69828,69396,69167,69672,69355,69841,69231,68939,68657,68729,68382,68116,68657,68754,68700,68354,68750,69744,71084,72289,72177,69858,69877
Thailand,137500,141176,136842,140000,142857,139130,141667,138462,140741,137931,140000,137500,139394,141176,138889,140541,138462,140000,138095,140163,143358,98439,119565,120000,120455,120930,120000,119048,119048,108763,152755,126993,122222,150000,165455,167692,160000,166154,165333,166804,190991,182096,163523,181759,144133,148377,159321,168215,154936,150967,164000,166667,163871,162439,162446,161719
"Timor Leste",40000,42000,41818,41818,41667,44286,44286,41250,42500,43750,42222,43333,42105,43000,43000,45000,43636,45455,45455,45455,44167,44167,44167,45000,46154,46154,46667,46154,45455,47595,44000,46154,45455,44000,43746,43298,43137,38000,39864,40000,40816,43000,40229,38783,34615,43000,56250,54686,44122,40738,36696,30000,28947,29575,36063,36290
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,66667,66667,66667,63684,57143,60000,59000,59375,58571,56364,57376,57619,58000,62222,57143,60000,57582,54545,54167,53333,52941,52941,53648,52500,53302,54762,53659,52760,52784,52567
Tokelau,200000,206250,212500,194444,200000,205556,211111,195000,200000,205000,210000,195455,191667,200000,184615,188462,175000,178571,178571,170000,170000,173333,176667,178667,180667,170625,173125,175000,178125,170588,131446,131580,131713,131847,131980,132114,132248,132381,132515,132648,132782,132915,133049,133061,133072,133084,133096,133107,133119,133193,133251,133333,133333,133266,133233,133201
Tonga,,,,,,,,,,,,,,,87500,88889,90000,90909,92308,93333,94118,88235,81818,83333,95769,96154,96296,96552,98361,97222,94118,95238,93030,91960,92644,87783,86206,82480,82538,80000,83333,81849,80000,81229,81404,81559,81481,81881,82025,82165,82313,82692,83969,82812,81703,81853
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,84211,82000,80952,81667,81280,82148,80915,75111,82148,82000,81521,78033,81333,82571,80000,78125,77576,81176,83333,82418,82355,82162,49714,196306,65850,53372,86490,86741
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20625,21326,22500,22500,22090,21832,21985
Vanuatu,225455,227273,229091,220870,216949,216667,208800,209375,207692,202222,196429,198571,195862,196552,195270,193333,200000,200000,200000,200000,188889,194737,194872,192213,130000,111429,86667,80851,80851,80412,76000,80000,79369,79346,79410,79494,79167,79625,79801,79592,81000,81195,81452,82692,81481,81818,81912,82727,82883,82078,80645,82258,82540,82362,82315,82153
Venezuela,57462,53537,50687,46079,48707,49958,50779,52428,53918,50419,46307,46001,50339,47401,47036,54238,51258,45383,53290,55898,58096,52621,57750,49326,49540,50340,50512,50705,50826,49647,54723,56193,65276,56443,119014,109759,124796,186926,200379,124280,132981,158091,151970,115930,143933,157377,146140,149489,142817,143513,142489,134146,134146,142743,144335,140991
"Wallis and Futuna",63333,63333,63333,63333,63333,63333,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,66667,70323,65260,65472,65684,65895,66107,66318,66530,66741,66953,67165,67376,67588,67799,67755,67713,67677,68750,67637,67433,67230,67031,64516,69620,67322,67261,67218
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,50000,50000,50000,50000,56467,97627,97795,97963,98131,98299,98467,98635,98803,98971,99139,99307,99475,99643,99657,99672,99687,99701,99716,99730,99818,99891,100000,100000,99911,99871,99833
