Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Slovakia,,,,,,,,,,,,,,,,,,,,,,1.31806,8.66925,2.97182,3.14985,3.55994,3.74792,3.1086,2.46925,3.06978,2.76703,1.78282,2.31098,2.36476,2.60446,2.5519,2.10911,2.58599,2.27513,1.78047,1.89164,2.04721,1.79468,2.09888,1.0455,1.31096,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,0.53169,1.0296,1.5276,0.9398,1.58528,0.97655,0.31968,0.9721,1.62446,1.20771,1.0875,0.9672,0.847,0.7268,0.6065,0.48628,1.00766,1.40571,1.17471,0.38862,0.95227,1.41736,1.0639,,
"Solomon Islands",,,,,36.58281,33.9082,31.2337,28.5591,25.8845,23.20998,40.03328,35.57972,21.32795,32.62492,30.7942,28.9635,27.1328,25.3021,23.4713,21.6406,19.80992,22.01219,28.58052,27.34389,27.1963,27.0487,26.9011,26.7535,26.6059,26.4583,26.3107,26.1631,26.0155,25.8679,25.7203,25.5727,25.4251,25.2775,25.1299,24.9823,24.83472,36.63412,25.11109,28.54036,27.34003,19.0267,30.12848,
"South Africa",,,,,,,,,,,,,,,,,,,,,32.05423,31.8077,31.5612,31.3147,31.0681,30.8216,30.5751,30.3286,30.08203,42.5477,31.2375,19.92739,21.30085,23.01407,22.7882,22.5622,22.3363,22.1104,21.8845,21.6586,21.4326,21.2067,20.9808,20.7549,20.529,20.30305,,
"South Korea",,4.82956,8.14267,7.16446,5.58552,5.97023,7.55998,4.88108,4.06959,2.79844,4.5346,6.27066,3.19482,3.33126,1.076,0.68602,0.98154,0.681,0.77236,0.52527,0.33532,0.73413,0.47129,0.29539,0.85665,4.2251,7.59348,3.89939,0.7547,0.78219,1.18027,1.75401,0.75512,2.72677,1.50718,1.38479,2.64076,1.63188,1.17433,0.71734,0.96241,0.77324,0.44063,0.6475,0.53963,0.60476,,
Spain,,,,,,,,,,,7.13126,5.46508,6.86581,6.44425,3.55167,4.48933,3.17507,7.13607,3.78456,3.04582,2.8928,2.7398,2.5868,2.4338,2.2808,2.1278,1.9748,1.8218,1.6687,1.5157,1.3627,1.2097,1.0567,0.9037,0.7507,0.59769,0.5767,0.5557,0.53471,4.92842,2.24346,2.85256,3.2582,3.66391,2.55909,0.7215,,
"Sri Lanka",,,,,33.97108,25.55982,21.45411,13.7285,6.00284,7.3842,8.7656,10.14695,8.73438,9.04414,7.61387,7.26116,6.62541,5.6202,4.61494,9.23663,5.62682,7.79507,7.237,6.679,6.121,5.563,5.005,4.4469,3.8889,3.3309,2.7729,2.21486,1.93957,1.7144,1.4893,1.26414,1.3671,1.6927,2.0183,2.3439,2.66949,3.42509,1.52741,1.79804,1.7045,1.61098,1.55478,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.17647,22.1554,20.13425,20.56927,26.55478,23.60851,16.12934,24.81388,
Suriname,,,,,,71.8037,57.2899,42.77618,30.44334,24.0495,17.6557,11.26195,23.60571,24.46372,34.17645,31.8221,29.4677,27.11327,27.015,26.9168,26.8185,26.7203,26.6221,26.5238,26.4256,26.3273,26.2291,26.1308,26.0326,25.9343,25.8361,25.7379,25.6396,25.5414,25.4431,25.34488,32.22244,20.937,9.65164,22.83932,14.89476,8.28979,12.5023,13.93721,8.33371,8.73051,31.60722,
Swaziland,49.44333,38.93796,33.37988,34.99069,37.72086,40.77277,38.64277,40.66256,39.74313,37.77816,31.32462,37.58882,36.99058,34.5104,34.02644,39.11965,31.51298,33.71097,39.03534,27.64911,35.45758,33.20678,33.26925,30.74906,24.45905,42.03349,34.99299,32.81516,28.44056,35.34851,41.45637,42.53077,38.72694,33.7721,28.81718,16.98061,28.29834,24.2286,20.1589,16.08911,32.69063,30.66196,25.29459,21.54797,20.92249,19.67624,,
Sweden,,1.86498,3.2396,3.76099,2.51833,0.97755,0.57574,0.8727,1.16967,0.76971,1.13812,1.79132,1.68871,1.38103,1.2588,1.1366,1.0145,0.89226,0.56024,0.29703,0.45297,0.28729,0.4601,0.633,0.8058,0.9786,1.1515,1.3243,1.4971,1.66995,0.74292,1.25265,1.14062,1.17088,0.99765,1.08259,0.71807,0.35064,0.98468,0.57866,4.42096,2.3501,0.27927,0.44376,,,,
Switzerland,,,,,,,,41.31405,44.78241,44.92432,62.17301,44.46188,45.23053,45.5305,45.75449,45.72025,45.23799,43.7001,42.1623,40.6244,39.0865,37.5487,36.0108,34.4729,32.9351,31.3972,29.8593,28.3215,26.7836,25.2458,23.7079,22.17,20.6322,19.0943,17.5564,16.0186,14.4807,12.9428,11.405,9.8671,8.3292,6.7914,5.2535,3.7156,2.1778,0.63992,,
Syria,,17.55463,14.09473,20.78643,21.07157,17.38456,21.1784,22.75943,18.64876,21.07772,18.77352,13.69863,12.71307,10.09399,7.70848,6.13438,8.4451,10.7558,13.06648,14.98519,7.46121,9.66548,12.97219,13.03451,16.16821,14.77932,10.78827,17.0412,12.60059,13.06297,11.27549,11.6634,9.9509,8.23835,5.78665,7.8201,4.82939,3.31913,6.5087,5.40897,4.35486,6.83629,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2687,3.2705,4.48481,1.16506,1.24137,1.17437,2.02099,0.6049,1.0133,0.75969,1.3185,1.1401,1.08421,2.01199,1.8191,1.62623,1.38205,0.91659,1.04322,
Tanzania,41.11132,27.88111,21.53148,11.66354,10.17008,18.78053,18.6814,18.5823,18.4831,18.384,18.28484,24.46642,10.89337,22.4958,36.49346,19.17135,28.82437,32.35694,27.36817,27.7244,28.08055,25.28516,23.20178,30.59757,29.9325,29.2675,28.6024,34.64514,26.69299,30.32484,26.08283,7.77889,13.8736,19.96837,18.75504,20.80929,17.51704,21.8033,26.08947,18.60708,24.3089,30.0107,35.71247,,,,,
Thailand,,,,,62.68436,61.23136,59.79085,56.96118,45.7871,34.613,23.43894,23.178,22.917,22.6561,22.3951,22.1342,21.8732,21.6123,21.3513,21.0904,20.8294,20.5685,20.3075,20.0466,19.7856,19.5247,19.2637,19.0028,18.7418,18.48089,6.36076,6.45,6.5393,6.6286,6.7179,6.8071,6.8964,6.9857,7.075,7.1643,7.2535,7.3428,7.4321,7.5214,7.6106,7.6999,7.78919,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.82567,33.37795,16.44086,21.82785,22.70049,18.7724,17.6997,19.4508,,
Togo,,28.82608,28.2001,27.5742,26.9483,26.3223,25.6964,25.0704,24.4445,30.32286,39.00285,55.18916,56.45369,73.39209,65.71915,58.98949,36.90773,46.36648,50.17362,41.18707,40.00456,57.89192,53.2058,48.5197,43.8336,39.1475,42.9456,46.7437,50.5419,54.33997,29.76004,33.5038,37.24764,28.37543,30.55626,19.41677,25.0377,30.65866,35.6535,40.64843,48.27316,32.91126,37.61381,47.1658,45.85196,,,
Tonga,,,,,,,,8.73165,8.9688,9.206,9.4432,9.6804,9.9176,10.1547,10.3919,10.62909,10.5118,10.3946,10.2774,10.1601,10.0429,9.9256,9.8084,9.6911,9.5739,9.4566,9.3394,9.2221,9.1049,8.9876,8.87039,9.983,11.0956,12.2082,13.32081,9.60885,,,,,,,,,,,,
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18426,9.9371,8.69,7.4429,17.36726,14.3351,11.303,8.27087,6.94563,10.61263,,,,,,,,
Tunisia,,43.71518,51.61675,41.84508,22.49621,21.33242,19.0705,17.907,26.32985,25.12936,23.4404,21.75142,21.15801,21.3478,21.75284,21.58897,22.3056,23.0223,23.73892,20.9344,22.044,23.62792,21.59663,16.08406,13.85568,12.9037,14.76589,14.1265,13.48712,12.8235,11.66011,7.90058,6.84137,6.71426,6.49122,6.108,5.72472,5.86902,5.31634,5.15149,5.3905,5.6295,5.86855,6.02862,6.79296,,,
Turkey,,,,,,,,,,,,,,,6.74202,2.4819,4.03355,2.9349,3.60958,3.44157,4.41568,2.47949,7.81134,10.98666,6.91962,6.7186,6.5176,6.3166,6.1156,5.9146,5.7136,5.5126,5.3116,5.11057,3.38708,2.15783,2.49789,5.76848,8.18693,0.78143,4.99459,9.97535,10.6542,11.3331,12.01193,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03759,48.24768,,
Uganda,,,,,,,,,,,,,,,,52.81069,53.409,54.0073,54.6057,55.204,55.8023,56.4006,56.999,57.5973,58.1956,58.7939,59.3923,59.9906,60.5889,61.1872,61.78557,59.47021,64.66118,77.79605,74.51936,71.3348,68.15029,57.3054,46.4606,60.8114,75.1622,62.77036,65.01429,64.8858,64.7574,64.629,64.50051,
Ukraine,,1.03808,1.14904,1.06243,1.391,1.7196,2.04811,2.0497,2.73576,4.52289,7.046,9.56919,10.09336,11.51811,12.70467,11.2426,9.7805,8.3184,6.8562,5.3941,3.932,2.46993,2.52776,2.28957,2.3822,2.4749,2.5676,2.6603,2.75296,3.33591,3.06804,1.40328,1.6637,1.9242,2.1846,2.44509,2.11218,2.7204,2.2945,2.27084,1.84179,1.92618,0.64571,1.47046,31.78117,4.48729,1.78722,
"United Arab Emirates",,,,31.37515,25.7199,20.0646,14.4093,8.75402,12.16262,8.09961,7.0896,6.0795,5.06943,13.12897,21.97389,13.86568,17.92586,12.65291,6.21796,4.75897,5.89893,25.38532,14.89287,3.15338,4.60162,22.57171,20.22782,9.64557,3.70647,10.54064,6.0508,5.91523,5.932,5.94874,4.78025,2.06113,3.31828,6.3773,9.4363,12.4953,15.55434,11.7977,8.04099,,,,,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40667,,
Uruguay,16.08527,14.8536,9.58127,23.64363,21.1488,18.6539,16.1591,13.66426,12.5643,11.4644,10.3644,9.2644,8.1645,7.0645,5.96459,14.04666,8.19545,7.64608,6.46106,6.45894,7.70188,7.76927,6.92428,8.55404,6.04448,4.21178,7.16012,6.46122,14.78992,14.0627,13.33542,7.88496,13.01707,10.43881,6.3485,7.55422,6.41633,5.69349,4.82159,5.25636,4.1533,3.0502,1.9471,0.84406,1.19798,0.48416,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,0.32512,0.3538,0.3825,0.4111,0.4398,0.46845,2.25943,2.28094,3.15611,2.56893,1.38439,1.57518,1.05485,1.58095,1.62527,0.26942,1.92168,1.31214,1.80807,0.81745,1.67843,0.7939,0.83148,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,28.12351,28.6179,29.1122,29.6065,30.1009,30.5952,31.08955,30.4321,29.7746,29.1172,28.4597,27.8023,27.1448,26.48739,22.67046,28.54799,,,,,,,,,
Venezuela,,40.5463,40.38034,41.83666,39.83887,34.4176,38.82595,32.31556,33.38058,32.72009,31.23904,31.23251,35.24773,35.70467,29.86737,31.24864,26.60763,32.14947,29.71,25.57584,14.31177,18.68887,27.12458,24.0006,20.8766,17.7526,14.62865,13.7348,12.841,11.94715,11.2591,10.57105,19.62537,11.14234,10.95275,9.94534,2.85091,19.25497,8.19005,7.90736,5.36105,6.12923,4.87667,9.2616,9.81412,17.46362,17.0407,
Vietnam,,,,,,,,,53.57555,51.8425,50.1094,48.3763,46.6432,44.9101,43.177,41.4439,39.7108,37.9777,36.2446,34.5115,32.7784,31.0453,29.3122,27.5791,25.846,24.1129,22.3798,20.6467,18.9136,17.18053,14.25786,12.12708,14.83469,12.5162,10.1977,7.87919,7.5483,7.2174,6.8865,6.5556,6.22468,2.52529,5.50217,10.40116,4.03991,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,0.67008,0.55704,0.8121,1.0671,1.32214,2.18371,2.38547,2.0844,2.01533,2.63708,2.0539,1.47081,2.12502,2.6657,3.2063,3.74699,0.70006,3.52806,2.46987,3.08457,1.72184,1.14844,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.20248,29.89626,32.74403,40.50239,39.2557,38.009,36.7624,35.5157,34.269,33.0223,31.7756,30.52896,,,,,
Zambia,,,32.94979,33.1385,33.32715,29.2993,25.27149,25.75741,24.2843,22.8111,21.33799,21.0626,20.7873,20.5119,20.2366,19.96119,21.2223,22.4835,23.7446,25.0057,26.2668,27.528,28.7891,30.0502,31.3114,32.5725,33.8336,35.0948,36.35589,33.67274,25.5506,17.42836,19.3198,21.2112,23.1026,24.99395,25.80678,22.33504,46.87786,30.10205,34.905,39.708,44.51099,,,,,
Zimbabwe,,,,,,,,,,,,,,26.46044,26.6103,26.7601,26.91,27.0598,27.2096,27.3595,27.5093,27.6592,27.809,27.9588,28.1087,28.2585,28.4084,28.5582,28.70803,36.3713,44.0347,51.69797,37.92794,36.4425,34.957,33.4715,31.986,30.5005,29.015,27.5296,26.0441,24.5586,23.07312,,,,,
