Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,9.7333,9.6667,9.6,9.5333,9.4667,9.4,9.3333,9.2667,9.2,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,22,23,19,18,18,18,17,15.7,15.5,15.2,13.9,13.7,13.9,12.6
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.1,5.7,5.3,4.9,4.5,4.1,3.7,4.25,4.8,4.5,4.2,3.9,3.6,
Netherlands,,,,,,,40,42,42,42,42,40,40,40,40,40,39.6667,39.3333,39,38,34,36,33,34,33,34,34,33,29,29,32,33,31,31,32,31,32,32,31,32,29,25.4,24.5,24.3,22.3,22.1,21.7,21,20.8,19.8,18.8,18.3,16.3,16.3,16.7,16.9,
"New Zealand",,,,,,,,,,,,,,,,,32,31.4,30.8,30.2,29.6,29,30,31,31,30,31,28,29,27,27,26,27,26,26,26,26,27,24,25,25,25,24,23,21,22.5,19.5,17,16.76,16.52,16.28,16.04,15.8,15.1,14.3,13.9,12.9
Norway,,,,,,,,,,,,,,32,32,32,32,30,31,33,30,31,34,32,34,32,31,33,35,34,33,33,32,36,31,32,33,33,32,32,32,29,30,25,25,24,24,22,22,20,19,18,16,14,13,13,11
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,20.3,20.1,19.9,19.7,19.5,19.4333,19.3667,19.3,19.02,18.74,18.46,18.18,17.9,17.76,17.62,17.48,17.34,17.2,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.3778,5.6556,5.9333,6.2111,6.4889,6.7667,7.0444,7.3222,7.6,8.4333,9.2667,10.1,10.2286,10.3571,10.4857,10.6143,10.7429,10.8714,11,10.9875,10.975,10.9625,10.95,10.9375,10.925,10.9125,10.9,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11.8429,11.6857,11.5286,11.3714,11.2143,11.0571,10.9,11.75,12.6,15.5,15.3333,15.1667,15,15.26,15.52,15.78,16.04,16.3,13,9.7,10.1,10.5,7.8,7.85,7.9
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,14,13.7,13.4,13.1,12.8,12.5,13.16,13.82,14.48,15.14,15.8,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,15.5714,15.6429,15.7143,15.7857,15.8571,15.9286,16,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,12,11.5,11,10.5,10,9.6,9.2,8.8,8.4,8,7.7,7.4,7.1,6.8,6.5,
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.0667,5.7333,5.4,5.4333,5.4667,5.5,5.5,5.5,5.5,5.0667,4.6333,4.2,4.325,4.45,4.575,4.7,5.05,5.4,7.4,7,5.2,5.1,5.8,4.3,4,3.4,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,27,24.95,22.9,22.15,21.4,21.25,21.1,20.95,20.8,22.65,24.5,24.65,24.8,24.75,24.7,24.65,24.6,23.5,22.4,22.1,21.8,21.5,21.4333,21.3667,21.3,20.75,20.2,19.6667,19.1333,18.6,,
Sweden,,,,,,,,,,,,,,,,,,32.3,31.1,29.9,28.7,26.9,27.7,26.4,28,27.2,26.5,26.1,26.3,26.2,25.9,24.4,26.6,23.4,23.8,23.6,23.3,21.9,21.1,19.4,21,19.9,16.1,16.5,14.8,13.8,14.1,12.8,12.9,13.3,12.5,12.4,13.1,11.7,12.1,10.7,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,22.84,23.28,23.72,24.16,24.6,24.22,23.84,23.46,23.08,22.7,21.68,20.66,19.64,18.62,17.6,17.64,17.68,17.72,17.76,17.8,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,26.6333,26.1667,25.7,25.2333,24.7667,24.3,23.4875,22.675,21.8625,21.05,20.2375,19.425,18.6125,17.8,17.4,17,16.6,14.1,11.6,11.95,12.3,11.5,10.7,11.9,13.1,,
"United Kingdom",42,43,42,43,41,42,45,44,43,44,44,42,42,43,41,39.5,38,37.5,37,37,37,35,33,32.5,32,31.5,31,30.5,30,30,30,29,28,27,26,26.5,27,27,27,26,25,26,25,24,23,23,21,20,21,20,20,19,19,17,17,,
"United States",,,,,,33.9,33.9,31.4,30.5,31,31.5,31.65,31.8,31.95,32.1,32.05,32,32.1,30.6,29.9,29.3,29.3667,29.4333,29.5,28.7,27.9,27.2,26.5,25.7,24.25,22.8,20.2,21.2,18.7,19.1,18.3,18.2,18.1,18.2,17.8,17.3,17.1,16.5,15.7,15.1,14.9,14.5,13.7,15.1,14.4,13.6,13.3,12.5,11.9,11.8,10.7,
