Country,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Central African Republic",3158,7575.5,11993,4382,8800,9104,8280,3820,2563,1564,6395,2446,1785,2148,1898,331,1275,3644,3022,1694,1298,902,248,194,146,600,3207,2837,938,652,1233,471,3,49,12,11,2,679,141,596,210,150,367,801,224,3390
Chad,7051,2243,15001,12299,2033,306,171,36,1223,5160,6921,6430,3500,3623,3645,7449,7226,21182,19035,20894,9696,21952,24162,10446,12371,6868,3546,24908,7277,15801,10324,2,1594,441,63,165,194,8650,120,226,1275,418,118,9,1457,1882
Chile,16806,8413,2542,1062,15381,34390,3844,6527,9438,6752,4785,17101,12563,2623,45079,13008,1958,2098,1,1,15.25,29.5,43.75,58,6,31,23.5,16,8.5,1,1,1,1,1,1,1,3.5,6,6.75,7.5,8.25,9,14,19,24,11
China,3276531,2553084,2558995,2640161,2377776,1717031,1122285,1010755,892870,781475,619709,418159,198738,104925,96994,85049,85705,123428,140048,117851,76204,53232,68404,79621,53030,61840,71093,88962,58341,71879,70549,124219,99602,109023,131441,52461,38159,9943,6183,26883,52628,42361,24820,5941,3940,2974
Colombia,25969,10706,23272,21362,20446,18144,9222,19612,9273,13099,11849,5572,5180,20620,14801,12598,12520,10391,7976,9105,525,410,160,67,61,44,1,3,139,124.2222,109.4444,94.6667,79.8889,65.1111,50.3333,35.5556,20.7778,6,1,1,1,1,70,139,208,244
Comoros,1876,1076.5,277,277,785,1293,1801,1619.7778,1438.5556,1257.3333,1076.1111,894.8889,713.6667,532.4444,351.2222,170,2328,1746.5,1165,583.5,2,84.7273,167.4545,250.1818,332.9091,415.6364,498.3636,581.0909,663.8182,746.5455,829.2727,912,85,57,29,1,2,3,1,10.1429,19.2857,28.4286,37.5714,46.7143,55.8571,65
"Congo (Brazzaville)",12380,16611,16523,15831,15736,27048,11892,9668,12931,16642,18615,7600,6424,1420,454,498,3608,4042,4302,693,226,2381,3897,1267,174,313,1678,2152,2788,3712,3524,146,126,84,2,1,4,315,260,124,71,1359,277,958,28,66
"Cook Islands",26,58,103,136,28,8,363,57,14,4,1,50,5,16,15,691,36,61,9,3,5,7,100.5,194,9,5.5,2,7,12,17,13.3333,9.6667,6,1,,,,,,,,,,,,
"Costa Rica",512,743,1774,2054,361,6883,1000,170,167,39,11,1,4534,4004,358,33,76,6296,2361,273,154,35,24,26,27,23,17.5,12,6.5,1,1,1,1,1,1,1,1,1,1,1,1,2.8,4.6,6.4,8.2,10
"Ivory Coast",79578,73521,11139,12503,11670,8840,7633,14782,15605,7139,5946,8892,23839,34170,16864,18660,17799,9902,14765,7465,18752,30039,20858,9665,12289,4824,5729,5790,5882,4770,3466,115,11,5,12,183,441,628,137,48,50,65,45,163,453,372
Croatia,,,,,,,,,,,,,,,,,119,117,160,87,138,697,119,240,648,31,9,8,6,19,54,2,1,26,51,2,7,12,2,70,138,206,4,7,23,52
Cuba,13874,10585,14882,25358,18751,7512,3924,18387,23408,3287,3315,2874,3312,858,121,12,12,17,12,2,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,217,118,19,118,8,4,3.5,3,27,183,3,1,1,1.75,2.5,3.25,4,1,20,28.75,37.5,46.25,55,1,1,1,1,1,1,1,1,1,1,1,1,9.5,18,9.5,1,5.5,10,7.6667,5.3333,3,15,6
"Czech Republic",,,,,,,,,,,,,,,,,2420,839,416,14,9,5,10,14,19,2,9,6,4,30,17,12,7,2,2,5,11,17,22,15,222,9,7,142,207,590
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550,8,7.1667,6.3333,5.5,4.6667,3.8333,3,,,,,
"Congo (Kinshasa)",57774,51040,59919,43451,37896,29497,32596,38142,30775,21057,11385,19508,19430,14866,13214,11178,4564,2313.5,63,2749,12573,5443,9546,5766,15271,12135,8282,8072,30466,21956,44934,182485,80123,55577,12461,57,5407,133802,72029,88381,33711,5020,5092,45107,69693,333017
Denmark,54581,14167,57756,52308,18593,66493,28249,35651,15656,33242,21188,13187,23490,6268,618,405,180,162,129,115,36,20,119,61,45.3333,29.6667,14,11,32,22,12,2,27,2,14,6,5,84,2,17,27,9,3,4,8,15
Djibouti,298,487,825,899,839,1120,2826.5,4533,31,663,1295,108,80,52,473,490,104,13,129,37,22.5,8,410,304,198,341,183,79,50,37,71,298,49,24,143,48,7,49,709,28,37.5,47,8,3,28,
Dominica,171,1,122,85,131.5,178,102.5,27,2,1,188,64,45,82,10,9,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dominican Republic",4148,4224,7225,5707,5796,8944,9760,3410,3671,2960,4429,4417,501,499,692,1505,3477,7512,7650,4637,3,2.3333,1.6667,1,14,274,253,113,101.9,90.8,79.7,68.6,57.5,46.4,35.3,24.2,13.1,2,,,,,,,,
Ecuador,3906,241,7009,2438,870,4206,2722,4678,1647,2556,6979,1183,839,1537,8004,3649,1646,1585,4356,3627,3668,919,42,34,26,18,10,2,1.8571,1.7143,1.5714,1.4286,1.2857,1.1429,1,86.3333,171.6667,257,72,54.25,36.5,18.75,1,10,19,
Egypt,,3492,2051,3780,1130,4763,839,1777,7365,813,4898,5554,1176,1805,3672,4057,887,1231,4403,2874,1444,1833,4403,4606,4868,1547,2633,2150,653,164,80,77,953,1684,668,608,16,26,245,405,1314,5432,225,24,48,
"El Salvador",467,511,7227,7567,1621,10371,2315,12554,3664,2407,4775,1413,278,405,787,717.5,648,578.5,509,38,25.6667,13.3333,1,1.2,1.4,1.6,1.8,2,,,,,,,,,,,,,,,,,,
"Equatorial Guinea",,,,,,,,,,,198,464,788,11865,14875,582,32,32,297,157,270,44,1,268.6,536.2,803.8,1071.4,1339,24,18,38,27,16,5,436,78,448.6667,819.3333,1190,321,13,1250,1699,1,,
Eritrea,,,,,,,,,,,,,,,,,,,,267,541,185,1783,777,316,320,789,204,460,376,24,19,128,55,68.5,82,51,48,194,45,127,198,142,1199,70,6
Estonia,,,,,,,,,,,,,,,,,33,129,71,312,230,17,19,18,17,12,9,7.6,6.2,4.8,3.4,2,27,1,2.5,4,5.5,7,4,2,3,4,2,1,10,27
Swaziland,,,2464,2489.6,2515.2,2540.8,2566.4,2592,9185,3267,4794,3253,2253,4261,1581,1461,1465,1467,2042,7148,610,171,2201,609,180,95,10,49,37,350,280.2,210.4,140.6,70.8,1,26,313,261,209,157,105,53,1,,,
Ethiopia,3821,5157,2586,3132,11208,21030,10690,9784,10527,5866,9843,66544,3760,4832,7575,4169,1836,497,4815,1152,1133,562,1586,1113,1603,5329,1660,2366,3332,228,73,357,1451,1446,3511,1176,4235,3255,4347,5253,12739,17745,4579,1921,1752,3998
Fiji,1911,1026,212,2384,441,1621,913,1003,902,313,827,152,385,1075,610,53,32,500.5,969,425,39,414,39,828,625.25,422.5,219.75,17,304,305,37,86.5,136,91,46,1,1.5714,2.1429,2.7143,3.2857,3.8571,4.4286,5,12.6667,20.3333,28
Finland,11353,3384,8706,2837,2325,2396,2147,3813,5402,4751,729,614,741,635,129,1032,3,8,5,3,1,6,4.3333,2.6667,1,1,1,1,1,1,1,1,2.3333,3.6667,5,2,5,27,14.5,2,2,2,4,11,15,12
France,5235,1813,2607,2106,2026,1603,1244,1132,812,870,978,399,931,32114.6,63298.2,94481.8,125665.4,156849,109548,77232,44005,54239,66000,80000,56666.6667,33333.3333,10000,7592.5,5185,4816.5,4448,36,40,39,604,1541,5048,14949,7610.5,272,267,157,79,519,2921,2637
Gabon,2245,10967,2963,6130,4614,3172,1641,2306,1747,4324,7234,5222,6826,2074,655,1780,738,991.5,1245,958,662,366,70,56.25,42.5,28.75,15,5129,110,86.5,63,76.5,90,46.5,3,2,1,2,2,122,33,27,1509,1075,1,2
Gambia,958,2580,843,1911,1655,2610,284,262,1566,1372,1500,1628,3997,3230.4,2463.8,1697.2,930.6,164,364,912,280,130,15,1500,1178,856,336,99,32,119,102.2857,85.5714,68.8571,52.1429,35.4286,18.7143,2,1.75,1.5,1.25,1,71,45,1,4,1
Georgia,,,,,,,,,,,,,,,,,,352,115,409,723,181,304,342,218,144,50,35,199,216,6847,1356,334,44,56,23,22,64,31,7872,3188,431,14,94,2199,3918
Germany,400,1493,3694,1067,941,2128,28745,5290,2029,9798,11759,568,199,189,17,45,543.25,1041.5,1539.75,2038,2536.25,3034.5,3532.75,4031,4529.25,5027.5,5525.75,6024,4657,779,121,778,2307,567,917,574,780,1607,166,1771,443,2464,326,929,543,514
Ghana,91315,140821,131405,108440,107381,88808,82684,38476,79636,36561,40179,64517,11099,24781,40456,19997,32246,17135,39933,34641,34821,40276,34273,37261,23335,15987,23068,13476,12289,1939,60,435,420,6,82,101,641,120,1613,319,124,23,32,19,34,1274
Greece,5357,8931,8027,15717,2169,7822,13464,1389,3417,23723,1200,1484,1050,1891,5100,534,245,1371,3448,503,163,112,6082,136,66,69,56,12,5,3,1,122,62,2,1,2,149,40,3,3,1,1,484.5,968,2291,45
Grenada,79,2,111,1542,197,3,53,9,1713,268,11,7,20,6,4,2,6,2,2.25,2.5,2.75,3,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,926,3007,3791,2682,2178,3351,2703,3472,3992,2762,3072,2272,1650,400,182,2413,8802,209,97,17,204,23,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Guinea,11798,7536,5852,8045,4061,6236,8552,11397,15038,8856,4396,2969,2592,7357,3353,4152,12756,6708,1617,5228,2372,1085,10292,10170,9170,18004,11294,7408,2151,2497,10,99,4,3,89,264,45,11,6,53,175,243,316,2036,482,4555
"Guinea Bissau",273,303.5,334,209,351,3478,1332,2096,1613,3218,355,1328,2241,174,1103,106,259,2396,842,1707,378,528,73,498,485,472,299,126,298,1158,3526,2351,1176,1,12,19,26,19.75,13.5,7.25,1,153,82,11,28,60
Guyana,314,58,327,240,11,910,464,7,41,20,294,87,15,22,917,11,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,837,718,1330,970,280,1143,507,2502,1064,869,1681,2111,269,3130,235,580,1414,1178.5,943,707.5,472,236.5,1,2,3,497.5,992,159,,,,,,,,,,,,,,,,,,
Honduras,2346,3098,4206,2538,5219,4895,4188,5857,2446,1168,5028,6476,603,1437,1155,6353,8360,95,58,13,3,3.5,4,5,,,,,,,,,,,,,,,,,,,,,,
Hungary,46790,638,243,130,334,216,1198,10573,2521,124,98,20,17,30,1103,566,29,16,14,33,11,4,12,24,23,1,1,20,15.5,11,6.5,2,1,1,1,1,3,5,2,1,9.75,18.5,27.25,36,14,23
Iceland,37,11,36,2994,240,32,13,24,14,39,162,374,132,14,11,23,14,10,8,8,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,9
India,119714,133561,157047,133654,121313,143338,114036,202054,146196,129639,190881,161216,155076,252940,161379,165771,89612,77859,71798,50391,50518,37494,47072,61004,33990,21013,38835,51780,40044,47147,55443,36711,64185,41144,44258,56188,31458,33634,3305,8285,26530,30168,17250,12032,19474,10430
Indonesia,152,205,97,11879,654,903,28935,33106,25152,4670,18947,9458,1136,395,76446,229666,92105,90358,80580,63751,48147,37693,35383,15313,1034,4767,3344,3825,14492,24457,29171,15853,20422,19456,15369,20818,18869,21893,15489,8419,12943,15099,6962,9035,5300,1965
Iran,18623,33640,16176,20188,53615,20117,31130,35858,47719,43623,32909,20582,14904,19383,11559,5895,5341,6034,5028,4616,506,263,2329,3901,2869,4137,11874,9582,9554,11644,3,7,220,133,127,262,538,73,332,189,99,615,82,51,203,20
Iraq,65391,55889,37884,76329,52634,73243,26542,64294,31564,37903,38148,22186,10122,7978,9284,11617,3045,11358,20106,16339,10657,7650,256,708,43735,9920,726,4088,5752.3333,7416.6667,9081,908,474,230,5494,30328,492,15,15,669,1317,1433,37,41,489,3799
Ireland,2040,2957,1651,1501,1585,1668,1106,1075,1897,6180,5725,9903,451,201,936,1248,556,135,179,4328,1233,235,228,185,204,147,194,241,243,584,334,95,87,64,57,164,443,285,107,51,33,4,43,25,76,65
Israel,871,4795,73,89,400,553,215,228,7864,129,137,3005,1951,438,194,29,230,991,66,141,1555,22,19,12,8,14,36,19,2,124,116,2,9,539,931,5,23,70,211,50,6,80,8,42,3177,939
Italy,24714,52033,55493,42677,67360,23270,27452,71239,18423,26371,77149,75040,21306,20627,92188,29214,5223,23458,65013,16890,6158,37131,32596,41254,4072,2908,1457,5421,9385,10982,599,135,439,321,1617,351,372,5189,376,303.6667,231.3333,159,2100.5,4042,2682,1623
Jamaica,595,705,1206,49,845,82,36,5266,2815,1164,236,67,30,37,30,5726,3651,308,234.75,161.5,88.25,15,4,3,2,2,2,2,2,2,2,2,2,2,2,1.6667,1.3333,1,,,,,,,,
Japan,24002,15217,31647,18051,34385,18866,13219,21471,6716,7281,12268,2810,6323,5872,3109,1753,3259,5452,3727,2002,1881.3333,1760.6667,1640,1269.5,899,11698,22497,22552,33812,8286,8752,4636,520,5767.5,11015,741,450,434,228,229,462,35,165,187,279,742
Jordan,1165,1116,827,1170,627,1212,552,1174,1594,183,2592,559,297,1645,4810,1397,290,143,1071,2985,516,318,448,7026,428,115,32,61,19,76,21,28,1,41,2,2.25,2.5,2.75,3,120,20,25.6,31.2,36.8,42.4,48
Kazakhstan,,,,,,,,,,,,,,,,,273,1425,647,3297,1788,284,123,120,1935,1391,245,94,18,24,2204,16118,109,13,20,12,4,127,55,73,321,526,122,2,576,13326
Kenya,38885,33868,34649,48758,41572,66792,28473,257839,270767,285681,200143,111492,26199,49858,70200,86727,77072,59937,65004,961,4180,3322,3572,3339,9262,8601,21002,11304,766,65,20,153,1847,1516,1282,1218,95,2395,1292.5,190,354,95,128,63,822,439
Kiribati,9212,4607.5,3,78,2683,1426.5,170,70,11,714,1417,2015,2,22,264,1612,30,8,4357,114,292,4,13,25,355,2,2.05,2.1,2.15,2.2,2.25,2.3,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3
Kuwait,2870,1982,907,2162,1560,2086,1382,2595,586,1590,608,2061,237,428,70,71,71,165,383,260,432,12,15,26,90,13,6,10.25,14.5,18.75,23,10,10.6,11.2,11.8,12.4,13,32,27,62,55,18,8,18,42,12
Kyrgyzstan,,,,,,,,,,,,,,,,,584,824,815,3825,168,17,74,998,2397,478,16,17,2,6,8,53,27,40,16,1,111.5,222,111.5,1,318,17779,8892,5,1007,2380
Laos,22,169,166,153,208,794,1380,881.5,383,1076,924,1492,1367,2580,2243,2793,2168,1400,520,1083,984,3174,917,671,4613,2302,332,94,2070,1810,1491,295,58,1678,174,78,153,113,32,71,339,56,8,3,10,1119
Latvia,,,,,,,,,,,,,,,,,21,6,248,54,10,2,3,4,3,2.3333,1.6667,1,1.25,1.5,1.75,2,7,5,3,2.3333,1.6667,1,3,19.5,36,33.25,30.5,27.75,25,3
Lebanon,,,,,,,,3,134.5,266,237.8889,209.7778,181.6667,153.5556,125.4444,97.3333,69.2222,41.1111,13,396,51,3,2,134,966,8,5,8,36,526,213,618,956,373,24,22,12,9,9,1761,112,39,44,126,944,1047
Lesotho,5903,5806,3691,10434,6458,8753,7935,7624,6941,5239,5821,7362,4376,2448,1797,1378,2195,2351,1816,235,573,304,464,624,784,944,660,217,109,1,31,16,1,2,830.6667,1659.3333,2488,172,179,516,414.2,312.4,210.6,108.8,7,464
Liberia,592,591,2212,3588,3705,3243,6567,7810,6873,4835,6151,2686,836,2178,2556,1866,3169.3333,4472.6667,5776,6398,571,56,1938,2961,1436,1679,5977,1379,131,142,4,8,20,1,1,6,2200,279,43,38.5,34,1060,789,960,3781,1203
Libya,732,1561,1863,2474,1560,2879,1547,1570,928,996,2526,4193,851,401,316,207,931,1695,3691,733,1127,760,393,26,50,244.3333,438.6667,633,3890,3330.5,2771,292,1,59,8,329,326,323,320,346,372,82,32,8,1082,188
Lithuania,,,,,,,,,,,,,,,,,,143,200,249,286,188,35,30,18,23,19,7,103,1,1,1,1,1,1,1.5,2,7,21,35,11,50,22,2,30,834
Luxembourg,171,288,41,424,263,121,63,214,243,21,35,62,27,153,18,12,16,1,48,4,1,1,25,1,1,1,1,1,1,1,3.3333,5.6667,8,4.5,1,2.6667,4.3333,6,2,2.4,2.8,3.2,3.6,4,4,24
Madagascar,,,40398,130771,93499,146887,119679,140653,84494,101925,66894,69884,21546,10841,17069,29654,14459,5824,1846,6060,14164,11731,5961,13865,15510,35196,35256,9357,10795,62233,35558,17780,2,2.5,3,2,1,1.5,2,6,3,3,5,11,21420,213231
Malawi,,,200000,201000,246511,195644,162686,84610,104921,150248,80766,126581,105682,114061,81100,93100,49415,5730,32177,3614,2164,4218,9120,10845,3591,152,304,150,92,167,1116,184,1,143,20,21,118712,26,11,1,3,3.3333,3.6667,4,1,17
Malaysia,7990,1377,4786,6972,7233,6352,8727,5690,9268,9313,8147,5163,4699,5429,2304,1027,563,275,363,542,346,654,460,627,483,2576,6187,2198,408,632,5729,1407,564,394,334,153,73,1569,1868,195,221,1318,1569,1709,1981,1077
Maldives,,,,,,1524,1501.5,1479,1616.5,1754,1891.5,2029,1783,1537,1291,1045,799,553,307,61,706,3070,2460,1850,1240,630,20,473,926,75,37,1395,47,20,13,6,5.375,4.75,4.125,3.5,2.875,2.25,1.625,1,1,
Mali,40476,34481,39673,25624,18049,12782,10007,8413,16432,8759,4494,29732,4669,4352,4478,3605,1388,13473,7830,10595,3420,3306,10995,3531,10240,2506,1578,4464,717,232,172,33,128,2,98,2939,1719,24,341,221,290,215,107,26,499,454
Malta,784,23,38,472,3348,30,14,121,1530,620,58,175,1844,46,17,17,6,8,43,3,8,27,16,5,3,1,2,2,7,4,4,6,1,2,1,1,2,3,2.75,2.5,2.25,2,3.3333,4.6667,6,30
"Marshall Islands",,,,,,,,,,,,4,1,5,9,13,14,19,10,9,120.8,232.6,344.4,456.2,568,679.8,791.6,903.4,1015.2,1127,,,,,,,,,,,,,,,,
Mauritania,9961,9501,10373,6701,6761,9382,11441,8658,6743,15710,11203,15123,5318,2323,434,5032,1379,4601,4990,5754,2668,195,347,499,1303,5263,3330.5,1398,883,3611,5039,127,22,11,4,322,1292,234,35,62,14,1,13,63,77,196
Mauritius,,,,,,,35,19.5,4,5,6,2,5,3.5,2,1.5,1,4,7,88,10,6,102.375,198.75,295.125,391.5,487.875,584.25,680.625,777,28,7,3,13,12,15,12,2,14,26,38,50,62,74,86,98
Mexico,2325,1530,23722,24035,3078,10691,29730,11136,6364,3368,5158,23826,9824,2776,3915,20381,68782,5077,533,172,128,244,2,9,16,23,30,3,23.5,44,64,6,23,19,15,11,7,3,3,3,3,3.5,4,4.5,5,
Micronesia,,,,,,,,,,,,,,1,1,1,1,21,41,485.5,930,890.5,851,811.5,772,732.5,693,653.5,614,574.5,535,495.5,456,416.5,377,337.5,298,258.5,219,179.5,140,,,,,
Monaco,,,,,,,,12,25.4545,38.9091,52.3636,65.8182,79.2727,92.7273,106.1818,119.6364,133.0909,146.5455,160,152.25,144.5,136.75,129,121.25,113.5,105.75,98,90.25,82.5,74.75,67,59.25,51.5,43.75,36,28.25,20.5,12.75,5,4.2,3.4,2.6,1.8,1,1,1
Mongolia,,,16807,3045,138,355,5338,695,209,1935,29738,525,133,378,3044,2176,296,656,1069,71,177,555,128,4,8,10,925,10677,1205,18,20.6667,23.3333,26,12,31,8,7,4077.4,8147.8,12218.2,16288.6,20359,30273,9,1,2
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,32.8571,60.7143,88.5714,116.4286,144.2857,172.1429,200,
Morocco,123366,143988,87011,156598,94094,113486,86919,109486,53160,80806,11484,4216,15333,26621,2306,1689,1577,2125,6008,8431,3512,2380,1324,2512,7863,10853,7368,2724,6000,10841,6399,3808,1217,2248,1455,834,633,982,668,92,10,17,172.3333,327.6667,483,
