Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Ivory Coast",,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dominica,8,8,9,9,8,7,6,6,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Egypt,14,5,5,12,16,25,22,23,29,25,22,24,24,23,23,19,20,21,21,20,20,20,19,19,19,19,18,19,19,19,19,19,19,20,21,20,26,32,35,41,40,42,38,37,34,34,35,33,31,30,30,29,29
"French Polynesia",9,9,9,9,9,9,10,10,9,10,10,9,10,10,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,8,8,9,8,9,8,8,8,8,8,8,8,8,7,7,7,8,8
Gabon,9,10,10,10,10,10,10,11,11,12,12,13,14,12,9,8,6,6,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Germany,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,3,4,4,4,4,4,4,2,3,3,2,3,2,3,2,3,4,3,5,6,4,4,5,5,6,6,6,6,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
Haiti,28,29,29,29,30,30,30,31,31,31,31,32,32,32,32,33,33,33,33,33,33,33,31.9655,30.931,29.8966,28.8621,27.8276,26.7931,25.7586,24.7241,23.6897,22.6552,21.6207,20.5862,19.5517,18.5172,17.4828,16.4483,15.4138,14.3793,13.3448,12.3103,11.2759,10.2414,9.2069,8.1724,7.1379,6.1034,5.069,4.0345,3,4,3
India,8,8,6,7,8,7,6,5,7,8,7,6,7,7,7,7,7,8,7,5,7,5,8,7,7,7,7,7,8,8,9,9,8,8,9,5,10,19,20,8,8,8,7,7,7,8,10,8,7,7,8,8,8
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,
Kenya,7,7,7,8,7,7,8,7,6,7,8,9,10,10,10,10,10,10,12,12,12,12,12,11,11,11,10,10,9,9,9,8,8,8,7,7,8,7,7,6,8,8,1,11,14,14,19,18,21,22,15,23,23
Laos,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4,5,4,4,5,5,9,12,12,17,16,18,14,11,13,12,8,8,10,11,19,20,21,23,24,23,23,20,22,22,23,20,19,20,20,19
Lebanon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
Liberia,4,4,4,4,4,4,4,4,4,5,5,5,6,6,7,7,7,6,6,6,6,6,6,6,7,7,8,8,9,9,10,11,11,12,12,12,11,11,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8
Madagascar,4,4,5,5,5,5,4,4,5,5,5,4,4,6,5,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4
Malaysia,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,2,1.6667,1.3333,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
Mozambique,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Burma (Myanmar)",,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
Nepal,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,5,4,9,16,11,6,10,7,13,19,19,16,20,18,33,28,22,23,24,30,30,33,32,30,22,22,32,34,33,25,31,28,32,32
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Pakistan,20,26,25,24,30,20,16,9,15,22,22,12,12,14,10,14,26,16,13,12,18,22,17,25,17,19,20,20,22,20,22,27,22,21,22,33,29,34,45,43,26,24,26,26,33,28,28,23,14,15,18,18,15
Philippines,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
"Sri Lanka",6,6,6,7,6,4,5,4,4,4,4,4,4,4,4,5,6,4,8,6,6,7,9,20,24,16,12,12,14,14,11,8,8,38,27,33,35,16,18,20,24,25,21,17,19,24,19,17,24,23,15,13,24
Sudan,,,,1,1,1,2,3,3,2,2,2,3,3,3,3,4,3,2,3,5,5,7,8,8,8,8,6,6,7,7,7,6,6,6,7,7,7,7,6,6,7,7,8,8,7,8,7,7,6,6,,
Suriname,8,8,8,8,7,7,7,6,6,6,5,6,5,5,5,5,5,5,9,9,9,10,10,10,11,9,6,6,6,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4
Thailand,14,14,13,19,20,10,6,12,29,24,19,12,52,75,65,55,58,47,43,28,55,29,25,24,23,23,22,25,29,28,31,35,33,32,39,43,41,57,34,32,30,34,41,36,28,28,35,40,37,37,36,41,49
Uganda,4,4,4,4,4,4,4,4,4,4,4,4,6,5,3,10,13,10,9,10,11,10,10,10,9,9,8,8,8,7,7,7,7,6,6,5,5,5,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3
Tanzania,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,9,7,1,5
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1
Vietnam,3,3,3,3,3,3,2,2,1,2,2,2,2,2,3,4,3,3,4,5,4,5,6,7,6,5,5,5,5,5,6,6,5,6,9,9,10,11,14,12,11,13,13,9,8,9,10,9,8,9,9,10,9
Yemen,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
