Country,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Cambodia,,,,,,,,,,,,,,47.04,46.753,46.466,46.179,45.892,45.605,45.318,45.031,44.744,44.457,44.17,45.86,47.55,49.24,43.54,43.26,42.72,41.41,40.21,,
Cameroon,,,,,,,,,,,,,,,,51.73,51.186,50.642,50.098,49.554,49.01,49.0317,49.0533,49.075,49.0967,49.1183,49.14,49.4957,49.8514,50.2071,50.5629,50.9186,51.2743,51.63
Canada,39.99,39.8867,39.7833,39.68,39.5767,39.4733,39.37,39.27,39.17,39.07,38.97,39.0433,39.1167,39.19,39.23,39.27,39.31,40.68,40.73,40.78,40.8275,40.875,40.9225,40.97,41.0733,41.1767,41.28,41.1767,41.0733,40.97,,,,
"Central African Republic",,,,,,,,,,,,64.98,63.5636,62.1473,60.7309,59.3145,57.8982,56.4818,55.0655,53.6491,52.2327,50.8164,49.4,51.69,53.98,56.27,58.56,60.85,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,46.48,46.7713,47.0625,47.3538,47.645,47.9363,48.2275,48.5188,48.81,,,
Chile,,,,,,,61.4,61.7533,62.1067,62.46,61.3,60.14,60.82,61.5,60.8,60.1,60.39,60.68,60.755,60.83,60.5367,60.2433,59.95,59.11,58.27,57.43,57.5133,57.5967,57.68,57.335,56.99,56.84,56.69,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.52,48.365,48.21,48.055,47.9,,
Colombia,,,,,,,,57.34,58.02,56.9,55.78,56.68,57.705,58.73,59.755,60.78,61.3167,61.8533,62.39,62.25,61.71,62.58,59.25,60.98,59.97,60.0733,60.1767,60.28,60.26,60.03,58.7,57.87,57.97,58.11
Comoros,,,,,,,,,,,,,,,,,,,,,,,,61.41,,,,,,,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,48.5,48.4825,48.465,48.4475,48.43,48.4125,48.395,48.3775,48.36,,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,53.25,53.3317,53.4133,53.495,53.5767,53.6583,53.74,,,
"Costa Rica",51.39,49.026,46.662,44.298,41.934,39.57,43.2333,46.8967,50.56,49.62,50.87,50.29,50.57,51.52,50.37,51.17,50.59,50.81,52.65,52.12,55.53,55.48,54.28,53.64,52.85,54.5,54.94,54.43,56.06,53.77,53.89,53.91,54.4,53.8
"Ivory Coast",,,,,51.29,45.44,47.57,43.91,44.3875,44.865,45.3425,45.82,46.4,46.98,47.56,47.1067,46.6533,46.2,46.7725,47.345,47.9175,48.49,48.5767,48.6633,48.75,48.8367,48.9233,49.01,,,,,,
Croatia,,,,,,,,33.27,33.689,34.108,34.527,34.946,35.365,35.784,36.203,36.622,37.041,37.46,37.03,39.93,39.63,39.24,38.85,38.46,39.4075,40.355,41.3025,42.25,41.75,36.9,39.23,39.46,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,38.96,39.34,40.08,40.01,40.6,40.76,40.45,41.32,42.74,,
"Czech Republic",,,,,,,,31.3,32.488,33.676,34.864,36.052,37.24,36.9033,36.5667,36.23,36.3275,36.425,36.5225,36.62,36.7175,36.815,36.9125,37.01,36.75,36.54,36.18,36.5,36.18,36.44,36.19,36.12,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,35.2,35.39,36.18,36.36,36.28,36.71,37.2,37.58,37.75,,
Djibouti,,,,,,,,,,,,,,,,,,,,,,46.51,46.893,47.276,47.659,48.042,48.425,48.808,49.191,49.574,49.957,50.34,49.97,
"Dominican Republic",,,,,,52.36,53.3967,54.4333,55.47,55.8033,56.1367,56.47,55.5325,54.595,53.6575,52.72,53.68,54.68,55.68,56.68,55.65,54.82,57.07,57.05,55.29,56.95,54.23,54.41,54.47,52.8,52.96,51.55,53.11,
Ecuador,,,,,,,54.43,54.9314,55.4329,55.9343,56.4357,56.9371,57.4386,57.94,56.09,55.65,55.21,54.77,62.46,60.7,60.2433,59.7867,59.33,58.48,58.44,57.83,58.99,55.44,54.27,54.35,51.34,51.59,52.71,51
"El Salvador",,,,,,,,,,,57.59,56.83,56.07,55.31,54.55,55.89,56.69,57.49,55.68,55.62,55.29,55.51,54.33,52.08,52.79,51.15,51.24,52.2,51.74,50,48.74,48.15,49.79,48.26
Estonia,,,,,,,,32.65,35.38,38.11,40.84,43.57,46.3,42.255,38.21,40.51,42.81,45.11,44.125,43.14,43.41,43.08,42.1,41.39,41.39,41.73,39.35,40.09,39.7,39.76,40.34,40.83,,
Ethiopia,41.31,42.0471,42.7843,43.5214,44.2586,44.9957,45.7329,46.47,47.2071,47.9443,48.6814,49.4186,50.1557,50.8929,51.63,48.5725,45.515,42.4575,39.4,39.384,39.368,39.352,39.336,39.32,39.7117,40.1033,40.495,40.8867,41.2783,41.67,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,46.54,47.0717,47.6033,48.135,48.6667,49.1983,49.73,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,37.42,37.22,37.36,37.63,37.24,36.91,37,37.1,36.68,,
France,,,,,,,,,,,,,,,,,,,,,,,,39.29,38.55,38.35,40.94,41.22,41.52,41.82,41.43,41.23,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,48.68,,,,,,,,,
Gambia,,,,,,,,,,,,,,,,,,53.94,53.714,53.488,53.262,53.036,52.81,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,43.62,47.25,46.62,45.9,46.24,45.82,45.84,45.59,45.61,46.27,46.08,46.67,46.47,47.68,47.58,47.1,47.07,45.97,46.05
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,40.39,40.4,39.6,39.87,39.29,38.64,,,
Ghana,,,,,,,42.67,43.38,44.1133,44.8467,45.58,45.6643,45.7486,45.8329,45.9171,46.0014,46.0857,46.17,46.5143,46.8586,47.2029,47.5471,47.8914,48.2357,48.58,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,40.89,41.84,42.13,41.36,41.16,40.98,41.15,41.4,42.31,,
Guatemala,,,,,,61.96,62.2633,62.5667,62.87,62.5782,62.2864,61.9945,61.7027,61.4109,61.1191,60.8273,60.5355,60.2436,59.9518,59.66,59.5783,59.4967,59.415,59.3333,59.2517,59.17,58.782,58.394,58.006,57.618,57.23,56.1233,55.0167,53.91
Guinea,,,,,,,,,,,50.22,50.8133,51.4067,52,51.6713,51.3425,51.0138,50.685,50.3563,50.0275,49.6988,49.37,48.748,48.126,47.504,46.882,46.26,45.308,44.356,43.404,42.452,41.5,,
"Guinea Bissau",,,,,,,,,,,,,49.66,48.9367,48.2133,47.49,46.7667,46.0433,45.32,44.5967,43.8733,43.15,44.8438,46.5375,48.2313,49.925,51.6188,53.3125,55.0063,56.7,,,,
Guyana,,,,,,,,,,,,,,,,,,49.56,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,63.59,63.6536,63.7173,63.7809,63.8445,63.9082,63.9718,64.0355,64.0991,64.1627,64.2264,64.29,,
Honduras,,,,,,59.41,60.71,62.01,63.31,61.22,56.75,56.92,57.97,59.28,59.83,59.65,57.24,60.78,58.95,58.345,57.74,61.61,62.16,61.97,62.85,60.63,60.3,59.58,55.81,57.59,61.23,61.13,57.66,55.13
Hungary,,,,,,,32.37,34,35.63,36.195,36.76,37.325,37.89,37.536,37.182,36.828,36.474,36.12,37.24,36.93,36.48,36.54,39.37,38.85,38.91,37.9,36.71,36.44,35.9,37.73,37.46,38.58,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,37.75,38.64,39.49,38.96,40.87,38.12,36.08,36.32,36.38,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.97,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.38,
Iran,,,,,,52.73,51.9,51.07,50.24,49.41,49.3325,49.255,49.1775,49.1,49.295,49.49,49.685,49.88,49.1971,48.5143,47.8314,47.1486,46.4657,45.7829,45.1,45.7875,46.475,47.1625,47.85,47.035,46.22,45.405,44.59,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,41.39,41.82,40.75,40.34,39.28,40.77,40.23,40.31,40.57,,
Israel,,,,,,42.97,42.8817,42.7933,42.705,42.6167,42.5283,42.44,42.82,43.2,43.58,43.96,44.34,44.4875,44.635,44.7825,44.93,45.3675,45.805,46.2425,46.68,46.385,46.09,46.5267,46.9633,47.4,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,41.39,40.82,41.06,40.21,40.73,40.53,41.06,41.27,41.68,,
Jamaica,,,,,,,,49.12,48.53,47.94,46.2333,44.5267,42.82,44.37,45.92,47.47,48.54,49.61,50.68,51.8467,53.0133,54.18,52.9,51.62,,,,,,,,,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.72,,,,,,
Kazakhstan,,,,,,,,35.21,36.246,37.282,38.318,39.354,40.39,41.0267,41.6633,42.3,42.322,42.344,42.366,42.388,42.41,41.7,40.76,39.81,38.4,39.28,38.02,38.69,38.29,38.25,37.13,37.11,36.35,
Kenya,,,,,,,,,,,,61.84,55.685,49.53,50.5267,51.5233,52.52,52.72,52.92,53.12,53.32,53.52,53.72,53.92,54.12,,,,,,,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,44.21,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,38.11,38.925,39.74,39.16,39.52,39.88,40.24,41.5,37.08,38.31,36.37,
Kyrgyzstan,,,,,,,,36.2,40.366,44.532,48.698,52.864,57.03,55.846,54.662,53.478,52.294,51.11,45.63,40.15,39.12,39.14,38.1,42.98,41.33,44.95,41.85,39.99,39.26,39.17,37.71,37.29,38.34,37.03
Laos,,,,,,,,,,,,43.01,43.148,43.286,43.424,43.562,43.7,43.624,43.548,43.472,43.396,43.32,43.634,43.948,44.262,44.576,44.89,45.084,45.278,45.472,45.666,45.86,,
Latvia,,,,,,,,32.73,33.534,34.338,35.142,35.946,36.75,38.05,39.35,39.72,41.08,41.08,41.445,41.81,42.175,42.54,44.06,43.68,45.62,42.55,43.16,43.6,42.04,41.8,42.95,42.39,,
Lesotho,,,,,,59.99,60.7988,61.6075,62.4163,63.225,64.0338,64.8425,65.6513,66.46,65.0763,63.6925,62.3088,60.925,59.5413,58.1575,56.7738,55.39,55.7425,56.095,56.4475,56.8,57.1525,57.505,57.8575,58.21,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,43.49,,,,,,,
Lithuania,,,,,,,,32.89,34.73,36.57,38.41,40.25,42.09,41.5133,40.9367,40.36,40.28,40.2,40.09,39.72,39.94,39.92,43.15,42.79,42.63,41.98,41.86,42.86,43.49,40.35,39.96,42.02,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,38.75,39.53,39.45,39.75,40.78,39.28,38.9,40.01,41.86,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,36.82,38.905,40.99,42.965,44.94,45.28,45.1,45.36,48.66,49.425,50.19,,,,,,
Madagascar,,,,,,,,,,,,,51.41,50.0675,48.725,47.3825,46.04,45.61,45.18,49.35,53.52,51.8,50.08,48.36,46.64,46.904,47.168,47.432,47.696,47.96,48.69,49.42,,
Malawi,,,,,,,,,,,,,,,,,70.27,67.0157,63.7614,60.5071,57.2529,53.9986,50.7443,47.49,48.3033,49.1167,49.93,50.7433,51.5567,52.37,,,,
Malaysia,,,,53.94,53.5167,53.0933,52.67,52.335,52,52.3767,52.7533,53.13,53.36,53.59,53.82,54.08,54.34,53.9143,53.4886,53.0629,52.6371,52.2114,51.7857,51.36,51.36,51.36,51.36,51.37,51.38,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,48.72,48.1943,47.6686,47.1429,46.6171,46.0914,45.5657,45.04,,,,,
Mali,,,,,,,,,,,,,,56.21,54.8229,53.4357,52.0486,50.6614,49.2743,47.8871,46.5,46.428,46.356,46.284,46.212,46.14,44.5267,42.9133,41.3,,,,,
Mauritania,,,,,,,48.65,49.885,51.12,52.355,53.59,54.825,56.06,50.27,44.48,44.722,44.964,45.206,45.448,45.69,46.1275,46.565,47.0025,47.44,46.1725,44.905,43.6375,42.37,41.9733,41.5767,41.18,40.7833,40.3867,39.99
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,43.81,43.8217,43.8333,43.845,43.8567,43.8683,43.88,,
Mexico,,,,53.78,54.866,55.952,57.038,58.124,59.21,58.1833,57.1567,56.13,57.545,58.96,56.42,53.88,53.88,53.88,55.355,56.83,55.915,55,53.155,51.31,55.81,53.88,53.97,54.06,53.975,53.89,53.995,54.1,54.315,54.53
Micronesia,,,,,,,,,,,,,,,,,,,,65.92,62.616,59.312,56.008,52.704,49.4,49.2363,49.0725,48.9088,48.745,48.5813,48.4175,48.2538,48.09,
Moldova,,,,,,,,34.18,35.9875,37.795,39.6025,41.41,41.886,42.362,42.838,43.314,43.79,45.94,49.56,43.78,45.18,43.07,42.94,42.86,43.7,42.67,42.03,42.37,40.58,40.33,39.29,38.36,37.78,36.65
Mongolia,,,,,,,,,,,,,,,40.76,39.89,39.02,38.15,38.7275,39.305,39.8825,40.46,41.052,41.644,42.236,42.828,43.42,42.6367,41.8533,41.07,41.96,41.66,41,40.34
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,39.01,38.54,39.31,39.2,39.64,37.24,39.31,40.02,40.22,40.51
Morocco,,,,46.15,46.175,46.2,46.225,46.25,46.275,46.3,46.3275,46.355,46.3825,46.41,46.4375,46.465,46.4925,46.52,47.155,47.79,47.8317,47.8733,47.915,47.9567,47.9983,48.04,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,50.92,51.3533,51.7867,52.22,52.6533,53.0867,53.52,53.17,52.82,52.47,52.12,51.77,51.42,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,69.01,68.5817,68.1533,67.725,67.2967,66.8683,66.44,,,,,
Nepal,,,,39.49,39.8691,40.2482,40.6273,41.0064,41.3855,41.7645,42.1436,42.5227,42.9018,43.2809,43.66,44.6025,45.545,46.4875,47.43,48.3725,49.315,50.2575,51.2,49.8157,48.4314,47.0471,45.6629,44.2786,42.8943,41.51,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,38.62,38.25,39.24,38.85,38.34,37.13,37.23,37.12,37.07,,
Nicaragua,,,,,,,,,,,,,55.22,54.432,53.644,52.856,52.068,51.28,54.9067,58.5333,62.16,58.4125,54.665,50.9175,47.17,48.1425,49.115,50.0875,51.06,51.402,51.744,52.086,52.428,52.77
Niger,,,,,,,,,,,,43.91,46.12,48.33,48.5709,48.8118,49.0527,49.2936,49.5345,49.7755,50.0164,50.2573,50.4982,50.7391,50.98,48.335,45.69,44.4675,43.245,42.0225,40.8,41.2733,41.7467,42.22
Nigeria,,,,,45.01,45.6257,46.2414,46.8571,47.4729,48.0886,48.7043,49.32,51.12,52.92,54.72,56.52,55.0229,53.5257,52.0286,50.5314,49.0343,47.5371,46.04,46.5317,47.0233,47.515,48.0067,48.4983,48.99,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,40.54,40.26,35.84,36.78,36.27,35.66,35.3,34.86,35.26,,
Pakistan,,,,,,,42.17,42.0367,41.9033,41.77,41.3083,40.8467,40.385,39.9233,39.4617,39,40.72,42.44,41.6767,40.9133,40.15,40.7433,41.3367,41.93,42.31,41.91,41.51,40.9067,40.3033,39.7,40.72,40.5,40.28,
Panama,,,,,,,,,60.96,60.775,60.59,60.5625,60.535,60.5075,60.48,60.87,61.26,60.6,59.81,60.76,60.4,60.3,60.2,59.02,57.91,58.88,56.95,56.95,56.72,56.38,56.17,56.28,56.23,55.11
"Papua New Guinea",,,,,,,,,,,,,,,,58.63,57.8962,57.1623,56.4285,55.6946,54.9608,54.2269,53.4931,52.7592,52.0254,51.2915,50.5577,49.8238,49.09,,,,,
Paraguay,,,,,,,,,,47.13,50.058,52.986,55.914,58.842,61.77,60.09,58.41,58.49,58.57,58.795,59.02,61.04,59.9,57.38,56.12,57.95,56.64,55.96,54.09,56.27,56.85,52.87,53.24,56.46
Peru,,,,,51.24,51.0222,50.8044,50.5867,50.3689,50.1511,49.9333,49.7156,49.4978,49.28,52.0233,54.7667,57.51,60.3,60.39,55,56,58.17,58.3,55.64,56.17,55.81,55.49,52.83,52.51,51.04,50.25,49.94,49.72,49.23
Philippines,,,,,48.08,47.9867,47.8933,47.8,48.69,49.58,50.47,50.16,49.85,49.54,50.39,51.24,52.09,52.1533,52.2167,52.28,51.5833,50.8867,50.19,50.2867,50.3833,50.48,50.19,49.9,49.61,49.62,49.63,49.64,,
Poland,,,,,34.96,35.17,35.38,35.72,36.06,36.0275,35.995,35.9625,35.93,37.6433,39.3567,41.07,40.875,40.68,40.8,41.05,40.88,41.91,42.44,42.69,42.18,41.74,41.53,41.75,41.65,40.71,40.86,40.66,40.66,40.2
Portugal,,,,,,,,,,,,,,,,,,,,,,,,46.26,46.09,45.39,44.17,44.12,42.52,43.37,43.82,43.17,,
Romania,,,,,,,,,33.34,33.8133,34.2867,34.76,36.02,37.28,37.75,38.22,38.69,39.16,38.01,37.93,37.96,38.51,38.45,38.43,38.43,38.85,43.29,42.62,41.23,40.94,40.61,40.28,36.36,
Russia,,,,,,,,33.63,37.574,41.518,45.462,49.406,53.35,52.6067,51.8633,51.12,45.06,44.62,43.83,43.7,46.21,44.2,47.21,47.22,47.76,47.94,48.99,48.41,46.99,47.44,47.78,48.33,,
Rwanda,,,,38.92,39.92,40.92,41.92,42.92,43.92,44.92,45.92,46.92,47.92,48.92,49.92,50.92,51.92,52.92,53.92,54.92,55.54,56.16,56.78,57.4,58.02,58.01,58,57.99,57.98,57.97,57.6933,57.4167,57.14,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.78,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,40.18,40.111,40.042,39.973,39.904,39.835,39.766,39.697,39.628,39.559,39.49,,,,
Senegal,,,,,,,,,,,58.63,55.2267,51.8233,48.42,48.4186,48.4171,48.4157,48.4143,48.4129,48.4114,48.41,47.7625,47.115,46.4675,45.82,46.005,46.19,46.375,46.56,46.745,46.93,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,40.22,40.92,41.02,41.09,38.32,38.17,37.47,37.52,38.2,38.0733,37.9467,37.82,
Seychelles,,,,,,,,,,,,,,,,,,,48.86,48.8757,48.8914,48.9071,48.9229,48.9386,48.9543,48.97,49.55,50.13,50.71,51.29,51.87,52.45,53.03,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,47.79,47.115,46.44,45.765,45.09,44.415,43.74,43.065,42.39,,,
Slovakia,,,,,,,,31.59,31.5325,31.475,31.4175,31.36,32.225,33.09,33.955,34.82,35.255,35.69,36.125,36.56,36.995,37.43,37.865,38.3,38.34,37.62,34.55,35.58,36.22,36.07,35.44,34.86,,
Slovenia,,,,,,,34.2,34.9383,35.6767,36.415,37.1533,37.8917,38.63,38.448,38.266,38.084,37.902,37.72,37.755,37.79,37.825,37.86,39.06,34.74,34.59,34.48,34.44,34.04,34.74,34.76,34.78,35.23,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,52.04,,,,,,,,,
"South Africa",,,,,,,,,,,,,64.33,64.8467,65.3633,65.88,65.0725,64.265,63.4575,62.65,64.05,65.45,66.85,68.25,69.65,71.05,69.865,68.68,68.7667,68.8533,68.94,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.56,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,40.36,39.67,39.75,40.37,41.19,41.64,41.91,41.91,41.83,,
"Sri Lanka",,,,,41.12,41.234,41.348,41.462,41.576,41.69,42.15,42.61,43.07,43.53,43.99,44.6486,45.3071,45.9657,46.6243,47.2829,47.9414,48.6,48.415,48.23,48.045,47.86,46.7967,45.7333,44.67,45.4333,46.1967,46.96,,
"Saint Lucia",,,,,,,,,,,,,,,48.34,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.37,,,,,
Swaziland,,,,,,,,,,,,,,64.02,63.2717,62.5233,61.775,61.0267,60.2783,59.53,59.2189,58.9078,58.5967,58.2856,57.9744,57.6633,57.3522,57.0411,56.73,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,35.62,35.7,35.66,35.89,36.07,35.8,36.04,36.16,36.23,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,41.84,41.35,40.66,40.43,39.8,39.81,,
Tajikistan,,,,,,,,,,,,,,,,,,,38.14,38.83,39.52,40.21,40.9,41.87,41.15,40.43,39.71,39.49,39.27,39.4467,39.6233,39.8,39.52,39.84
Tanzania,,,,,,,,,,,42.96,43.15,43.34,43.53,43.72,43.91,44.1,44.29,44.48,44.67,45.0371,45.4043,45.7714,46.1386,46.5057,46.8729,47.24,46.8875,46.535,46.1825,45.83,,,
Thailand,51.4,51.3043,51.2086,51.1129,51.0171,50.9214,50.8257,50.73,51.485,52.24,53.32,54.4,52.385,50.37,50.16,49.95,49.215,48.48,50.08,49.74,49.31,48.88,49.075,49.27,48.865,48.46,46.72,47.17,46.64,46.5,45.15,46.32,45.12,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,45.17,44.465,43.76,43.055,42.35,41.645,40.94,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,49.14,49.634,50.128,50.622,51.116,51.61,,,
Tonga,,,,,,,,,,,,,,,,,,,,,44.36,44.4588,44.5575,44.6563,44.755,44.8538,44.9525,45.0513,45.15,,,,,
"Trinidad and Tobago",,,,,,,,47.97,47.4525,46.935,46.4175,45.9,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,49.57,48.922,48.274,47.626,46.978,46.33,46.636,46.942,47.248,47.554,47.86,47.75,47.64,47.53,47.42,47.31,46.782,46.254,45.726,45.198,44.67,44.32,43.97,43.62,43.27,42.92,,,,
Turkey,,,,,,,49.91,49.5829,49.2557,48.9286,48.6014,48.2743,47.9471,47.62,47.6338,47.6475,47.6613,47.675,47.6888,47.7025,47.7163,47.73,48.37,47.01,48.32,45.63,44.7,45.13,45.43,45.18,46.49,46.59,46.58,
Turkmenistan,,,,,,,,36.52,37.615,38.71,39.805,40.9,41.995,43.09,44.185,45.28,46.375,47.47,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.16,,,,
Uganda,,,,,,,,,49.92,49.3367,48.7533,48.17,47.7425,47.315,46.8875,46.46,47.5533,48.6467,49.74,50.54,51.34,52.14,51.37,50.6,49.83,50.18,50.53,50.88,51.23,50.25,49.27,48.29,,
Ukraine,,,,,,,,33.5,34.5725,35.645,36.7175,37.79,37.81,41.77,45.73,42.65,41.0267,39.4033,37.78,37.8467,37.9133,37.98,37.99,37.86,38,38.77,36.62,36.38,35.42,35.16,34.87,35.02,35.05,34.66
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,43.1,41.43,42.06,43.07,41.71,41.83,41.98,40.92,40.07,,
"United States",,,,,,43.26,43.39,43.52,43.65,43.78,43.91,44.54,45.17,45.8,45.9967,46.1933,46.39,46.29,46.19,46.09,46.07,46.05,46.03,46.01,46.25,46.49,46.73,46.4033,46.0767,45.75,45.98,46.21,46.44,
