Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Bolivia,63,64.2,65.4,66.6,67.8,69,70.2,71.4,72.6,73.8,75,76,77,78,79,80,80
"Bosnia and Herzegovina",38,39.6,41.2,42.8,44.4,46,47.6,49.2,50.8,52.4,54,55.6,57.2,58.8,60.4,62,63
Botswana,45,46.4,47.8,49.2,50.6,52,53.2,54.4,55.6,56.8,58,59,60,61,62,63,64
Brazil,87,87.8,88.6,89.4,90.2,91,91.6,92.2,92.8,93.4,94,94.2,94.4,94.6,94.8,95,95
Brunei,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Bulgaria,65,68,71,74,77,80,81.2,82.4,83.6,84.8,86,86.4,86.8,87.2,87.6,88,89
"Burkina Faso",5,5,5,5,5,5,5.2,5.4,5.6,5.8,6,6.4,6.8,7.2,7.6,8,9
"Burma (Myanmar)",5,5.4,5.8,6.2,6.6,7,7.8,8.6,9.4,10.2,11,12.2,13.4,14.6,15.8,17,18
Burundi,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Cambodia,5,5.4,5.8,6.2,6.6,7,7.8,8.6,9.4,10.2,11,12,13,14,15,16,18
Cameroon,10,10.8,11.6,12.4,13.2,14,14.8,15.6,16.4,17.2,18,18.8,19.6,20.4,21.2,22,23
Canada,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Cape Verde",57,58.2,59.4,60.6,61.8,63,63.8,64.6,65.4,66.2,67,67.8,68.6,69.4,70.2,71,71
"Central African Republic",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Chad,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Chile,86,86.6,87.2,87.8,88.4,89,89.4,89.8,90.2,90.6,91,91.2,91.4,91.6,91.8,92,92
China,47,47.8,48.6,49.4,50.2,51,51.8,52.6,53.4,54.2,55,55.8,56.6,57.4,58.2,59,59
Colombia,80,81,82,83,84,85,85.6,86.2,86.8,87.4,88,88.6,89.2,89.8,90.4,91,92
Comoros,5,5,5,5,5,5,5,5,5,5,5,5.6,6.2,6.8,7.4,8,9
"Congo (Brazzaville)",10,10.6,11.2,11.8,12.4,13,14,15,16,17,18,19,20,21,22,23,24
"Congo (Kinshasa)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Cook Islands",83,83.4,83.8,84.2,84.6,85,85,85,85,85,85,85,85,85,85,85,84
"Costa Rica",88,88.4,88.8,89.2,89.6,90,90.4,90.8,91.2,91.6,92,92.2,92.4,92.6,92.8,93,93
Croatia,80,81.2,82.4,83.6,84.8,86,86.8,87.6,88.4,89.2,90,90.4,90.8,91.2,91.6,92,93
Cuba,68,69,70,71,72,73,73.8,74.6,75.4,76.2,77,77.4,77.8,78.2,78.6,79,79
Cyprus,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Czech Republic",93,93.4,93.8,94.2,94.6,95,95,95,95,95,95,95,95,95,95,95,95
Denmark,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Djibouti,5,5.2,5.4,5.6,5.8,6,6.4,6.8,7.2,7.6,8,8.6,9.2,9.8,10.4,11,12
Dominica,78,79.2,80.4,81.6,82.8,84,84.6,85.2,85.8,86.4,87,87.6,88.2,88.8,89.4,90,91
"Dominican Republic",80,80.8,81.6,82.4,83.2,84,84.6,85.2,85.8,86.4,87,87.6,88.2,88.8,89.4,90,90
Ecuador,87,87.8,88.6,89.4,90.2,91,91.6,92.2,92.8,93.4,94,94.2,94.4,94.6,94.8,95,95
Egypt,83,84.8,86.6,88.4,90.2,92,92.6,93.2,93.8,94.4,95,95,95,95,95,95,95
"El Salvador",57,59.2,61.4,63.6,65.8,68,70,72,74,76,78,79.4,80.8,82.2,83.6,85,86
"Equatorial Guinea",23,23.6,24.2,24.8,25.4,26,27,28,29,30,31,31.6,32.2,32.8,33.4,34,34
Eritrea,6,6.6,7.2,7.8,8.4,9,9.6,10.2,10.8,11.4,12,12.8,13.6,14.4,15.2,16,16
Estonia,79,80.4,81.8,83.2,84.6,86,86.8,87.6,88.4,89.2,90,90.6,91.2,91.8,92.4,93,93
Ethiopia,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Fiji,31,31.6,32.2,32.8,33.4,34,34.6,35.2,35.8,36.4,37,37.4,37.8,38.2,38.6,39,40
Finland,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
France,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Gabon,59,60.6,62.2,63.8,65.4,67,68.4,69.8,71.2,72.6,74,74.8,75.6,76.4,77.2,78,79
Gambia,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Georgia,41,43.6,46.2,48.8,51.4,54,56.4,58.8,61.2,63.6,66,68,70,72,74,76,78
Germany,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Ghana,6,6.6,7.2,7.8,8.4,9,10,11,12,13,14,15.2,16.4,17.6,18.8,20,22
Greece,88,88.8,89.6,90.4,91.2,92,92.4,92.8,93.2,93.6,94,94,94,94,94,94,94
Grenada,93,93.4,93.8,94.2,94.6,95,95,95,95,95,95,95,95,95,95,95,95
Guatemala,39,39.6,40.2,40.8,41.4,42,42.2,42.4,42.6,42.8,43,43.4,43.8,44.2,44.6,45,45
Guinea,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Guinea Bissau",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Guyana,36,38.6,41.2,43.8,46.4,49,51.6,54.2,56.8,59.4,62,64.2,66.4,68.6,70.8,73,74
Haiti,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Honduras,30,31.6,33.2,34.8,36.4,38,39.6,41.2,42.8,44.4,46,47.2,48.4,49.6,50.8,52,53
Hungary,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Iceland,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
India,22,23.2,24.4,25.6,26.8,28,29.2,30.4,31.6,32.8,34,35.2,36.4,37.6,38.8,40,41
Indonesia,5,7.6,10.2,12.8,15.4,18,22.4,26.8,31.2,35.6,40,43.2,46.4,49.6,52.8,56,58
Iran,86,87.6,89.2,90.8,92.4,94,94.2,94.4,94.6,94.8,95,95,95,95,95,95,95
Iraq,75,77.8,80.6,83.4,86.2,89,90.2,91.4,92.6,93.8,95,95,95,95,95,95,95
Ireland,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Israel,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Italy,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Ivory Coast",18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Jamaica,73,74.6,76.2,77.8,79.4,81,82,83,84,85,86,86.8,87.6,88.4,89.2,90,91
Japan,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Jordan,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Kazakhstan,83,84.2,85.4,86.6,87.8,89,89.8,90.6,91.4,92.2,93,93.4,93.8,94.2,94.6,95,95
Kenya,5,5,5,5,5,5,5.6,6.2,6.8,7.4,8,9,10,11,12,13,13
Kiribati,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
Kuwait,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Kyrgyzstan,52,54,56,58,60,62,64,66,68,70,72,73.6,75.2,76.8,78.4,80,81
Laos,5,5,5,5,5,5,5,5,5,5,5,5.2,5.4,5.6,5.8,6,6
Latvia,86,86.8,87.6,88.4,89.2,90,90.6,91.2,91.8,92.4,93,93.4,93.8,94.2,94.6,95,95
Lesotho,18,19.2,20.4,21.6,22.8,24,25.2,26.4,27.6,28.8,30,31,32,33,34,35,36
Liberia,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Lithuania,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Luxembourg,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Macedonia (F.Y.R.O.M.)",44,45.6,47.2,48.8,50.4,52,53.4,54.8,56.2,57.6,59,60.2,61.4,62.6,63.8,65,66
Madagascar,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Malawi,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Malaysia,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Maldives,32,38.6,45.2,51.8,58.4,65,68.8,72.6,76.4,80.2,84,85.8,87.6,89.4,91.2,93,94
Mali,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Malta,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Marshall Islands",13,17,21,25,29,33,37.4,41.8,46.2,50.6,55,57,59,61,63,65,65
Mauritania,29,30.2,31.4,32.6,33.8,35,36,37,38,39,40,41.2,42.4,43.6,44.8,46,47
Mauritius,87,87.6,88.2,88.8,89.4,90,90.4,90.8,91.2,91.6,92,92.2,92.4,92.6,92.8,93,93
Mexico,81,81.2,81.4,81.6,81.8,82,82.4,82.8,83.2,83.6,84,84.2,84.4,84.6,84.8,85,85
Micronesia,11,11,11,11,11,11,11.2,11.4,11.6,11.8,12,12,12,12,12,12,12
Moldova,68,70.2,72.4,74.6,76.8,79,80.6,82.2,83.8,85.4,87,87.8,88.6,89.4,90.2,91,92
Monaco,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Mongolia,22,23.2,24.4,25.6,26.8,28,29.2,30.4,31.6,32.8,34,35.4,36.8,38.2,39.6,41,43
Montenegro,55,56,57,58,59,60,61,62,63,64,65,65.8,66.6,67.4,68.2,69,69
Morocco,90,90.8,91.6,92.4,93.2,94,94.2,94.4,94.6,94.8,95,95,95,95,95,95,95
Mozambique,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Namibia,33,33.6,34.2,34.8,35.4,36,36.6,37.2,37.8,38.4,39,39.4,39.8,40.2,40.6,41,42
Nauru,74,76,78,80,82,84,85,86,87,88,89,89.4,89.8,90.2,90.6,91,91
Nepal,15,15.6,16.2,16.8,17.4,18,18.8,19.6,20.4,21.2,22,23,24,25,26,27,28
Netherlands,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"New Zealand",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Nicaragua,34,35.2,36.4,37.6,38.8,40,41.2,42.4,43.6,44.8,46,47,48,49,50,51,52
Niger,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Nigeria,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Niue,76,77.6,79.2,80.8,82.4,84,85,86,87,88,89,89.6,90.2,90.8,91.4,92,93
"North Korea",5,5,5,5,5,5,5.4,5.8,6.2,6.6,7,7.6,8.2,8.8,9.4,10,11
Norway,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Oman,85,86.2,87.4,88.6,89.8,91,91.6,92.2,92.8,93.4,94,94.2,94.4,94.6,94.8,95,95
Pakistan,23,24.2,25.4,26.6,27.8,29,30.4,31.8,33.2,34.6,36,37.2,38.4,39.6,40.8,42,43
Palau,64,66.6,69.2,71.8,74.4,77,78.2,79.4,80.6,81.8,83,83.6,84.2,84.8,85.4,86,87
Panama,79,79.8,80.6,81.4,82.2,83,83.6,84.2,84.8,85.4,86,86.4,86.8,87.2,87.6,88,89
"Papua New Guinea",7,7.4,7.8,8.2,8.6,9,9.4,9.8,10.2,10.6,11,11.4,11.8,12.2,12.6,13,13
Paraguay,44,45.6,47.2,48.8,50.4,52,53.2,54.4,55.6,56.8,58,59.4,60.8,62.2,63.6,65,66
Peru,35,39,43,47,51,55,57.2,59.4,61.6,63.8,66,67.6,69.2,70.8,72.4,74,75
Philippines,36,36.6,37.2,37.8,38.4,39,39.6,40.2,40.8,41.4,42,42.2,42.4,42.6,42.8,43,43
Poland,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Portugal,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Qatar,92,92.6,93.2,93.8,94.4,95,95,95,95,95,95,95,95,95,95,95,95
Romania,65,66.8,68.6,70.4,72.2,74,75.4,76.8,78.2,79.6,81,81.8,82.6,83.4,84.2,85,86
Russia,93,93.4,93.8,94.2,94.6,95,95,95,95,95,95,95,95,95,95,95,95
Rwanda,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Saint Kitts and Nevis",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Saint Lucia",86,87.2,88.4,89.6,90.8,92,92.6,93.2,93.8,94.4,95,95,95,95,95,95,95
"Saint Thomas and Principe",18,18.6,19.2,19.8,20.4,21,21.2,21.4,21.6,21.8,22,21.2,20.4,19.6,18.8,18,17
"Saint Vincent and Grenadines",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Samoa,20,21,22,23,24,25,25.8,26.6,27.4,28.2,29,29.6,30.2,30.8,31.4,32,32
"San Marino",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Saudi Arabia",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Senegal,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Serbia,52,53.6,55.2,56.8,58.4,60,61.8,63.6,65.4,67.2,69,70.2,71.4,72.6,73.8,75,76
Seychelles,77,78.4,79.8,81.2,82.6,84,84.8,85.6,86.4,87.2,88,88.4,88.8,89.2,89.6,90,90
"Sierra Leone",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Singapore,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Slovakia,94,94.2,94.4,94.6,94.8,95,95,95,95,95,95,95,95,95,95,95,95
Slovenia,89,89.8,90.6,91.4,92.2,93,93.4,93.8,94.2,94.6,95,95,95,95,95,95,95
"Solomon Islands",6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8,8,8,8,8,8
Somalia,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"South Africa",56,58.4,60.8,63.2,65.6,68,69.8,71.6,73.4,75.2,77,78.4,79.8,81.2,82.6,84,85
"South Korea",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"South Sudan",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Spain,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Sri Lanka",16,16.6,17.2,17.8,18.4,19,19.6,20.2,20.8,21.4,22,22.6,23.2,23.8,24.4,25,26
Sudan,14,15.4,16.8,18.2,19.6,21,22.6,24.2,25.8,27.4,29,31,33,35,37,39,41
Suriname,80,80.8,81.6,82.4,83.2,84,84.6,85.2,85.8,86.4,87,87.4,87.8,88.2,88.6,89,90
Swaziland,27,28.6,30.2,31.8,33.4,35,36.4,37.8,39.2,40.6,42,43.4,44.8,46.2,47.6,49,50
Sweden,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Switzerland,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Syria,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Tajikistan,39,42,45,48,51,54,56.6,59.2,61.8,64.4,67,69.4,71.8,74.2,76.6,79,80
Tanzania,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Thailand,68,68.4,68.8,69.2,69.6,70,70.4,70.8,71.2,71.6,72,72.4,72.8,73.2,73.6,74,74
"Timor Leste",5,5,5,5,5,5,5,5,5,5,5,5.4,5.8,6.2,6.6,7,7
Togo,5,5,5,5,5,5,5,5,5,5,5,5.2,5.4,5.6,5.8,6,7
Tonga,48,49,50,51,52,53,53.6,54.2,54.8,55.4,56,56.6,57.2,57.8,58.4,59,59
"Trinidad and Tobago",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Tunisia,93,93.4,93.8,94.2,94.6,95,95,95,95,95,95,95,95,95,95,95,95
Turkmenistan,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Tuvalu,19,20.4,21.8,23.2,24.6,26,28.4,30.8,33.2,35.6,38,40.2,42.4,44.6,46.8,49,50
Uganda,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Ukraine,88,88.8,89.6,90.4,91.2,92,92.4,92.8,93.2,93.6,94,94.2,94.4,94.6,94.8,95,95
"United Arab Emirates",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"United Kingdom",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"United States",95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Uruguay,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Uzbekistan,80,81,82,83,84,85,85.8,86.6,87.4,88.2,89,89.6,90.2,90.8,91.4,92,92
Vanuatu,12,12,12,12,12,12,12.2,12.4,12.6,12.8,13,13,13,13,13,13,13
Venezuela,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Vietnam,14,17,20,23,26,29,32.6,36.2,39.8,43.4,47,50.4,53.8,57.2,60.6,64,67
Yemen,52,53,54,55,56,57,57.8,58.6,59.4,60.2,61,61.6,62.2,62.8,63.4,64,65
Zambia,14,14.2,14.4,14.6,14.8,15,15,15,15,15,15,15.2,15.4,15.6,15.8,16,16
Zimbabwe,32,32,32,32,32,32,31.6,31.2,30.8,30.4,30,29.8,29.6,29.4,29.2,29,29
