Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bahrain,48.26759,49.28664,67.20101,66.3442,65.4874,64.6306,63.7738,62.917,62.0602,61.2033,60.3465,59.4897,58.6329,57.7761,56.9193,56.0625,55.2057,54.3489,53.4921,52.6352,51.7784,50.9216,50.0648,49.208,48.3512,47.4944,46.6376,45.7808,44.924,44.0671,43.2103,42.3535,41.4967,40.6399,39.7831,38.9263,38.0695,37.2127,36.3559,35.499,34.6422,33.7854,32.9286,32.07181,32.49759,32.98692,,,,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.47878,60.54413,56.0696,51.5951,47.1206,42.64609,43.8162,44.9864,46.1565,47.32667,45.26097,46.05287,44.0495,42.0462,40.04288,37.83702,32.90297,33.03149,31.38068,,
Bermuda,,,,39.08997,36.4833,33.87668,33.8059,33.735,33.6642,33.5934,33.5225,33.4517,33.3809,33.3101,33.2392,33.1684,32.5993,32.0302,31.461,30.8919,30.32279,35.27137,32.32096,32.4582,32.5955,32.7328,32.8701,33.0074,33.14466,34.283,35.4214,36.5598,37.6982,38.8365,39.97492,40.74734,38.7668,36.7863,34.8058,32.8253,30.84477,30.6177,30.3905,30.1634,29.9363,30.69482,31.4265,32.15812,,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,48.93416,43.5886,38.2429,32.89734,33.97305,30.88178,30.00274,28.20427,30.5682,32.93215,34.01563,32.02467,32.19858,31.91941,32.37881,31.32595,29.28556,28.57004,28.07656,26.81877,25.61507,,,,
Barbados,,33.90883,31.84993,28.07564,30.44824,27.7516,25.05487,24.40537,25.1802,25.955,26.7297,27.5045,28.2793,29.0541,29.8289,30.6037,31.3785,32.1533,32.9281,33.7029,34.4776,35.25243,33.6995,32.1466,30.5937,29.0407,27.4878,25.9349,24.382,22.82903,27.64804,29.26084,26.56135,26.82197,27.34454,27.89376,30.8814,33.869,36.85655,35.9503,35.044,34.1377,33.2315,32.3252,31.4189,30.5127,29.6064,,,
Brunei,43.50496,33.12303,39.26534,33.93214,35.3594,41.13771,37.71763,36.4087,35.09984,33.25728,33.28746,34.00161,36.12573,33.8549,31.5841,29.3132,27.0424,24.77159,22.04017,26.77518,24.9065,23.86065,21.67381,20.41837,20.8962,21.374,21.8518,22.3296,22.8074,23.2852,23.763,24.2408,24.7186,25.1964,25.6742,26.152,26.6298,27.1076,27.5854,28.0632,28.54099,27.038,25.5349,24.0319,22.5289,21.0258,19.5228,,,
Bhutan,,15.27139,13.59815,13.4722,13.3462,13.22019,16.0949,18.9697,21.84443,25.07091,24.8426,24.6144,24.3861,24.1578,23.9295,23.7012,23.473,23.2447,23.0164,22.7881,22.5598,22.3316,22.1033,21.875,21.6467,21.4184,21.1902,20.9619,20.7336,20.5053,20.277,20.0488,19.8205,19.5922,19.36391,22.31675,22.6679,23.0191,23.3702,29.80438,29.93319,31.51219,26.6663,21.82037,31.97081,,,,,
Botswana,,52.99174,49.9859,45.16518,40.0257,51.9748,48.23884,48.58042,47.2761,50.2997,39.18076,40.5295,41.8782,43.22694,44.06326,35.8869,34.81558,31.46757,32.41047,28.9572,25.50395,26.9198,28.33573,28.4661,28.5965,28.7269,28.8573,28.9877,29.1181,29.2485,29.3789,29.5093,29.6397,29.7701,29.9004,30.03084,28.7886,27.54638,22.6844,17.82233,,,,,,,,,,
"Central African Republic",,,,,,,,,62.50739,61.6345,60.7617,59.8888,59.0159,58.1431,57.2702,56.3973,55.52445,51.77775,52.2549,52.732,53.20913,54.9576,54.7909,54.6242,54.4574,54.2907,54.124,53.9573,53.7905,53.6238,53.4571,53.2904,53.1236,52.9569,52.7902,52.6235,52.45674,47.96444,48.2072,48.44996,53.26402,,,,,,,,,
Switzerland,34.42539,29.22616,28.42432,28.45787,27.86993,29.0324,30.1949,31.3573,32.5198,33.6822,34.8447,36.0072,37.1696,38.3321,39.4945,40.657,41.8195,42.9819,44.1444,45.3069,46.46932,48.01438,38.0419,28.06938,27.89859,28.01737,27.4403,29.9884,32.53644,31.85097,31.41961,31.51195,31.0145,29.97404,30.0204,29.6854,29.23546,29.38642,25.3011,27.92763,27.96992,28.91115,29.33262,29.69646,29.57548,28.52372,28.94818,,,
Chile,,,,,21.81322,34.26924,37.7224,41.1755,44.62857,39.53172,41.16325,43.64039,45.1981,46.7558,48.3135,49.8712,51.4289,52.98666,53.2724,53.5582,53.84399,52.2381,50.6321,49.02621,52.69638,56.07771,54.56029,52.7258,41.53546,42.2768,43.01821,42.5302,42.04219,39.79187,37.77649,37.40762,35.89175,35.45253,36.4039,36.38675,31.73536,32.75136,30.9788,29.20625,24.79976,25.61475,28.08302,27.90774,,
China,,,,,,,,,,,29.57474,30.27342,31.43066,30.86765,29.97869,29.37828,29.41424,30.74752,32.59027,33.0159,33.4415,33.8671,34.2927,34.7779,38.99565,30.10276,40.3985,38.2313,36.06416,32.59654,,,,,,,,,,,,,,,,,,,,
"Ivory Coast",30.76972,29.1774,27.58503,31.80341,34.87111,36.92761,37.44791,35.3932,33.3384,32.00354,44.08725,44.536,44.9848,45.4336,45.8823,46.3311,46.7799,47.2286,47.6774,48.1262,48.575,49.0237,49.47249,49.89651,49.25645,47.40749,44.66425,43.89168,43.1724,41.68008,41.55833,42.21462,42.9277,43.6407,44.3538,45.0669,45.77992,43.95862,43.09156,41.76716,42.66416,39.55984,39.59923,39.28107,39.09514,41.4065,44.45114,39.52525,47.29398,
Cameroon,,40.91066,36.53447,36.4899,36.4454,36.4008,36.3563,36.3117,36.2672,36.2226,36.1781,36.1335,36.089,36.0444,35.9999,35.9553,35.9108,35.8662,35.8217,35.7771,35.7326,35.688,35.6435,35.5989,35.5544,35.5098,35.4653,35.4207,35.3762,35.3316,35.2871,35.2425,35.198,35.1534,35.1089,35.06433,38.64605,36.98943,32.55445,34.19688,34.1618,32.7006,36.1927,33.87925,,,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33619,42.7553,52.1744,61.59357,,,,,,
"Congo (Brazzaville)",47.99759,46.4495,44.9013,43.3532,36.0294,28.70564,30.0538,31.402,32.75013,31.41374,33.92034,34.8667,35.813,36.7593,37.7056,38.652,39.5983,40.5446,41.4909,42.4372,43.3836,44.3299,45.2762,46.2225,47.16885,49.9894,47.8995,45.8095,43.7196,41.6297,39.5397,37.4498,35.35986,32.658,29.9562,27.25437,28.0032,28.7519,29.5007,30.2495,30.99831,,,,,,,,,
Colombia,,,,,,,,,,44.78972,45.03205,45.55978,43.9369,42.314,40.69116,39.74577,38.4746,37.2034,35.9322,34.661,35.8029,36.9448,38.0867,39.2286,40.3705,41.5124,42.6543,43.7962,44.93812,45.16187,44.55692,44.57196,45.8228,47.0737,48.3245,47.43698,42.0324,36.62786,37.30254,38.40722,35.92155,35.57678,34.96379,34.4199,35.60003,36.72368,35.98056,35.00704,32.70964,
Comoros,,41.95672,41.9435,41.9302,41.917,41.9038,41.8905,41.8773,41.864,41.8508,41.8376,41.8243,41.8111,41.7978,41.7846,41.7713,41.7581,41.7449,41.7316,41.7184,41.7051,41.6919,41.6787,41.6654,41.6522,41.6389,41.6257,41.6125,41.59922,42.5031,43.407,44.3108,45.21472,47.9666,50.7185,53.4703,56.2222,58.974,61.72591,59.8617,57.9974,56.13321,56.6082,55.13961,56.35296,54.61209,,,,
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.81183,45.0283,46.2448,47.4613,48.6778,41.02133,36.32377,44.08231,43.6101,43.13784,40.7683,38.39872,42.91625,39.44762,39.08446,38.09451,,
"Costa Rica",,,,,,,,,,,25.83535,24.5144,23.19337,24.25112,26.7292,29.2073,31.6853,34.1634,36.64149,36.74574,37.0843,37.4228,37.7614,38.0999,38.4385,38.77703,40.58294,42.8068,45.0306,47.25438,46.52694,42.75659,42.41027,43.9342,45.45815,42.4394,39.42055,38.97533,39.53444,41.24669,41.90412,39.33338,39.10221,36.5971,36.30857,36.83827,34.0248,28.92008,28.67492,
Cuba,,,,,,,,,,,,,,,,,,,,,,22.85939,24.6235,26.3877,28.23331,29.941,31.6487,33.3564,35.06404,35.9049,34.50056,31.15979,33.7636,32.7624,31.76125,30.31329,29.31407,30.13875,25.47863,25.46623,29.03501,,,,,,,,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.46553,,,,,,
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.25914,45.97365,,,,,,,,,,,,,
Cyprus,46.40152,46.85573,44.8746,44.28138,43.33153,42.92254,41.87706,40.80564,40.47207,38.92888,37.5691,35.35469,35.41716,35.6339,35.8507,35.60734,35.99141,36.78535,36.17432,35.53065,35.79874,36.47457,35.01394,34.1135,33.726,33.6565,33.0514,32.4464,31.8413,31.2362,27.56949,31.1626,29.63918,27.94729,27.50617,27.30502,27.79002,28.14934,27.78074,27.70021,31.00808,31.3219,30.9605,30.59917,31.52549,32.20746,32.74563,,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,42.93384,16.14596,17.54028,20.53836,18.9102,17.282,17.9199,18.18888,16.76988,16.08467,15.71172,15.18484,14.52153,13.56469,13.88772,14.70676,15.91159,16.17658,16.08905,16.77759,17.75912,18.63894,13.28089,13.23953,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,1.258,4.4956,7.7332,10.9708,14.2083,17.44593,17.1074,16.769,16.4305,16.092,15.7535,15.415,15.0765,14.73804,14.02363,13.49708,13.54903,13.48298,13.21104,12.8105,12.78433,12.7934,12.93305,12.92094,,,
Djibouti,40.98778,27.65211,33.9856,40.3191,46.65258,48.6618,50.671,52.6802,54.6894,56.69864,55.2496,53.8005,52.3514,50.9023,49.4533,48.0042,46.5551,45.1061,43.657,42.2079,40.7588,39.3098,37.8607,36.4116,34.9625,33.5135,32.0644,30.6153,29.1663,27.7172,26.2681,24.819,23.37,21.9209,20.4718,19.0227,17.57367,19.01406,24.0382,29.0624,34.08652,35.5448,37.003,38.4613,39.9195,41.3778,42.83605,,,
Dominica,,,,,,,,,,,,,,,,,,,,63.3324,61.5455,59.7586,57.9717,56.1848,54.3979,52.611,50.8241,49.0372,47.25026,47.1666,47.083,46.9994,46.9158,46.8322,46.7485,46.6649,46.5813,46.4977,46.414,46.3304,46.2468,46.1632,46.0796,45.9959,45.9123,45.82869,,,,
Denmark,,,,,,,,57.7277,57.19507,58.40144,56.24393,55.1103,53.9768,52.8432,51.7096,50.576,49.44239,50.28578,48.75708,40.8016,32.8461,24.89065,22.0451,19.19964,19.05968,21.16716,21.696,21.8938,22.09163,21.17968,21.0204,22.30624,22.54934,23.53289,22.91051,23.26011,23.69029,23.81598,24.08552,24.35669,23.68345,21.60023,29.72291,24.87314,27.20674,,,,,
"Dominican Republic",41.77267,42.3269,42.8811,43.4353,43.9895,44.5438,45.098,45.6522,46.2064,46.7606,47.3149,47.8691,48.4233,49.27616,49.85782,50.40495,50.3039,50.2028,50.1017,50.0006,49.8995,49.7985,49.6974,49.59629,56.09472,57.93696,52.50821,53.1065,53.7047,54.303,54.9013,55.49953,62.76927,61.9512,61.1332,60.3151,59.4971,58.67903,,,,,,,,,,,,
Algeria,,,,,,,,,,39.54966,43.60869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,41.72035,45.85395,44.3633,42.8726,41.3819,39.8912,38.4005,36.90976,37.5169,38.124,38.7311,39.3382,39.9453,40.5525,41.15958,44.23012,46.70809,45.3228,43.9375,42.5522,41.1669,39.7815,38.3962,37.0109,35.6256,34.24031,35.2397,36.2392,37.2386,38.23802,38.2881,38.073,37.858,37.6429,37.4278,37.2128,36.9977,36.7826,36.5676,36.3525,32.38737,32.69247,31.15291,30.95661,25.71007,23.25516,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,42.89353,39.6214,36.3492,33.0771,29.8049,26.53279,26.01299,24.5399,23.06672,,,,,,,,,,,,,,,
Spain,51.77467,44.79253,53.45784,55.4796,57.5014,59.5232,61.54499,61.73419,53.13642,57.97406,54.4625,50.9508,47.4392,43.9276,40.416,36.9044,33.3928,29.8812,28.02842,26.48041,24.59433,23.1865,23.12393,21.16708,21.29461,22.92715,24.60087,25.2117,25.8226,26.52511,25.82618,26.08963,25.81827,25.71691,25.98275,25.77435,25.70718,25.41683,25.38798,25.30394,25.54465,25.54465,25.94887,26.1203,26.32772,26.64219,26.93569,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.47126,25.1959,28.63741,29.0292,29.42103,28.01744,26.30266,25.75717,25.2957,24.3151,23.33446,25.51536,25.1119,24.58166,24.44533,27.01287,30.69622,24.60631,23.86188,24.96741,,,
Ethiopia,,49.94681,44.98235,42.9263,40.8702,38.8142,36.7581,34.70206,35.72877,37.15507,38.86876,40.31084,41.52726,41.35266,42.4988,43.80119,45.20889,45.3271,45.4454,45.5636,45.6818,45.8,45.9183,46.0365,47.7552,49.474,51.19273,46.41294,45.3747,44.3364,43.2981,42.2598,41.2216,40.1833,39.145,38.1067,37.0684,36.0302,34.9919,33.95361,28.39528,26.51449,24.45891,24.04599,30.47454,27.45268,,,,
Finland,36.55966,38.30264,45.75737,46.21198,46.72865,47.2401,49.5429,44.8501,40.1574,35.46459,34.11861,33.93145,32.15723,32.32648,32.27234,32.40737,33.79462,33.645,32.90838,31.6033,30.82059,27.5495,27.16222,25.57792,25.63175,24.71274,24.93396,23.6987,22.4634,21.22807,21.40213,21.62445,21.59914,21.60146,21.38864,20.75982,20.6202,20.37513,20.36713,19.79262,19.90681,20.01115,18.3978,18.61582,19.1145,20.24408,20.51118,,,
Fiji,,,,,,,,,,46.85962,48.3965,49.9333,50.3631,50.79294,50.4546,50.1162,49.7779,49.4395,49.1012,48.76285,48.1177,47.4725,46.8273,46.1821,45.5369,44.8917,44.2465,43.6013,42.9561,42.3109,41.6658,41.0206,40.3754,39.7302,39.08499,39.8461,40.6072,41.3683,42.1294,42.8905,43.6516,44.41272,41.5083,38.60385,,,,,,
France,21.78645,20.80915,18.848,18.8901,25.57589,25.33129,24.86003,24.60256,24.63316,24.54148,24.54447,24.30634,23.86021,22.79621,22.65422,22.20987,21.09134,21.00663,20.88841,20.51929,20.1633,19.14857,18.99745,20.00531,20.22896,19.66725,19.66152,19.8064,19.9513,20.09619,,,,,,,,,,,,,,,,,,,,
Micronesia,,,35.75105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,50.46353,48.4307,46.3978,44.365,42.3321,40.2993,38.26645,37.5458,36.8251,36.1045,35.3838,34.6632,33.9425,33.2219,32.5012,31.7806,31.0599,30.3393,29.6186,29.78869,27.17582,25.24234,29.23549,,,,,
"United Kingdom",,26.31387,24.49045,24.70334,24.87609,25.28943,28.21937,27.99083,27.6774,27.3639,27.05043,26.45457,23.40639,23.03311,22.08038,22.64258,24.75751,25.76653,26.26657,26.65466,26.73776,27.31965,27.34459,28.8452,30.34575,30.43092,29.65465,26.6445,23.63436,24.44138,24.71135,24.98936,23.6289,25.47734,26.19924,26.46495,29.44554,30.64547,31.57509,31.11967,30.09235,30.77206,30.2803,29.7885,28.91542,32.16658,32.32674,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.99981,34.4148,32.8298,31.24477,34.33925,,,,,,,
Ghana,,34.67673,33.15013,36.0308,38.91146,36.85681,19.39228,19.57122,23.3459,27.12056,27.97924,27.76589,32.45994,32.6156,32.7713,32.927,33.08268,27.3269,25.7327,26.9483,28.1639,29.3795,30.595,31.8106,33.0262,34.2418,35.4574,36.673,37.8885,39.1041,40.3197,41.53529,40.9243,40.3133,39.70232,39.45372,36.89679,34.22735,34.57418,33.13483,30.86661,45.48806,32.30511,24.37899,21.69728,,,,,
Guinea,,,,,,,,,,,,,,,30.80186,31.0438,31.2857,31.5277,31.7696,32.0116,32.2535,32.49547,36.10242,35.01085,35.3967,35.7825,36.1684,36.5542,36.9401,37.3259,37.7117,38.0976,38.4834,38.8693,39.2551,39.6409,40.0268,40.4126,40.79846,41.69703,38.90463,35.14098,43.56377,40.13794,38.906,38.93171,40.52155,40.52155,61.64747,
Gambia,,,,,,,,,,,,,,,,50.81319,48.99278,48.2124,47.432,46.65163,39.17749,44.81901,46.9167,44.4656,42.0144,39.56332,43.03308,45.9925,48.9519,51.9114,54.8708,57.83024,56.5252,54.45651,61.16555,61.44626,63.43244,62.64226,61.13542,60.39031,65.32845,63.8134,59.95219,51.80921,55.18407,55.83699,,,,
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.72003,50.64565,56.24621,64.41775,,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.93217,,,,,,,,,,,,,,,,,,,,,
Greece,44.13668,50.97189,46.3924,41.81298,38.28731,34.54997,36.93075,34.31244,36.47113,35.2598,34.0485,32.83719,33.78674,32.38255,30.18893,29.7382,29.28746,28.85988,27.06487,26.94675,26.9871,27.00601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.38402,36.0223,35.6606,35.2988,34.9371,34.5754,34.2137,33.8519,33.4902,33.1285,32.7667,32.405,32.0433,31.6816,31.31984,,
Guatemala,59.09862,58.10263,56.6527,55.2028,53.7529,52.303,50.85309,50.9783,51.1034,51.2286,51.3538,51.479,51.6042,51.7293,51.8545,51.9797,52.1049,52.2301,52.3552,52.4804,52.6056,52.7308,52.856,52.98113,52.86201,57.1739,60.28525,60.9719,61.6585,62.3452,63.0318,63.7184,64.4051,65.0917,65.7783,66.465,67.15162,61.99618,59.78975,57.6718,55.5538,56.42242,55.54988,52.71151,49.13356,49.91589,55.46525,56.4745,55.59887,
Guam,,86.05154,87.56532,90.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,39.85163,38.9436,38.0356,37.1276,36.2196,35.3116,34.4036,33.49555,28.9297,24.36394,26.8207,29.2774,31.7341,34.19087,32.69492,33.2719,33.8489,34.4258,35.0028,35.5797,36.1567,36.7337,37.3106,37.8876,38.4646,39.0415,39.6185,40.1955,40.7724,41.3494,41.9264,42.5033,43.0803,38.70894,32.14363,30.4738,28.80405,33.94206,33.3346,32.72708,29.06004,28.51444,30.55537,,,,,,,
"Hong Kong",,49.56888,47.3176,52.69483,52.23172,46.98212,46.54975,45.58963,40.69317,37.1953,33.69747,31.82835,42.16059,32.37046,31.24783,31.43877,30.5697,29.7006,28.8316,27.9625,27.09341,25.4739,23.85434,23.2085,22.5626,21.9167,21.27088,21.6823,22.0937,22.5051,22.9166,23.32797,23.28514,23.3798,22.97219,23.10701,22.20584,21.47341,21.39712,16.28242,20.93063,20.50594,18.65048,17.54439,18.85407,20.94026,21.33549,21.69319,22.08105,
Honduras,,,,,,,,,56.39882,57.50988,62.64348,61.63,60.6166,59.6031,58.5897,57.5762,56.5628,55.5493,54.5359,53.5224,52.509,51.4955,50.4821,49.4686,48.45519,52.27523,52.0877,51.9003,51.7128,51.5253,51.3378,51.1503,50.9628,50.7753,50.5878,50.4003,50.2128,50.0254,49.8379,49.6504,49.4629,49.2754,49.0879,48.90042,,,,,,
Haiti,,,,,,,,,,,,61.02915,72.22927,68.92014,67.08093,61.49715,61.0679,60.6386,60.2093,59.78,59.3507,58.92142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,37.70221,35.68511,37.22841,36.89267,36.67287,37.11375,37.85333,37.98013,40.02381,40.8884,42.36943,42.85384,45.70041,43.63768,43.27047,41.84571,40.28152,40.17963,43.47316,44.04296,42.99578,42.6587,42.32163,42.23158,41.88229,20.60773,20.7797,20.2445,19.70929,18.93026,19.08233,19.07292,18.10654,16.909,18.97679,20.0893,19.49534,19.05888,16.89833,16.88135,17.8417,16.14951,17.43041,20.53072,12.53291,16.39606,16.21778,,,
Indonesia,,,39.58372,39.8351,40.0865,40.3379,40.5893,40.8407,41.0921,41.3435,41.5949,41.8463,42.0976,42.349,42.6004,42.8518,43.1032,43.3546,43.606,43.8574,44.1088,44.3602,44.6116,44.863,45.1144,45.3658,45.6171,45.8685,46.1199,46.3713,46.6227,46.8741,47.1255,47.3769,47.6283,47.8797,48.1311,48.38247,49.04317,47.94577,44.44568,43.1034,41.76111,42.46006,43.6768,42.59993,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04633,37.55736,37.0639,36.5704,36.07693,36.37518,35.58925,35.38399,32.4831,29.5822,26.68135,25.20659,26.54745,27.21284,28.40116,,,,,,
Ireland,,40.02434,38.39228,35.79699,36.05115,36.5552,37.05932,35.36,36.6856,36.15739,36.19306,36.45045,36.80574,27.94421,29.11269,28.98577,28.93336,28.6499,28.65627,29.02138,28.52315,28.52412,27.99443,26.92731,26.04745,25.22608,24.33393,28.5145,32.69514,31.61205,30.84112,31.94093,32.52211,34.1786,33.51409,33.64608,33.87118,35.06306,35.95779,35.75473,35.34528,35.71834,36.8972,36.2493,36.42884,36.86934,37.31684,,,
Iran,,48.51524,44.22669,40.77267,36.56672,28.23474,23.3618,18.48877,24.3744,30.2599,36.1455,42.03109,40.71713,39.03101,37.3231,40.69379,39.42034,41.0082,41.11061,39.96349,38.73985,33.69476,33.75249,31.91252,29.1726,26.43266,29.09955,28.4375,27.7755,27.1134,26.4514,25.78937,25.94668,24.19935,23.22785,22.43949,28.393,28.67484,27.86351,25.40941,24.68077,27.21379,25.4062,26.2146,26.88802,26.73435,28.85249,30.12441,33.07452,
Iraq,,,,,,,,37.36135,40.2009,43.0404,45.87985,45.912,45.9441,45.9762,46.0083,46.0404,46.0725,46.1046,46.1367,46.16886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
