Country,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Luxembourg,,,,,,,,19.55442398,18.13886994,18.47380365,18.44311541,20.36066247,18.34164982,18.83447515,19.09593017,22.24361495,22.01139546,23.82485355,25.6854864,28.41196931,24.84779961,26.15995088,29.20821847,28.40748384,28.91175798,29.90107488,27.73598962,30.18918699,29.57296535,30.74805732,27.16403792,27.62416808,28.93512237,31.10435215,30.4289768,30.19105292,28.08847404,27.69752662,27.7314625,26.69113833,24.12626443,25.92742664
Mexico,,,,,,,,,,,,,,,,,,,,31.13894857,28.53659584,29.25051234,28.25483194,26.57909388,25.59699741,25.70336756,25.58534122,25.70600198,27.64762168,27.18410592,27.8301043,28.45003295,27.80028285,28.18221179,28.14396681,28.03668637,28.41390671,27.59049358,27.53297896,27.48336424,26.90036732,26.38489787
Netherlands,,,,,,,,44.68535564,45.1001,45.51474754,48.2652,51.01570279,51.15966347,52.76439997,52.51385218,52.55218817,52.29929577,53.26980161,54.49666154,55.14863387,55.49590372,54.85654275,54.76996342,55.41675896,57.32315805,57.52894161,59.05112813,59.48752522,60.17680643,60.65210037,59.77779401,59.92905394,59.78947689,59.85566945,60.62595322,60.64902999,60.85829248,61.14087104,60.64144282,60.73372219,59.7832472,58.69546957
"New Zealand",,,,,,,,,,,31.93693657,32.58145376,33.80260607,33.68388516,34.8304445,35.08266337,35.24614927,35.18957356,35.95140565,35.28774538,36.66623504,36.95007118,37.49999995,37.00479428,35.6938752,35.86943468,35.9335037,35.5267607,35.16031199,35.07689099,34.25306312,34.48766127,34.43995976,34.34588917,33.73751777,34.444333,34.95379696,33.53754941,32.73798177,32.7233884,32.10890261,31.73826512
Norway,,,,,,,,,,,,,,40.80717489,39.82202447,39.60176991,39.1160221,38.74862788,37.67491927,37.51317176,37.5,36.51741294,35.85271318,35.01908397,33.39658444,32.70321361,33.36466165,33.36466165,33.17624882,32.87261307,32.94135367,31.55326136,30.77510658,30.41097323,29.83522598,29.99855781,29.093276,28.76103812,27.70842787,27.63620434,27.17625158,26.67500413
Poland,,,,,,,,,,,,,,,,,,,,,,16.56394453,16.6480833,19.19172418,17.87234043,16.63025499,16.73464818,16.77689559,17.5213881,17.44246903,16.27867694,15.03963959,14.05912346,13.14563188,13.07482914,12.52748206,12.23139781,11.78534296,10.66935859,9.56739907,9.04613241,9.456296204
Portugal,,,,,,,,,,,13.33065108,12.83591194,13.47112558,14.05137293,12.75587049,14.4780077,14.56395217,14.44767956,15.19571788,14.53990823,15.09455929,16.48283182,15.82846744,14.69591158,14.73435462,14.25140496,14.45876046,14.72733497,14.28019905,14.1199966,13.48965432,14.37839738,14.48068967,13.99279438,13.19473203,14.54237131,14.92649241,14.12797302,12.86530109,12.62035797,11.46206001,10.96990373
Slovakia,,,,,,,,,,,,,,,,,,,4.414205111,3.811173668,3.457584882,3.230120358,3.177223025,2.884310618,2.870458638,2.837471312,2.317741256,3.28954174,3.999164665,3.746012144,3.810381038,4.040895813,3.996598639,3.958858917,4.832859524,5.603960405,5.133267562,5.614273258,6.369974224,7.774849441,7.64656651,7.933316814
Spain,,,,,,,,,,,,12.21831645,12.11601512,11.20744165,11.51965419,10.76080452,12.76316316,13.86168506,14.33564201,15.77527595,16.19064478,16.80185208,16.53616649,16.82642273,16.1118824,16.15139665,15.85805011,16.12251504,16.8689521,20.95138337,20.42613284,20.10965227,20.38207777,20.71698476,21.18281455,21.38334893,22.41579535,23.42960528,23.56979812,23.07948512,22.32636868,22.06106077
Sweden,,,,,,,,,,,,29.77018154,27.63933803,25.90384074,24.48657188,24.31539188,24.39596987,24.5948178,24.86642221,24.05030401,23.47903751,22.62551967,22.01062281,22.34237659,21.38902869,21.01632291,20.59457342,20.6417742,20.8358032,19.00356851,18.97329003,19.71851531,19.649387,19.77756757,19.40799382,18.96475115,18.60688275,18.38508763,18.28823022,18.00495833,17.82855937,17.51322302
Switzerland,,,,,,,,,,,,,,,,43.01409687,44.64223382,46.13463743,45.82533529,45.89740354,46.21835544,47.37116993,47.01200469,48.04561332,42.70719672,45.94177899,47.01950593,47.3811556,46.90687471,47.63640689,47.29179086,47.09203769,47.58395246,48.75533815,46.09375488,45.52829284,45.59866189,45.74442677,45.60499152,44.96438443,43.65754634,44.56560792
Turkey,,,,,,,,,,,,,16.914853,19.8378426,18.98722951,25.9906661,25.05410787,18.92203035,18.49527085,13.01611279,12.04436109,13.15653522,13.22720932,16.78244395,19.27253922,14.04390816,13.48791639,12.31317935,13.9345887,13.07240705,17.27220848,18.59596714,19.01697945,23.50936968,23.41683523,24.34757671,24.16815008,24.53867295,20.63987515,18.99739422,17.7652153,17.87351054
"United Kingdom",,,,,,,,40.09035349,41.24283693,41.05750508,41.59118031,41.87431457,40.79741283,40.38717094,39.50121345,40.25768774,40.67227077,41.01040849,41.22577702,40.7687407,41.39502311,40.97223518,41.24492036,40.64525853,40.6780544,39.69623384,39.62709862,39.7487964,39.73699519,38.46209486,38.54954123,38.17451615,37.71047195,38.70611743,39.3256342,39.33432644,39.39031516,38.72142046,38.05235294,37.66882498,37.49816004,36.95011043
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,28.42273558,30.01052892,29.69713539,29.73389236,30.8613034,30.58584563,29.10266561,28.67757833,28.07723454,26.3371,24.59702848,24.60443038,24.66482101,25.59834127,26.51767686,,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,2.484737686,3.634638281,3.015674667,3.247077913,2.909701554,2.74266711,2.456149194,2.041312493,2.007598826,2.119209561,2.257273732,2.276775919,2.383496688,2.76356757,2.596350598,2.423380185,2.001377069,2.146871512
Chile,,,,,,,,,,,,,,,,,,,,,9.369224524,9.552734492,8.611421913,8.670085082,8.654865375,9.761147382,8.993810722,9.897408052,11.73834003,12.13868441,13.25828597,13.90839384,15.23258326,16.98059511,25.70426409,25.52572581,24.61864093,24.27425523,24.98300668,24.46622955,25.04318852,24.87748417
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,28.17426769,29.5516425,26.38092816,26.8046133,24.26068485,23.5462,22.83165289,23.05880019,24.82363966,26.2750332,27.33736369,28.60507342,28.39494866,26.62733499,26.97203019,26.10240795,26.06037037
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,7.520300781,7.843015831,7.827440093,8.974936702,9.288344098,8.279396704,7.785143922,8.034760719,8.967505019,8.878973264,6.743853015,5.73306131,6.29437667,7.008346201,6.047860381,4.71696658
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,12.25806089,12.19634279,11.07875938,12.29702309,11.60744474,11.98134758,11.02582689,9.858657517,10.26940072,10.93157857,10.54155908,11.20116802,11.79156911,13.17111785,13.80185169,13.29177888,13.85136689,13.05164083
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,9.98914893,10.0628454,9.954053884,10.63653201,9.3331162,9.471949484,10.29069224,10.14937758,9.00958311,11.25782736,11.71633698,12.88305371,11.88730624,11.27679778,10.32658975,12.21871429,11.9077073,11.40080172
Israel,,,,,,,,,,,,,,,,,,,,26.30426934,25.46541784,24.021294,25.60017646,25.68214283,25.38674717,26.25522367,26.13258392,26.09837725,26.12263335,26.94301026,26.17110662,25.28163361,24.54827538,24.45564971,23.26258915,22.50702322,23.56844065,23.36505212,23.49184332,23.30296962,22.77430927,22.35930283
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,11.38929576,10.72046533,11.48642146,10.59043169,11.1807001,9.370828857,7.284729883,7.363292473,8.205213609,9.027782715,10.03389842,9.816700479,10.69119227,9.852441092,8.984294171,9.425537691,9.680124091,8.816940051
Lithuania,,,,,,,,,,,,,,,,,,,,,,,13.56856309,15.13303017,13.46064007,14.55083348,14.46466799,13.71848284,12.17651889,11.32019408,9.262245939,8.587904343,6.758821945,7.666891617,8.517758853,9.593459891,10.2488832,9.687437589,9.591647357,9.262528312,9.261762735,9.306138292
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99207177,5.706538405,6.108881252,6.088451551,6.346371389,5.439758607,6.015007514,3.740526209,3.81542112,3.559120026,3.967183299,3.074053074
Malta,,,,,,,,,,,,,,,,,,,,,,,,,13.33840814,18.31720882,18.00363932,19.44213411,18.58567474,19.11588877,18.72183905,21.03151534,20.69313111,19.9098485,21.40646671,21.35327182,21.17186507,20.71249484,23.20750708,21.54138269,18.39819807,16.77773006
Romania,,,,,,,,,,,,,,,,,,,,,,,,,10.02919882,9.514808692,7.491137699,6.970670163,6.665354654,6.014023593,5.39617553,5.683160785,5.479718634,5.689357687,6.358258683,5.397879607,5.639413594,5.84866961,5.341595553,5.462915899,4.637648155,5.025122668
Russia,,,,,,,,,,,,,,,,,7.572105026,6.258535779,7.130608071,7.245936432,6.843871168,6.78008522,7.168567411,11.23071442,10.03610297,7.286042563,5.348802366,7.250602029,7.239941083,7.441066488,6.857177296,6.648444454,6.516799118,6.235054841,5.564247575,5.395509372,5.408952602,5.762969923,5.346972431,5.627248576,5.557285556,4.638498058
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,6.116434613,5.930510888,6.105580241,6.102858062,8.874098936,9.309405853,9.77740381,9.737675823,9.597214428,10.40098467,12.05065719,10.86626571,10.27841972,11.15569607,12.54086719,12.06168499,11.13417396,11.80651348
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.03133575,12.18057418,11.53125773,10.74720954,11.66906179,12.22678658,11.88533571,13.0010056,13.31974477,12.82871852
"Costa Rica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9874898,21.04056117,25.96220753,29.98327926,30.63609154,29.76549162,25.82575323,27.49071392
Namibia,23.67072107,24.39523169,24.48990084,22.10568146,22.32739252,22.25194311,23.23413149,23.43941647,22.61782934,22.25963516,22.20242416,21.76823093,21.55558808,21.36946427,20.90912417,21.49656994,21.31491268,21.35887945,21.22417614,22.64523264,22.17603783,21.89460759,21.43426233,20.95699019,20.07643128,20.0417595,20.57205902,20.84469609,21.16811531,20.70350454,20.45478507,20.66962485,20.54280785,21.70487471,21.32546582,21.13267555,21.32017141,20.74875202,20.81384831,20.4252718,20.43397316,19.96028058
