Country,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Peru,281,350,406,500,532,487,525,385,400,360,606,324,373,271,143,203,124,89,140,120,130,94,57,63,88,70,57,33,49,58,52,44,28,55,42,19,47,38,17,35,21,22,25,24,24,23
Philippines,4576,4575,4745,5539,4236,2905,3080,2242,2441,2912,3353,3474,3381,2910,3199,3102,2286,1237,710,2116,1998,1443,1535,1627,648,1439,1135,1479,1165,1151,1293,922,1232,1261,813,1022,1140,1537,1303,1069,839,880,1082,1057,943,953
Poland,99,111,112,115,105,104,89,91,122,116,87,86,76,71,67,59,65,58,52,51,54,44,46,37,29.5,22,14,21,20,30,25,15,22,19,19,19,16,17.5,19,14,13.3333,12.6667,12,11,8,
Portugal,194,169,122,115,105,94,73,82,83,62,50,83,51,57,53,60,34,39,37,26,28,28,24,16,19,17,15,13,11,6,9,8,7,9,1,6,3,3,3,1,2,1.5,1,1.5,2,
Qatar,,2,1,2,2,7,7,2,5,2,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
"South Korea",,,,4,1,5,1,9,7,16,5,5,2,3,5,4.8,4.6,4.4,4.2,4,3.8,3.6,3.4,3.2,3,4.5,6,7,7.5,8,11,11,10,12,14,17,14,19,17,22,26,22,24,34,31,31
Moldova,,,,,,,,,,,,,,,,,,4,3,2,2.5,3,1,1,1,1,1,1,1,1,1,1.1667,1.3333,1.5,1.6667,1.8333,2,1.8889,1.7778,1.6667,1.5556,1.4444,1.3333,1.2222,1.1111,1
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,1,1,2,1,1,2,1,2.5,4,3,2,1,1,1,2,1,1,1,1,1,1.5,2,,,,,,,
Romania,,47,52,48,48,34,33,39,42,24,39,23,30,36,29,22,33,23,37,30,25,28,22,17,23,19,14,23,21,13,11,8,10,12,11,9,9,20,7,6,3,7,14,7,6,
Russia,,,,,,,,,,,,,,,,,,74,84,96,68,70,69,53,49,49,33,42,31,25,35,29,15,15,11,10,13,8,21,11,8,13,18,13,11,13
Rwanda,,30,56,88,89,125,103,97,99,85,97,70,82,88,100,40,18,37,29.8,22.6,15.4,8.2,1,8.6667,16.3333,24,10,27,18,93,13,12,2,1,1,1.7143,2.4286,3.1429,3.8571,4.5714,5.2857,6,2,2,2,1
"Saint Kitts and Nevis",,,,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
"Saint Lucia",,1,2.3333,3.6667,5,8,1,3,6,2,3,2,1.6667,1.3333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
"Saint Vincent and Grenadines",7,6,5,4,3,2,1.8889,1.7778,1.6667,1.5556,1.4444,1.3333,1.2222,1.1111,1,3,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
Samoa,4,18,11,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
"San Marino",,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
"Saint Thomas and Principe",15,17.5,20,22.5,25,25,12,15,19,41,13,20,28,13,18,16.4444,14.8889,13.3333,11.7778,10.2222,8.6667,7.1111,5.5556,4,3.8421,3.6842,3.5263,3.3684,3.2105,3.0526,2.8947,2.7368,2.5789,2.4211,2.2632,2.1053,1.9474,1.7895,1.6316,1.4737,1.3158,1.1579,1,,,
"Saudi Arabia",146,110,114,135,73,131,124,120,138,158,79,80,54,54,62,42,33,28,30,55,49,39,40,44,21,19,27,35,39,43,48,32,26,27,17,15,10,26,21,27,13,1,3,8.5,14,
Senegal,1069,1086,1498,1391,1334,1095,1378,691,704,1035,851,667,483,299,115,101,109,100,72,53.5,35,28.6667,22.3333,16,23.25,30.5,37.75,45,38.75,32.5,26.25,20,30.5,41,252,16,21,144,118,78,4,86.3333,168.6667,251,6,82
Serbia,215,236,167,169,127,124,99,112,113,101,93,74,76,68,71,58,57,34,22,25,28,23,31,21,27.5,34,24,14,11,8,13,15,7,11,5,7,2,6,3,2,3,4,4,2,,
Seychelles,,,,,,,2,5,2,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sierra Leone",,,,,,698,871,609,739,713,643,631,64,120,154,188,103,88,82.2222,76.4444,70.6667,64.8889,59.1111,53.3333,47.5556,41.7778,36,30.8,25.6,20.4,15.2,10,15,8,67,12,62,112,60.5,9,10,11,6,43,971,78
Singapore,,8,7,6,5,4,3,2,1,3,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,1,1,1,1,1.1667,1.3333,1.5,1.6667,1.8333,2,1.8,1.6,1.4,1.2,1,1,1,1,1,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,12,9,8,13,8,5,5,3,5,3.5,2,5,3,2,2,4,1,1,1.3333,1.6667,2,1,1,6,3,2,2,2,1
"Solomon Islands",,,13,20,13,2,14,12,5,6,3,4.6667,6.3333,8,20,30,46,41.6667,37.3333,33,22,3,7,1,6.5,12,17.5,23,28.5,34,39.5,45,4,,,,,,,,,,,,,
Somalia,,,,,282,244.6,207.2,169.8,132.4,95,168,262,71,192,238,1079,939.4286,799.8571,660.2857,520.7143,381.1429,241.5714,102,106.5,111,102.1111,93.2222,84.3333,75.4444,66.5556,57.6667,48.7778,39.8889,31,42,53,74,233,277,321,,,,,,
"South Africa",248,337,326,199,249,279,288,356,250,308,273,251,189,237,177,139,117,93,68,39,33,27,21,15,16,4,11,13,38,18,8,3,10,3,1,1,1,1,1,1.5,2,1.6667,1.3333,1,9,4
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,18,4,,,,
Spain,,,,,,,500,273.5,47,91,89,74,69,65,49,56,54,54,57,49,36,39,45,45,39,33,27,23.5,20,24,16,18,18,11,15,7,9,9,12,13,8,3,10,3,3,2
"Sri Lanka",2012,1998,2000,1928,2028,1486,1243,949,795,721,585,481,502,258,219,295,183,188,231,196,9,66,71.5,77,76,72,97,75,34,30,32,20,37,44,29,18,11,14,8,19,9,15,5,15,,
Sudan,456,460,674,2674,2694,5087,4451,5168,5429,258,216,7130,3571,512,571,402,411,202,292,188,176,161,169,186,126,66,84.3333,102.6667,121,112,103,94,115,187,173,155,273,174,137,88,139,,,,,
Suriname,,,,,,,11,10,9,8,7,4.5,2,2,2,2,40,20.5,1,1,1,3,4,3.5,3,2.5,2,3.5,5,1,1,1,2,2,1,1,1,1,1,1,1,1,,,,
Sweden,,,6,5,6,3,4,5,5,3,1,2,4,1,1,1,1,1,1,1,1,3,3,3,2.5,2,1.5,1,1,1,1,1,1,1.6667,2.3333,3,3,3,3,3,2,2.5,3,2,3,
Switzerland,1,2,3,1,1,1.5,2,2,1,4,2,1.6667,1.3333,1,3,1,1,4,1,3,3,2,3,2,1,1.4,1.8,2.2,2.6,3,2.6667,2.3333,2,1,1,4,1,,,,,,,,,
Syria,193,178,278,146,326,445,244,246,186,113,187,127,192,140,135,113,71,50,89,78,90,135,78,49,36,25,17,23,20,15,10,5,3,6,8,5,6,3,13,1,1.5,2,3,1,1,8
Tajikistan,,,,,,,,,,,,,,,,,,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,,,,,,,,
Thailand,1496,1546,1767,1975,2168,2000,1818,1837,1871,1663,1461,1455,1379,1226,1131,970,813,706,588,502,432,349,344.5,340,310,234,220,222,224,214,210,172,146,136,102,126,126,110,105,126,81,76,61,68,56.5,45
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,9,9,9,3,10,11,8.5,6,3.5,1,1,
Togo,201,396,439,416,544,328,436,508,252,277,247,273,517,358,262,219,107,101.5833,96.1667,90.75,85.3333,79.9167,74.5,69.0833,63.6667,58.25,52.8333,47.4167,42,28,19,10,14,18,5,17,28,28,20,26,18,12,11,16,14,13
Tonga,5,15,6,7,2,5,2,3,5,3,1,3,4,3.25,2.5,1.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
"Trinidad and Tobago",9,7,5,25,13,32,28,14,11,15,15,12,12,3,4,10,10,10,8,7,4,1,1,1,2,7,3,1,2,2,,,,,,,,,,,,,,,,
Tunisia,44,20,45,63,95,40,121,58,178,44,47,43,34,42,30,15,12,12,13,7,7,8,4,4,3,3,5,7,5,2,2,2,5,6,5,2,3,1,2,8,5,4,4,1,2,3
Turkey,846,804,1076,1109,1981,1051,48,69,110,162,161,113,160,116,104,141,123,102,110,95,105,63,61,51,60,49,38,56,48,58,37,51,28,19,19,12,25,24,11,15,13,8,16,25,21.5,18
Turkmenistan,,,,,,,,,,,,,,,,,,4,2,1,1,1,1,1,3,2,1,1,1,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,1215,1513,55,111,19,48,66,40,575,514,453,392,331,270,381,288,291.8,295.6,299.4,303.2,307,315,323,331,339,710,589.4,468.8,348.2,227.6,107,1166,1007,1646,1304,1822,623,1019,2928,1358,1804,985,102,1049,1360
Ukraine,,,,,,,,,,,,,,,,,,95,99,83,77,72,55,42,41,52,36,34,36,34,20,22,24,28,17,15,13,12,23,19.75,16.5,13.25,10,,,
"United Arab Emirates",,3,4,8,3,20,14,4,19,10,9,8,6,10,12,6,3,3,8,3,8,7,3,3.5,4,3,6,6,4,5,9,1,1.6667,2.3333,3,3.5,4,3.5,3,,,,,,,
"United Kingdom",16,24,15,16,15,27,30,25,20,8,9,12,14,15,23,22,18,8,7,8,4,7,10,9,6.6667,4.3333,2,7,7,14,20,10,3,4,5,6,9,3,6,8,9,6,4,5,7,4
Tanzania,,,746,2566,4386,3561,2736,1911,1086,261,158,306,326,274,3,1078,28,114,107.6,101.2,94.8,88.4,82,75.6,69.2,62.8,56.4,50,43.6,37.2,30.8,24.4,18,18,6,6,5,4.25,3.5,2.75,2,2.25,2.5,2.75,3,
"United States",101,102,75,87,86,81,95,72,88,91,74,83,64,48,53,53,64,57,45,48,51,34,38,42,34,32,35,38,25,20,34,27,41,28,19,18,26,37,37,26,25,30,34,33,,
Uruguay,30,25,6,16,22,17,15,13,15,4,9,10,4,11,2,5,5,5,4,4,2,2,1,1,2,1.6667,1.3333,1,1,1,1,1,2,2,2,1,3,2.3333,1.6667,1,1,1,1,1,1,1
Uzbekistan,,,,,,,,,,,,,,,,,,4,12,3,4,3,2,1,1,2,1.75,1.5,1.25,1,2,,,,,,,,,,,,,,,
Vanuatu,,4,2,4,3,3,3,3,5,5,5,4,1,1,6,4,3,2,1,3,2.6667,2.3333,2,3.3333,4.6667,6,3.5,1,2,3,,,,,,,,,,,,,,,,
Venezuela,522,583,503,449,453,377,476,413,435,348,245,262,228,156,138,112,99,118,81,92,59,60,65,65,46,46,27,38,25,34,35,33,38,31,24,17,13,26,14,9,12,14,23,16,11,
Vietnam,755,182,1521,2231,2334,1695,1948,1324,1371,1351,1371,1658,1532,1581,2158,1703,628,893,338,479,553,464,399,257,401,685,267,177,151,119,72,85,57,116,221,247,196,186,253,306,244,360,258,433,401,400
Yemen,,37,13,63,159,263,405,224,273,433,462,247,543,324,369,2428,1628.6667,829.3333,30,100,51,50.5455,50.0909,49.6364,49.1818,48.7273,48.2727,47.8182,47.3636,46.9091,46.4545,46,101,48,46,30,93,38,115,66,91.5,117,116.6667,116.3333,116,142
Zambia,462,519,441,426,493,458,409,307,274,212,213,268,388,270,196,99,57,50.4,43.8,37.2,30.6,24,29,34,147.5,261,193,62,157,41,78,53,47,1,16,17.1111,18.2222,19.3333,20.4444,21.5556,22.6667,23.7778,24.8889,26,,
Zimbabwe,42,95,148,201.5,255,197,139,118,428,90,82.375,74.75,67.125,59.5,51.875,44.25,36.625,29,32.8,36.6,40.4,44.2,48,68,25,43,28,21,59,4,95,9,26,5,1,4,1,7,6,4,5.5,7,5,3,,
