Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Brazil,,,,,,,,,,,,,,,,,,,,,65.563,70.056,78.866,73.896,70.167,68.659,65.92,63.789,61.904,65.004,63.078,61.207,62.192,60.206,62.319,72.587,78.441,83.98
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593,0.684,0.939,1.11,1.113,2.129,2.101,2.209,3.231,2.953,3.005,
Bulgaria,,,,,,,,,,,,,,,,,,,76.502,79.406,73.859,67.574,53.819,45.779,38.054,28.695,22.774,17.596,14.72,14.579,14.086,14.4,16.667,17.183,26.427,25.645,27.357,
"Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,48.669,44.619,45.836,44.092,22.599,25.647,25.612,29.122,30.707,28.11,28.184,28.791,30.387,35.767,38.279,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,169.643,125.401,146.564,216.035,161.924,124.13,119.116,110.402,90.497,62.441,53.062,55.071,49.622,46.052,40.689,33.209,29.911,34.536,35.747,34.725
Burundi,,,,,,,,,,,,,,,,,,,,,136.425,127.387,159.088,171.969,172.738,136.98,130.255,129.613,102.515,25.69,46.912,42.706,41.431,36.106,35.772,45.263,,
Cambodia,,,,,,,,,,,,,,,,,30.151,31.576,37.183,34.737,35.235,34.869,39.748,43.099,42.703,38.075,35.831,33.247,29.901,32.089,33.531,34.89,34.737,35.441,34.104,32.504,33.681,
Cameroon,,,,,,,,,,,,,,,,,,,73.198,73.858,79.316,65.615,60.411,56.428,55.769,47.65,19.81,14.75,11.657,12.036,14.704,15.69,15.412,18.212,21.534,30.857,31.484,
Canada,45.072,46.558,52.26,57.837,60.866,65.882,70.101,70.548,70.516,71.759,74.531,81.536,89.183,95.039,97.785,100.404,100.573,95.591,93.614,89.273,80.706,81.75,79.888,76.181,72.135,70.868,70.126,66.844,67.834,79.283,81.097,81.513,84.84,85.789,84.96,90.547,91.147,
"Cape Verde",,,,,,,,,,,,,,,,,,89.514,82.228,69.968,82.637,79.914,82.552,81.359,83.745,85.339,77.727,64.981,57.422,65.175,72.43,78.814,91.111,102.49,115.924,126.033,129.49,
"Central African Republic",,,,,,,,,,,,,,,,,,96.137,85.321,84.162,92.839,103.34,100.528,102.657,103.927,108.771,49.213,49.468,36.627,21.093,21.43,21.831,23.518,38.532,69.162,63.995,55.99,
Chad,,,,,,,,,,,,,,,,,,,,57.966,67.985,56.449,54.432,44.656,32.635,28.484,26.166,22.059,19.882,31.551,30.054,30.566,28.772,30.519,41.545,43.766,52.408,52.533
Chile,,,,,,,,,,,,37.366,30.707,28.285,22.77,17.372,14.687,12.901,12.176,13.361,13.217,14.459,15.168,12.717,10.298,7.003,4.992,3.881,4.92,5.82,8.56,11.088,11.943,12.73,14.952,17.267,21.041,
China,,,,,,,,,,,,,,,,21.447,21.259,20.448,20.496,21.688,22.809,24.384,25.711,26.574,26.168,26.098,25.382,29.036,27,34.346,33.742,33.638,34.269,36.997,39.92,41.066,44.323,47.79
Colombia,,,,,,,,,,,,,,,,,23.135,25.099,27.276,33.763,37.742,40.83,47.238,44.749,41.214,38.284,35.754,32.469,32.144,35.171,36.439,35.733,34.083,37.783,43.653,50.568,50.655,49.414
Comoros,,,,,240.962,228.916,217.288,205.637,194.542,188.149,173.84,160.37,157.152,147.544,148.903,131.739,128.447,121.4,117.322,107.861,101.939,89.705,81.666,74.824,72.797,67.526,65.651,61.794,57.489,53.625,50.738,45.741,42.576,17.761,22.597,25.934,31.673,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,163.223,195.784,180.289,204.372,198.679,108.271,98.816,110.593,79.319,63.306,22.22,23.844,28.587,34.166,47.605,97.127,114.603,119.073
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,134.982,181.617,136.042,114.464,141.762,101.472,104.302,86.885,73.807,84.507,30.876,24.505,22.742,20.02,17.51,16.114,16.778,
"Costa Rica",,,,,,,,,,,,,,,,,33.86,30.711,40.891,39.147,39.017,39.8,41.624,40.744,41.152,37.468,33.16,27.07,24.087,26.117,28.326,29.801,34.221,35.837,38.407,40.902,44.938,
Croatia,,,,,,,,,,,,,,,,,,,21.867,28.127,33.213,34.6,36.589,38.121,40.381,41.253,38.875,37.745,39.564,48.969,58.152,65.014,70.577,81.733,85.787,85.429,82.732,
Cyprus,,,,,,,,,,,,,,,,46.748,48.828,53.48,54.985,55.663,55.978,57.525,61.01,63.006,64.687,64.029,59.03,53.149,44.134,52.826,55.803,65.224,79.175,102.085,107.475,107.497,107.146,99.258
"Czech Republic",,,,,,,,,,,,,,,,13.656,11.647,12.27,14.022,15.255,17.039,22.802,25.922,28.3,28.531,27.881,27.703,27.465,28.25,33.56,37.355,39.826,44.47,44.909,42.169,39.955,36.765,
Denmark,,,,,,,,,,,,,66.77,78.627,75.237,71.393,68.261,64.278,60.279,56.764,52.354,48.508,49.081,46.15,44.156,37.412,31.549,27.346,33.313,40.182,42.588,46.071,44.894,44.046,43.894,39.555,37.667,
Djibouti,,,,,,,,,,,,,,,,,,,,58.51,58.175,58.107,63.734,66.324,65.349,60.361,59.257,56.685,59.309,59.536,51.92,45.176,43.302,42.718,38.811,33.717,31.664,
Dominica,,,,,,,,,,,54.099,56.856,53.979,53.358,55.903,57.424,53.682,47.745,56.274,61.819,68.858,98.505,97.875,94.918,86.163,82.009,77.362,71.765,64.358,62.507,66.831,69.69,72.367,80.147,80.789,77.166,74.893,
"Dominican Republic",,,,,,,,,,,,,,,,,,13.848,13.249,15.977,16.707,16.181,17.14,35.692,23.359,21.38,19.555,17.481,19.548,22.643,23.713,25.886,30.02,34.277,33.715,33.046,34.993,
Ecuador,,,,,,,,,,,,,,,,,,,,,,63.428,55.477,49.036,42.969,38.749,38.14,35.313,28.707,25.301,23.149,21.441,20.582,21.137,27.131,33.751,42.868,
Egypt,,,,,,,,,,,,,,,,,,,73.824,72.398,71.687,79.146,85.776,97.095,96.512,98.263,85.924,76.268,66.761,69.45,69.59,72.83,73.8,84.021,85.127,88.458,96.841,103.261
"El Salvador",,,,,,,,,,,,42.851,35.498,30.685,29.015,26.333,26.53,25.512,23.363,25.344,26.516,32.429,37.458,39.143,39.406,38.549,39.099,38.031,39.253,48.214,49.664,49.964,55.204,55.014,56.85,57.871,59.293,59.319
"Equatorial Guinea",146.229,221.068,260.667,259.288,257.938,183.757,152.465,141.318,154.504,187.025,157.004,169.465,136.87,152.575,215.973,136.874,91.186,46.261,59.233,60.478,36.627,25.477,19.447,6.706,4.522,2.85,1.221,0.754,0.488,4.337,7.894,7.17,7.097,6.272,12.721,36.42,47.918,
Eritrea,,,,,,,,,,,,,,,,,,,,,169.538,184.599,188.369,204.27,149.737,158.913,154.048,155.77,173.594,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,8.915,7.359,6.138,5.453,5.964,5.114,4.779,5.697,5.623,5.062,4.549,4.404,3.664,4.487,7.038,6.551,6.067,9.733,10.161,10.667,10.001,9.417,8.772
Ethiopia,,,,,,,,,,,,,87.935,140.963,155.164,146.579,132.798,80.26,89.288,97.781,93.633,97.325,107.367,103.691,103.104,78.239,69.95,46.78,41.676,37.811,40.53,45.326,37.656,42.875,46.802,54.009,54.966,
Fiji,,,,,,,,,,,,,46.956,47.932,51.569,52.394,52.874,58.747,39.767,35.53,40.141,44.657,47.239,48.916,48.588,48.072,53.759,50.271,51.416,55.793,56.158,52.692,51.621,49.664,48.214,46.205,46.484,
Finland,10.893,11.544,13.851,15.379,15.18,15.837,16.443,17.649,16.535,14.269,13.848,21.878,39.255,54.108,56.118,55.147,55.318,52.248,46.862,44.009,42.486,40.947,40.17,42.738,42.648,39.937,38.059,33.993,32.654,41.696,47.119,48.504,53.91,56.458,60.2,63.565,63.025,
France,20.763,21.967,25.274,26.592,28.986,30.585,31.179,33.53,33.482,34.275,35.414,36.295,40.014,46.299,49.615,55.797,59.677,61.097,61.04,60.192,58.614,58.098,60.015,64.149,65.678,67.151,64.432,64.394,68.657,82.923,85.12,87.793,90.683,93.497,94.985,95.764,96.574,
Gabon,,,,,,,,,,,89.994,89.348,87.87,90.135,71.266,73.36,64.549,57.04,87.585,73.086,72.497,80.979,81.07,70.241,60.301,49.326,39.598,39.237,20.053,25.992,21.295,21.425,21.442,31.113,34.063,44.703,64.199,61.065
Gambia,,,,,,,,,,,,,,,,,,,,,121.737,125.027,156.014,152.389,135.12,135.995,140.551,60.909,63.922,62.583,69.639,77.274,76.955,89.127,104.889,105.329,118.478,
Georgia,,,,,,,,,,,,,,,,,,,,,67.66,61.264,58.12,63.077,50.449,39.911,32.008,25.505,31.15,41.034,42.404,36.512,34.83,34.663,35.59,41.446,44.553,44.918
Germany,,,,,,,,,,,,39.133,41.619,45.156,47.518,54.779,57.646,58.689,59.423,59.983,58.861,57.745,59.406,63.073,64.766,66.992,66.493,63.661,65.15,72.578,80.943,78.614,79.842,77.369,74.749,71.033,68.224,64.137
Ghana,,,,,,,,,,,28.294,27.428,34.122,51.037,76.638,67.798,60.455,65.676,57.18,78.801,111.945,87.223,81.861,74.19,57.63,47.719,26.216,31.044,33.593,36.087,46.259,42.609,47.941,57.205,70.157,72.221,73.405,
Greece,22.526,26.681,29.31,33.591,40.061,46.621,47.142,52.413,57.069,59.821,73.155,74.683,79.968,100.288,98.296,98.99,101.335,99.452,97.425,98.906,104.935,107.081,104.863,101.456,102.87,107.392,103.574,103.103,109.416,126.745,146.25,172.096,159.586,177.946,180.212,178.779,183.453,
Grenada,,,,,,,,,,,,42.028,40.069,45.284,45.685,43.082,43.869,41.428,40.271,34.484,41.626,44.608,79.09,79.562,94.694,87.312,92.923,89.056,83.913,91.094,96.937,100.689,103.338,108.059,101.764,90.551,82.138,71.448
Guatemala,,,,,,,,,,,,,,,,,,,,,19.015,20.187,18.35,20.892,21.425,20.757,21.651,21.339,20.126,22.918,24.107,23.666,24.328,24.619,24.283,24.206,24.48,
Guinea,,,,,,,,,,,71.605,70.857,62.001,68.912,71.28,66.534,67.677,67.868,75.938,92.251,91.492,90.436,82.61,81.572,86.866,97.915,95.222,60.8,58.463,61.306,68.772,58.082,27.185,33.967,35.09,42.067,42.851,
"Guinea Bissau",,,,,,,,,,,,,,,,,,159.674,171.639,156.877,233.719,221.735,224.715,212.634,220.978,221.95,204.041,177.205,163.302,158.981,68.28,49.762,53.139,53.735,54.856,50.318,48.831,
Guyana,,,,,,,,,,,,,,,,,,135.139,143.073,132.395,130.776,141.068,141.584,127.913,122.222,118.578,97.267,61.228,62.886,66.904,67.855,66.691,63.725,57.937,51.887,50.317,50.734,
Haiti,,,,,,,,,,,,,,,,,,42.906,39.703,39.842,55.246,49.511,54.279,61.97,49.897,47.159,39.114,34.513,38.005,27.778,17.341,11.807,16.346,21.46,26.307,30.243,33.916,31.087
Honduras,,,,,,,,,,,236.543,135.415,123.197,111.737,85.496,65.378,64.643,70.841,67.421,75.758,65.758,63.417,64.248,67.757,60.906,55.606,39.202,24.022,22.323,27.202,24.483,25.122,32.063,40.103,39.941,39.841,41.242,
"Hong Kong",,,,,,,,,,,,,,,,,,,,,,3.278,3.523,1.581,1.503,1.39,1.141,1.035,0.88,0.665,0.619,0.576,0.545,0.52,0.065,0.062,0.059,0.055
Hungary,,,,,,,,,,,,,,,,84.056,71.293,61.907,59.846,59.712,54.978,51.584,54.831,57.382,58.279,60.216,64.359,65.254,71.238,77.469,80.07,80.271,77.878,76.292,75.216,73.982,73.347,
Iceland,,,29.096,30.88,32.556,32.138,29.967,27.426,30.697,35.401,35.609,37.735,45.535,52.427,54.942,58.204,55.401,52.191,43.69,39.153,37.547,42.753,39.449,38.385,33,24.655,29.288,27.301,67.07,82.3,87.777,94.692,92.071,84.341,81.819,67.56,52.746,
India,,,,,,,,,,,,75.332,77.405,76.978,73.464,69.654,65.977,67.818,68.09,70.038,73.649,78.73,82.851,84.243,83.289,80.894,77.108,74.027,74.536,72.527,67.458,69.641,69.123,68.548,67.811,69.56,68.891,70.2
Indonesia,,,,,,,,,,,,,,,,,,,,,87.437,73.702,62.339,55.643,51.328,42.612,35.848,32.333,30.252,26.483,24.525,23.106,22.96,24.847,24.682,27.46,28.335,
Iran,,,,,,,,,,,,,,,,,22.204,19.064,21.671,15.931,11.893,11.684,21.579,19.451,16.201,12.969,11.885,11.375,9.059,10.101,11.714,8.936,12.126,10.715,11.826,41.649,48.889,40.866
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,342.666,226.407,157.909,120.755,75.451,87.375,53.533,40.719,34.782,31.153,32.028,55.125,64.371,
Ireland,,,,,,,,,,,,,,,,78.622,69.922,61.657,51.496,46.663,36.081,33.235,30.56,29.932,28.217,26.079,23.61,23.901,42.392,61.534,86.075,110.391,119.731,119.599,104.691,77.056,72.899,
Israel,,,,,,,,,,,,,,,,,,,,,79.581,83.702,90.2,92.845,91.254,88.151,80.044,73.059,71.903,74.558,70.731,68.756,68.421,67.143,66.094,64.168,62.307,60.971
Italy,,,,,,,,,92.97,95.571,98.786,102.281,109.719,120.539,127.07,116.909,116.341,113.764,110.808,109.656,105.106,104.727,101.923,100.485,100.089,101.941,102.557,99.792,102.405,112.547,115.413,116.52,123.359,129.018,131.784,131.509,132.039,
"Ivory Coast",,,,,,,,,,,,,,,,,,116.363,103.892,107.843,102.27,98.379,87.058,77.934,78.4,80.399,79.441,73.997,70.828,64.242,63.048,69.153,45.041,43.36,44.79,47.266,46.978,
Jamaica,,,,,,,,,,,,,,,,,,,,86.435,95.707,112.405,123.141,129.336,125.04,124.548,120.657,114.478,127.014,141.948,142.028,140.364,145.098,140.541,139.703,121.346,113.89,104.074
Japan,48.813,53.952,58.962,64.918,66.967,69.683,75.545,77.269,73.21,66.847,64.304,63.492,67.994,74.191,84.992,95.898,101.034,106.677,117.941,131.12,137.891,146.832,156.824,162.731,171.66,176.783,176.385,175.426,183.416,201.043,207.852,222.087,229.008,232.469,236.069,231.261,235.627,
Jordan,,,,,,,,,177.532,211.573,219.734,200.631,149.749,136.95,126.287,114.938,113.829,106.646,109.708,108.013,100.479,96.478,99.719,99.644,91.823,84.308,76.33,73.77,60.244,64.775,67.113,70.729,80.718,86.678,89.049,93.391,95.073,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,17.592,14.962,11.392,8.099,6.667,5.874,6.766,10.227,10.683,10.161,12.125,12.603,14.496,21.882,20.961,
Kenya,,,,,,,,,,,,,,,,,,,54.429,53.67,52.23,56.218,61.844,60.133,53.795,48.343,43.975,38.372,41.469,41.095,44.403,43.049,43.88,43.959,48.564,51.64,53.465,55.646
Kiribati,,,,,,,,,2.107,4.27,6.558,7.341,9.354,13.693,15.038,15.034,13.42,12.785,11.193,13.239,11.851,15.396,11.776,11.248,11.984,10.534,11.34,9.825,12.464,9.387,8.466,8.017,7.441,8.3,8.739,19.916,22.879,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,28.674,24.813,21.202,6.13,15.628,13.88,15.915,16.216,16.717,18.919,19.586,
Kuwait,,,,,,,,,,,,151.138,117.702,88.906,88.458,77.977,58.976,52.16,55.139,46.554,34.915,35.12,29.951,22.998,17.302,11.805,8.257,7.047,5.376,6.653,6.161,4.641,3.602,3.092,3.429,4.653,9.883,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,122.282,107.351,107.057,108.234,94.39,85.941,72.636,57.139,48.261,58.088,59.696,49.38,48.975,46.191,52.253,64.894,58.147,
Laos,,,,,,,,,,,,,,,,,,,,,,98.523,99.159,94.129,83.991,75.82,64.914,57.226,53.64,55.193,55.124,50.805,55.238,54.349,58.581,58.093,58.449,
Latvia,,,,,,,,,,,,,,,,,,,8.987,11.826,12.104,13.926,13.14,13.91,13.805,11.158,9.166,7.225,16.162,32.46,40.303,37.486,36.746,35.837,38.488,34.906,37.39,34.835
Lebanon,,,,,,,,,,,,,,,,,,,,,146.106,160.913,160.947,169.03,169.659,178.986,183.074,168.986,160.888,144.183,136.915,133.888,131.493,137.951,139.158,142.178,,
Lesotho,,,,,,,,,23.091,25.256,17.804,11.784,63.76,70.477,66.303,62.186,70.901,64.996,78.599,82.115,87.57,107.561,78.802,52.092,45.453,48.69,51.036,50.935,44.872,35.348,31.386,33.241,35.306,37.175,36.801,41.17,35.359,34.703
Liberia,,,,,,,,,,,,,,,,,,,,,400.811,398.319,396.988,513.872,465.305,418.26,386.146,314.09,201.468,113.164,21.747,19.283,17.557,17.878,21.632,25.765,28.298,
Lithuania,,,,,,,,,,,,,,,,,,,21.778,28.114,23.488,22.895,22.138,20.366,18.667,17.626,17.243,15.873,14.565,29.014,36.216,37.183,39.774,38.759,40.541,42.589,40.178,
Luxembourg,,,,,,,,,,,,,,,,8.934,8.655,8.545,8.076,7.129,6.489,6.891,6.794,6.849,7.252,7.401,7.776,7.712,14.907,15.724,19.786,18.703,21.72,23.685,22.663,21.969,20.799,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,29.834,45.561,45.214,40.464,36.461,34.58,36.669,30.586,23.532,20.642,23.566,24.062,27.728,33.662,33.969,38.015,38.104,39.538,39.254
Madagascar,,,,,,,,,,,118.275,138.392,137.269,126.804,113.542,115.865,121.628,107.871,126.452,118.37,107.049,98.102,105.046,99.709,95.047,86.467,37.367,32.75,31.49,33.678,31.69,32.181,33.029,33.891,34.651,35.533,38.376,
Malawi,,,,,,,,,,,,,,,,,,,,,,,137.211,128.482,115.142,106.565,28.079,28.435,36.203,35.644,29.645,30.649,43.918,59.251,55.24,61.092,60.278,59.318
Malaysia,,,,,,,,,,,75.182,68.276,59.949,51.861,44.344,38.708,33.235,30.041,34.114,34.851,32.881,38.505,40.094,41.981,42.556,41.357,40.225,39.907,39.92,51.124,51.94,52.636,54.552,56.447,56.16,57.916,56.221,
Maldives,,,,,,,,,,,,,,,,,,38.112,39.261,38.948,39.017,41.845,44.279,37.606,34.674,43.196,36.78,35.824,38.958,48.387,52.748,51.864,53.484,53.357,54.048,57.068,65.872,68.051
Mali,,,,,,,,,,,,,,,,,,,,,90.522,77.498,42.643,44.15,42.434,46.626,18.066,18.535,20.265,21.937,25.289,23.965,25.39,26.368,27.277,30.665,35.888,
Malta,,,,,,,,,,,,,,,,45.118,51.252,60.547,66.091,69.483,64.154,70.375,64.843,68.717,71.09,70.036,64.478,62.26,62.607,67.649,67.461,70.143,67.763,68.389,63.815,58.741,56.202,
"Marshall Islands",,,,,,,,,,,,,,,,,,18.925,26.033,30.426,36.426,42.82,46.697,48.937,48.67,46.126,43.986,41.248,41.563,39.667,36.606,34.449,36.643,32.578,35.498,34.623,30.971,
Mauritania,,,,,,,,,,,,,,,,,,,,,234.394,231.72,204.396,177.943,170.865,154.844,82.591,73.425,77.883,89.693,80.593,71.628,73.534,70.584,80.361,98.461,98.749,91.086
Mauritius,,,,,,,,,,,,,,,,,,,,,43.184,43.091,49.586,55.897,50.241,50.614,47.607,44.517,43.394,50.757,52.038,52.23,51.473,53.861,57.543,60.19,60.124,60.15
Mexico,,,,,,,,,,,,,,,,,44.73,40.92,42.043,44.715,40.416,39.372,41.746,43.762,40.219,38.524,37.423,37.205,42.491,43.675,41.963,42.859,42.65,45.899,48.888,52.876,56.807,54.181
Micronesia,,,,,,,,,,,,,,,,53.988,43.867,47.23,42.178,35.846,27.044,23.665,24.033,24.65,25.291,24.653,24.97,25.61,28.896,30.724,28.835,28.357,27.072,27.717,28.205,25.749,,
Moldova,,,,,,,,,,,,,,,,79.48,87.492,89.049,159.41,150.739,88.705,84.706,78.339,64.688,48.523,39.186,34.981,27.979,21.967,32.418,30.478,28.991,30.898,29.571,36.026,44.828,42.088,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,76.708,40.897,45.372,38.568,36.692,31.758,34.185,43.689,45.007,48.572,56.87,58.654,63.36,68.758,66.387,
Morocco,,,,,,,,,,,76.271,64,72.543,80.842,74.987,78.158,70.706,73.542,69.824,68.572,70.192,65.404,64.253,61.609,58.906,61.642,56.783,51.988,45.443,46.126,48.998,52.547,56.532,61.727,63.339,63.683,64.695,64.407
Mozambique,,,,,,,,,,,,,,,,,,,,115.94,118.179,123.395,75.787,74.934,59.706,70.158,46.611,35.99,36.283,41.887,43.326,38.026,40.098,53.125,62.371,88.114,118.762,
Namibia,,,,,,,,,,,,,,18.74,17.84,20.278,21.192,20.03,23.324,24.634,21.018,24.584,22.366,27.377,29.427,27.142,25.243,19.364,19.097,15.851,16.328,27.45,24.628,24.972,25.189,40.344,44.828,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.49,233.966,170.336,119.623,110.384,78.968,77.717,64.955,60.147
Nepal,,,,,,,,,,,,,,,,,,,,,57.931,57.907,59.103,60.426,58.542,51.481,48.898,43.214,41.927,38.53,34.036,31.659,33.942,31.884,28.304,25.029,27.297,
Netherlands,44.6,48,53.7,59.8,63.4,68.7,70.6,73,75.5,75.6,76.9,76.7,77.4,78.5,75.3,73.146,71.24,65.578,62.452,58.173,51.35,48.684,48.172,49.306,49.614,48.943,44.475,42.376,54.467,56.493,59.34,61.634,66.304,67.797,67.965,64.584,61.796,
"New Zealand",,,,,,55.66,59.437,54.58,47.477,47.66,48.058,50.267,50.846,47.317,42.434,37.704,32.309,30.018,29.899,27.755,26.017,24.417,22.884,21.408,19.509,18.02,15.945,14.127,16.451,21.082,26.013,30.758,31.282,29.946,29.052,28.425,28.162,26.428
Nicaragua,,,,,,,,,,,,,,,,,,86.405,86.47,99.826,95.219,87.476,110.385,109.54,84.048,66.608,51.156,30.917,25.999,29.258,30.347,28.794,27.852,28.835,28.689,28.931,31.046,
Niger,,,,,,,,,,,,,,,,90.658,80.979,91.104,81.66,83.731,88.836,109.181,109.288,87.415,76.736,66.326,27.143,25.148,21.057,27.74,24.294,27.812,26.868,26.262,31.976,41.038,45.122,46.528
Nigeria,,,,,,,,,,,71.682,74.962,70.164,71.024,55.897,34.039,25.206,24.136,22.265,64.938,57.6,53.097,43.266,42.085,35.488,18.94,9.404,8.116,7.276,8.617,9.597,12.129,12.744,12.943,13.072,15.982,19.613,23.401
Norway,46.71,42.509,37.703,34.682,34.494,36.168,45.057,37.733,31.768,31.678,28.353,38.441,44.077,52.556,49.609,32.07,27.841,25.171,22.94,24.32,28.099,26.701,33.493,42.669,43.473,42.008,52.332,49.177,47.203,41.946,42.306,28.843,30.171,30.43,28.294,33.125,36.655,
