Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Netherlands,6578000000,6568000000,6299000000,6796000000,6977000000,7197000000,6708000000,7710000000,9163000000,10308000000,8770000000,9273000000,11313000000,12874000000,12063000000,11653000000,12897000000,12295000000,13733000000,14684000000,13171000000,14934000000,16643000000,18640000000
Norway,2238000000,2256000000,2135000000,2116000000,2277000000,2050000000,1958000000,2179000000,2500000000,2980000000,3494000000,3791000000,4503000000,4853000000,4199000000,4692000000,5329000000,5436000000,5627000000,5579000000,4864000000,5226000000,5601000000,5842000000
Nepal,177000000,161000000,146000000,189000000,173000000,158000000,144000000,103000000,199000000,230000000,131000000,128000000,200000000,335000000,413000000,344000000,383000000,351000000,436000000,487000000,483000000,446000000,629000000,640000000
Nauru,,,,,,,,,,,,,,600000,500000,600000,1000000,1000000,1500000,6800000,1700000,3400000,3900000,1600000
"New Zealand",2318000000,2553000000,2211000000,1857000000,2234000000,2272000000,2340000000,3159000000,4232000000,5098000000,6486000000,6148000000,7190000000,6961000000,5979000000,6523000000,7295000000,7142000000,7434000000,8582000000,9464000000,9773000000,10594000000,10961000000
Oman,,193000000,192000000,206000000,206000000,221000000,385000000,393000000,385000000,411000000,429000000,544000000,648000000,796000000,689000000,783000000,995000000,1096000000,1295000000,1375000000,1540000000,1618000000,1747000000,1758000000
Pakistan,110000000,105000000,103000000,87000000,74000000,81000000,88000000,97000000,122000000,179000000,182000000,255000000,276000000,316000000,272000000,305000000,373000000,339000000,288000000,282000000,317000000,322000000,352000000,390000000
Panama,309000000,360000000,377000000,382000000,396000000,458000000,477000000,513000000,585000000,651000000,780000000,960000000,1185000000,1408000000,1484000000,1745000000,2519000000,3064000000,3533000000,3729000000,3948000000,4231000000,4419000000,3093000000
Peru,428000000,670000000,816000000,845000000,890000000,837000000,733000000,787000000,963000000,1142000000,1308000000,1570000000,1723000000,1991000000,2014000000,2008000000,2262000000,2443000000,3000000000,3077000000,3309000000,3486000000,3710000000,3947000000
Philippines,1136000000,1546000000,2341000000,1418000000,2578000000,2156000000,1742000000,1761000000,1544000000,2017000000,2287000000,3542000000,4961000000,2563000000,2370000000,2645000000,3198000000,4061000000,4690000000,5030000000,5272000000,5143000000,6988000000,8255000000
Palau,,,,58000000,54000000,45000000,41000000,40000000,41000000,49000000,60000000,57000000,65000000,74000000,73000000,73000000,91000000,105000000,113000000,127000000,149000000,141000000,116000000,
"Papua New Guinea",25000000,14000000,8000000,15000000,6000000,7000000,5000000,3000000,4000000,5800000,3600000,3900000,4200000,2100000,2100000,2300000,4900000,2400000,3600000,2700000,1700000,800000,2000000,
Poland,6614000000,8444000000,8679000000,7946000000,6100000000,5677000000,4646000000,4314000000,4069000000,5833000000,6304000000,7271000000,10640000000,11824000000,9057000000,9575000000,10735000000,10986000000,11345000000,11848000000,10474000000,10977000000,12772000000,14040000000
Portugal,4831000000,4791000000,4614000000,5470000000,5259000000,5244000000,5469000000,5803000000,6627000000,7678000000,7674000000,8420000000,10173000000,10985000000,9701000000,10004000000,11384000000,10997000000,12149000000,13651000000,12875000000,14217000000,17751000000,19807000000
Paraguay,137000000,140000000,128000000,111000000,81000000,73000000,69000000,62000000,64000000,70000000,78000000,92000000,102000000,109000000,205000000,217000000,241000000,265000000,273000000,288000000,318000000,326000000,369000000,363000000
"West Bank and Gaza",255000000,242000000,239000000,346000000,377000000,94000000,14000000,14000000,66000000,84000000,52000000,25000000,99000000,146000000,193000000,409000000,615000000,469000000,524000000,412000000,312000000,235000000,225000000,245000000
"French Polynesia",,,,,,,,372000000,480000000,523000000,530000000,463000000,537000000,522000000,440000000,405000000,457000000,435000000,458000000,510000000,466000000,488000000,,
Qatar,,,,,122000000,128000000,272000000,285000000,369000000,498000000,760000000,874000000,933200000,992400000,1051600000,1110800000,1170000000,2857000000,3456000000,4591000000,5035000000,5411000000,5971000000,5565000000
Romania,590000000,529000000,526000000,260000000,252000000,359000000,362000000,335000000,449000000,503000000,1051000000,1307000000,1610000000,1992000000,1230000000,1136000000,1419000000,1466000000,1591000000,1826000000,1711000000,1736000000,2539000000,2770000000
Russia,4312000000,7102000000,7164000000,6508000000,3723000000,3429000000,3572000000,4040000000,4502000000,5530000000,5870000000,7628000000,9447000000,11842000000,9366000000,8830000000,11328000000,10759000000,11988000000,11759000000,8420000000,7787000000,8945000000,11486000000
Rwanda,2000000,4000000,17000000,19000000,17000000,23000000,25000000,31000000,30000000,44000000,49000000,132000000,152000000,186000000,174000000,202000000,252000000,282000000,294000000,304000000,338000000,363000000,370000000,374000000
"Saudi Arabia",,,,,,,,,,6486000000,4626000000,4769000000,5971000000,5910000000,5995000000,6712000000,8459000000,7432000000,7651000000,8238000000,10130000000,11096000000,12056000000,13791000000
Sudan,8000000,8000000,4000000,2000000,2000000,5000000,3000000,108000000,17000000,21000000,114000000,194000000,390000000,255000000,231000000,82000000,179000000,772000000,773000000,967000000,949000000,1009000000,1029000000,1043000000
Senegal,168000000,156000000,162000000,172000000,174000000,144000000,174000000,190000000,209000000,211000000,242000000,250000000,531000000,543000000,463000000,453000000,468000000,407000000,439000000,423000000,368000000,389000000,419000000,
Singapore,7611000000,7402000000,6326000000,4603000000,5089000000,5142000000,4641000000,4458000000,3842000000,5327000000,6209000000,7536000000,9066000000,10615000000,9225000000,14178000000,17929000000,18795000000,19231000000,19161000000,16617000000,18944000000,19891000000,20416000000
"Solomon Islands",15700000,13900000,7100000,6600000,5700000,3900000,5200000,700000,1500000,3500000,1600000,21100000,22600000,27500000,33400000,43500000,57300000,54100000,60600000,56000000,51000000,59000000,67000000,81000000
"Sierra Leone",57000000,29000000,10000000,6000000,6000000,10000000,14000000,38000000,60000000,58000000,64000000,23000000,22000000,34000000,25000000,26000000,44000000,47000000,66000000,35000000,37000000,41000000,39000000,39000000
"El Salvador",85000000,86000000,149000000,206000000,222000000,217000000,201000000,245000000,382000000,453000000,361000000,382000000,482000000,425000000,319000000,390000000,415000000,558000000,621000000,821000000,817000000,829000000,873000000,1014000000
Serbia,,,,,,,,,,,,,866000000,942000000,866000000,799000000,990000000,921000000,1053000000,1142000000,1048000000,1151000000,1345000000,1547000000
"South Sudan",,,,,,,,,,,,,,,,,,,,800000,17000000,23000000,16000000,1000000
"Saint Thomas and Principe",,,,4100000,9200000,9900000,6200000,6900000,7400000,7700000,7300000,6700000,5000000,7700000,8300000,11100000,15900000,15000000,30600000,56000000,62100000,68800000,65900000,71900000
Suriname,21000000,14000000,9000000,2000000,9000000,16000000,14000000,3000000,4000000,17000000,45000000,95000000,67000000,77000000,64000000,61000000,61000000,71000000,84000000,95000000,88000000,65000000,46000000,56000000
Slovakia,623000000,673000000,545000000,488000000,461000000,433000000,641000000,736000000,865000000,905000000,1210000000,1521000000,2026000000,2681000000,2343000000,2227000000,2432000000,2295000000,2653000000,2600000000,2430000000,2751000000,2937000000,3193000000
Slovenia,1084000000,1240000000,1181000000,1088000000,958000000,961000000,1001000000,1086000000,1342000000,1624000000,1795000000,1961000000,2282000000,2697000000,2602000000,2627000000,2850000000,2626000000,2778000000,2843000000,2399000000,2517000000,2871000000,3182000000
Sweden,3471000000,3686000000,3600000000,4188000000,4132000000,4064000000,4253000000,4710000000,5304000000,6198000000,6554000000,8375000000,10216000000,9996000000,7807000000,8336000000,10209000000,10104000000,10857000000,11846000000,11307000000,12764000000,14168000000,14926000000
Swaziland,48000000,38000000,40000000,47000000,12000000,21000000,21000000,43000000,70000000,75000000,77000000,75000000,32000000,26000000,40000000,51000000,10000000,29000000,4000000,15000000,14000000,13000000,13000000,16000000
"Saint Martin (Netherlands)",349000000,322000000,379000000,430000000,443000000,511000000,484000000,489000000,538000000,626000000,659000000,651000000,662000000,663000000,616000000,674000000,719000000,842000000,857000000,906000000,898000000,857000000,630000000,453000000
Seychelles,129000000,141000000,157000000,135000000,136000000,139000000,146000000,164000000,171000000,172000000,192000000,228000000,326000000,309000000,257000000,274000000,291000000,388000000,430000000,398000000,392000000,414000000,483000000,559000000
Syria,1258000000,1165000000,1013000000,1017000000,1031000000,1082000000,1150000000,970000000,773000000,1800000000,1944000000,2025000000,2884000000,3150000000,3757000000,6190000000,1753000000,,,,,,,
"Turks and Caicos",,,,,,,,,,,,,,,,,,,,584000000,619000000,706000000,571000000,787000000
Togo,13000000,10000000,12000000,11000000,7000000,8000000,11000000,13000000,15000000,19000000,20000000,21000000,34000000,40000000,68000000,66000000,98000000,111000000,125000000,125000000,114000000,119000000,138000000,
Thailand,8035000000,9089000000,7660000000,6174000000,7028000000,7483000000,7075000000,7901000000,7856000000,10043000000,9576000000,13401000000,16669000000,18173000000,16056000000,20104000000,27184000000,30654000000,37807000000,34822000000,41246000000,44786000000,52376000000,60225000000
Tajikistan,,,,,,,,1600000,1500000,1200000,1600000,2100000,3300000,4200000,2400000,2500000,1100000,1600000,1300000,1200000,1000000,3600000,7600000,8900000
Turkmenistan,,7000000,33000000,,,,,,,,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,20300000,26000000,14000000,16000000,24000000,18000000,21000000,29000000,35000000,51000000,58000000,73000000,78000000
Tonga,10000000,13000000,16000000,8000000,9000000,7000000,6800000,5900000,10300000,12800000,14900000,15700000,14400000,17500000,17900000,16200000,31400000,38200000,44400000,36000000,43300000,51300000,48200000,48000000
"Trinidad and Tobago",77000000,108000000,193000000,201000000,210000000,213000000,201000000,242000000,249000000,341000000,453000000,382000000,463000000,397000000,367000000,450000000,472000000,413000000,430000000,447000000,531000000,464000000,453000000,429000000
Tunisia,1530000000,1588000000,1543000000,1657000000,1827000000,1682000000,1751000000,1523000000,1583000000,1970000000,2143000000,2275000000,2575000000,2953000000,2773000000,2645000000,1914000000,2227000000,2191000000,2359000000,1381000000,1236000000,1305000000,1741000000
Turkey,4957000000,5650000000,7002000000,7177000000,5203000000,7636000000,10067000000,11901000000,13203000000,15888000000,19191000000,17457000000,19430000000,23365000000,22980000000,22585000000,25054000000,25345000000,27997000000,29552000000,26616000000,18743000000,22478000000,25220000000
Tuvalu,,,,,,,,,,,1200000,1200000,1500000,1900000,1500000,2400000,2400000,2700000,2400000,,,,,
Tanzania,502000000,473000000,339000000,399000000,464000000,377000000,615000000,635000000,647000000,746000000,824000000,950000000,1199000000,1289000000,1160000000,1255000000,1353000000,1713000000,1880000000,2010000000,1902000000,2132000000,2250000000,2449000000
Uganda,78000000,117000000,135000000,144000000,151000000,165000000,165000000,171000000,184000000,267000000,380000000,346000000,398000000,498000000,667000000,784000000,960000000,1135000000,939000000,965000000,1037000000,1102000000,941000000,1027000000
Ukraine,191000000,230000000,270000000,315000000,327000000,394000000,573000000,788000000,935000000,2560000000,3125000000,3485000000,4597000000,5768000000,3576000000,3788000000,4294000000,4842000000,5083000000,1612000000,1082000000,1078000000,1261000000,1445000000
Uruguay,611000000,717000000,759000000,695000000,653000000,713000000,611000000,351000000,345000000,494000000,594000000,598000000,809000000,1051000000,1321000000,1509000000,2203000000,2296000000,2089000000,1917000000,1970000000,2071000000,2559000000,2350000000
"United States",74834000000,81772000000,86175000000,85001000000,92339000000,100188000000,86733000000,81869000000,80331000000,92386000000,101469000000,105141000000,119037000000,133765000000,119900000000,137010000000,150866000000,161633000000,177483000000,191919000000,206936000000,206650000000,210655000000,214680000000
Uzbekistan,,,,,,27000000,22000000,22000000,24000000,28000000,28000000,43000000,51000000,64000000,99000000,121000000,177166666.667,233333333.333,289500000,345666666.667,401833333.333,458000000,689000000,1144000000
"Saint Vincent and Grenadines",53000000,64000000,71000000,73000000,85000000,82000000,89000000,91000000,91000000,96000000,104000000,113000000,110000000,96000000,88000000,86000000,92000000,94000000,92000000,175000000,207000000,216000000,211000000,235000000
Venezuela,849000000,884000000,558000000,703000000,581000000,423000000,615000000,434000000,331000000,502000000,650000000,768000000,895000000,1030000000,988000000,831000000,740000000,844000000,858000000,836000000,575000000,473000000,,
Vanuatu,45000000,56000000,53000000,60000000,50000000,56000000,46000000,54000000,64000000,75000000,85000000,92000000,119000000,169000000,190000000,217000000,223000000,241000000,287000000,257000000,228000000,243000000,265000000,295000000
Samoa,35000000,40000000,38000000,39000000,42000000,41000000,39000000,45000000,54000000,69000000,73000000,87000000,102000000,111000000,115000000,123000000,134000000,148000000,136000000,147000000,142000000,148000000,166000000,191000000
Yemen,50000000,55000000,70000000,84000000,61000000,73000000,38000000,38000000,139000000,139000000,181000000,181000000,425000000,886000000,899000000,1161000000,780000000,848000000,940000000,1026000000,100000000,100000000,,
"South Africa",2126000000,2615000000,2851000000,2854000000,2800000000,2677000000,2569000000,2923000000,5712000000,6513000000,7516000000,8120000000,8779000000,7956000000,7624000000,9085000000,9515000000,9996000000,9245000000,9338000000,8259000000,7919000000,8817000000,8989000000
Zambia,,,29000000,40000000,53000000,67000000,80000000,64000000,88000000,92000000,447000000,506000000,599000000,542000000,474000000,492000000,555000000,518000000,552000000,642000000,660000000,683000000,653000000,742000000
Zimbabwe,,,,,,,,,,,,,,,118000000,124000000,152000000,161000000,170000000,172000000,175000000,177000000,149000000,
