Country,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Cape Verde",,,,,,,,,,,,,14.2,14.5571,14.9143,15.2714,15.6286,15.9857,16.3429,16.7,,,,,,,,,,,
Cambodia,,,,,,,,,,,,,,,33,31.46,29.92,28.38,26.84,25.3,23.62,21.94,20.26,18.58,16.9,15.8,14.7,13.6,12.5,,
Cameroon,,,,,,22.3,22.0714,21.8429,21.6143,21.3857,21.1571,20.9286,20.7,20.6667,20.6333,20.6,20.5667,20.5333,20.5,20.9286,21.3571,21.7857,22.2143,22.6429,23.0714,23.5,21.6667,19.8333,18,,
"Central African Republic",,,,,,,,,,19.1,19.5938,20.0875,20.5813,21.075,21.5688,22.0625,22.5563,23.05,23.5438,24.0375,24.5313,25.025,25.5188,26.0125,26.5063,27,,,,,
Chad,,,,,,,,,,,,17.4,17.8571,18.3143,18.7714,19.2286,19.6857,20.1429,20.6,21.8833,23.1667,24.45,25.7333,27.0167,28.3,27.22,26.14,25.06,23.98,22.9,
China,,,,,,,3.3,3.18,3.06,2.94,2.82,2.7,2.6,2.5,2.4,2.3,,,,,,,,,,,,,,,
Colombia,13.5,13.55,13.6,13.65,13.7,13.24,12.78,12.32,11.86,11.4,11.12,10.84,10.56,10.28,10,9.72,9.44,9.16,8.88,8.6,8.48,8.36,8.24,8.12,8,,,,,,
Comoros,,,,,,,,,,,35.6,35.3938,35.1875,34.9813,34.775,34.5688,34.3625,34.1563,33.95,33.7438,33.5375,33.3313,33.125,32.9188,32.7125,32.5063,32.3,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,26.9,26,25.1,24.2,25.075,25.95,26.825,27.7,,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,19.5,19.3429,19.1857,19.0286,18.8714,18.7143,18.5571,18.4,18.2333,18.0667,17.9,
"Costa Rica",,,,,,,,5,5.1444,5.2889,5.4333,5.5778,5.7222,5.8667,6.0111,6.1556,6.3,6.4444,6.5889,6.7333,6.8778,7.0222,7.1667,7.3111,7.4556,7.6,,,,,
"Ivory Coast",,,,,,,,,30.4,30.1,29.8,29.5,29.2,28.9,28.7615,28.6231,28.4846,28.3462,28.2077,28.0692,27.9308,27.7923,27.6538,27.5154,27.3769,27.2385,27.1,,,,
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,8.7333,8.3667,8,,
"Czech Republic",,,,,,,,14.6,13.65,12.7,11.75,10.8,10.4625,10.125,9.7875,9.45,9.1125,8.775,8.4375,8.1,6.8333,5.5667,4.3,,,,,,,,
"Dominican Republic",19.4,19.4,19.4,19.4,19.4,19.4,18.38,17.36,16.34,15.32,14.3,14.1333,13.9667,13.8,13.3333,12.8667,12.4,12.14,11.88,11.62,11.36,11.1,11.05,11,10.95,10.9,10.85,10.8,11.4,,
Ecuador,,24.2,24.4,24.6,22.72,20.84,18.96,17.08,15.2,14.16,13.12,12.08,11.04,10,9.48,8.96,8.44,7.92,7.4,7.575,7.75,7.925,8.1,8.275,8.45,8.625,8.8,,,,
Egypt,,,,,,,22.9,22,21.1,20.2,19,17.8,14.5,14.1,13.7,13.0667,12.4333,11.8,12.05,12.3,12.0667,11.8333,11.6,11.7667,11.9333,12.1,12.2667,12.4333,12.6,,
"El Salvador",,,16.2,16.12,16.04,15.96,15.88,15.8,15.48,15.16,14.84,14.52,14.2,15.82,17.44,19.06,20.68,22.3,21.52,20.74,19.96,19.18,18.4,17.1667,15.9333,14.7,13.4667,12.2333,11,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,33.8,,,,,
Eritrea,,,,,,,,,,29.7,29.5286,29.3571,29.1857,29.0143,28.8429,28.6714,28.5,28.3625,28.225,28.0875,27.95,27.8125,27.675,27.5375,27.4,,,,,,
Ethiopia,,,,,,,,,,,,,,,36.6,36.5,36.4,36.3,36.2,36.1,34.4667,32.8333,31.2,29.5667,27.9333,26.3,25.5667,24.8333,24.1,24.4,
France,,,,,,,,,7.4,6.8818,6.3636,5.8455,5.3273,4.8091,4.2909,3.7727,3.2545,2.7364,2.2182,1.7,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,27.9,27.7833,27.6667,27.55,27.4333,27.3167,27.2,27.0833,26.9667,26.85,26.7333,26.6167,26.5,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,21.5,22.6333,23.7667,24.9,,,
Georgia,,,,,,,,,,,,,,,23.8,22.3,20.8,19.3,17.8,16.3,15.5,14.7,13.9,13.1,12.3,,,,,,
Ghana,,,35.2,35.54,35.88,36.22,36.56,36.9,36.46,36.02,35.58,35.14,34.7,34.66,34.62,34.58,34.54,34.5,34.74,34.98,35.22,35.46,35.7,32.6,29.5,26.4,31.8,37.2,29.9,29.6,
Guatemala,,29.4,29.2375,29.075,28.9125,28.75,28.5875,28.425,28.2625,28.1,27.775,27.45,27.125,26.8,27.0667,27.3333,27.6,26.6286,25.6571,24.6857,23.7143,22.7429,21.7714,20.8,19.65,18.5,17.35,16.2,15.05,13.9,
Guinea,,,,,,,,24.7,24.7167,24.7333,24.75,24.7667,24.7833,24.8,24.3167,23.8333,23.35,22.8667,22.3833,21.9,22.1571,22.4143,22.6714,22.9286,23.1857,23.4429,23.7,,,,
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,6,10.075,14.15,18.225,22.3,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,28.5,28.4,28.3,28.2,28.1,28,,
Haiti,,,,27.2,30.1167,33.0333,35.95,38.8667,41.7833,44.7,43.68,42.66,41.64,40.62,39.6,39.2167,38.8333,38.45,38.0667,37.6833,37.3,36.9667,36.6333,36.3,35.9667,35.6333,35.3,,,,
Honduras,,15.8,16.0444,16.2889,16.5333,16.7778,17.0222,17.2667,17.5111,17.7556,18,16.64,15.28,13.92,12.56,11.2,12.32,13.44,14.56,15.68,16.8,15.7833,14.7667,13.75,12.7333,11.7167,10.7,,,,
Hungary,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,20.3,19.6,18.9,18.2,17.5,16.8,16.1,17.1,18.1,19.1,20.1,21.1,17.5,13.9,17.2,20.5,,,,,,,,
Indonesia,,16,16.25,16.5,16.75,17,16.4333,15.8667,15.3,14.7333,14.1667,13.6,13.5333,13.4667,13.4,13.3333,13.2667,13.2,13.175,13.15,13.125,13.1,12.76,12.42,12.08,11.74,11.4,12.4,13.4,14.4,
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Italy,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,
Jamaica,,,,20.6,18.7,16.8,14.9,13,13.3,13.6,13.9,14.2,13.7833,13.3667,12.95,12.5333,12.1167,11.7,11.4167,11.1333,10.85,10.5667,10.2833,10,,,,,,,
Jordan,,,,,26.5,25.5857,24.6714,23.7571,22.8429,21.9286,21.0143,20.1,19.06,18.02,16.98,15.94,14.9,14.68,14.46,14.24,14.02,13.8,13.6,13.4,12.8333,12.2667,11.7,,,,
Kazakhstan,,,,,,,,,,16.3,15.2,14.1,13,11.9,11.875,11.85,11.825,11.8,11.775,11.75,11.725,11.7,11.675,11.65,11.625,11.6,,,,,
Kenya,,,,38,37.325,36.65,35.975,35.3,33.84,32.38,30.92,29.46,28,27.88,27.76,27.64,27.52,27.4,27.1,26.8,26.5,26.2,25.9,25.6,23.98,22.36,20.74,19.12,17.5,15.9,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,
Kyrgyzstan,,,,,,,,,,,,11.8,12.2133,12.6267,13.04,13.4533,13.8667,14.28,14.6933,15.1067,15.52,15.9333,16.3467,16.76,17.1733,17.5867,18,,,,
Laos,,,,,,,,,,,,,,,39.5,37.06,34.62,32.18,29.74,27.3,26.2429,25.1857,24.1286,23.0714,22.0143,20.9571,19.9,,,,
Latvia,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,31,29.46,27.92,26.38,24.84,23.3,22.32,21.34,20.36,19.38,18.4,,
Liberia,32.8,32.9381,33.0762,33.2143,33.3524,33.4905,33.6286,33.7667,33.9048,34.0429,34.181,34.319,34.4571,34.5952,34.7333,34.8714,35.0095,35.1476,35.2857,35.4238,35.5619,35.7,34.9333,34.1667,33.4,32.6333,31.8667,31.1,,,
Libya,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,
Lithuania,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,
Madagascar,,,,,,,32.3,31.38,30.46,29.54,28.62,27.7,27.2429,26.7857,26.3286,25.8714,25.4143,24.9571,24.5,23.4,22.3,21.2,20.1,19,,,,,,,
Malawi,,,,,,,36.5,35.675,34.85,34.025,33.2,32.375,31.55,30.725,29.9,30,30.1,30.2,30.3,29.6167,28.9333,28.25,27.5667,26.8833,26.2,24.5,22.8,21.1,19.4,19.05,18.7
Maldives,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,,,,,
Mali,,22.9,23.4111,23.9222,24.4333,24.9444,25.4556,25.9667,26.4778,26.9889,27.5,27.92,28.34,28.76,29.18,29.6,29.2,28.8,28.4,28,27.6,27.3714,27.1429,26.9143,26.6857,26.4571,26.2286,26,,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,32.1,32,31.9,31.8,31.7,31.6,31.5,31.4,31.3,31.2,31.1,,,,,
Mauritius,,,,,,6.4,6.1364,5.8727,5.6091,5.3455,5.0818,4.8182,4.5545,4.2909,4.0273,3.7636,3.5,4.25,5,5.75,6.5,7.25,8,8.75,9.5,10.25,11,11.75,12.5,,
Mexico,,25.1,23.975,22.85,21.725,20.6,19.475,18.35,17.225,16.1,14.1,12.1,11.7333,11.3667,11,10.6333,10.2667,9.9,10.6,11.3,12,11.2667,10.5333,9.8,,,,,,,
Moldova,,,,,,,,,,,,6.7,7.2875,7.875,8.4625,9.05,9.6375,10.225,10.8125,11.4,11.1286,10.8571,10.5857,10.3143,10.0429,9.7714,9.5,,,,
Mongolia,,,,,,,,,,,,,9.9,8.84,7.78,6.72,5.66,4.6,6.56,8.52,10.48,12.44,14.4,18.35,22.3,20.2,18.1,16,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,,,
Morocco,,22.1,22.38,22.66,22.94,23.22,23.5,21.0333,18.5667,16.1,15.6333,15.1667,14.7,14.2333,13.7667,13.3,12.8333,12.3667,11.9,11.7571,11.6143,11.4714,11.3286,11.1857,11.0429,10.9,,,,,
Mozambique,,,,,,,,,,,,24.9,23.9,22.9,21.9,20.9,19.9,18.9,19.525,20.15,20.775,21.4,22.025,22.65,23.275,23.9,,,,,
"Burma (Myanmar)",,,,,,20.6,20.35,20.1,19.85,19.6,19.35,19.1,19.1,19.1,19.1,19.1,,,,,,,,,,,,,,,
Namibia,,,,,,,21.8,22.0625,22.325,22.5875,22.85,23.1125,23.375,23.6375,23.9,23.4429,22.9857,22.5286,22.0714,21.6143,21.1571,20.7,20.1667,19.6333,19.1,18.5667,18.0333,17.5,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,
Nepal,,,,,,,27.7,28.875,30.05,31.225,32.4,31.48,30.56,29.64,28.72,27.8,27.18,26.56,25.94,25.32,24.7,25.26,25.82,26.38,26.94,27.5,,,,,
Nicaragua,,,,,,,,23.9,22.7,21.5,20.3,19.1,17.9,16.8,15.7,14.6,13.95,13.3,12.65,12,11.35,10.7,,,,,,,,,
Niger,,,,,,,18.7,18.5333,18.3667,18.2,18.0333,17.8667,17.7,17.5,17.3,17.1,16.9,16.7,16.5,16.3,16.1,16.0833,16.0667,16.05,16.0333,16.0167,16,,,,
Nigeria,,,,,21.5,21.3333,21.1667,21,20.8333,20.6667,20.5,20.3333,20.1667,20,19.375,18.75,18.125,17.5,18.04,18.58,19.12,19.66,20.2,19.7667,19.3333,18.9,17.5,16.1,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,55.9,,,,,,,,
Pakistan,,,,,,30.5,31.6667,32.8333,34,35.1667,36.3333,37.5,36.375,35.25,34.125,33,31.7,30.4,29.1,27.8,26.5,25.2,24.35,23.5,22.65,21.8,20.95,20.1,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,,,,
Paraguay,,32.9,27.7333,22.5667,17.4,17.7,18,18.3,18.6,18.9,19.2,18.25,17.3,15.5167,13.7333,11.95,10.1667,8.3833,6.6,6.125,5.65,5.175,4.7,,,,,,,,
Peru,27.7,26.6833,25.6667,24.65,23.6333,22.6167,21.6,20.625,19.65,18.675,17.7,16.875,16.05,15.225,14.4,14.0333,13.6667,13.3,12.9333,12.5667,12.2,12.4,12.6,10.9,10.3,9.6,9.3,9,8.6,,
Philippines,,,,,,,,30.2,29.08,27.96,26.84,25.72,24.6,24.18,23.76,23.34,22.92,22.5,22.4,22.3,22.2,22.1,22,21.1,20.2,19.3,18.4,17.5,,,
"Puerto Rico",,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,
Romania,,,,,,,,11.4,10.4333,9.4667,8.5,7.5333,6.5667,5.6,6.86,8.12,9.38,10.64,11.9,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Rwanda,,,,,,,38.2,37.975,37.75,37.525,37.3,37.075,36.85,36.625,36.4,36.82,37.24,37.66,38.08,38.5,37.1333,35.7667,34.4,27.6,20.8,20.42,20.04,19.66,19.28,18.9,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,47.7,45.12,42.54,39.96,37.38,34.8,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,,,37.6,36.82,36.04,35.26,34.48,33.7,,
Senegal,37.4,36.1714,34.9429,33.7143,32.4857,31.2571,30.0286,28.8,30.35,31.9,33.45,35,34.625,34.25,33.875,33.5,33.125,32.75,32.375,32,31.6833,31.3667,31.05,30.7333,30.4167,30.1,29.65,29.2,25.6,22.5,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,6.6,8.675,10.75,12.825,14.9,,
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,28.4,27.9,27.4,26.6,25.8,25,,,
Slovenia,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,
"South Africa",,,,,,,,,,,,,16.5,16.05,15.6,15.15,14.7,14.25,13.8,,,,,,,,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,26.3,,,,,,
Spain,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka",,12.3,12.7538,13.2077,13.6615,14.1154,14.5692,15.0231,15.4769,15.9308,16.3846,16.8385,17.2923,17.7462,18.2,16.6429,15.0857,13.5286,11.9714,10.4143,8.8571,7.3,,,,,,,,,
"Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,
Sudan,,,,,28.9,27.9333,26.9667,26,26.1706,26.3412,26.5118,26.6824,26.8529,27.0235,27.1941,27.3647,27.5353,27.7059,27.8765,28.0471,28.2176,28.3882,28.5588,28.7294,28.9,28.325,27.75,27.175,26.6,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,24.7,20.8,16.9,13,13.55,14.1,14.65,15.2,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,
Tanzania,,,,,,,27.8,27.55,27.3,26.65,26,24.7667,23.5333,22.3,22.6333,22.9667,23.3,23.6333,23.9667,24.3,23.9,23.5,23.1,22.7,22.3,22.2667,22.2333,22.2,22.1667,22.1333,22.1
Thailand,,11.1,10.6789,10.2579,9.8368,9.4158,8.9947,8.5737,8.1526,7.7316,7.3105,6.8895,6.4684,6.0474,5.6263,5.2053,4.7842,4.3632,3.9421,3.5211,3.1,3.7333,4.3667,5,5.6333,6.2667,6.9,,,,
"Timor Leste",,,,,,18.3,16.6333,14.9667,13.3,14.6667,16.0333,17.4,15.1333,12.8667,10.6,8.3333,6.0667,3.8,7.7571,11.7143,15.6714,19.6286,23.5857,27.5429,31.5,,,,,,
Togo,,,40.1,39.59,39.08,38.57,38.06,37.55,37.04,36.53,36.02,35.51,35,35.1833,35.3667,35.55,35.7333,35.9167,36.1,36.2833,36.4667,36.65,36.8333,37.0167,37.2,36.3,35.4,34.5,33.6,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,
"Trinidad and Tobago",,16.1,16.6579,17.2158,17.7737,18.3316,18.8895,19.4474,20.0053,20.5632,21.1211,21.6789,22.2368,22.7947,23.3526,23.9105,24.4684,25.0263,25.5842,26.1421,26.7,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,12.1,11.6364,11.1727,10.7091,10.2455,9.7818,9.3182,8.8545,8.3909,7.9273,7.4636,7,,,,
Turkey,,,,,,,,14.6,14.48,14.36,14.24,14.12,14,12.5,11,9.5,8,6.5,9.5,8.675,7.85,7.025,6.2,6.14,6.08,6.02,5.96,5.9,,,
Turkmenistan,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,24.2,,,,,,,,,
Uganda,,,,,,,,,,30,30.8333,31.6667,32.5,33.3333,34.1667,35,35.6,36.2,36.8,37.4,38,37.26,36.52,35.78,35.04,34.3,34.4333,34.5667,34.7,31.8,
Ukraine,,,,,,,,,,,,,,17.5,16.575,15.65,14.725,13.8,12.875,11.95,11.025,10.1,9.06,8.02,6.98,5.94,4.9,,,,
"United States",,,4,5,6,6.025,6.05,6.075,6.1,6.125,6.15,6.175,6.2,6.225,6.25,6.275,6.3,6.2167,6.1333,6.05,5.9667,5.8833,5.8,6.9,8,,,,,,
Uzbekistan,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,,
Venezuela,,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,8.4,8.04,7.68,7.32,6.96,6.6,6.3444,6.0889,5.8333,5.5778,5.3222,5.0667,4.8111,4.5556,4.3,4.9,5.5,6.1,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,15.6,14.425,13.25,12.075,10.9,,
Yemen,,,,,,,38.1,38.48,38.86,39.24,39.62,40,38.1778,36.3556,34.5333,32.7111,30.8889,29.0667,27.2444,25.4222,23.6,24.3286,25.0571,25.7857,26.5143,27.2429,27.9714,28.7,,,
Zambia,,,,,,,30,28.8,27.6,26.4,25.2,25.5833,25.9667,26.35,26.7333,27.1167,27.5,27.32,27.14,26.96,26.78,26.6,25.8143,25.0286,24.2429,23.4571,22.6714,21.8857,21.1,,
Zimbabwe,,,,,,,,,19.1,18.62,18.14,17.66,17.18,16.7,16.5286,16.3571,16.1857,16.0143,15.8429,15.6714,15.5,15.32,15.14,14.96,14.78,14.6,13.55,12.5,11.45,10.4,
