Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Costa Rica",0.445466667,0.4491,0.4527,0.4563,0.4599,0.463555556,0.4715,0.4795,0.4875,0.4954,0.503422222,0.5119,0.5203,0.5287,0.5372,0.545583333,0.5533,0.561,0.5687,0.5764,0.584159259,0.5861,0.5879,0.5898,0.5917,0.593622222,0.602415059,0.611207897,0.627481853,0.63728311,0.640488946,0.651884651,0.653921604,0.653921604
Croatia,,,,,,,,,,,0.497396319,0.5085,0.5197,0.5309,0.542,0.553154104,0.5737,0.5942,0.6148,0.6353,0.655828791,0.6663,0.6768,0.6874,0.6979,0.70837033,0.718697688,0.729025045,0.736574626,0.744124206,0.760007119,0.770334477,0.770334477,0.770334477
Cuba,0.553177778,0.5597,0.5663,0.5729,0.5795,0.586022222,0.5937,0.6014,0.6091,0.6168,0.6245,0.6237,0.6229,0.6221,0.6213,0.620488889,0.6284,0.6364,0.6443,0.6522,0.660155556,0.6751,0.6901,0.7051,0.7201,0.735122222,0.770562222,0.803224444,0.81922,0.818548889,0.7901,0.767877778,0.742877778,0.742877778
Cyprus,0.465133333,0.4747,0.4842,0.4937,0.5032,0.512744444,0.5193,0.5259,0.5325,0.539,0.545588889,0.5674,0.5892,0.611,0.6328,0.654655556,0.659,0.6633,0.6676,0.6719,0.676164902,0.6871,0.6981,0.7091,0.72,0.731007581,0.739863441,0.751497078,0.765124872,0.778406143,0.764748881,0.770811197,0.776198377,0.776198377
"Czech Republic",,,,,,0.688988889,0.6897,0.6905,0.6912,0.692,0.692722222,0.6993,0.7059,0.7124,0.719,0.725577778,0.737,0.7484,0.7598,0.7713,0.782677778,0.7962,0.8096,0.8231,0.8366,0.850088889,0.84776,0.853764444,0.851435556,0.860217778,0.863444444,0.866222222,0.866222222,0.866222222
Denmark,0.672218889,0.6785,0.6849,0.6912,0.6975,0.703861111,0.7054,0.7068,0.7083,0.7098,0.71133,0.7193,0.7272,0.7351,0.7431,0.751004444,0.7615,0.7721,0.7826,0.7932,0.803716278,0.8158,0.8279,0.84,0.8521,0.864254799,0.863191273,0.864905524,0.866619775,0.868334026,0.872826055,0.872826055,0.872826055,0.872826055
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,0.247544444,0.2531,0.266988889,0.2781,0.283655556,0.294766667,0.305877778,0.305877778,0.305877778
Dominica,,,,,,,,,,,,,,,,,,,,,0.61705439,0.61705439,0.61705439,0.61705439,0.61705439,0.61705439,0.61705439,0.61705439,0.607498001,0.607498001,0.607498001,0.607498001,0.607498001,0.607498001
"Dominican Republic",0.393130707,0.405,0.4168,0.4287,0.4405,0.45234447,0.4581,0.4638,0.4695,0.4753,0.481013889,0.4868,0.4927,0.4985,0.5043,0.510127246,0.516,0.522,0.5279,0.5338,0.539739218,0.547,0.5542,0.5614,0.5687,0.5758902,0.579026505,0.582162809,0.582725567,0.583288325,0.583851083,0.586845128,0.590170542,0.590170542
Ecuador,0.507444444,0.516,0.5246,0.5331,0.5417,0.550266667,0.5511,0.552,0.5528,0.5537,0.554533333,0.5528,0.551,0.5493,0.5475,0.545754722,0.546,0.5463,0.5465,0.5468,0.547010556,0.5542,0.5614,0.5686,0.5758,0.582970833,0.585144167,0.5873175,0.589490833,0.591664167,0.5938375,0.5938375,0.5938375,0.5938375
Egypt,0.279444444,0.2933,0.3071,0.321,0.3348,0.348633333,0.356,0.3634,0.3708,0.3782,0.385544444,0.3952,0.4048,0.4145,0.4241,0.433766667,0.4442,0.4547,0.4651,0.4755,0.485988889,0.4938,0.5017,0.5095,0.5174,0.525222222,0.534422222,0.543622222,0.552822222,0.562022222,0.573444444,0.573444444,0.573444444,0.573444444
"El Salvador",0.3173,0.3219,0.3265,0.3311,0.3357,0.340316667,0.3457,0.351,0.3563,0.3617,0.366988889,0.3761,0.3852,0.3943,0.4034,0.412557152,0.4239,0.4352,0.4465,0.4578,0.46914978,0.4809,0.4927,0.5045,0.5163,0.528114675,0.530574306,0.529831282,0.531281217,0.536777539,0.540886972,0.547774182,0.553261879,0.553261879
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111,0.414911111
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227513722,0.227513722,0.227513722,0.227513722
Estonia,,,,,,,,,,,0.674222222,0.6803,0.6864,0.6925,0.6986,0.704655556,0.7253,0.7459,0.7665,0.7871,0.807666667,0.8172,0.8267,0.8361,0.8456,0.855133333,0.853035556,0.853715556,0.851617778,0.852297778,0.858533333,0.858533333,0.858533333,0.858533333
Ethiopia,,,,,,,,,,,,,,,,,,,,,0.168649644,0.1814,0.1942,0.207,0.2198,0.232538533,0.252020308,0.281042718,0.300524493,0.305191453,0.300317778,0.313744195,0.316521973,0.316521973
Fiji,0.498166667,0.5019,0.5056,0.5093,0.5131,0.51679,0.5248,0.5327,0.5407,0.5487,0.55664937,0.5671,0.5775,0.5879,0.5984,0.608793414,0.6212,0.6336,0.646,0.6584,0.670839824,0.6754,0.6799,0.6845,0.689,0.693529543,0.709511067,0.723082762,0.735180031,0.747277301,0.75937457,0.766517427,0.766517427,0.766517427
Finland,0.644511111,0.6486,0.6528,0.6569,0.661,0.665166667,0.6703,0.6754,0.6805,0.6856,0.6907,0.7042,0.7176,0.7311,0.7445,0.758011111,0.7595,0.761,0.7624,0.7639,0.765366667,0.7746,0.7838,0.7931,0.8023,0.811566667,0.815604444,0.814086667,0.815346667,0.808273333,0.812311111,0.815088889,0.815088889,0.815088889
France,0.543104444,0.5486,0.5541,0.5596,0.565,0.570518889,0.5829,0.5953,0.6077,0.6201,0.632524444,0.6517,0.6709,0.69,0.7092,0.728363953,0.7349,0.7414,0.7479,0.7544,0.760927806,0.7667,0.7724,0.7782,0.7839,0.789654064,0.791566298,0.796256309,0.799882878,0.802689065,0.807183139,0.812564956,0.815549416,0.815549416
Gabon,0.380444444,0.3911,0.4018,0.4125,0.4232,0.433885185,0.4418,0.4498,0.4577,0.4656,0.473566667,0.4809,0.4882,0.4956,0.5029,0.510222222,0.5172,0.5242,0.5312,0.5382,0.545166667,0.5503,0.5554,0.5606,0.5657,0.570833333,0.574533333,0.578233333,0.581933333,0.585633333,0.589333333,0.589333333,0.589333333,0.589333333
Gambia,0.162000556,0.1638,0.1657,0.1675,0.1693,0.171133889,0.1751,0.1791,0.1832,0.1872,0.191166667,0.1949,0.1986,0.2024,0.2061,0.209866667,0.219,0.2282,0.2374,0.2465,0.255696581,0.266,0.2763,0.2866,0.2969,0.307226496,0.318065812,0.328905128,0.339744444,0.342677778,0.345611111,0.345611111,0.345611111,0.345611111
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,0.753666667,0.750888889,0.767555556,0.759222222,0.770333333,0.770333333,0.770333333,0.770333333,0.770333333
Germany,0.590333333,0.5922,0.594,0.5959,0.5977,0.599533333,0.6088,0.6181,0.6273,0.6366,0.645877778,0.6645,0.683,0.7016,0.7202,0.7388,0.7485,0.7582,0.7679,0.7776,0.7873,0.8014,0.8156,0.8297,0.8439,0.858009607,0.872151528,0.874939627,0.87747782,0.878565114,0.878844837,0.884371952,0.884371952,0.884371952
Ghana,0.327333333,0.3334,0.3395,0.3456,0.3517,0.357833333,0.3869,0.416,0.4451,0.4742,0.503244444,0.4847,0.4662,0.4477,0.4292,0.4107,0.4151,0.4194,0.4238,0.4282,0.432522222,0.4379,0.4433,0.4487,0.4542,0.459566667,0.476535556,0.496282222,0.516028889,0.521886667,0.534688889,0.544411111,0.552744444,0.552744444
Greece,0.54345,0.5538,0.5641,0.5744,0.5847,0.595007778,0.5953,0.5955,0.5958,0.596,0.59629,0.6044,0.6124,0.6205,0.6286,0.636618889,0.6453,0.654,0.6627,0.6714,0.680084444,0.7028,0.7255,0.7482,0.7709,0.793650913,0.802566232,0.792037106,0.793609492,0.795299021,0.796988551,0.796988551,0.796988551,0.796988551
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723975689,0.723975689,0.723975689,0.723975689
Guatemala,0.247366667,0.2503,0.2532,0.2561,0.259,0.261877778,0.2675,0.2732,0.2788,0.2845,0.290107937,0.2957,0.3014,0.307,0.3126,0.318221778,0.3276,0.3371,0.3465,0.3559,0.365338751,0.372,0.3787,0.3853,0.392,0.398678312,0.40940569,0.428299538,0.439415609,0.450531679,0.461647749,0.472763819,0.483879889,0.483879889
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,0.252778067,0.266666956,0.277778067,0.280555844,0.280555844,0.2861114,0.291666956,0.294444733,0.294444733
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,0.314222222,0.325333333,0.325333333,0.325333333,0.325333333,0.325333333,0.325333333,0.325333333,0.325333333
Guyana,0.463344444,0.4671,0.4709,0.4746,0.4784,0.482155556,0.4881,0.4941,0.5001,0.5061,0.512054889,0.5159,0.5198,0.5236,0.5275,0.531356833,0.5358,0.5402,0.5446,0.549,0.553425444,0.5602,0.567,0.5738,0.5805,0.587311111,0.580902222,0.574493333,0.575028889,0.572786667,0.5761,0.581655556,0.581655556,0.581655556
Haiti,0.188568333,0.2015,0.2144,0.2273,0.2403,0.253184722,0.2595,0.2659,0.2722,0.2786,0.28491625,0.2894,0.2938,0.2983,0.3027,0.307196979,0.312,0.3168,0.3216,0.3264,0.331144374,0.336,0.3408,0.3456,0.3504,0.355258436,0.359054582,0.362850728,0.366646874,0.371331111,0.374277778,0.374277778,0.374277778,0.374277778
Honduras,0.309755556,0.3172,0.3247,0.3322,0.3397,0.347174035,0.3486,0.3501,0.3516,0.353,0.354499922,0.3601,0.3657,0.3714,0.377,0.382620062,0.39,0.3973,0.4046,0.412,0.419294478,0.427,0.4348,0.4425,0.4503,0.458039516,0.465750876,0.473462235,0.483152987,0.492380775,0.501608564,0.506669686,0.504963149,0.504963149
"Hong Kong",0.530055556,0.5419,0.5537,0.5655,0.5773,0.589162,0.5966,0.6039,0.6113,0.6187,0.626105333,0.6288,0.6314,0.6341,0.6367,0.639348667,0.641,0.6427,0.6444,0.6461,0.647792,0.6548,0.6619,0.6689,0.6759,0.682944444,0.689828889,0.71338,0.748042222,0.757704444,0.759033333,0.761811111,0.767366667,0.767366667
Hungary,0.603922222,0.6082,0.6125,0.6168,0.6211,0.6254,0.6197,0.6139,0.6082,0.6024,0.596666667,0.6174,0.6382,0.6589,0.6797,0.700455556,0.7113,0.7222,0.7331,0.744,0.754902628,0.7625,0.77,0.7776,0.7851,0.792683034,0.796791848,0.798122883,0.799453919,0.800784955,0.807671546,0.804893768,0.804893768,0.804893768
Iceland,0.598133333,0.6063,0.6145,0.6227,0.6309,0.639033333,0.6459,0.6527,0.6595,0.6664,0.673211111,0.6851,0.6969,0.7088,0.7206,0.732455556,0.7431,0.7537,0.7644,0.775,0.785633333,0.7944,0.8031,0.8118,0.8206,0.8293,0.832813333,0.836326667,0.83984,0.843353333,0.846866667,0.846866667,0.846866667,0.846866667
India,0.240111111,0.2486,0.257,0.2655,0.274,0.282411111,0.2881,0.2937,0.2994,0.305,0.31067037,0.3164,0.3222,0.328,0.3337,0.339488889,0.3427,0.3458,0.349,0.3522,0.355377778,0.3661,0.3768,0.3875,0.3982,0.408955556,0.419614444,0.430273333,0.441626667,0.444646667,0.456,0.472666667,0.472666667,0.472666667
Indonesia,0.344533333,0.3541,0.3637,0.3733,0.3828,0.392422222,0.3925,0.3926,0.3927,0.3928,0.392866667,0.3991,0.4054,0.4117,0.4179,0.4242,0.4436,0.4631,0.4825,0.5019,0.521346532,0.5289,0.5365,0.5441,0.5517,0.559317614,0.564134052,0.565429661,0.566892661,0.587970061,0.594164162,0.603136041,0.603136041,0.603136041
Iran,0.309139444,0.3139,0.3187,0.3234,0.3282,0.332972778,0.3428,0.3525,0.3623,0.3721,0.381885556,0.4008,0.4198,0.4387,0.4577,0.4766,0.4866,0.4966,0.5065,0.5165,0.526477778,0.5319,0.5373,0.5428,0.5482,0.553644444,0.570162222,0.58668,0.605975556,0.616937778,0.625122222,0.639011111,0.683455556,0.683455556
Iraq,0.341,0.3411,0.3413,0.3414,0.3416,0.341688889,0.3458,0.3498,0.3539,0.358,0.362055556,0.3658,0.3696,0.3733,0.3771,0.380877778,0.3848,0.3888,0.3928,0.3967,0.400666667,0.4118,0.4229,0.4341,0.4452,0.456322222,0.458368889,0.460415556,0.462462222,0.464508889,0.466555556,0.466555556,0.466555556,0.466555556
Ireland,0.632533333,0.6392,0.646,0.6527,0.6594,0.666088889,0.6722,0.6783,0.6845,0.6906,0.696733333,0.7061,0.7154,0.7247,0.7341,0.743388889,0.762,0.7807,0.7993,0.8179,0.836588889,0.8425,0.8483,0.8542,0.8601,0.865977778,0.867417778,0.879968889,0.884186667,0.885626667,0.887066667,0.887066667,0.887066667,0.887066667
Israel,0.675133333,0.6812,0.6873,0.6935,0.6996,0.705666667,0.7073,0.7089,0.7105,0.712,0.713644444,0.7238,0.7339,0.744,0.7541,0.764270645,0.7754,0.7865,0.7976,0.8087,0.819810883,0.8255,0.8312,0.8369,0.8426,0.848262796,0.845843937,0.848980633,0.843783996,0.846920692,0.847967317,0.851288075,0.85426783,0.85426783
Italy,0.542072222,0.5449,0.5477,0.5506,0.5534,0.556251111,0.5634,0.5706,0.5777,0.5849,0.592051111,0.6036,0.6152,0.6268,0.6384,0.650003333,0.6591,0.6682,0.6773,0.6864,0.695473333,0.7087,0.722,0.7352,0.7485,0.761746439,0.768409423,0.775072406,0.778957611,0.780065038,0.783950244,0.789505799,0.789505799,0.789505799
"Ivory Coast",0.204144444,0.2068,0.2094,0.212,0.2147,0.217311111,0.2202,0.2231,0.2261,0.229,0.231888889,0.2377,0.2435,0.2493,0.2551,0.260944444,0.2691,0.2773,0.2855,0.2937,0.301916667,0.31,0.3182,0.3263,0.3344,0.342555556,0.350916667,0.359277778,0.367638889,0.376,0.384361111,0.389222222,0.389222222,0.389222222
Jamaica,0.4831,0.4857,0.4883,0.4909,0.4936,0.496177778,0.5024,0.5085,0.5147,0.5209,0.5271,0.5345,0.5418,0.5492,0.5566,0.563933333,0.5688,0.5736,0.5784,0.5832,0.588044444,0.6001,0.6121,0.6241,0.6362,0.648188889,0.652222222,0.656255556,0.660288889,0.664322222,0.668355556,0.668355556,0.668355556,0.668355556
Japan,0.662626667,0.6664,0.6701,0.6738,0.6776,0.681323333,0.6849,0.6884,0.692,0.6955,0.699044444,0.7072,0.7153,0.7235,0.7316,0.739786643,0.7452,0.7507,0.7561,0.7616,0.766997045,0.7706,0.7742,0.7777,0.7813,0.784888889,0.790066667,0.792466667,0.794866667,0.800044444,0.802444444,0.808,0.808,0.808
Jordan,0.432855556,0.4395,0.4462,0.4528,0.4595,0.466166667,0.472,0.4778,0.4835,0.4893,0.495133333,0.525,0.5548,0.5846,0.6145,0.644324781,0.6496,0.6549,0.6602,0.6655,0.670799478,0.6781,0.6855,0.6928,0.7001,0.707470289,0.705921251,0.70714999,0.713934286,0.708218581,0.702502876,0.699725098,0.699725098,0.699725098
