Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ghana,,30.82259,29.47245,27.8487,26.2249,29.33592,45.47878,48.04565,45.9922,43.93869,45.37836,41.13271,44.45841,43.6194,42.7804,41.9414,41.10245,33.41981,38.24091,38.3436,38.4462,38.5489,38.6515,38.7542,38.8568,38.9594,39.0621,39.1647,39.2674,39.37,39.4727,39.57534,37.761,35.9467,34.13232,32.51611,37.25413,34.82364,33.96207,38.01716,37.11727,27.35526,40.78263,37.1652,36.98188,,,,,
Guinea,,,,,,,,,,,,,,,37.16995,35.9059,34.6418,33.3777,32.1137,30.8496,29.5855,28.32144,30.50032,29.13929,28.1293,27.1194,26.1094,25.0995,24.0895,23.0796,22.0696,21.0597,20.0497,19.0398,18.0298,17.0199,16.0099,15,13.99005,24.09425,24.85822,21.52368,22.97748,25.15072,21.85208,21.85254,22.6965,22.6965,20.92364,
Gambia,,,,,,,,,,,,,,,,19.19414,24.47354,22.9291,21.3847,19.84024,24.14801,20.30577,23.78164,23.1121,22.4425,21.77291,16.86864,16.4571,16.0455,15.6339,15.2223,14.81077,15.29197,19.03727,22.2919,23.09543,21.87362,21.30589,29.03064,30.05591,23.40106,27.15645,31.35873,35.49641,30.2313,32.83468,,,,
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.66631,41.43568,36.40839,30.44408,,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.72538,,,,,,,,,,,,,,,,,,,,,
Greece,30.51425,28.55335,28.9397,29.32611,28.04179,27.22126,28.18948,29.52189,30.5505,33.2486,35.9468,38.64491,37.08525,40.72493,40.01559,40.4325,40.84933,41.57062,43.38053,42.7076,43.1839,43.6155,42.1508,40.6861,39.2213,37.7566,36.2919,34.8272,33.36246,34.16226,40.67016,35.37471,34.13826,36.45316,33.64334,33.94361,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.77571,35.1756,34.5755,33.9754,33.3753,32.7752,32.1751,31.575,30.9749,30.3748,29.7747,29.1746,28.5745,27.9744,27.37425,,
Guatemala,19.42074,19.22493,18.5195,17.814,17.1086,16.4031,15.69767,15.4606,15.2236,14.9866,14.7496,14.5125,14.2755,14.0385,13.8015,13.5644,13.3274,13.0904,12.8533,12.6163,12.3793,12.1423,11.9052,11.66821,13.86718,12.02261,12.64218,12.3885,12.1348,11.8811,11.6273,11.3736,11.1199,10.8662,10.6125,10.3588,10.10508,12.60466,12.81905,13.8173,14.81553,12.54178,13.06595,14.30738,13.83104,12.88531,13.31038,13.14359,13.17728,
Guyana,41.77521,40.6514,39.5275,38.4036,37.2798,36.1559,35.0321,33.90821,42.5789,51.2496,46.6397,42.0298,37.4199,32.81006,28.56489,28.2843,28.0037,27.7232,27.4426,27.162,26.8814,26.6008,26.3203,26.0397,25.7591,25.4785,25.198,24.9174,24.6368,24.3562,24.0756,23.7951,23.51449,24.9974,26.48021,29.4162,32.3522,26.83019,28.6305,30.43072,33.43877,33.37715,33.25069,,,,,,,
"Hong Kong",,23.06025,22.87732,25.36238,27.3896,29.21649,29.7052,29.49046,29.61881,31.0682,32.51751,35.95637,50.37701,37.59399,38.875,40.34155,40.2751,40.2086,40.1421,40.0756,40.00907,38.6829,37.35679,36.7655,36.1743,35.5831,34.99181,34.4679,33.9441,33.4202,32.8963,32.3725,31.8486,32.14857,32.49201,33.81572,33.14844,34.0201,34.05481,26.87913,35.53743,35.14551,33.57882,30.48825,31.31349,33.91297,33.04545,32.65564,31.31521,
Honduras,,,,,,,,,20.68282,18.5974,19.64913,19.4873,19.3255,19.1637,19.0019,18.8401,18.6784,18.5166,18.3548,18.193,18.0312,17.8694,17.7076,17.5458,17.38398,21.99076,22.1741,22.3574,22.5407,22.724,22.9073,23.0906,23.274,23.4573,23.6406,23.8239,24.0072,24.1905,24.3738,24.5572,24.7405,24.9238,25.1071,25.29041,,,,,,
Haiti,,,,,,,,,,,,23.30181,17.2747,16.39613,16.57957,16.87221,17.5731,18.274,18.9749,19.6758,20.3767,21.07755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,25.7572,27.46595,25.5963,25.70519,25.91023,25.93412,23.26564,23.03962,22.08844,20.60595,19.62404,20.10542,19.12428,23.46335,19.0846,23.08574,24.76989,25.4229,26.18012,25.57917,25.83527,26.2866,26.738,25.9602,24.74724,45.52581,46.72922,43.5874,40.44554,40.16027,40.47556,39.09789,39.46014,45.80851,41.22265,40.38563,40.37265,41.41519,41.45747,40.63982,40.30032,39.34758,40.85032,34.5054,42.76765,38.09751,40.20358,,,
Indonesia,,,38.52397,39.3155,40.1069,40.8984,41.6899,42.4814,43.2729,44.0644,44.8558,45.6473,46.4388,47.2303,48.0218,48.8132,49.6047,50.3962,51.1877,51.97918,50.4863,48.9934,47.5005,46.0076,44.5147,43.0218,41.5289,40.036,38.5431,37.0502,35.5573,34.0644,32.5716,31.0787,29.5858,28.0929,26.6,25.10708,25.25953,25.49625,24.32053,25.1792,26.03779,26.03539,26.79933,26.99605,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80222,40.09062,40.6157,41.1408,41.66589,41.61946,42.88835,42.50008,39.9728,37.4455,34.91827,36.9852,36.96254,38.7325,41.35294,,,,,,
Ireland,,43.90461,41.98567,41.94257,41.50659,39.0923,36.67798,38.13745,40.88639,41.12496,41.30507,41.38483,42.1358,41.44467,41.12681,40.32357,40.16636,40.21183,40.61424,40.92366,39.55758,39.78289,38.78775,40.08811,41.03988,41.59924,40.89698,39.2261,37.55523,36.54419,34.12631,34.41245,34.39712,35.31279,35.3211,34.83331,34.78984,34.34091,34.85668,33.64717,33.81313,34.01528,33.42676,33.47738,33.3463,33.29748,35.5457,,,
Iran,,24.49857,29.60492,31.65645,33.56137,29.2749,25.3541,21.43331,25.857,30.2807,34.7045,39.12817,38.26534,44.7933,34.85029,38.64219,40.3836,40.21581,40.19186,40.53659,40.72571,42.88215,42.25372,43.9119,40.4478,36.98362,35.55177,35.4056,35.2593,35.1131,34.9669,34.82069,36.3293,36.00739,35.88158,34.6242,46.84861,48.16099,48.88658,49.40769,49.18235,39.27918,41.42852,45.30434,39.66764,37.88715,36.52996,33.03826,34.40004,
Iraq,,,,,,,,15.58165,17.7393,19.8969,22.05453,22.6497,23.2448,23.84,24.4351,25.0303,25.6255,26.2206,26.8158,27.41091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
