Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Togo,24.64275,25.667,26.6913,27.7156,28.7399,29.7642,30.7885,31.8128,32.8371,33.86135,29.9053,25.94933,26.1394,26.3295,26.51963,29.7916,33.0635,36.3354,35.0775,33.8196,32.5618,31.3039,30.04601,28.93,27.814,26.698,25.58196,27.1391,28.6962,33.01886,29.3135,29.8771,30.4407,31.0044,31.568,32.1316,32.6952,33.25883,35.89322,35.35058,25.57905,29.31078,14.34092,15.84563,17.49651,16.26494,16.01789,,,
Thailand,,23.1662,23.15321,20.70643,21.70012,21.22158,21.64583,20.94077,23.7847,26.62861,25.05182,19.35702,29.88317,24.0132,23.89136,23.9989,24.10652,23.59825,24.11754,24.63525,23.5621,22.48902,24.01842,24.3307,24.64298,24.81096,26.4401,22.06466,27.07097,24.4787,21.88651,20.5315,21.6837,22.8358,23.98801,21.5561,19.1243,16.6924,14.26054,15.5976,28.61176,21.45284,28.62811,29.81499,,,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45076,20.02046,30.17516,29.81894,,,,,
Tonga,,,37.20191,38.6654,40.1289,41.5924,43.0559,44.5194,45.9829,47.4464,48.9099,50.3734,51.8369,53.3004,54.76395,52.5014,50.2389,47.9763,45.7138,43.4513,41.1887,38.9262,36.6637,34.4011,32.1386,29.8761,27.6135,25.351,23.08848,24.5333,25.9781,27.4229,28.86769,31.08277,30.13839,,,,,,,,,,,,,,,
"Trinidad and Tobago",,,,,,,,,,,31.79254,35.1483,38.50397,32.54006,31.53493,33.35997,34.5427,35.7255,36.9083,38.09106,37.58297,37.271,36.959,36.647,36.335,36.023,35.711,35.399,35.087,34.775,34.46296,34.37366,42.05462,36.8308,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,35.89352,36.77633,38.35086,39.25921,38.68728,37.90028,38.39618,37.3522,36.3083,35.2643,34.2203,33.1764,32.1324,31.08844,32.22361,34.8826,37.54166,43.26382,43.5895,43.91516,45.03064,44.80251,44.35696,40.60611,38.12103,41.58348,43.5026,45.4218,47.34098,50.8047,54.2683,57.732,61.1957,64.6594,68.1231,71.58674,,,,
Turkey,,,,,,,,,35.06844,38.99598,30.9964,22.99681,27.60069,28.0589,22.0935,22.42525,23.78086,23.7635,23.7461,23.7288,23.7114,23.694,23.6767,23.65931,21.42325,22.02658,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,59.01639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,26.58607,28.15126,29.60258,23.43329,22.2535,21.0737,19.8938,18.714,17.5342,16.35437,17.2713,18.1883,19.1053,20.0223,20.9392,21.8562,22.7732,23.6902,24.60715,32.81181,31.1059,29.4001,27.6942,25.9883,24.2825,22.5766,20.8707,19.1649,17.459,15.7531,14.0473,12.3414,10.6355,8.92966,12.85144,14.45393,17.25688,17.02626,16.66065,11.32435,13.0604,14.7964,16.5324,18.26841,,,,,
Uganda,,34.81013,33.3244,31.83857,32.94517,41.01645,35.23927,38.8216,42.4039,45.9862,49.5685,53.1508,56.73306,55.36977,36.60928,33.73615,42.6361,51.536,60.43599,57.7408,55.0456,52.3504,49.6552,46.96,44.2648,41.5696,38.8744,36.1792,33.484,30.7888,28.0936,25.3984,22.7032,20.008,17.31284,20.9992,24.6855,28.3718,32.0581,35.7445,39.43079,32.57941,28.31904,26.61101,24.54995,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68826,12.8942,14.1002,15.3062,16.5122,17.7182,18.9242,20.1302,21.3362,22.5422,23.7481,24.9541,26.1601,27.3661,28.5721,28.77495,28.12585,27.8352,27.8624,27.88959,30.73296,,
Uruguay,,,,,,,,,,33.66416,33.59318,32.6608,31.7284,30.7959,29.86353,29.53866,28.09221,28.1359,28.1795,28.2232,28.2668,28.31045,28.19679,30.0599,31.92304,24.05355,27.19975,29.8465,32.4932,35.1399,37.78661,32.49809,34.4289,32.46827,34.50801,35.49689,35.98496,35.423,34.8609,34.2989,33.7369,33.17493,33.3412,33.5075,33.6737,33.84,34.00628,34.67528,,
"United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.16779,34.55486,,,,,
"Saint Vincent and Grenadines",,,,,,,,,,,,,,,,,25.65116,25.6123,25.5734,25.53454,34.5894,43.6443,41.1405,38.6366,36.1328,33.6289,31.1251,28.6213,26.11741,25.7963,25.47522,26.7255,27.9758,29.2261,30.4764,31.72667,31.7546,31.78252,36.4335,41.08444,36.26821,35.6708,35.0733,34.4759,33.8785,33.2811,32.68362,31.79348,31.54717,
Venezuela,22.07208,24.87037,25.68135,24.486,23.29068,18.55287,17.9224,17.29184,16.0439,14.796,13.5481,12.3002,11.0523,9.80441,6.62191,5.9465,5.2711,4.59564,4.94084,4.7827,4.6246,3.6745,2.72439,2.44068,1.92502,3.2332,4.5414,5.8496,7.1578,8.466,9.7742,11.0824,12.3906,13.6989,15.0071,16.3153,17.62346,17.51542,18.2753,19.03526,,,,,,,,,,
"British Virgin Islands",43.64821,33.03571,32.8888,32.7419,32.595,32.4481,32.3012,32.1543,32.0074,31.8605,31.7136,31.5667,31.4198,31.2729,31.126,30.9791,30.8323,30.6854,30.5385,30.3916,30.2447,30.0978,29.9509,29.804,29.6571,29.5102,29.3633,29.2164,29.0695,28.9226,28.7757,28.62879,29.2764,29.9241,30.5717,31.2194,36.80849,37.7467,37.4378,37.12895,33.98731,30.9978,28.0083,25.0188,22.0293,19.03976,27.0557,35.07155,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.77344,43.16033,42.20706,41.18023,40.05234,39.56981,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,32.98945,37.0897,41.19,45.2903,49.39059,57.67274,49.44588,57.39532,53.898,50.4007,46.9033,43.406,39.9087,36.4114,32.91404,29.69251,30.2628,30.8332,31.4035,31.9738,32.54411,28.73318,30.8153,32.89745,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.61153,29.53337,29.82455,30.6905,31.5564,32.4224,33.2883,34.1543,35.0202,35.8862,36.7521,37.6181,38.484,39.35,40.2159,41.0818,41.9478,42.81374,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.68504,31.32702,31.11752,31.26304,35.27866,35.63045,32.57677,31.09478,33.68401,31.1158,30.87872,31.44942,32.91663,30.25606,30.488,30.72001,30.66833,30.0393,29.41027,30.76076,
Zambia,37.1029,33.4065,35.96479,39.0564,38.2051,33.46256,31.43769,29.69773,26.7104,28.67521,25.57702,42.65317,33.80402,38.45457,38.51073,28.98803,30.88208,28.74985,26.1804,23.611,21.0415,18.47208,19.19752,15.09519,17.65791,18.40878,19.8847,21.3606,22.8365,24.3124,25.78828,22.6667,19.5451,16.4235,13.30184,14.48865,15.5299,16.5712,17.6125,18.6538,19.6951,20.7364,21.7777,22.819,23.8603,24.90163,19.72515,23.32998,,
Zimbabwe,,,,,,,,,,32.67006,28.55212,21.46619,22.583,23.69976,25.44434,27.31852,28.1246,28.93072,29.21402,29.60533,33.13953,30.7579,28.37628,28.0198,27.66323,27.5346,27.4059,27.2773,27.1486,27.02,26.8914,26.7627,26.6341,26.5054,26.3768,26.2481,26.1195,25.9908,25.8622,25.7335,25.6049,25.8423,26.07969,26.60641,26.86638,,,,,
