Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Eritrea,43,43.017,43.034,43.051,43.068,43.085,43.102,43.119,43.136,43.153,43.17,43.182,43.194,43.206,43.218,43.23,43.242,43.254,43.266,43.278,43.29,43.322,43.354,43.386,43.418,43.45,43.46,43.49,43.48,43.5,43.53
Estonia,59.2,59.579,59.958,60.337,60.716,61.095,61.474,61.853,62.232,62.611,62.99,63.174,63.358,63.542,63.726,63.91,64.094,64.278,64.462,64.646,64.83,65.354,65.878,66.402,66.926,67.45,67.55,67.29,67.29,67.29,67.29
Swaziland,47.13,47.084,47.038,46.992,46.946,46.9,46.854,46.808,46.762,46.716,46.67,46.626,46.582,46.538,46.494,46.45,46.406,46.362,46.318,46.274,46.23,46.244,46.258,46.272,46.286,46.3,45.98,45.94,45.9,45.86,45.82
Ethiopia,72.5,72.498,72.496,72.494,72.492,72.49,72.488,72.486,72.484,72.482,72.48,72.408,72.336,72.264,72.192,72.12,72.048,71.976,71.904,71.832,71.76,71.676,71.592,71.508,71.424,71.34,71.25,71.16,71.7,7.98,7.88
Fiji,119.81,119.769,119.728,119.687,119.646,119.605,119.564,119.523,119.482,119.441,119.4,119.298,119.196,119.094,118.992,118.89,118.788,118.686,118.584,118.482,118.38,118.464,118.548,118.632,118.716,118.8,118.2,117.95,117.9,117.84,117.79
Finland,28.45,28.822,29.194,29.566,29.938,30.31,30.682,31.054,31.426,31.798,32.17,32.523,32.876,33.229,33.582,33.935,34.288,34.641,34.994,35.347,35.7,36.266,36.832,37.398,37.964,38.53,38.53,38.53,38.53,38.53,38.53
France,66.8,66.97,67.14,67.31,67.48,67.65,67.82,67.99,68.16,68.33,68.5,69.22,69.94,70.66,71.38,72.1,72.82,73.54,74.26,74.98,75.7,76.4,77.1,77.8,78.5,79.2,79.9,8.6,81.3,82,82.6
"French Polynesia",87.38,87.352,87.324,87.296,87.268,87.24,87.212,87.184,87.156,87.128,87.1,87.17,87.24,87.31,87.38,87.45,87.52,87.59,87.66,87.73,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8
Gabon,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11,13.11
Gambia,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1
Georgia,55.55,57.338,59.126,60.914,62.702,64.49,66.278,68.066,69.854,71.642,73.43,73.609,73.788,73.967,74.146,74.325,74.504,74.683,74.862,75.041,75.22,75.22,75.22,75.22,75.22,75.22,75.22,75.22,75.22,75.22,75.22
Germany,77.12,78.554,79.988,81.422,82.856,84.29,85.724,87.158,88.592,90.026,91.46,92.09,92.72,93.35,93.98,94.61,95.24,95.87,96.5,97.13,97.76,80.676,63.592,46.508,29.424,12.34,13.28,14.21,15.14,16.8,17.1
Ghana,59.82,60.318,60.816,61.314,61.812,62.31,62.808,63.306,63.804,64.302,64.8,63.888,62.976,62.064,61.152,60.24,59.328,58.416,57.504,56.592,55.68,54.844,54.008,53.172,52.336,51.5,52.76,54.45,54.51,54.59,54.65
Greece,21.54,21.537,21.534,21.531,21.528,21.525,21.522,21.519,21.516,21.513,21.51,21.518,21.526,21.534,21.542,21.55,21.558,21.566,21.574,21.582,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59
Grenada,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2
Guadeloupe,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Guam,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74.4,73.8,73.2,72.6,72,,,,,
Guatemala,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88,76.88
Guinea,76.53,76.528,76.526,76.524,76.522,76.52,76.518,76.516,76.514,76.512,76.51,76.508,76.506,76.504,76.502,76.5,76.498,76.496,76.494,76.492,76.49,76.486,76.482,76.478,76.474,76.47,76.47,76.47,76.46,76.46,76.46
"Guinea Bissau",48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Guyana,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74,288.74
Haiti,55.2,55.21,55.22,55.23,55.24,55.25,55.26,55.27,55.28,55.29,55.3,55.256,55.212,55.168,55.124,55.08,55.036,54.992,54.948,54.904,54.86,54.84,54.82,54.8,54.78,54.76,54.74,54.73,54.73,54.72,54.72
Honduras,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4,72.4
Hungary,57.36,52.234,47.108,41.982,36.856,31.73,26.604,21.478,16.352,11.226,6.1,6.186,6.272,6.358,6.444,6.53,6.616,6.702,6.788,6.874,6.96,18.248,29.536,40.824,52.112,63.4,64.4,64.69,65.1,65.61,66.14
Iceland,12.26,11.92,11.58,11.24,10.9,10.56,10.22,9.88,9.54,9.2,8.86,8.951,9.042,9.133,9.224,9.315,9.406,9.497,9.588,9.679,9.77,10.298,10.826,11.354,11.882,12.41,12.95,13.41,13.89,14.34,14.79
India,34.7,35.43,36.16,36.89,37.62,38.35,39.08,39.81,40.54,41.27,42,38.29,34.58,30.87,27.16,23.45,19.74,16.03,12.32,8.61,4.9,12.22,19.54,26.86,34.18,41.5,41.5,41.5,41.5,41.5,41.5
Indonesia,94.25,86.219,78.188,70.157,62.126,54.095,46.064,38.033,30.002,21.971,13.94,13.979,14.018,14.057,14.096,14.135,14.174,14.213,14.252,14.291,14.33,14.324,14.318,14.312,14.306,14.3,14.27,14.3,14.3,14.3,14.3
Iran,78.47,78.857,79.244,79.631,80.018,80.405,80.792,81.179,81.566,81.953,82.34,82.417,82.494,82.571,82.648,82.725,82.802,82.879,82.956,83.033,83.11,83.11,83.11,83.11,83.11,83.11,83.3,82.96,82.83,82.71,82.64
Iraq,32.2,32.173,32.146,32.119,32.092,32.065,32.038,32.011,31.984,31.957,31.93,31.92,31.91,31.9,31.89,31.88,31.87,31.86,31.85,31.84,31.83,31.802,31.774,31.746,31.718,31.69,31.53,31.38,31.21,31.5,3.87
Ireland,53.28,53.402,53.524,53.646,53.768,53.89,54.012,54.134,54.256,54.378,54.5,55.042,55.584,56.126,56.668,57.21,57.752,58.294,58.836,59.378,59.92,60.584,61.248,61.912,62.576,63.24,64.17,64.37,65.3,66.67,67.81
Israel,4.46,4.442,4.424,4.406,4.388,4.37,4.352,4.334,4.316,4.298,4.28,4.29,4.3,4.31,4.32,4.33,4.34,4.35,4.36,4.37,4.38,4.396,4.412,4.428,4.444,4.46,,,,,
Italy,52.7,53.36,54.02,54.68,55.34,56,56.66,57.32,57.98,58.64,59.3,59.94,60.58,61.22,61.86,62.5,63.14,63.78,64.42,65.06,65.7,66.36,67.02,67.68,68.34,69,69,69,69,69,69
Jamaica,93.7,93.551,93.402,93.253,93.104,92.955,92.806,92.657,92.508,92.359,92.21,92.908,93.606,94.304,95.002,95.7,96.398,97.096,97.794,98.492,99.19,98.592,97.994,97.396,96.798,96.2,95.43,94.82,94.25,93.67,93.12
Japan,46,46.9,47.8,48.7,49.6,50.5,51.4,52.3,53.2,54.1,55,56.1,57.2,58.3,59.4,60.5,61.6,62.7,63.8,64.9,66,66.6,67.2,67.8,68.4,69,7,71,,,
Jordan,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23,34.23
Kazakhstan,47.7,47.716,47.732,47.748,47.764,47.78,47.796,47.812,47.828,47.844,47.86,43.61,39.36,35.11,30.86,26.61,22.36,18.11,13.86,9.61,5.36,5.484,5.608,5.732,5.856,5.98,5.53,5.9,5.86,5.43,5
Kenya,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.45,118.448,118.446,118.444,118.442,118.44,118.438,118.436,118.434,118.432,118.43,118.428,118.426,118.424,118.422,118.42,118.43,118.43,118.43,118.43,118.43
Kyrgyzstan,28.47,28.599,28.728,28.857,28.986,29.115,29.244,29.373,29.502,29.631,29.76,29.644,29.528,29.412,29.296,29.18,29.064,28.948,28.832,28.716,28.6,28.66,28.72,28.78,28.84,28.9,29.38,29.78,3.11,3.5,3.89
Laos,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53,68.53
Latvia,59.73,60.937,62.144,63.351,64.558,65.765,66.972,68.179,69.386,70.593,71.8,72.761,73.722,74.683,75.644,76.605,77.566,78.527,79.488,80.449,81.41,81.724,82.038,82.352,82.666,82.98,83.32,83.62,83.94,84.25,84.56
Lebanon,35.2,35.195,35.19,35.185,35.18,35.175,35.17,35.165,35.16,35.155,35.15,35.157,35.164,35.171,35.178,35.185,35.192,35.199,35.206,35.213,35.22,35.218,35.216,35.214,35.212,35.21,35.21,35.22,35.22,35.22,35.22
Lesotho,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49,47.49
Liberia,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71,119.71
Libya,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88,27.88
Liechtenstein,161.29,159.89,158.49,157.09,155.69,154.29,152.89,151.49,150.09,148.69,147.29,146.102,144.914,143.726,142.538,141.35,140.162,138.974,137.786,136.598,135.41,135.41,135.41,135.41,135.41,135.41,135.41,135.41,135.41,135.41,135.41
Lithuania,68.9,69.22,69.54,69.86,70.18,70.5,70.82,71.14,71.46,71.78,72.1,72.2,72.3,72.4,72.5,72.6,72.7,72.8,72.9,73,73.1,74.34,75.58,76.82,78.06,79.3,8.1,8.5,81,81.6,82.1
Luxembourg,62.92,64.601,66.282,67.963,69.644,71.325,73.006,74.687,76.368,78.049,79.73,81.146,82.562,83.978,85.394,86.81,88.226,89.642,91.058,92.474,93.89,94.636,95.382,96.128,96.874,97.62,97.49,98.53,99.56,1.6,11.92
Madagascar,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97
Malawi,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9
Malaysia,124.59,124.086,123.582,123.078,122.574,122.07,121.566,121.062,120.558,120.054,119.55,119.035,118.52,118.005,117.49,116.975,116.46,115.945,115.43,114.915,114.4,115.986,117.572,119.158,120.744,122.33,122.3,122.3,122.31,122.31,122.31
Maldives,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68,78.68
Mali,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25,27.25
"Marshall Islands",77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
Martinique,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Mauritania,25.54,25.612,25.684,25.756,25.828,25.9,25.972,26.044,26.116,26.188,26.26,26.355,26.45,26.545,26.64,26.735,26.83,26.925,27.02,27.115,27.21,27.328,27.446,27.564,27.682,27.8,34.55,34.64,34.75,34.84,34.94
Mauritius,72.74,72.74,72.74,72.74,72.74,72.74,72.74,72.74,72.74,72.74,72.74,72.81,72.88,72.95,73.02,73.09,73.16,73.23,73.3,73.37,73.44,73.438,73.436,73.434,73.432,73.43,73.42,73.42,73.42,73.42,73.42
Mexico,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,25.161,22.792,20.423,18.054,15.685,13.316,10.947,8.578,6.209,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
Micronesia,317.87,317.855,317.84,317.825,317.81,317.795,317.78,317.765,317.75,317.735,317.72,317.712,317.704,317.696,317.688,317.68,317.672,317.664,317.656,317.648,317.64,317.626,317.612,317.598,317.584,317.57,,,,,
