Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Montenegro,,,,,,,,10.9,9.7286,8.5571,7.3857,6.2143,5.0429,3.8714,2.7,,,,,
Mongolia,,,,,,,20.4,18.34,16.28,14.22,12.16,10.1,,,,,,,,
Mozambique,,,,,54.1,49.9625,45.825,41.6875,37.55,33.4125,29.275,25.1375,21,19.075,17.15,15.225,13.3,,,
Mauritania,,,,,,,,,,,,,37.9,,,,,,,
Malawi,,35.7,33.825,31.95,30.075,28.2,25.6,23,20.4,17.8,15.2,12.6,12.675,12.75,12.825,12.9,14.6,16.3,,
Namibia,,,,,,,,,35.2,34.0333,32.8667,31.7,30.5333,29.3667,28.2,,,,,
Niger,,,,,,,,70.1,68.35,66.6,64.85,63.1,61.35,59.6,,,,,,
Nigeria,,,,,64.2,59.96,55.72,51.48,47.24,43,41.34,39.68,38.02,36.36,34.7,33.36,32.02,30.68,29.34,28
Nicaragua,,,12.5,,,,,,,,,,,,,,,,,
Nepal,,,28.8,27.68,26.56,25.44,24.32,23.2,18.72,14.24,9.76,5.28,0.8,6.34,11.88,17.42,22.96,28.5,,
Oman,,,,,,,,,,,,,,,,7.9,,,,
Pakistan,,,,,,,,,,,,,,,42.2,41.98,41.76,41.54,41.32,41.1
Panama,,,,,,,,,,,,,,,,5.7,,,,
Peru,,,,,,,,2.8,3.8,4.8,5.7,4.9,3.6,3.5,,,,,,
Philippines,,,,,24.1,22.1,20.1,18.1,16.1,14.1,13.86,13.62,13.38,13.14,12.9,12.4,11.9,11.4,10.9,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,69.8
Qatar,,,,,,,,,,,,,,6.6,,,,,,
Rwanda,,63.3,60.24,57.18,54.12,51.06,48,49.64,51.28,52.92,54.56,56.2,53.24,50.28,47.32,44.36,41.4,,,
Sudan,,,,,,,,,,,,,,,,34,,,,
Senegal,,,,,,,65.2,64.3333,63.4667,62.6,61.7333,60.8667,60,62.1,64.2,57.2,56.5,48.6,45.7,
"Sierra Leone",,,,,,,85,78.2,71.4,64.6,64.24,63.88,63.52,63.16,62.8,,,,,
"El Salvador",,,,,,,,,,,,,,,,8,,,,
Somalia,,,,,,,,75.7,,,,,,,,,,,,
Serbia,,,,,,,,6.2,5.9,5.6,5.3,5,4.7,4.4,4.1,3.8,,,,
"South Sudan",,,,,,,,,,,,78.5,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,19.5,19.42,19.34,19.26,19.18,19.1,,,,
Suriname,,,,,,,,,,,,12.5,,,,,,,,
Swaziland,,,,,,,,,23.2,22.7286,22.2571,21.7857,21.3143,20.8429,20.3714,19.9,,,,
Chad,,,,,,,,,,,,62.3,64.54,66.78,69.02,71.26,73.5,,,
Togo,,,,,,,,53.2,50.1375,47.075,44.0125,40.95,37.8875,34.825,31.7625,28.7,,,,
Thailand,,,,,,,,,,,,,,13.1,,,,,,
Tajikistan,,,,,,,74.4,72.2857,70.1714,68.0571,65.9429,63.8286,61.7143,59.6,60.4,61.2,62,62.8,63.6,
Turkmenistan,,51.7,49.3667,47.0333,44.7,42.3667,40.0333,37.7,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,86.2,84.1667,82.1333,80.1,78.0667,76.0333,74,,
"Trinidad and Tobago",,,,,,,,7.6,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,30.3,,,,,,
Turkey,,,,,39.2,35.34,31.48,27.62,23.76,19.9,18.56,17.22,15.88,14.54,13.2,,,,,
Tanzania,,,,,,,59.6,58.38,57.16,55.94,54.72,53.5,54.25,55,55.75,56.5,57.25,58,,
Uganda,,,76.5,75.24,73.98,72.72,71.46,70.2,67.82,65.44,63.06,60.68,58.3,56.44,54.58,52.72,50.86,49,,
Ukraine,,,,,,,5,4.3,3.6,3.46,3.32,3.18,3.04,2.9,,,,,,
Uruguay,,,,,,,,,,,,,,,1.5,,,,,
Vietnam,,,,,,,,63.8,59.35,54.9,50.45,46,41.55,37.1,32.65,28.2,,,,
Yemen,,,,,,,,,,,,,,,48.7,,,,,
"South Africa",,,,,,,,,,,,,,,,,,5.5,,
Zambia,,,,85.4,80.7,76,71.3,66.6,61.9,59.7571,57.6143,55.4714,53.3286,51.1857,49.0429,46.9,,,,
Zimbabwe,51,50.5286,50.0571,49.5857,49.1143,48.6429,48.1714,47.7,46.08,44.46,42.84,41.22,39.6,38.8667,38.1333,37.4,38.7,,,
