Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Japan,,,,,,,0.09,0.12,0.14,0.16,0.17,0.21,0.24,0.24,0.26,0.26,0.28
Latvia,,,,,,0.04,0.13,0.18,0.56,0.89,0.86,1.19,1.79,1.31,1.49,1.31,0.89
Lithuania,,,,,0.04,0.14,0.2,0.49,1.28,2.07,1.75,1.58,2.1,2.3,2.36,2.32,2.73
Malaysia,,,,,,,1.08,2.56,4.52,4.24,2.24,3.52,4.67,8.74,4,7.75,7.22
Malta,,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Mexico,,,,,,,,,,,,,0.08,0.09,0.1,0.05,0.06
Mozambique,,,,,,,,,,,,,0.02,0.03,0.04,0.06,0.09
Netherlands,,,,,,,0.35,1.67,1.63,5.4,7.52,9.67,23.12,27.08,33.87,32.08,28.71
"New Zealand",,,,,,,,,,0.02,0.02,0.04,0.15,0.18,0.25,0.27,0.3
"Macedonia (F.Y.R.O.M.)",,,,,,,,0.06,0.02,0.02,0.04,0.1,0.11,0.1,0.14,0.23,0.24
Norway,,,,,,,,,,,,1.82,0.71,0.33,0.19,0.05,0.1
Paraguay,,,,,,,,,,,,,0.03,0.1,0.17,0.2,0.23
Peru,,,,,,,,,,0.37,0.08,0.14,0.42,0.43,0.17,0.01,
Philippines,,,,,,,0.02,0.77,1.14,2.36,2.14,2.29,2.38,2.67,2.96,3.52,3.89
Poland,,,,,,1.32,1.83,0.97,5.3,7.47,7.79,7.46,12.39,12.94,14.61,15.56,17.72
Portugal,,,,,,,1.79,3.57,3.23,4.96,6.26,7.23,6,6.04,6.63,7.11,6.6
Romania,,,,,,,,0.44,1.82,1.62,0.24,2.11,1.98,2.7,2.17,2.95,3.36
Singapore,,,,,,0.02,0.3,0.7,1,1,5,15,16,15,15,19,18
Slovakia,,0.75,0.06,0.04,0.24,0.69,0.85,0.91,2.06,2.03,2.23,2.46,2.16,2.07,1.99,2.09,2.16
Slovenia,,,,,,,0.04,0.1,0.16,0.14,0.37,0.01,0.02,0.03,,,
"South Africa",,,,,,,,,,,,,0.12,0.1,0.1,1.32,2.74
"South Korea",,,0.02,0.04,0.1,0.24,0.95,1.77,3.22,4.61,6.48,6.11,6.52,6.85,7.27,8.13,9.53
Spain,1.6,1.61,1.5,2.06,2.25,3.25,1.26,3.61,4.42,14.59,16.89,13.63,9.92,14.46,23.96,22,26.82
Sweden,,0.05,0.07,0.09,0.15,0.16,0.23,0.4,2.2,2.58,2.64,2.66,2.17,2.45,2.46,1.8,1.6
Switzerland,,,,,0.06,0.14,0.16,0.22,0.22,0.12,0.14,0.12,0.14,0.1,0.1,0.12,0.16
Taiwan,,,,,,,,,,,,,1.14,1.02,0.99,NA,NA
Thailand,,,,,,0.02,0.04,1.77,7.33,10.51,11.37,10.86,15.68,18.61,20.16,21.54,21.37
Turkey,,,,,,,0.43,0.28,0.2,0.02,0.14,0.24,0.35,0.43,0.71,1.36,1.26
"United Kingdom",,,,,,0.18,5.1,8.5,5.58,3.95,3.09,3.56,4.94,5.31,2.84,2.95,6.79
"United States",NA,0.56,0.68,0.93,1.82,5.92,16.34,31.95,44.11,33.65,22.4,63.11,64.45,88.68,83.43,82.41,101.99
Uruguay,,,,,,,,,,,0.22,0.35,0.42,0.57,0.67,0.47,0.49
