Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
"Burma (Myanmar)",0.470742991,0.470742991,0.470742991,0.470742991,0.470742991,0.470742991,0.470742991,0.470742991,0.470742991,0.470742991,0.493051255,0.493051255,,,,,,,,,,,,,,,,,,,,,
Cambodia,,,,,,,,,,,0.331418471,0.331418471,0.331418471,0.331418471,0.331418471,0.331418471,0.331418471,0.331418471,0.331418471,0.331418471,0.331970835,0.3325,0.333075563,0.333075563,0.333075563,0.359036677,,,,,,,
Cameroon,0.240408884,0.240408884,0.240408884,0.234519603,0.234519603,0.234519603,0.234519603,0.232205957,0.232205957,0.232205957,0.232205957,0.232205957,0.23262662,0.211593471,0.211593471,0.211593471,0.211593471,0.211593471,0.211593471,0.211593471,0.211593471,0.213696786,0.213696786,0.213696786,0.213696786,0.204862864,0.206545516,0.204862864,0.205493858,0.205493858,0.205493858,0.205493858,0.205493858
Canada,,,0.525876168,0.536873026,0.517763732,0.518244469,0.507858547,0.4618,0.4158,0.3698,0.323766334,0.3168,0.3097,0.3027,0.29571139,0.2809,0.26600779,0.237674355,0.2529,0.2682,0.2835,0.298718805,0.327055321,0.292654759,0.307734236,0.577595454,0.575692537,0.571295796,0.573038468,0.584345802,0.584345802,0.520818415,0.520818415
Chile,1.026721475,1.026721475,1.026721475,0.991011723,0.970114906,0.955831006,0.962840697,0.921708354,0.9194,0.917,0.914698663,0.9112,0.9077,0.9041,0.9006,0.8971,0.8936,0.89,0.8865,0.883,0.8795,0.87594697,0.83693076,0.837195277,0.792491959,1.0485441,0.780059675,0.780059675,0.780059675,0.707846623,0.707846623,0.730066023,0.731256348
China,0.520210447,0.52273129,0.526991724,0.53754385,0.53754385,0.542908456,0.546741804,0.548033476,0.549658483,0.554033501,0.556023092,0.556418927,0.557981433,0.560439777,0.562418951,0.568918385,0.583334488,0.59964702,0.599834521,0.603365777,0.611000573,0.615406442,0.620104296,0.629645965,0.635572983,0.647916734,0.660541694,0.662885403,0.63342707,0.682197881,0.689989533,0.688020769,0.690604102
Colombia,0.247164441,0.247164441,0.237354938,0.234727392,0.229647471,0.229647471,0.229121962,0.229121962,0.2267,0.2242,0.221764835,0.2083,0.1947,0.1812,0.167724984,0.157652726,0.27624261,0.2663,0.2564,0.2466,0.2367,0.2268,0.2169,0.207,0.1971,0.18716882,0.18716882,0.1664,0.145653602,0.146441866,,,
"Congo (Brazzaville)",0.151754386,0.151754386,0.151754386,0.151754386,0.151608187,0.151608187,0.178216374,0.178216374,0.178216374,0.178216374,0.1637,0.149122807,0.149122807,0.175438596,0.206432749,0.178070175,0.1951,0.2121,0.2291,0.2461,0.263157895,0.263157895,0.3,0.2662,0.23245614,0.23245614,0.23245614,0.23245614,0.23245614,,,,
"Congo (Kinshasa)",0.192378223,0.192378223,0.192378223,0.192378223,0.192378223,0.192378223,0.192378223,0.192378223,0.192378223,0.192378223,0.192378223,0.1873,0.1822,0.177068141,0.202656022,0.202656022,0.202656022,0.202656022,0.202656022,0.202656022,0.155275795,0.1644,0.1736,0.1827,0.191866465,0.155275795,0.155275795,0.155275795,0.170884402,0.155275795,0.155275795,0.155275795,0.155275795
"Costa Rica",1.111545988,1.111545988,1.111545988,1.111545988,1.111545988,1.111545988,1.111545988,0.939334638,0.9061,0.8728,0.8395,0.806262231,0.811,0.8157,0.8204,0.825,0.829745597,,,,,,,,,,,,,,,,
"Ivory Coast",0.36593686,0.366557092,0.366557092,0.366557092,0.366557092,0.366557092,0.361905353,0.361905353,0.36,0.358183961,0.219872232,0.201575389,0.201885505,0.201885505,0.201885505,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113,0.198164113
Croatia,4.310222851,4.310222851,4.310222851,4.310222851,4.310222851,4.317297489,4.317297489,4.317297489,4.317297489,4.322603467,4.296073576,5.148567386,4.773611602,3.372833392,3.372833392,4.060841882,4.382017311,4.815403639,4.821365405,4.821365405,4.823134064,4.823134064,4.821365405,4.821365405,4.817105496,4.817105496,4.810037109,4.810037109,4.810037109,4.811804206,4.810037109,4.810037109,4.810037109
Cuba,3.987623988,3.9521,3.9166,3.8812,3.845663846,3.8161,3.786513787,3.9825,4.1784,4.374374374,4.3562,4.338,4.3198,4.3016,4.2834,4.2652,4.246974247,4.246974247,4.246974247,4.2842,4.3214,4.3586,4.3959,4.4331,4.4703,4.5075,4.5447,4.5819,4.619164619,4.619164619,,,
"Czech Republic",,,,,,,,,,,,,,11.97033092,11.93482947,11.95638392,11.96272347,11.95638392,11.95638392,11.87396982,11.87396982,11.97413465,12.04386966,12.04640548,12.03119057,12.06162039,12.03372639,12.03372639,12.02865475,12.09458603,12.1326233,12.00710029,12.00583238
Denmark,4.676258993,4.676258993,4.676258993,5.681132513,5.681132513,5.734509167,5.734509167,5.746112787,5.746112787,5.43977721,5.43977721,5.43977721,5.351589696,5.363193316,5.451380831,5.451380831,5.451380831,5.179856115,5.254119285,5.393362729,4.750522163,4.750522163,5.275005802,5.275005802,5.133441634,5.133441634,4.666976097,4.950104433,4.950104433,4.945462984,4.945462984,4.945462984,4.945462984
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,3.36637931,,,,,,,
Egypt,0.443057567,0.443057567,0.443057567,0.443057567,0.443057567,0.575465575,0.586150082,0.5582,0.5303,0.5023,0.474412102,0.474412102,0.410404913,0.456338309,0.410804334,0.48030356,0.489989515,0.496879525,0.501073444,0.501872285,0.501672575,0.511757951,0.514254331,0.514254331,0.514254331,0.514254331,0.518747816,0.518747816,0.505566928,0.518747816,0.518747816,0.518747816,0.518747816
Estonia,2.195445501,2.233031174,2.233031174,2.233031174,2.233031174,2.252929472,2.252929472,2.252929472,2.252929472,2.268405925,2.268405925,2.268405925,2.25071855,2.263984081,2.263984081,2.257351315,2.255140394,2.210921954,2.1755,2.140172452,2.140172452,2.13796153,2.13796153,2.120274154,2.120274154,2.120274154,1.770948486,2.12690692,1.804112315,2.053946496,1.739995578,1.751050188,1.751050188
Ethiopia,0.063916851,0.063916851,0.063916851,0.063916851,0.063916851,0.063916851,0.063916851,0.063916851,0.063916851,0.063916851,0.063916851,0.063916851,,,,,,,,,,,,,,,,,,,,,
Finland,1.796539997,1.801567352,1.800975898,1.774360491,1.773769037,1.744787816,1.744492089,1.744787816,1.740056188,1.740056188,1.735028833,1.737098921,1.737098921,1.740351915,1.738873281,1.738873281,1.732663019,1.73443738,1.735028833,1.725861304,1.731184386,1.730001479,1.730001479,1.730297205,1.697767263,1.695105722,1.744770122,1.74310029,1.749010106,1.749010106,1.749010106,1.756397376,1.756397376
France,6.256850999,6.260856898,6.299277117,6.320217047,6.316211147,6.314026111,6.307288916,6.308563521,6.293450354,6.249567545,6.203681786,6.090059906,5.959868169,5.932191045,5.876836796,5.815655784,5.772137147,5.78196981,5.777053479,5.72169923,5.920537519,5.361532439,5.344598409,5.329485242,5.325297256,5.33258071,5.380105246,5.369362152,5.444563812,6.150512573,6.119557894,6.304011362,5.464957483
Gabon,0.127395674,0.127395674,0.127395674,0.127395674,0.127395674,0.127395674,0.24208914,0.24208914,0.242836328,0.255538536,0.255164942,0.255164942,0.255164942,0.255164942,0.255164942,0.255164942,0.304105802,0.304105802,0.304105802,0.304105802,0.304105802,0.273097471,0.273097471,0.273097471,0.273097471,0.302611425,0.302611425,0.302611425,0.302611425,0.302611425,0.302611425,0.302611425,0.302611425
Georgia,,,,,,2.101865136,2.1357,2.1696,2.2034,2.2373,2.271162123,2.271162123,2.271162123,2.271162123,2.2654,2.259684362,2.259684362,2.259684362,2.259684362,2.259684362,2.241032999,2.245337159,2.245337159,2.259684362,2.259684362,1.916786227,1.916786227,2.170731707,2.170731707,2.246771879,2.246771879,2.246771879,
Germany,,,,,,,,,,,,,,,11.59691877,11.68505966,11.43489343,10.76940313,10.67893454,10.49687701,10.26580399,10.07926505,10.02800807,10.09522743,9.722727909,9.585258618,9.556986838,9.492299076,9.482232365,9.43828405,9.438659076,9.401697435,9.382936602
Ghana,0.398256058,0.398256058,0.398256058,0.398256058,0.398256058,0.398256058,0.398256058,0.398256058,0.3987,0.3991,0.399513708,0.399513708,0.399513708,0.399513708,0.399513708,0.399513708,0.399513708,0.399513708,0.399513708,0.399513708,0.399513708,0.4029,0.4062,0.409574914,0.409574914,0.4071,0.4045,0.402,0.399513708,,,,
Greece,1.864959079,1.864959079,1.864959079,1.864959079,1.864959079,1.864959079,1.864959079,1.878599576,1.878599576,1.878599576,1.882388603,1.882388603,1.882388603,1.892240073,1.892240073,2.159745377,1.874810549,1.896786905,1.742194604,1.742194604,1.742194604,1.801303425,1.805850258,1.829342225,1.855865414,1.952106699,1.901333737,1.933161564,1.93391937,1.176113974,1.93391937,1.93543498,1.93543498
Hungary,8.183919166,8.187681393,8.181339353,8.182521767,8.186606471,8.187358916,8.186713963,8.189401268,8.184026658,8.189723745,8.18800387,8.26013114,8.30538536,8.176932172,8.176287219,8.17585725,8.349994625,8.349994625,8.349994625,8.349994625,8.603676233,8.079114264,8.308072665,8.309147587,8.309147587,8.545630442,8.526281845,8.556379662,8.537031065,8.376867677,8.484359884,8.498333871,8.467161131
India,1.862949691,1.862645486,1.867360659,1.869642194,1.881506178,1.881080292,1.880380621,1.885339158,1.885612942,1.892487969,1.897233562,1.900001825,1.900853598,1.900123507,1.900093087,1.906146761,1.908124091,1.908124091,1.93188248,1.90916873,1.909158387,1.917341494,1.920748587,1.920201018,1.922573815,1.93063524,1.926589318,1.926437215,1.926437215,1.92479451,1.94611926,1.96090361,1.96090361
Indonesia,0.339079162,0.339079162,0.339079162,0.339079162,0.339079162,0.339079162,0.339079162,0.339079162,0.3198,0.3006,0.2813,0.262106407,0.262106407,0.262106407,0.264679166,0.264679166,0.264679166,0.279538163,0.279538163,0.2693,0.259,0.2488,0.2385,0.2282,0.218,0.2077,0.1975,0.1872,0.176942827,0.1999,0.2229,0.245934778,0.245934778
Iran,0.261696702,0.261696702,0.261696702,0.261696702,0.261696702,0.261696702,0.261696702,0.261754004,0.261811306,0.261811306,0.277741168,0.277741168,0.277741168,0.28776896,0.299458499,0.305532476,0.321576942,0.343523479,0.358937627,0.36661605,0.383233533,0.455204424,0.352462539,0.352519841,0.367017162,0.40861817,0.416296593,0.416296593,0.42030771,0.432914076,0.347993009,0.479500329,0.479500329
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433016974,0.433016974,0.463588246,0.465260546,0.465260546,0.491223233,0.491223233
Ireland,2.827262379,2.827262379,2.827262379,2.827262379,2.766078543,2.766078543,2.766078543,2.766078543,2.766078543,2.766078543,2.766078543,2.766078543,2.766078543,2.770347183,2.770347183,2.780307342,2.767501423,2.767501423,2.767501423,2.716277746,2.724815026,2.730506545,2.730506545,2.730506545,2.730506545,2.730506545,2.730506545,2.730506545,2.730506545,2.730506545,2.730506545,2.730506545,2.730506545
Israel,,3.747168101,3.855913004,3.892161305,3.892161305,3.892161305,3.919347531,3.937471681,3.937471681,3.2691,2.600815587,2.600815587,2.596284549,2.596284549,2.700498414,2.763932941,2.763932941,2.763932941,2.8387,2.9135,2.9882,3.062981423,3.062981423,2.786588129,3.864975079,4.073402809,4.100589035,4.340734028,4.553692796,4.553692796,4.685092886,4.888989579,4.888989579
Italy,5.355412491,5.363376916,5.466582598,5.4672463,5.448994491,5.470564811,5.332182916,5.303975576,5.31459481,5.319572576,5.338156235,5.331519214,5.346784363,5.290369682,5.310280746,5.310612597,5.314262959,5.319904427,5.336165129,5.345456959,5.475210725,5.321231831,5.304639278,5.298002257,5.281741554,5.558837194,5.586048981,5.531293555,5.595672662,5.627862215,5.976969536,5.656401407,5.661379173
Japan,5.885653785,5.981206988,6.18607729,6.168607729,6.115140286,6.035203812,5.812863949,5.613816834,5.541026998,5.384065643,5.361037586,5.360508205,5.361037586,5.360508205,5.361302276,5.329274749,5.3347,5.340127051,5.3392,5.3384,5.337480148,5.334497724,5.317949668,5.310134956,5.30814215,5.317668228,5.305355631,5.305215252,5.304545695,5.301272401,5.300965736,5.328676694,5.328676694
Jordan,0.30412255,0.30412255,0.327776526,0.330029286,0.330029286,0.330029286,0.330029286,0.328902906,0.328902906,0.328902906,0.328902906,0.328902906,0.330029286,0.330029286,0.330029286,0.330029286,0.330029286,0.330029286,0.330029286,0.328902906,0.328902906,0.328902906,0.328902906,0.3283,0.327776526,0.330029286,0.330029286,0.330029286,0.282721334,0.329153605,0.329153605,0.569861173,0.569861173
Kazakhstan,,,,,,,,,,,0.530852508,0.530500202,0.528650593,0.496458586,0.4977,0.4989,0.5001,0.5013028,0.4999,0.4985,0.497082462,0.498,0.498990789,0.505339645,0.505339645,0.521266835,0.521303534,0.521303534,0.521303534,0.521303534,0.521193438,0.520532864,0.525487174
Kenya,0.362010442,0.362010442,0.362010442,0.362010442,0.359081276,0.359132967,0.359132967,0.359132967,0.359081276,0.355807502,0.355807502,0.355807502,0.355807502,0.355807502,0.472112618,0.472112618,0.472112618,0.472112618,0.472112618,0.472112618,0.453848407,0.453848407,0.453848407,0.453848407,0.453848407,0.330306529,0.330306529,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208552138,0.208552138,0.208552138,0.208553181,0.208553181,0.208553181,0.208553181
Latvia,3.693261038,3.693261038,3.693261038,3.693261038,3.693261038,3.693261038,3.6983,3.7033,3.7084,3.713400465,3.713400465,3.713400465,3.726823526,3.737666321,3.737666321,3.737666321,3.743862204,3.743862204,3.743862204,3.743862204,3.610650723,3.570377484,3.514614539,3.516163509,3.516163509,3.678805434,3.677256463,3.514614539,3.505320714,2.91976456,2.94062936,2.892369727,2.884615385
Lithuania,3.075038285,3.101071975,3.124042879,3.084226646,3.084226646,3.084226646,3.084226646,3.047473201,3.047473201,3.070444104,3.073506891,3.073506891,3.065849923,3.065849923,3.065849923,3.065849923,3.058192956,3.059724349,2.917304747,2.917304747,2.917304747,1.963246554,2.718223583,2.71669219,2.728943338,2.718223583,2.712098009,2.704441041,2.702909648,2.705972435,2.705972435,2.705972435,2.705972435
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,10.61776062,10.61776062,10.61776062,10.61776062,10.61776062,10.61776062,10.61776062,10.61776062
"Macedonia (F.Y.R.O.M.)",2.707117853,2.707117853,2.707117853,2.707117853,2.707117853,2.707117853,2.707117853,2.707117853,2.707117853,2.707117853,2.707117853,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.710393253,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,2.718786464,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145475606,,,,
Malawi,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.665935179,0.599257259,0.599257259,0.599257259,0.599257259,0.599257259,0.599257259,0.599257259,0.599257259,0.599257259,0.6176,0.636,0.6543,0.672687373,,,,
Malaysia,0.495465538,0.495465538,0.495465538,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.504232164,0.498186215,0.498186215,0.4943,0.490326481,0.494558646,0.494558646,0.503929867,0.503929867,0.500906892,0.503929867,0.503929867,0.503325272,0.503325272,0.503325272,0.600665054,0.680169287
Mali,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.051766262,0.0532,0.0546,0.056,0.0574,0.058781316,0.0589,0.0591,0.05918448,0.05918448,0.059103847,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,0.069564374,0.0699,0.0703,0.07063161,0.07063161,0.07063161,0.07063161,0.07063161
Mexico,0.724147059,0.719005488,0.788136715,0.788034902,0.788340341,0.788442155,0.803459616,0.803459616,0.805597695,1.036001181,1.036001181,1.034626702,1.039768273,1.040786406,1.042415419,1.053156721,1.354778607,1.3551,1.3553,1.3556,1.3559,1.3562,1.3564,1.3567,1.357,1.357273033,1.357273033,1.357273033,1.358036632,1.359411112,1.359411112,1.359411112,1.359411112
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,3.17577548,3.40915805,3.40915805,3.41506647,3.418020679,3.418020679,3.418020679,3.418020679
Mongolia,0.108495512,0.1091,0.1098,0.1105,0.1111,0.111756131,0.111756131,0.12275273,0.12275273,0.12275273,0.12275273,0.12275273,0.12275273,0.12275273,0.121,0.1192,0.1175,0.115720021,0.115720021,0.115720021,0.115720021,0.115720021,0.115720021,0.115720021,0.115720021,0.115720021,0.115720021,0.115720021,0.115720021,0.115975756,0.115975756,0.116231491,0.116231491
Morocco,0.39323704,0.398387639,0.398387639,0.398387639,0.398387639,0.398387639,0.398387639,0.423916695,0.423916695,0.423916695,0.423916695,0.423916695,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.427051842,0.445414847,0.472511477,0.472287538,0.472287538,0.472287538
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,0.384047637,0.384047637,0.384047637,0.389802097,0.389802097,0.389802097,0.389802097,0.389802097
Namibia,,,,,,,,,,,0.288975967,0.288975967,0.288975967,0.288975967,0.288975967,0.288975967,,,,,,,,,,,,,,,,,
Netherlands,6.934745967,6.934745967,6.86250903,6.867324825,6.867324825,6.799903684,6.783048399,6.763785216,6.809535276,6.809535276,6.737298339,6.693956176,6.628942933,6.638574524,6.638574524,6.773416807,6.773416807,6.754153624,6.761377318,6.761377318,6.74692993,6.763785216,6.756561522,6.768601011,6.768601011,6.77178623,6.682715455,6.682715455,6.971593645,6.947520462,7.260471834,7.260471834,7.260471834
"New Zealand",1.67270554,1.655896306,1.650293228,1.618168914,1.596130141,1.596130141,1.57595906,1.55578798,1.590153524,1.504986739,1.504986739,1.46165627,1.46165627,1.46165627,1.46165627,1.46165627,1.46165627,1.46165627,1.46165627,1.46165627,,,,,,,,,,,,,
Nigeria,0.380181214,0.380181214,0.380181214,0.380181214,0.380181214,0.380181214,0.380181214,0.380181214,0.380181214,0.380181214,0.3826,0.385052556,0.330601773,0.330601773,0.330601773,0.385052556,0.3822,0.37942345,0.3813,0.3832,0.385052556,0.3822,0.37942345,0.37942345,0.37942345,0.381913247,0.381913247,0.381913247,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,1.262198888,1.248610253,1.262198888,1.27061585,1.27061585,1.270576608,1.282930294,1.282930294
Pakistan,1.10752418,1.10752418,1.109408366,1.109408366,1.109408366,1.103378972,1.103378972,1.102122849,1.102232132,1.102232132,1.102232132,1.102232132,1.102232132,1.102232132,1.102232132,1.102232132,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899,0.978645899
Peru,,0.14690092,0.14690092,0.14690092,0.14690092,0.133829228,0.130133362,0.130133362,0.130133362,0.130133362,0.12535597,0.12535597,0.12535597,0.1253,0.125262601,0.125192574,0.131574361,0.131572805,0.1363,0.141,0.1458,0.1505,0.1552,0.1599,0.1647,0.169387342,0.169387342,0.1633,0.157171535,0.157171535,0.157171535,0.150091035,0.150091035
Philippines,,,,,,,,,,,0.159666667,0.159666667,0.159666667,0.159666667,0.159666667,0.152,0.152,0.156,0.163666667,0.163666667,0.163666667,0.163666667,0.163666667,0.163666667,0.163666667,0.1627,0.1617,0.1607,0.159666667,,,,
Poland,8.6939141,8.689756628,8.68527935,8.69103585,8.657136461,8.664172183,8.655217628,8.518660654,8.489238543,8.520899293,8.387860181,8.266334069,7.483130257,7.971473344,7.775432537,7.670856119,7.126866865,7.126866865,7.2238,7.320669033,7.214813393,6.438965109,6.467427804,6.364130609,6.260513608,6.267869136,6.213700908,6.21050275,6.277024434,6.320839197,6.301010618,6.308366381,6.273826276
Portugal,3.917716023,3.925314807,3.922058185,3.922058185,3.922058185,3.911202779,3.911202779,3.916630482,3.916630482,3.326096396,3.326096396,3.382544507,3.323925315,3.323925315,2.929874077,3.093790708,3.093790708,3.100303951,3.100303951,3.053625706,3.054711246,3.054711246,3.127442466,3.059053409,3.092705167,3.08285373,3.08285373,3.081767836,3.086111413,3.086111413,3.087197307,3.032902595,2.759257248
Romania,4.660430387,4.653299216,4.666722597,4.659591426,4.685179747,4.694827803,4.706992743,4.7296447,4.739292756,4.758169386,4.76026679,4.767397961,4.794664206,4.773690172,4.771173287,4.772012249,4.772012249,4.773690172,4.766978481,4.766978481,4.766978481,4.766978481,4.766978481,4.646587525,4.548848526,4.522421243,4.522421243,4.46579135,4.523679685,4.520323839,5.713326901,4.52074332,4.52074332
Russia,0.483090657,0.4851,0.487,0.489,0.491,0.4929,0.4949,0.4969,0.4989,0.5008,0.50279444,0.50279444,0.511748578,0.512000066,0.512000066,0.512000066,0.512000066,0.506835791,0.503858877,0.502975745,0.503414387,0.502010733,0.500297107,0.500051467,0.498799876,0.500297107,0.539336212,0.492202706,0.492202706,0.498261809,0.498834968,0.498103898,0.492734925
"Saudi Arabia",0.026189823,0.026096786,0.026096786,0.039168438,0.047820849,0.047820849,0.047820849,0.047262629,0.047309147,0.047309147,0.046750927,0.046750927,0.047355665,0.047355665,0.047355665,0.047355665,0.047355665,0.047355665,0.047355665,0.047355665,0.044564565,0.064660486,0.050146765,0.064660486,0.064660486,0.047448702,0.047448702,0.065683889,0.128297568,0.047448702,0.047448702,0.065683889,0.065683889
Senegal,0.525620171,0.525620171,0.525620171,0.525620171,0.525620171,0.525620171,0.525620171,0.459536397,0.46055307,0.46055307,0.46055307,0.46055307,0.46055307,0.459536397,0.46055307,0.46055307,0.46055307,0.46055307,0.46055307,0.46055307,0.46055307,,,,,,,,,,,,
