Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Philippines,1,2.493,4.215,3.451,2.581,4.268,3.683,0.9,-0.025,-0.933,-0.583000004
Poland,3.1,2.422,2.646,-0.902,1.389,3.558,2.777,0.44,-0.158,0.508,0.635999978
"Puerto Rico",11.8,13.764,15.049,-4.865,-2.433,2,1.856,3.068,3.039,1.675,2.661000013
Portugal,5.1,6.27,7.9,4.4,2.5,2.9,2.6,1.1,-0.158,0.508,
Paraguay,2,1.781,5.788,2.937,1.531,3.37,3.655,2.806,3.246,3.527,3.592999935
Qatar,6.6,4.84,7.848,5.603,6.111,5.812,3.336,4.002,1.076,-0.596,-1.554999948
Russia,9.7,9.005,14.117,10.4,2.311,5.67,6.286,4.224,1.784,2.507,5.72300005
Rwanda,2.3,4.107,9.871,5.057,5.354,4.976,2.857,3.506,2.685,2.189,3.50999999
"Saudi Arabia",2.1,5.867,5.759,-1.05,1.229,3.409,1.095,0.822,-0.532,0.105,0.851000011
Senegal,12.7,6.8,11.7,8.11,6.173,11.215,7.345,7.686,2.082,1.392,1.121999979
Singapore,4.4,2.762,3.935,0.925,0.697,4.079,3.733,1.462,-0.102,-0.341,-0.465999991
"Sierra Leone",1,2.096,6.514,0.211,2.823,5.248,4.575,2.359,1.025,-0.523,-0.532000005
"El Salvador",4.6,3.856,7.257,0.535,1.179,3.578,1.73,0.758,1.141,-0.731,0.603999972
Serbia,12.7,6.8,11.7,8.11,6.173,2.559,7.11,4.339,1.394,1.392,-1.014000058
Suriname,,,,7.598,4.469,6.105,8.94,5.62,5.789,6.911,8.032999992
Slovakia,2.7,3.61,5.7,0.832,1.837,1.828,2.597,1.648,0.211,-0.506,-0.055
Slovenia,4.7,7.09,11.504,7.111,4.274,4.999,5.654,5.752,6.067,4.588,6.34100008
Sweden,1,0.863,2.43,-0.446,0.688,0.228,-0.696,-0.218,-0.012,-1.14,-0.432000011
Swaziland,1.5,1.677,3.298,2.246,1.908,1.366,0.888,-0.046,-0.18,0.701,1.136000037
Seychelles,,,,,,18.461,13.808,9.799,8.301,8.969,11.29899979
Syria,0.6,1.798,3.527,-0.87,0.963,1.422,1.932,0.793,1.196,-0.305,1.39199996
Chad,7.9,-8.811,8.337,10.103,0.992,1.891,7.676,0.221,1.681,3.621,-1.121999979
Thailand,4.1,7.766,7.623,1.3,4.91,13.5,11.8,10.6,1.895,-0.9,
Tajikistan,5.8,7.028,10.276,12.144,10.496,7.029,16.001,7.87,6.133,5.588,5.170000076
"Timor Leste",8.3,7.889,12.065,6.97,10.669,5.099,9.269,5.2,7.042,4.658,3.426000118
"Trinidad and Tobago",4.5,3.147,5.046,3.73,4.444,5.099,5.582,6.095,4.924,4.851,3.726999998
Tunisia,9.6,8.756,10.444,6.251,8.566,6.472,8.912,7.493,8.855,7.671,7.775000095
Turkey,6.6,6.8,7.3,14.2,9.4,6.524,14.125,5.439,4.668,5.79,5.464000225
Tanzania,4.6,2.229,5.468,-0.846,3.272,3.807,3.015,2.185,1.895,-0.9,0.187999994
Uganda,9,12.843,25.201,15.898,9.369,7.958,0.565,-0.261,12.1,48.684,13.91300011
Ukraine,10.1,11.034,11.454,1.008,0.897,0.882,0.665,1.102,2.345,4.068,1.773000002
Uruguay,13.6,18.703,30.37,27.081,28.187,26.09,21.069,40.71,62.169,121.738,254.9490051
"United States",6.4,8.1,7.9,7.064,6.7,8.093,8.098,8.575,8.877,8.666,9.638999939
Venezuela,7.5,8.3,23.115,6.717,9.207,18.678,9.103,6.595,4.1,0.631,2.667999983
Vietnam,7.5,8.3,23.115,6.717,12.14,17.61,10.976,11.117,4.1,30.025,5
Yemen,9.1,10.657,12.446,13.393,8.502,8.659,6.562,6.978,7.944,10.107,17.89999962
"South Africa",3.6,2.839,4.13,-0.256,2.043,3.053,2.436,1.526,-0.18,-0.498,-0.200000003
Zambia,1016.7,10452.555,12.446,-7.7,3.045,3.47,3.72,1.632,-0.214,-2.399,-1.565999985
Zimbabwe,1016.7,10452.555,5222.4275,-7.7,3.045,3.47,3.72,1.632,-0.214,-2.399,
