Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ethiopia,9838.784405,10114.27037,10399.59512,10999.76097,10999.76097,11590.08803,11973.80062,11885.25156,12278.80294,12613.32161,13262.68138,13912.04115,14482.69064,16401.2536,17208.03392,18221.42872,18929.8212,19726.76273,20061.2814,20809.02902,21989.68315,22914.52888,24085.34422,24882.28576,25187.28808,25226.64322,25915.35812,26623.7506,26328.58707,28020.85799,29250.70604,29850.87189,30323.13354,31867.82269,31208.62413,29122.80184,31011.84845,33924.12863,34583.32718,35144.1379,34593.16597,33450.62194,30938.6064,31600.90055,34265.91155,36289.35396,39667.54335,42821.73456,42849.77574,43106.06009,45339.34031,47814.80412,50265.85949,50251.13381,52652.73203,58776.96849,64772.3245,71514.80794,78513.78543,85833.16993,94610.41918,106536.1227,117685.7208,128475.5253,141336.4128,155341.0524,168564.3202,181487.4682,196154.0088
Finland,31676.67882,34370.43193,35522.24361,35771.18355,38903.3682,40885.59894,42121.00985,44101.38282,44339.1762,46973.48097,51270.48162,55177.35251,56897.63898,58772.11959,61742.67906,65025.34233,66587.71913,67994.04403,69558.2786,76257.36392,81953.25843,83666.11386,90051.23761,96090.81786,99001.92898,100142.5941,99717.16687,99962.39129,102054.2299,109154.5916,114976.8138,116465.5042,120061.2069,123808.386,127787.7461,132307.2066,135914.0838,140751.3965,148084.3453,155618.435,156670.0787,147403.943,142503.3082,141456.631,147028.9768,153214.678,158820.5473,168749.7027,177910.3015,185816.8742,196287.3716,201353.1405,204736.5279,208818.9416,217017.2927,223050.2758,232095.4049,244129.0893,245888.4508,225555.8449,232305.237,238277.3813,234879.0946,233098.6258,231626.0763,231938.9621,236891.7445,243977.2019,249023.6402
France,394937.418,419265.0127,430393.5171,442817.0333,464296.6766,490954.5762,515799.8174,546856.8167,560573.5536,576618.8041,617251.3683,651543.2104,694858.9388,730956.2747,779686.693,817587.7315,859097.9661,898804.4983,938511.0304,1003553.583,1061066.08,1112411.598,1161871.021,1225093.75,1261001.222,1252213.77,1306237.354,1351320.424,1405086.84,1455095.459,1478205.125,1494136.401,1531617.28,1550858.933,1574501.304,1600059.311,1637680.582,1679888.885,1759414.057,1836005.417,1889506.793,1909140.759,1939680.734,1927797.225,1973011.504,2014150.462,2042106.951,2089837.799,2164156.637,2237891.599,2324613.53,2370046.926,2396554.879,2416195.405,2483520.856,2523448.764,2583379.333,2644385.806,2649550.153,2571617.847,2622167.043,2676687.905,2681578.027,2697030.394,2722587.089,2751649.662,2784329.64,2839379.352,2900382.407
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33915.25948,35826.47241,37845.38715,40110.7486,43296.99267,46017.63449,46147.81729,45892.2665,49853.2912,48843.18872,42090.26199,33209.21671,18298.27841,12936.88283,11591.44702,11894.15027,13141.49644,14532.3657,14949.88743,15390.89476,15769.27383,16512.98441,17434.14172,19380.83679,20505.53595,22470.49759,24589.42036,27681.69067,28349.72544,27316.35916,29022.97923,31118.41641,33093.81609,34215.90574,35797.26929,36828.02606,37840.51626,39429.81794,41204.15975
Germany,583257.0703,636724.2433,691927.8631,749859.2428,805764.0354,894428.3242,958531.783,1013449.658,1058570.897,1135990.045,1227562.332,1278128.101,1332650.33,1370214.728,1453500.428,1527189.513,1572458.019,1577331.06,1660533.235,1770318.431,1853168.92,1907710.932,1986448.9,2076603.456,2093783.288,2082379.889,2182937.739,2245753.15,2308823.533,2401604.739,2429044.993,2438226.18,2417395.414,2460465.887,2529829.241,2585175.733,2642368.573,2682225.52,2771683.299,2862306.036,2779277.506,2918558.531,2962736.21,2933646.731,3008029.414,3062161.015,3088676.204,3147584.543,3203189.21,3262483.692,3366313.394,3427810.325,3428911.549,3404241.269,3428182.167,3458372.87,3592035.734,3713184.688,3743375.39,3535329.843,3674884.971,3811508.269,3837651.616,3860476.988,3934859.671,3994139.852,4068150.694,4170521.631,4269512.311
Ghana,11170.52849,11583.83805,11371.59801,12946.64252,14577.53968,13639.21529,14443.49334,14912.65554,14666.90391,16789.30432,18029.23299,18665.95311,19570.76592,20252.16816,20687.81877,20967.08198,20989.42304,21369.22101,21670.82528,22441.59174,23525.13301,25401.78179,24642.18585,25345.92915,27088.53159,23715.03199,22877.24235,23402.25719,25390.61126,24742.72061,23960.78362,23994.2952,22329.88646,21313.36836,23156.50556,24329.41106,25602.8513,26831.60944,28339.63079,29780.62896,30774.806,32407.65729,33671.57983,34921.83835,36185.7609,37716.13198,39471.95952,41381.50736,43325.21528,45245.01115,46932.51855,48896.7225,51120.54298,53802.10839,56804.77844,60138.80115,63896.40872,66673.62232,72774.61061,76299.92971,82329.18185,93892.36515,102616.8467,110121.8138,114511.3827,118904.3675,123030.9038,130611.7362,138870.9406
Greece,34025.10591,37021.58842,37286.9509,42394.59155,43714.35893,47018.47405,51031.78801,54357.0382,56872.11091,58959.78564,61514.78013,66908.91832,69421.64269,76478.40597,82762.56523,90535.57237,96063.56598,101335.5905,108087.0695,118790.8056,128240.5279,137368.5275,154462.0982,160520.8168,154680.4939,164038.6309,174472.3079,180453.5312,192538.0915,199644.17,203143.1974,203255.9177,204059.0502,204878.621,210516.9866,217085.2951,220605.4575,219586.2777,229362.4194,238180.438,238243.8432,245633.5881,247346.5275,243390.6433,248258.0731,253471.922,260726.6707,272418.1762,283028.5894,291724.9009,303159.8625,315685.1756,328069.2059,347079.1571,364645.1508,366829.8448,387564.7225,400252.5506,398911.083,381754.8891,360839.9358,327886.2568,303948.9705,294096.6948,296272.4489,295410.5444,294688.8052,300209.1849,307183.5647
Guatemala,11544.63112,11706.89008,11951.21103,12389.4967,12620.76233,12932.22491,14109.06857,14905.44296,15601.1049,16371.36866,16770.48838,17490.39591,18107.72594,19834.758,20754.22539,21658.77241,22856.13157,23792.38437,25881.23524,27102.83998,28654.55777,30252.90169,32474.17078,34676.78942,36888.73328,37606.77577,40385.69344,43537.62019,45714.12819,47870.12069,49669.88952,49990.67733,48226.34436,46986.08916,47224.81498,46937.59798,46997.27944,48666.49508,50561.38123,52555.11477,54179.56933,55805.22132,58372.09715,60356.7225,62469.4754,65218.0004,67044.22335,69792.74836,73003.50564,75704.45586,77597.17538,79459.62004,82531.97795,84620.40283,87287.83445,90133.67151,94982.5151,100970.4504,104283.3853,104832.1172,107840.141,112328.3894,115664.5711,119941.436,124947.6008,130120.8179,134111.1528,138351.2554,143015.7467
"Hong Kong",8401.644087,7832.729857,8557.418222,9337.982092,10194.73983,11114.14587,12082.65462,13086.72051,14129.72993,15206.60329,16317.3406,17399.29356,20440.27558,23650.57731,25677.33426,29393.90193,29900.16786,30408.127,31420.65887,34967.90683,38178.20856,40880.55116,45105.07796,50679.08287,51860.93445,52030.25416,60477.61457,67572.11049,73315.4351,81762.79551,90039.14301,98317.18371,101019.5263,106764.5441,117406.288,117912.5539,130582.7479,147475.7756,159301.0642,163356.2713,168930.2762,178562.5732,189695.6124,201458.8203,213618.9468,218689.8101,228002.8192,239630.2627,225533.66,231187.2906,248904.2776,250300.2005,254447.0072,262223.8572,285037.644,306096.6893,327623.3079,348803.6288,356225.7743,347465.8396,370981.1653,388842.6815,395454.1757,407719.4793,418982.3802,428986.9113,438155.5702,454907.0021,470171.1491
Hungary,67712.45556,74252.8632,76753.6073,78148.25304,80889.4533,88199.32067,84207.74836,91180.97709,97288.56364,101232.0447,106522.0803,111908.2984,116573.1479,122969.2819,129894.4194,130904.3353,138358.4763,146293.5297,148072.9053,152497.2987,151968.2952,158749.159,162163.6365,170579.6022,175003.9956,178755.1117,179284.1153,190537.4637,195154.2221,195538.9519,197510.6925,198905.3382,206070.9319,203954.9176,209293.0445,204147.2826,208235.0373,211457.1499,214679.2625,209870.1393,195875.5906,172566.3953,167216.837,166213.536,171033.7285,173599.2345,173623.8077,179423.1263,187023.2168,192983.4528,201106.4739,208829.9886,218286.2408,226687.2483,238032.7594,248478.1486,258047.4719,259169.3633,261386.5911,244135.144,245801.0687,249886.0781,245778.5008,250930.5508,261539.2257,270345.6308,276328.8862,287986.9647,300430.199
Iceland,1329.282947,1287.415767,1428.717498,1468.840211,1597.930681,1746.210275,1822.966771,1821.222305,1952.05724,2018.346941,2109.059163,2100.336834,2278.272347,2510.286299,2766.722773,2967.336341,3223.772815,3183.650102,3005.714589,3082.471085,3312.740572,3745.368092,3977.382045,4247.774245,4490.254993,4518.166446,4788.558646,5210.719372,5524.723218,5791.626487,6124.819456,6386.489327,6524.302126,6383.000396,6646.414733,6866.217425,7297.10048,7919.874774,7912.896911,7925.108171,8017.564859,7999.643754,7729.744272,7831.270358,8113.889562,8123.349438,8512.053242,9109.477212,9745.229198,10124.76462,10590.79198,11006.74808,11067.34469,11328.16399,12242.85036,13025.24082,13678.74717,14968.4185,15216.73178,14226.8441,13713.86903,13983.07119,14167.54293,14777.90108,15091.51063,15735.02093,16902.69244,17390.45256,17902.68178
India,329749.408,335676.7663,345130.5621,364048.9885,381086.8486,391924.4363,411355.6994,413807.852,436084.0701,451243.5293,477265.1372,496327.1817,508303.395,530174.7617,567384.2428,560709.9765,558836.5558,594435.4035,618062.2184,652909.3248,688679.0365,702555.0671,702575.1187,726425.3659,740667.2693,791713.7265,816250.2308,865569.586,917010.6666,894120.7079,929894.6473,988914.0611,1027797.852,1098013.098,1151753.09,1197397.367,1247570.266,1301798.163,1417722.4,1525316.461,1610028.264,1646359.781,1714708.255,1812507.152,1937760.979,2079663.121,2240133.178,2364422.69,2506773.631,2680387.361,2832693.113,2942327.936,3078602.927,3288385.221,3544105.131,3863966.074,4224851.534,4649667.533,4941270.71,5191347.553,5759278.544,6159531.534,6497426.539,6896981.353,7380690.488,7942918.394,8572900.495,9116029.483,9723166.563
Indonesia,129155.422,138782.034,145350.9413,152581.6051,162097.2756,166550.5081,168747.9292,180291.689,173794.7964,181260.9677,188954.8612,201341.3874,201119.5043,193410.0401,200557.0112,202555.9054,202592.8859,198018.9801,217332.5407,244086.9701,269786.4818,284555.3317,316763.4139,363771.4876,382211.1402,382211.1402,415884.8187,448316.7304,468782.526,494295.1887,536811.1029,573719.6033,552609.5682,574747.2724,614415.687,629546.5567,666529.0181,699365.7691,739448.7547,805961.1306,877607.959,955963.7656,1018318.378,1099334.094,1182223.466,1279404.005,1379427.742,1444259.399,1254675.041,1264601.505,1327561.631,1375930.942,1437840.595,1506574.691,1582368.53,1672446.045,1764446.483,1876400.996,2016038.501,2110827.965,2245448.671,2383988.008,2527743.693,2668217.075,2801805.857,2938429.044,3085807.668,3242250.608,3409146.838
Iran,80455.62434,80456.56827,80476.58341,80536.65871,80536.65871,82269.78549,90608.46184,102732.4963,113911.783,124001.1673,135643.6701,144875.6532,150877.9816,166044.0196,180131.3589,201225.7663,222036.8657,249143.8876,285331.8114,320608.352,355955.8988,403430.5195,461075.7887,500975.0193,540245.554,582320.6789,653612.2856,627238.9802,557860.7611,501974.2428,444639.6666,450713.2763,518758.4148,571682.0502,582328.1047,578359.7096,535077.6099,521390.1187,503946.7811,531188.9382,598376.4045,673391.4233,737729.7595,711943.7312,697604.783,711197.5757,770623.6061,800032.5212,826761.6277,846117.6041,872892.0601,911743.7236,979380.8354,1061130.112,1126915.45,1163192.202,1214184.001,1327897.081,1294690.866,1383146.67,1413714.774,1466316.247,1381192.882,1360358.472,1416754.943,1398113.325,1532795.965,1642319.961,1702775.945
Iraq,59918.70784,65191.55413,72082.20553,101262.6162,120376.684,115463.35,123492.4568,122294.0827,136494.8164,142247.0124,158784.5758,177059.7817,185867.8317,182512.3841,204442.6311,223017.4306,234821.416,229368.8136,270113.5349,279281.0972,278202.5605,295399.2296,284494.0248,332249.2349,350045.0912,408286.0752,491333.4043,504815.1135,596790.33,734064.0897,718185.6321,587862.4426,582949.1085,532257.8817,533576.0933,525187.4742,519734.8718,534534.7926,421588.0283,384318.5921,379405.258,140759.3507,181861.0811,181861.0811,172805.8491,157223.8778,177001.3225,170167.7218,195672.4558,212309.6781,235661.3598,256877.0095,274850.3155,214930.7852,329672.7599,335195.5324,354094.8596,360782.0801,390467.6172,403662.6865,429507.4527,461920.1075,526295.2804,566442.5896,570625.7472,598287.7568,664064.7402,661089.2088,680454.3593
Ireland,20598.6586,21116.09143,21649.63111,22233.50473,22432.82711,23016.70072,22716.71049,22682.48341,22215.38452,23115.35523,24415.98405,25581.71793,26415.24786,27665.54274,28748.72897,29250.05494,29499.71125,31249.31875,33832.45617,35867.96041,36822.29177,38098.7603,40571.16308,42487.87923,44297.88745,46802.50394,47456.84506,51352.69145,55045.18875,56736.40889,58481.98967,60426.89283,61806.04258,61657.05414,64340.85943,66326.02974,66042.14636,69120.56968,72728.50597,76956.55631,83471.78056,84842.47763,87878.81643,89912.83299,95212.0458,104345.5389,112494.2533,124069.8229,134616.027,148909.4655,163144.8575,172613.1697,183503.8178,189228.2011,201871.0846,213996.0459,225812.2636,237574.2693,228223.5045,217664.0781,221585.5841,228199.9686,228284.7243,232025.8765,251349.9178,269751.9423,283620.9533,303000.6054,317808.2151
Israel,6353.79564,8253.580537,8609.393093,8507.732362,10127.95025,11500.37011,12523.33121,13609.83026,14588.31479,16430.91553,17511.06078,19423.55327,21342.39956,23604.3508,25917.13242,28356.98994,28668.32593,29386.30484,33878.43835,38148.18902,41242.4875,45779.09759,51453.03709,54077.15469,57762.35617,59687.55624,60462.71931,60462.71931,63379.11151,67362.94138,71988.5046,75705.47505,77065.18732,79778.25806,80496.23697,83272.84566,87256.67553,93540.57942,95421.30293,96260.00395,102601.092,107338.7378,115018.6257,119356.3355,127724.3263,140054.675,148476.903,154478.9855,160907.3624,166575.4045,181254.1738,181421.9543,181114.0187,183141.5781,192311.9755,200201.4623,211653.6244,224737.4648,231377.7216,234749.0459,247613.403,260529.4628,266250.9818,277443.6163,287093.0246,294638.0798,306309.7251,316447.3658,327906.2831
Italy,341191.144,366663.0484,394108.1722,422541.9741,444458.3606,470323.2542,491648.0885,520673.4425,548513.6239,582672.6577,614264.8516,665996.7072,717925.0574,769063.2925,799077.3245,817045.2039,859692.8041,920901.9042,997907.1013,1054971.2,1078664.311,1099097.68,1131256.606,1205262.675,1261784.862,1234701.702,1314935.615,1352933.533,1403372.661,1482983.997,1535344.635,1542619.072,1549686.672,1568564.632,1608858.434,1654064.6,1701030.945,1753703.906,1821548.318,1874047.537,1914589.543,1944044.559,1960263.111,1943545.931,1985352.093,2042665.958,2068942.188,2106914.766,2140964.111,2174359.945,2255031.017,2294994.423,2300698.573,2304179.948,2340630.667,2362858.846,2410271.656,2445795.892,2420105.183,2287433.685,2326011.789,2339424.109,2273475.421,2234186.11,2236725.781,2258018.491,2277398.22,2312460.243,2350625.517
Jamaica,4388.788302,4742.376037,5124.633047,5843.754048,6515.092923,7186.431798,7900.774586,9052.32383,9195.670209,9709.328067,10344.83035,10638.69042,10829.81893,11183.40666,12064.98689,13034.96406,13605.96047,14131.56386,14855.46307,15961.6193,17872.90435,17872.90435,18410.45327,20094.77322,19339.81563,19335.03741,18164.37532,17782.11831,17908.74094,17590.9898,16621.01264,17062.99731,17289.96241,17691.33227,17543.20768,16730.91153,17008.04786,18319.66723,18847.65972,20135.38803,21239.15515,21416.31189,22011.19422,22497.77606,22919.57619,23497.44134,23552.84134,23166.34245,22886.05542,23110.53157,23289.94814,23588.2453,23747.42614,24618.07585,24943.97029,25166.90565,25896.52161,26270.52298,26055.32582,25170.43235,24805.77845,25159.64681,25030.597,25082.16214,25214.36202,25450.06882,25787.81024,26216.76649,26826.30346
Japan,272690.6508,306672.3722,342214.3491,367429.1624,388202.0757,421582.3957,453282.1799,486423.6333,514760.6518,561708.9266,635435.6585,711933.9192,775455.4619,841138.6615,939285.6792,993996.2676,1099783.625,1221661.434,1378960.94,1551032.898,1717131.5,1797817.547,1949075.934,2105636.818,2079842.626,2144141.755,2229362.878,2327238.841,2449931.507,2584293.055,2657104.979,2770879.823,2862357.862,2963090.193,3096931.65,3257603.383,3367934.443,3524902.938,3766318.004,3949090.449,4143257.419,4286938.533,4324028.312,4301685.664,4344722.965,4462934.906,4601742.69,4652506.845,4599712.708,4588498.133,4716258.004,4736627.892,4741464.926,4813684.346,4920617.554,5002011.757,5073078.834,5157346.39,5101517.25,4823770.011,5026427.316,5020357.207,5096330.047,5198081.42,5217255.041,5288549.658,5337970.388,5422967.478,5486896.383
Jordan,1929.837006,2047.557063,2169.136795,2298.435874,2435.454302,2308.085059,3166.862527,3247.915681,3574.058135,3842.305479,4087.394779,4923.014202,5056.172956,5337.929159,6268.110595,6986.009962,7182.853336,7937.419606,7642.154544,8333.036192,7443.381332,7611.277152,7856.366451,8267.421734,9002.689633,9627.956823,11968.84911,12748.50326,15427.11703,16832.03837,20031.70812,20977.32825,22528.91721,22978.56923,24956.65216,25828.93849,28171.76061,28937.9059,28640.71101,25608.93707,25576.12984,25987.56217,29720.37551,31051.92014,32600.40183,34620.16054,35338.29698,36512.74927,37612.39568,38884.09562,40537.30553,42669.27306,45137.86705,47022.97519,51047.53145,55206.73829,59672.64924,64549.99251,69217.87932,73010.53736,74693.66963,76631.14188,78658.38118,80887.59636,83393.59329,85375.94907,87096.48427,89099.70341,91327.196
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213732.8112,210814.3564,207935.7522,217814.4438,216728.6559,218780.3296,221532.8937,220196.4156,238395.9034,237235.0241,233952.7188,208217.9197,197182.37,179041.5931,156518.5859,143684.0751,144402.4866,146857.3464,144067.0432,147956.8539,162456.6258,184388.2701,202458.334,221286.9458,242530.5056,266055.9492,294523.9353,320736.5704,331320.8722,335296.7216,359773.3828,386756.3971,406094.202,430459.8641,448969.6312,454357.2683,459277.3962,478110.7729,488843.5042
Kenya,9606.379738,11700.57052,10403.70926,10144.337,11325.92171,12180.88951,12853.33609,13276.0168,13420.11249,13746.7294,14275.08029,13929.25062,14678.54824,15418.23948,16916.83472,17108.96231,19308.82327,20307.88677,21777.66287,23132.16241,24822.88524,26398.33152,27762.43744,29203.3944,30644.35136,30519.46843,31749.08503,34659.81809,37781.89151,39203.63571,41393.89029,42344.92188,44900.21889,45178.80391,45966.52704,47945.44127,51384.52522,54439.35397,57715.12946,60347.27751,62941.00004,63783.97199,63094.9819,63035.20667,64630.7455,67401.36905,70197.1554,70485.71299,72588.01978,74184.42754,74441.81222,77403.74547,77776.40837,80069.98865,83781.3027,88527.22425,93709.85617,100129.7014,100362.2491,103681.1683,112392.7473,119261.7576,124704.0551,132036.242,139102.6083,147050.1071,155650.4991,162668.3338,169424.1316
Kuwait,28191.27757,30559.34489,32391.77793,35605.58357,39665.12754,40595.4397,43583.71512,45134.23539,47361.34632,52238.43734,56777.23303,57284.67602,63881.43497,67320.77084,73917.52979,75552.62389,84855.74549,86885.51747,95004.60541,97598.20295,154713.7313,165454.6081,171966.7932,160803.0473,140251.6059,123308.6481,131258.5884,126240.541,135346.3236,153924.3755,122575.6749,99374.25343,87703.06452,94666.31008,99627.97493,95399.2833,103518.3712,99346.06216,102813.5893,110509.8081,88407.84646,52157.30164,95344.40522,128836.5957,139936.5687,142273.4051,143123.8361,146695.6462,152049.6638,149335.6797,156338.794,156664.1763,161389.6145,189365.0961,209745.8594,230880.918,248244.5,263115.9496,269645.7805,250559.1513,244620.9246,271361.4325,292696.1575,293761.045,295587.6228,301658.9605,309113.1729,302694.2678,313286.9699
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13752.95711,13869.9348,13987.90746,14945.03454,15161.91376,14602.20497,14370.08579,14207.7618,15649.09846,15974.25469,16336.95305,15046.33376,12969.9397,11283.27194,9048.380144,8557.581428,9163.901656,10072.50989,10286.24481,10662.32704,11242.61803,11840.88798,11838.87541,12671.14015,13561.63525,13537.75276,13957.84318,15150.22377,16296.58359,16766.85409,16687.82718,17681.76837,17666.2045,19594.64899,20383.0397,21090.25677,21884.81937,22760.21215,23670.62063
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35184.59014,35952.8454,36737.87552,37476.62914,38547.54733,37738.04905,38738.79643,38589.12741,40202.03429,42377.10969,42710.51025,37328.977,25346.48711,22456.90896,22950.74783,22813.49373,23351.8234,25447.43011,27106.88572,27816.93215,29320.99119,31215.31559,33432.7324,36251.15787,39272.99437,43474.14182,48642.91085,53497.10234,51599.23007,44168.10459,42427.52109,45134.78006,46955.78187,48096.77587,48990.6018,50446.40985,51562.8053,53716.60551,55581.91483
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53919.27117,56289.92183,58764.8021,59568.884,60449.25092,58747.7134,60971.29721,62280.08183,67246.88638,66666.3612,62887.29199,59302.71634,46671.23776,39110.49725,35277.66852,37112.10728,39023.42877,42259.7737,45415.45175,44900.15072,46620.61998,49662.29563,53019.7681,58607.41253,62446.08711,67271.59496,72254.11058,80264.81495,82374.3683,70171.27654,71321.98827,75631.94062,78526.27835,81273.78709,84148.78512,85860.85688,87874.2207,91229.52824,93911.05145
Luxembourg,6787.486555,6297.780754,6760.128689,6850.409647,6883.239086,7227.948198,7548.03523,7920.102208,8037.741032,8240.18924,8552.068912,8891.306451,9011.681061,9326.29652,10048.54418,10242.78503,10363.15964,10387.78172,10822.77179,11884.25699,12086.7052,12409.52802,13227.52821,14327.31443,14931.92326,13949.77587,14302.69235,14527.02685,15120.69254,15473.60901,15604.92677,15763.60239,15695.20773,16163.02723,17164.32513,17664.97408,19032.86738,19476.06481,21500.54689,23618.04572,24126.90203,26212.08526,26689.83301,27810.55496,28873.63977,29287.34627,29693.951,31389.42797,33286.87439,36109.87655,39085.21268,40074.87564,41605.57804,42283.33722,43810.73906,45200.65949,47541.27079,51513.25184,50854.02663,48637.56752,51003.69475,52298.7873,52114.4632,54018.89159,57136.78691,58771.96503,60583.59664,62358.15152,64758.89118
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22699.53177,22989.6334,23283.44255,22796.85023,23526.73872,23356.4314,24986.51568,24670.23067,23867.35334,24329.61604,21847.99521,20493.41951,19140.85382,17705.28978,17386.59457,17195.34203,17401.68613,17645.30974,18230.24985,19020.99359,19886.20081,19276.25453,19564.17736,19999.00595,20933.792,21922.6916,23048.86539,24540.92892,25883.78853,25790.95365,26657.21539,27280.96895,27156.56936,27950.85649,28965.35289,30082.18162,30957.45923,31494.52901,32355.85635
Madagascar,10042.60613,10414.18255,10795.80159,11187.46323,11599.21008,12031.04214,12472.91681,12934.87669,13416.92179,13909.00949,14099.819,14391.05458,14722.46058,14581.8641,15164.33525,15094.03701,15405.3578,16258.97932,17363.66599,18016.43539,18960.44037,19703.59322,19452.52807,18950.39776,19332.0168,19573.03934,18970.48297,19422.40025,18910.22734,20768.10947,20928.79117,19121.12207,18769.63085,18920.26994,18227.33012,18639.07697,18769.63085,19181.3777,19482.65589,20265.97917,21049.30244,19721.85929,19954.7508,20373.78739,20365.20945,20707.05883,21153.13065,21934.41654,22793.60683,23864.72826,24928.34517,26419.12065,23141.04185,25405.37072,26740.93109,28012.68889,29524.95671,31420.45796,33684.79157,32092.76222,32177.17845,32645.20333,33633.51868,34392.02505,35532.4112,36639.82025,38171.36231,39884.77216,41802.511
Malawi,1361.635498,1418.824189,1477.374515,1538.648113,1602.644981,1629.877691,1766.041241,1839.569558,1907.651333,1975.733107,2028.836892,2129.597919,2129.597919,2092.83376,2042.453247,2318.865253,2557.151465,2818.585481,2787.267864,2965.642114,3009.21445,3442.214539,3793.516497,4112.139204,4407.614107,4649.985225,4877.378353,5127.919285,5589.513719,5846.862828,5884.988622,5588.152083,5643.979139,5884.988622,6150.507544,6632.52651,6658.397585,6820.432209,6996.083188,7344.661876,7676.900937,8347.108008,7735.020585,8484.696708,7609.650313,8662.028145,9526.399838,10153.92452,10261.6569,10625.04019,10707.43247,10271.03422,10451.84725,11048.18538,11647.0526,12027.76174,12593.07755,13802.01221,14856.44287,16093.70654,17199.99983,18034.89292,18374.98893,19330.48974,20432.3325,21035.07545,21512.57951,22379.35378,23498.91159
Malaysia,23434.60658,22140.47061,23196.33606,23306.12738,24777.79825,24941.31723,26443.35591,26296.18882,26293.85284,28092.56168,30131.87702,32222.58405,34053.99668,35672.83464,37924.72467,40657.82771,42697.14305,43418.96257,47226.61894,49948.04206,52989.49518,56902.2709,61191.14029,70037.5174,75270.12493,75893.83306,85347.56639,92301.79524,100377.2971,108550.9104,117577.1584,125911.9547,133389.4443,141532.6897,152516.4936,150944.3753,152852.8755,160944.7293,175156.8651,191541.4674,209825.226,229858.9576,250283.6571,275051.034,300387.0192,329914.2115,362912.5321,389504.6899,360841.9093,382964.5036,416170.6002,418324.492,440876.9131,466397.6762,498031.9711,522813.6226,552010.1179,586780.8789,615135.1677,605824.1059,651429.3551,685914.6224,723457.845,757414.9488,802909.9658,843281.1627,878866.374,930680.2027,979391.3648
Mali,3407.396035,3533.469689,3662.950738,3799.246579,3935.542421,4082.06045,4231.985876,4388.726093,4548.873707,4719.243509,4852.131954,4882.798518,4910.057687,5240.575102,5489.315013,5567.685122,5802.795448,5993.609626,6218.497764,6187.8312,6569.459556,6797.75509,7148.716882,6974.939684,6804.569882,7748.418584,8801.303959,9401.005661,9148.858355,11350.03619,10017.74434,9680.412136,9125.006582,9527.079315,9946.189027,10171.07717,10815.07502,11019.51878,11002.4818,12123.51509,12215.51479,13153.67611,12948.19765,13409.30903,13919.11001,14336.31752,15380.09783,16117.81612,16589.35623,17625.42111,17614.70108,20323.1832,20954.48348,22865.32997,23222.02919,24739.53857,25892.94125,26797.53587,28076.6909,29390.41139,30981.45456,31985.32604,31717.87445,32448.51817,34733.98333,36805.02279,38935.08903,41043.81117,43112.13404
Malta,666.3633959,696.4356695,731.1398865,765.8441034,800.5483204,823.6903581,916.2408298,927.8206882,985.6492637,1004.177037,1062.518309,1053.678722,1009.480789,1007.712872,1028.92788,1099.644572,1218.095033,1302.955064,1433.780946,1525.712646,1718.415634,1760.585341,1863.37401,1940.632392,2135.401839,2553.088454,2987.549628,3351.55764,3725.630391,4116.477702,4406.677639,4552.616334,4656.618624,4628.101868,4671.715729,4792.492582,4978.690228,5183.339895,5619.478527,6079.101545,6461.561576,6865.828685,7187.900174,7509.971899,7934.368211,8437.605119,8756.321819,9216.639763,9689.048112,10146.36861,10833.29749,10899.20226,11224.30567,11509.82603,11560.86204,11998.28486,12217.69952,12704.75184,13129.91798,12806.62293,13260.32101,13447.18515,13797.4047,14432.54183,15609.18309,16731.7744,17655.44582,18805.10141,19251.07486
Mexico,154668.6612,166630.1818,173295.1136,173770.3602,191150.1513,207333.7903,221556.7501,238339.613,251015.1516,258513.4868,279461.0712,290118.5335,303145.3413,325644.9387,361169.048,383677.8289,407350.6196,432217.2665,463007.2768,491143.253,523391.1454,545224.9384,591500.641,641243.1184,680429.1519,718604.9995,749068.9952,774856.2889,838775.8085,915568.312,991779.9586,1078998.041,1071368.841,1025343.389,1062251.912,1091701.13,1050719.72,1070218.606,1083546.174,1129036.686,1186261.428,1236259.502,1280036.785,1308120.795,1374374.053,1288852.833,1377719.937,1472175.031,1541733.921,1586927.064,1669374.883,1655097.797,1659908.921,1692556.181,1765263.601,1818796.601,1909761.585,1969885.151,1997469.34,1903581.373,2000858.247,2081785.254,2165434.957,2194886.59,2244712.082,2304190.459,2356861.036,2410606.178,2462104.747
