Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bangladesh,32.31387339,-0.770334492,16.9471087,16.31648349,-0.403626624,4.059256517,16.83681467,-5.49777185,8.061735867,11.86173729,-21.60488051,-0.109838574,-50.39552591,-37.33720282,-10.82542439,37.62887924,-44.67329682,58.65672158,10.96334255,33.43829917,-52.51149738,9.404472311,-4.147422473,-6.468242325,7.241936504,-4.158554732,5.701788503,7.492710515,15.04712721,9.312708168,-15.01744409,-8.790663441,37.41890619,-6.111082291,48.39639523,14.10956062,3.041216161,4.470970643,2.305577792,10.2339246,12.84862892,-4.847423934,8.549548342,84.74948725,38.06278677,18.19044873,15.98603514,-1.901232519,-2.599654976,0.686454981,29.1529647,10.51855917,1.218151547,1.168323866,3.202705182,-7.091884621,2.875482872,27.01246674
Bulgaria,,,,,,,,,,,,,,,,,,,,,7.515258394,-1.475649854,5.376759427,9.554337839,10.99342467,2.671490272,7.667552341,-12.49393805,-13.00483633,-69.50361749,-66.14780019,20.48551407,9.299077068,-13.1231584,31.82190882,-1.344985963,-0.447098326,-2.238953242,16.47326535,-9.656157599,12.56125706,6.290896508,15.15135319,26.2429692,14.348217,15.91511626,22.61633082,4.864154521,-21.50840454,-0.932211648,9.935435057,5.577961615,4.326304627,5.163938865,4.781832838,5.188874503,7.44770506,5.701441917
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.121390736,19.10223602,0.4256996,0.985842477,8.587716437,2.634355803,4.442295457,17.79749809,-13.16563519,17.30613937,41.36196568,27.70115653,3.098174864,-7.377059018,-5.583428063,-3.436775973,7.80904981,3.60738255
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411986915,-3.83335004,-7.31016515,-0.82348369,7.267024347,3.043015362,10.20672692,43.37825957,13.37870844,2.972869373,5.483462969,-3.77627169,-2.771450754,0.340368648,3.540093432,14.27794929,12.20811409,-3.684195711,-5.897390494,-12.20877019,-0.3916354,7.465524049,-3.875373735,-2.417148162,11.91714247,-11.70796475,2.342530915,10.43567006,-0.431076876
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.23373662,10.13150101,-14.34320473,2.478614867,2.916518697,0.615166577,-0.05610904,7.708931674,0.763124465,6.834398602,10.8843156,3.150810991
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199997089,-42.99999964,-20.59999547,-11.40000918,-31.39999704,10.79999248,26.5000014,-1.899988664,-0.200005871,13.40000307,12.77688596,10.2049529,13.40049069,19.35061408,-1.10022222,21.58825417,7.325811713,16.50023011,-9.122576645,12.22539557,18.50000327,10.90004101,-4.199995983,2.007026631,-10.63367152,-1.400116496,11.14551855,7.307511618
Belize,,,,,,,,,,,,,,,,,,,,,1.005739774,-18.80972335,-10.216676,16.45718356,-15.65181001,1.896731687,28.28910105,20.14519465,13.82972905,-3.643996021,-0.0036949,9.592588595,2.141424879,6.319221214,-5.216900395,5.518456757,12.11582138,10.44465823,24.60261463,20.09088512,-0.798865538,2.618489337,2.113071876,-7.456988359,6.655727352,0.462336669,0.356515943,13.18976433,-21.34793624,10.8567969,12.15445771,1.743889788,10.51754998,3.484990851,9.572149346,1.591691444,-0.611792172,-4.314701786
Bolivia,5.855018587,18.43722564,7.712765957,-4.320987654,32.06451613,9.086468002,8.68786386,0.947672023,1.306122449,-4.834810637,14.00053831,10.89206312,2.008445406,-9.990607716,19.43188406,-0.459502314,-0.861480446,3.980849948,-1.176285084,-20.87628044,8.216364525,-25.20570569,-13.15654306,24.23749389,20.77349522,8.943885477,7.734013965,-0.17590026,0.321769968,10.24344456,12.58930384,9.924014595,-0.728406816,-0.644626366,8.919657149,7.940262998,13.53910317,22.31076015,-17.14086212,4.669908338,-5.040006338,13.09500686,0.915026276,5.465471409,14.78658743,5.160386971,4.372385585,9.434640071,-10.2090972,11.04106915,17.01021497,4.280902253,8.179368715,15.08280509,-5.405577732,-4.19267145,5.580688172,1.932755694
Brazil,-3.488433088,-1.204311862,-2.43879568,-12.50040827,-14.28624842,31.66628651,7.595033742,23.52869579,11.42878213,23.93165597,24.49705783,20.02702063,20.401714,28.48858831,-4.524755593,-1.242810965,-7.572850144,4.581730274,8.207776593,0.676731516,-12.35712358,-6.030952271,-17.43279478,-2.941225603,12.8693,28.67975955,-2.943810263,-1.126453766,8.939547251,10.06637406,18.67775284,4.523318931,26.7837411,20.34345477,30.68686741,5.585863377,14.59507688,-0.056661237,-15.09414548,10.7985867,3.331402847,-13.307269,-0.483497196,10.36404525,7.461346041,17.76258455,19.55759872,17.02571028,-7.601967489,33.63902465,9.393401481,1.130844459,6.669912651,-2.272397209,-14.19078503,-10.34241746,6.716698933,8.344300301
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.94770186,14.30971003,24.15515757,3.431951545,-7.34553787,15.88046432,21.16368324,-16.65787107,-13.44449255,-3.633260633,-6.233475803,3.183004051,13.34449979,-8.074226305,-3.138126831,10.17372098,4.092826968,13.21432604,10.96740673,-0.802187058,-0.268058695,33.71603521,20.59244419,14.5247419,-30.8983525,-11.71090118,2.713349185,1.286150149,28.0724885
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.915167817,17.07871835,12.01856794,28.52233808,12.98582669,-2.115229664,10.96453695,2.751104277,14.34409659,28.73785324,5.960168294,-7.125628433,-1.783535154,-0.014672061,17.24210014,-9.320595585,-0.949828201,8.206707106
Botswana,,,,,,,,,,,,,,,,11.1774571,9.836064239,14.51628503,12.31056858,6.433576438,4.809600573,-0.527945885,-0.649437925,10.47245615,7.622934521,1.988776256,13.47708799,25.15685179,22.73238958,10.47017132,-5.624349325,-13.75291323,-2.765842792,5.119624822,13.12571335,-4.93513981,34.89144278,14.95745709,-3.585867721,-1.936435822,-1.52637811,2.001081666,-7.300212604,17.61760276,-4.935680954,0.044156863,24.95538357,17.54353692,-10.88363613,6.480638619,19.22489937,32.07774619,10.01387505,0.154251352,2.324767434,-5.072916254,-23.44340537,13.93479791
"Central African Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.08772682,-2.634051696,4.898876873,-38.69997215,58.94116025,10.34646441,5.232361825,16.08536076,22.32184778
Canada,,2.252394605,1.765311377,12.61315916,13.3605784,13.29332068,5.481248505,10.18067296,13.33042474,-1.539829806,6.614266712,14.31859276,14.41339793,10.08198619,-2.909713697,6.128615018,-0.364807945,3.143018419,7.166080553,-3.072565169,2.02274873,-15.87681115,10.10534005,17.38278121,8.261108963,6.57135115,5.40076398,13.5255084,5.809929156,1.939744141,2.511934226,5.128060045,7.482957333,8.296633902,5.783246515,5.36197301,14.3595085,5.297775987,8.055283987,8.487121631,-4.906574959,1.861944974,4.233178517,8.506001852,7.349336787,5.32058911,5.774880947,0.895139832,-12.39460122,13.78838089,5.594030582,3.708567483,2.077360607,2.530906239,0.751343156,0.050746216,4.240208365,2.601526314
Switzerland,,,,,,,,,,,6.224000012,7.275192041,6.500982792,-0.975609674,-15.35081882,13.05441962,9.251530382,10.92576071,6.853403793,7.198109182,7.397947057,2.093855318,1.008041425,5.950457448,6.047360894,11.6198616,-1.488104647,6.125693211,7.32756021,5.974070881,-3.253960966,1.026130839,-1.503343828,4.460654176,5.900689798,4.006136635,10.41446352,4.905257244,3.405009941,7.887732831,0.99667074,-2.382092403,0.319258107,3.923281225,9.780356142,3.140647452,5.807011683,4.919609658,-3.761143195,8.075946712,9.178758503,-2.561345831,13.4675056,-7.735982761,4.462758282,5.733883102,-0.560414717,-0.327875781
Chile,11.79325309,-7.562349315,2.556930227,10.62455589,-2.111074676,36.15577559,-9.175120359,9.06234799,14.06576111,0.999673178,8.468368298,3.166853995,-5.357463444,3.411059388,-38.45937457,4.187458704,35.51649652,17.43394341,22.79488214,18.88647484,15.82320757,-35.08380615,-18.3765052,12.89146929,-9.780573676,7.913842352,18.60978813,12.79328503,25.03842194,5.80878723,6.95242327,21.80784925,14.18138585,10.11903441,24.98104036,11.8329534,13.23819387,6.797932231,-9.719723902,10.33521282,5.280176591,1.833587952,5.684044293,19.33355927,18.46495427,11.80938046,13.79686406,11.53550908,-16.61530956,25.65767859,15.1810498,5.1826562,1.97530341,-6.517505346,-1.099300243,0.871552745,4.710980851,7.608727566
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68325391,12.428241,-21.36254433,34.79473867,-7.311867914,0.302831736,15.91284017,1.87836003,7.505998,5.653468215
Cameroon,-1.883709408,-0.250405374,-10.20919499,4.287025064,11.03999418,1.769904571,-7.005728808,15.92834918,-0.44093355,9.962977982,21.40965698,-0.884505654,-9.146639488,0.30672515,5.385607115,10.74350918,10.48762245,8.684418204,11.37271959,-0.851306373,50.04196131,-8.507634913,1.732452718,26.58128501,7.076170668,16.90000047,-2.400006131,-20.39999679,-16.20000303,10.10000544,3.40000262,-19.4000023,35.10573946,27.12075482,-1.580277039,18.06147047,23.94066002,-4.055113554,7.060230045,19.02161652,9.288958993,0.146379908,-0.427785792,-0.022609882,2.733160622,1.491411314,13.36524049,12.22157647,-7.716520382,4.206063133,12.62944762,1.595143206,7.493601623,8.647540328,-0.337672165,-1.537351961,-0.576163951,8.131344454
"Congo (Kinshasa)",14.31020683,-10.18393768,1.059148476,25.64376743,2.753858893,18.07213543,-22.01564823,28.85023211,15.43813604,18.80351519,19.27026027,13.26965133,17.22130576,-9.741291448,-7.998763236,-17.17929597,41.21032959,-23.86488788,1.434355459,26.30552827,3.842345637,-16.60079697,29.43282672,48.59085465,8.156446627,-1.864644252,23.28162449,14.00402399,0.105899754,-24.50634808,-6.865953854,-38.26479277,-35.09341829,-25.28160398,36.59999231,-5.499989837,-22.88889074,66.85878119,59.41277721,13.28998666,-22.97992368,41.0168031,110.3269172,-2.08454387,23.53105111,-11.74716291,30.06401707,-6.910713047,21.0834,49.0774306,29.56375441,27.06522689,8.017091389,8.6602666,-6.4701075,-3.710886963,9.743237883,4.741180397
"Congo (Brazzaville)",11.23188373,-17.58957411,-5.533603357,3.765691899,-2.016127522,6.293759559,18.092065,11.00281851,11.04129616,10.96021586,0.407186593,0.406316692,0.403894144,0.402269475,5.010151525,-4.294000465,-6.181924315,-0.84985833,-20.04278285,41.28736684,47.72232211,45.47757719,-21.39455783,-3.158805693,0.312779273,-21.82628063,-23.70370371,0.821508593,-2.296297621,4.999999993,57.19309704,-42.07598345,87.20083088,74.51057551,-14.36779963,4.068312598,4.871351018,-0.392343292,5.973516319,4.459401365,6.29171819,4.692873255,4.075790015,-2.170348421,17.58122197,23.37013425,7.134991679,7.137848889,1.442787848,22.4620995,9.977954043,-7.000065424,8.59999925,6.630074753,-6.00002106,-8.971102211,-41.6,1.574382752
Colombia,4.154829171,3.485587716,-0.162184388,24.70918658,-18.0386358,39.33695501,-20.59382185,23.69696588,12.51876543,21.14606183,20.14298514,-13.14109038,3.704498703,9.998965089,-10.99368071,12.33219407,9.750321508,20.71907286,0.782452236,18.75286297,4.895900302,7.967564,-9.07383957,-3.959083706,-6.616463152,4.060957195,5.343267915,6.551323258,-2.823035382,7.845227762,3.419857747,41.34774811,37.0698426,24.25184474,7.260960644,2.290680248,6.193388656,-3.913082677,-24.68064016,5.950423838,8.740143124,0.329050783,8.170043869,10.27210753,11.90192668,18.83773575,13.4991375,12.06090786,-8.647775131,10.82953008,21.99560028,9.373374301,7.39880001,7.762366615,-1.081424936,-3.540902873,1.197533455,7.9289745
Comoros,,,,,,,,,,,,,,,,,,,,,3.864923662,6.383621096,4.82102948,4.11026127,2.280373832,1.867213323,1.637988862,2.687520145,-3.180676791,5.091391874,-5.395598995,8.530923627,3.005937378,-5.276682068,3.610129523,-1.291668444,4.030334485,1.282668479,1.924123628,10.84808165,2.332927781,2.324785314,2.104103588,1.919601632,2.83740052,2.646903693,-7.740438673,12.5,14.10000003,-3.000000071,5.900000005,15.70000003,3.100000009,5.400000034,1.039953645,5.059990882,10.78144936,10.94144702
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333450953,-6.990646429,8.255928719,4.686368632,-7.831241776,-6.35733441,11.04839721,1.845582011,7.363559718,16.37378552,6.59525831
"Costa Rica",-0.956443066,0.574187655,11.31438952,12.11096864,28.65460595,6.651042508,5.448207926,12.35268755,12.59354013,23.954783,7.359882682,0.431126478,6.647398844,10.43758967,-7.325610768,16.17927651,25.07373643,7.503282686,2.916469327,-3.43207305,-26.33809882,-18.11433825,15.80938916,10.67107106,5.989034163,17.58547859,17.58213151,-0.907722281,16.56463649,10.77014491,-2.993545709,23.06102086,14.19194951,4.686316855,3.34428755,3.141479606,14.99015638,16.32813528,-3.080925607,-3.897297818,0.010074049,6.129696509,4.543606177,4.811515915,6.945545397,7.816209229,10.08846344,6.658714791,-18.73628821,18.72644466,10.67093218,7.824973053,1.680636781,5.046277651,4.498020427,8.938430427,3.175869308,0.067156255
Cuba,,,,,,,,,,,8.596385618,4.821827783,3.403839768,0.938259659,9.631221808,5.424186502,8.616635062,6.431151999,0.960123444,-3.821946165,18.82375221,8.3793471,4.88176894,7.945305363,8.86977592,-9.098618313,-1.724077989,3.143017963,3.37787127,-5.507929453,-37.13209051,-45.26558215,-5.425136817,19.16581803,11.50800684,24.27580162,-1.863866166,1.377465287,2.431789928,-0.221436784,-3.753574325,-7.301066448,12.12867735,12.97753888,25.76795997,20.44195577,-1.108064315,7.37323704,-14.93232853,35.66993239,1.027257933,-2.104097453,6.077745784,-1.522055259,10.12994684,-10.64628587,-1.600640256,-2.023180155
Cyprus,,,,,,,,,,,,,,,,39.46608457,27.57371932,5.616385153,16.77865064,5.786624828,2.501937414,12.79562785,5.510757801,16.36942512,-4.542966786,-10.95183959,14.21764308,13.23712501,20.08363889,5.721396923,1.976460101,18.43563777,-18.39080518,7.105906369,18.38469737,5.878305939,1.04138124,1.034364748,2.908447484,9.37046678,0.297997605,-0.997059966,-0.498631131,7.403033336,1.002293001,5.702435607,9.608805884,12.98367831,-15.32422887,10.79599969,-2.591799554,-3.63461479,-4.554598257,7.570570945,8.111352195,9.019838501,12.78930584,2.398104559
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.84343421,29.6833105,23.75045075,14.95461796,23.17604261,11.77653818,5.83766965,5.492882245,4.825084782,14.50471091,11.23412235,4.836783425,8.613487483,26.09297975,12.83137678,11.47884461,12.86520181,3.21754856,-11.02126378,14.70799546,6.701490608,2.661475648,0.064974829,10.05442636,6.782462732,2.793776927,5.941802658,5.928208412
Germany,,,,,,,,,,,7.369584697,6.478150415,3.64557936,0.442583305,2.922075515,10.88327976,3.657793207,5.449915852,9.630041627,3.086315917,-2.961013275,-0.779795731,2.699469506,5.273665867,4.029709281,3.235606133,4.576223577,5.473474709,8.591250112,10.77395639,10.90162964,3.015077386,-6.657103713,8.207809015,6.960228466,4.090304507,9.21153332,9.415887262,8.861841645,10.80815986,0.83200611,-2.598314886,5.641672204,7.831428238,5.94936762,11.14097888,6.208008388,2.315284155,-9.694572128,12.87142275,7.315298564,0.101740994,2.676453304,3.937527689,5.82010582,4.339999664,5.184972948,3.608199983
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.69212476,-6.325815825,6.647695387,55.78774923,5.000000001
Denmark,,,,,,,7.004293428,6.36694074,12.80740334,9.116841013,1.454393719,1.151450881,17.7980997,-2.018175278,-4.963652214,16.78113509,0.85935772,0.96965131,6.665169616,-5.56452028,0.555277986,3.136490467,1.970734858,5.361808461,9.929940711,8.47897085,-1.178149894,4.224283071,5.397678305,2.37563466,4.031326369,-0.130875342,-1.415130549,13.289181,6.80566368,3.131461609,9.241918546,7.58106551,2.547456192,13.7099288,2.400200908,6.371917982,-1.032312184,7.153290301,11.4013482,13.96515646,5.837965704,4.770228472,-11.94357912,0.54066469,7.443614173,2.70896711,1.470654391,3.89670528,4.560763532,3.662224726,4.254848315,3.571533584
"Dominican Republic",-12.04819404,90.06848935,19.05408027,15.28560075,-38.46404432,36.06939065,-0.213251175,8.031821463,9.452714989,12.37075928,-7.10948529,5.337293823,13.58152535,19.85559283,2.166907064,-3.904094494,5.505963554,-2.538638139,12.07153374,12.72202492,-14.55649646,-18.26140901,3.929528046,-5.622400869,4.154325394,19.95089706,18.02058277,1.833851535,15.76981007,-14.38122744,2.600000004,21.16420638,7.122591669,8.562745064,5.076927755,3.379184584,17.20558067,16.92020458,1.006393212,7.531860862,-5.888778981,0.219959476,-10.07507442,5.888585305,8.719201651,6.040604375,4.558695863,5.481665145,-10.52602626,18.70320816,0.11252663,1.522897931,-2.185870444,4.776261418,11.0239841,8.122949235,-2.975632355,8.525654383
Algeria,-13.63636663,-75.00000017,136.842104,-15.55555451,-7.894735751,-5.263151999,-3.174610962,18.85246142,20.68965972,12.57143122,-7.614214407,16.48350779,25.47170167,34.96240178,16.43454484,-4.545452691,21.05262867,7.86750034,-8.445299137,3.354297641,16.29999426,-1.699997269,6.200003833,2.499996602,5.699999911,-21.99999697,-28.70000632,3.400001988,16.80000766,-9.800003036,-17.90000137,4.600001994,-6.700002118,6.099999405,2.000005697,-13.30000525,2.400002932,7.300002403,1.69600009,7.6,11.2,23.2,5.1,12.5,6.4,-1.5,11.9,15.4,12.8,4.5,-4.6,13.8,9.8,8.4,6.9,-2.8,-7.1,-3.6
Ecuador,-0.696966722,11.10122578,-3.701396921,9.803196896,4.703803433,3.236991578,20.54536592,12.47473818,0.023109688,3.214811176,20.38773833,-5.723485871,18.26694098,46.93147855,5.510110698,1.988636704,17.30492616,3.775621002,2.345189594,9.433904369,-3.121968278,2.804273475,-22.32117849,-3.594934083,8.515173429,-0.504352322,17.9675359,-17.1932742,4.564163731,-1.555278684,11.78846074,4.485858769,-0.550677922,15.9764836,11.23017977,-12.5969755,20.51287753,6.531768229,-31.59548362,12.82172933,25.72239002,19.014989,-4.059683786,10.87690179,14.39534039,9.773513315,7.05495981,14.43921108,-9.919288842,14.82409922,3.646417622,0.834861394,6.965967127,4.75460457,-8.156789978,-9.620335724,12.23641004,5.844181054
Egypt,-1.845480138,0.796685787,19.72810623,10.24557697,-8.886227545,6.125131441,-2.30369086,-6.56693712,3.744911805,14.33703455,1.260734515,1.1187297,8.92219843,6.405635649,20.72890285,-13.49202142,18.09045226,0.010378827,12.74387713,8.127393972,21.56762176,-13.17285827,6.434770338,18.61672743,0.63338301,-5.895964458,-8.173502508,3.066439523,1.652892562,3.658536585,1.176470592,-4.651162787,12.56507029,1.225504321,4.313003275,-1.796247935,5.302348539,1.735015765,12.7596899,3.987350476,-1.125175725,2.67654921,1.280558777,17.24137932,23.82352942,21.77355504,28.8036411,26.29144178,-17.8876679,-3.159851289,8.406909786,10.80028329,0.589390958,0.097656244,0.951219516,-2.222759123,52.50803064,11.2979351
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.566633036,27.16346046,2.504726327,24.12786179,2.414262213,5.32519288,1.796270935,-32.28014845,14.61240946,1.886914538,17.50410009,-1.397402124,-21.99162685,-38.82085237,-29.83326193,-9.980827593,20.54210195,11.29637925,10.56018856,,,,,,,
Spain,,,,,,,,,,,0.700504697,24.30048186,16.69845239,7.999785755,-0.900476363,9.799994967,-5.498814485,-1.001158104,11.40190569,3.224254034,-3.608678669,4.929365764,-1.199911041,-1.333676885,7.548648356,17.18275646,24.79274608,16.08054809,17.71764785,9.621257038,10.34286827,6.819980147,-5.225223078,11.44469946,11.07091168,7.307392395,12.88829533,14.0427284,13.68959538,9.570880335,3.655111605,3.677449336,6.032727604,9.667700773,6.960046777,8.213107745,8.239988937,-5.507782964,-18.30267711,6.198746268,-0.590594379,-5.835135585,-0.214383029,6.798047,5.077024115,2.64993492,6.646232787,3.281755369
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21402588,5.341708552,7.852704933,29.40302199,12.99191948,-5.729341259,-5.352183679,12.3654391,13.28606809,14.00283637,16.13579232,16.69934899,20.70275277,12.98195254,-6.157833786,-30.60556123,21.25693249,27.18832509,9.688149602,2.445979572,3.046873536,-1.887087788,6.040257485,4.17805532,5.684081641
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2064107,4.213199996,20.18496208,21.85152975,0.047978606,-7.468505497,2.204038291
