Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Iraq,5719,5902,6065,6216,6360,6503,6647,6795,6951,7116,7290,7475,7674,7889,8122,8376,8651,8947,9261,9586,9918,10256,10600,10951,11312,11685,12068,12461,12859,13258,13653,14047,14438,14826,15206,15576,15936,16290,16652,17040,17469,17943,18458,19012,19597,20208,20846,21509,22190,22878,23565,24252,24939,25628,26317,27008,27698,28390,29111,29895,30763,31727,32777,33883,35006,36116,37202.572,38274.618,39339.753,40412.299,41502.885,42612.21,43736.205,44875.406,46029.845,47199.653,48385.486,49588.073,50807.61,52044.137,53297.666,54568.209,55855.801,57160.479,58482.253,59820.984,61176.441,62548.132,63935.269,65336.862,66751.984,68180.059,69620.533,71072.499,72534.96,74007.05,75488.029,76977.352,78474.486,79978.98,81490.359,83008.232,84532.046,86060.99,87594.147,89130.835,90670.38,92212.662,93758.258,95308.115,96862.785,98422.206,99985.667,101552.217,103120.645,104689.915,106259.369,107828.677,109397.516,110965.643,112532.712,114098.183,115661.286,117221.131,118776.689,120327.004,121871.387,123409.224,124939.833,126462.543,127976.683,129481.587,130976.608,132461.188,133934.813,135396.93,136847.014,138284.429,139708.485,141118.416,142513.569,143893.385,145257.42,146605.271,147936.596,149251.037,150548.217,151827.733,153089.169,154332.081,155556.001
Israel,1258,1354,1451,1546,1636,1719,1796,1869,1939,2012,2090,2174,2264,2356,2443,2523,2592,2653,2711,2775,2850,2937,3034,3137,3240,3337,3428,3514,3594,3671,3745,3815,3883,3950,4016,4083,4149,4216,4292,4384,4500,4643,4809,4988,5166,5334,5488,5632,5765,5892,6014,6130,6239,6350,6469,6603,6755,6923,7097,7268,7426,7569,7699,7821,7941,8065,8191.828,8321.57,8452.841,8583.916,8713.559,8841.736,8969.106,9095.883,9222.417,9348.954,9475.555,9602.198,9729.014,9856.129,9983.645,10111.605,10240.043,10368.934,10498.267,10628,10758.097,10888.539,11019.303,11150.331,11281.554,11412.938,11544.356,11675.636,11806.587,11937.013,12066.806,12195.879,12324.089,12451.269,12577.297,12702.086,12825.565,12947.635,13068.22,13187.281,13304.75,13420.624,13534.929,13647.691,13758.978,13868.777,13977.108,14084.103,14189.904,14294.649,14398.366,14501.068,14602.76,14703.422,14803.038,14901.583,14999.096,15095.586,15191.098,15285.63,15379.175,15471.664,15563.019,15653.099,15741.788,15829.031,15914.79,15998.93,16081.323,16161.869,16240.479,16317.123,16391.78,16464.457,16535.163,16603.851,16670.488,16735.01,16797.355,16857.479,16915.355,16970.965,17024.315,17075.416,17124.303
Jordan,481,536,576,610,644,683,728,779,832,885,932,973,1010,1049,1101,1173,1266,1377,1498,1615,1719,1807,1881,1946,2005,2063,2120,2176,2235,2300,2374,2461,2560,2667,2780,2896,3011,3128,3253,3395,3561,3753,3968,4189,4396,4573,4716,4832,4928,5015,5103,5193,5287,5397,5536,5714,5934,6193,6490,6821,7182,7575,7993,8413,8809,9159,9455.802,9702.353,9903.802,10069.794,10208.662,10320.354,10405.374,10473.935,10538.925,10610.246,10692.47,10785.678,10889.657,11002.309,11122.063,11249.66,11386.35,11531.302,11683.198,11840.789,12003.793,12171.512,12341.787,12511.915,12679.815,12844.367,13005.456,13163.186,13318.146,13470.733,13620.709,13767.569,13911.14,14051.237,14187.734,14320.534,14449.64,14575.17,14697.294,14816.149,14931.804,15044.266,15153.612,15259.934,15363.306,15463.778,15561.425,15656.387,15748.841,15838.92,15926.686,16012.127,16095.204,16175.833,16253.949,16329.539,16402.609,16473.087,16540.908,16606.016,16668.371,16727.964,16784.758,16838.748,16889.908,16938.243,16983.718,17026.309,17065.978,17102.707,17136.484,17167.338,17195.301,17220.434,17242.78,17262.385,17279.257,17293.417,17304.893,17313.695,17319.872,17323.474,17324.562,17323.206,17319.499
Kuwait,153,158,163,168,174,182,192,205,222,243,270,301,338,380,425,474,525,579,635,691,747,801,855,909,965,1025,1089,1157,1228,1300,1372,1443,1511,1581,1656,1739,1836,1943,2039,2097,2100,2036,1917,1777,1664,1611,1632,1715,1836,1957,2051,2109,2144,2169,2208,2277,2377,2503,2652,2819,2998,3191,3396,3598,3782,3936,4052.584,4136.528,4197.128,4248.974,4302.875,4361.47,4422.07,4483.898,4544.704,4602.914,4659.078,4714.483,4768.932,4822.077,4873.674,4923.698,4972.299,5019.631,5065.917,5111.323,5155.871,5199.492,5242.093,5283.579,5323.821,5362.825,5400.553,5436.869,5471.548,5504.477,5535.587,5564.935,5592.606,5618.766,5643.532,5666.974,5689.113,5710.012,5729.703,5748.264,5765.752,5782.284,5797.996,5813.098,5827.732,5841.984,5855.923,5869.667,5883.346,5897.033,5910.795,5924.664,5938.632,5952.682,5966.806,5980.994,5995.225,6009.443,6023.556,6037.495,6051.219,6064.691,6077.825,6090.542,6102.737,6114.383,6125.464,6135.947,6145.852,6155.158,6163.852,6171.942,6179.44,6186.381,6192.779,6198.67,6204.049,6208.941,6213.346,6217.291,6220.791,6223.878,6226.597,6229.001,6231.155
Lebanon,1335,1358,1393,1435,1482,1532,1584,1637,1691,1747,1805,1865,1925,1985,2041,2092,2137,2175,2211,2251,2297,2354,2417,2480,2535,2576,2598,2606,2605,2603,2605,2616,2632,2651,2667,2677,2677,2672,2669,2677,2703,2752,2822,2901,2975,3033,3071,3093,3114,3157,3235,3360,3523,3701,3863,3987,4057,4086,4111,4183,4337,4588,4916,5276,5603,5851,6006.668,6082.357,6093.509,6065.922,6019.795,5957.294,5875.218,5782.76,5690.347,5605.987,5534.571,5477.054,5432.297,5396.99,5368.598,5347.601,5335.196,5330.139,5330.744,5335.52,5344.015,5355.698,5368.874,5381.602,5392.419,5400.434,5405.656,5408.664,5410.527,5412.032,5413.181,5413.649,5413.526,5412.903,5411.83,5410.328,5408.4,5405.98,5402.985,5399.312,5394.933,5389.784,5383.709,5376.502,5367.998,5358.129,5346.865,5334.122,5319.818,5303.918,5286.394,5267.262,5246.534,5224.228,5200.405,5175.098,5148.397,5120.458,5091.479,5061.624,5031.015,4999.746,4967.974,4935.859,4903.555,4871.16,4838.79,4806.579,4774.67,4743.165,4712.175,4681.74,4651.922,4622.751,4594.249,4566.463,4539.404,4513.109,4487.585,4462.823,4438.836,4415.586,4393.019,4371.094,4349.738
Oman,456,462,469,477,486,496,506,516,528,539,552,565,579,594,609,625,642,660,680,701,724,749,776,807,842,882,927,978,1033,1092,1154,1221,1290,1361,1431,1498,1561,1620,1678,1741,1812,1894,1983,2072,2148,2204,2237,2250,2252,2255,2268,2295,2334,2385,2445,2511,2583,2663,2759,2883,3041,3237,3465,3711,3961,4200,4424.762,4636.262,4829.946,5001.875,5149.7,5270.227,5364.422,5439.587,5506.222,5572.149,5640.098,5708.566,5776.126,5839.765,5897.473,5949.427,5997.267,6042.138,6085.531,6128.59,6171.804,6215.12,6258.403,6301.293,6343.52,6385.077,6426.192,6467.134,6508.31,6549.888,6591.991,6634.353,6676.396,6717.337,6756.57,6793.852,6829.199,6862.524,6893.826,6923.098,6950.235,6975.15,6997.844,7018.303,7036.547,7052.578,7066.4,7078.112,7087.79,7095.546,7101.418,7105.444,7107.716,7108.299,7107.279,7104.713,7100.649,7095.126,7088.186,7079.876,7070.251,7059.356,7047.214,7033.842,7019.275,7003.559,6986.756,6968.912,6950.085,6930.314,6909.671,6888.207,6866.039,6843.274,6820.026,6796.36,6772.339,6747.983,6723.344,6698.449,6673.336,6648.074,6622.729,6597.38,6572.116
Qatar,25,27,30,32,34,36,38,39,42,44,47,51,56,62,68,74,80,86,93,101,110,119,131,142,154,164,174,182,192,205,224,248,277,309,341,371,398,422,444,462,476,487,496,502,507,513,522,535,550,569,592,617,646,689,759,865,1010,1190,1389,1591,1780,1952,2110,2250,2374,2482,2569.804,2639.211,2694.849,2743.901,2791.807,2840.398,2888.936,2937.159,2983.958,3028.568,3071.417,3113.299,3154.139,3193.723,3231.911,3268.801,3304.486,3338.809,3371.523,3402.497,3431.674,3459.217,3485.543,3511.208,3536.617,3561.931,3587.092,3612.015,3636.565,3660.625,3684.196,3707.32,3729.927,3751.934,3773.285,3793.934,3813.886,3833.102,3851.608,3869.369,3886.394,3902.657,3918.166,3932.922,3946.928,3960.179,3972.684,3984.465,3995.538,4005.931,4015.646,4024.679,4033.045,4040.717,4047.701,4053.995,4059.605,4064.494,4068.661,4072.091,4074.778,4076.737,4077.953,4078.414,4078.114,4077.068,4075.306,4072.861,4069.757,4066.076,4061.818,4057.031,4051.787,4046.15,4040.192,4033.963,4027.511,4020.839,4014.007,4007.024,3999.923,3992.76,3985.571,3978.446,3971.422
"Saudi Arabia",3121,3199,3283,3373,3465,3558,3654,3752,3855,3966,4087,4219,4363,4517,4677,4844,5015,5195,5387,5600,5836,6101,6394,6714,7059,7429,7819,8232,8680,9180,9741,10367,11048,11764,12485,13189,13869,14526,15155,15756,16327,16868,17379,17860,18311,18736,19132,19506,19882,20294,20764,21304,21906,22556,23229,23906,24578,25253,25941,26661,27426,28238,29086,29944,30777,31557,32275.687,32938.213,33554.343,34140.662,34709.64,35262.692,35796.03,36311.124,36808.935,37290.305,37756.514,38208.593,38646.705,39070.672,39480.349,39876.559,40259.678,40628.538,40981.439,41317.419,41636.053,41938.531,42227.432,42506.254,42777.611,43042.326,43299.987,43550.35,43792.735,44026.516,44251.739,44468.354,44675.434,44871.764,45056.349,45228.878,45389.177,45536.647,45670.62,45790.676,45896.709,45988.868,46067.33,46132.424,46184.561,46224.061,46251.459,46267.819,46274.424,46272.457,46262.568,46245.377,46221.898,46193.245,46160.345,46123.828,46084.168,46041.891,45997.421,45951.118,45903.301,45854.152,45803.721,45751.914,45698.635,45643.928,45587.725,45529.671,45469.277,45406.141,45340.087,45271.008,45198.721,45123.025,45043.753,44960.759,44873.901,44783.072,44688.16,44589.081,44485.745,44378.093,44266.068,44149.619,44028.699
"West Bank and Gaza",932,924,932,949,969,988,1004,1018,1032,1048,1069,1097,1129,1160,1182,1191,1185,1165,1141,1125,1125,1144,1180,1227,1276,1321,1361,1398,1433,1469,1509,1553,1600,1650,1703,1758,1817,1879,1946,2019,2101,2190,2287,2391,2501,2618,2742,2871,3000,3119,3223,3309,3379,3441,3504,3576,3659,3752,3852,3958,4067,4179,4295,4415,4537,4663,4790.705,4920.724,5052.776,5186.79,5322.629,5460.157,5599.139,5739.325,5880.448,6022.27,6164.642,6307.518,6450.86,6594.701,6739.073,6883.904,7029.15,7174.824,7320.996,7467.678,7614.868,7762.499,7910.586,8059.122,8208.074,8357.43,8507.1,8656.996,8807.017,8957.046,9107.004,9256.814,9406.355,9555.524,9704.205,9852.315,9999.752,10146.39,10292.065,10436.636,10580.031,10722.161,10863.015,11002.574,11140.803,11277.675,11413.107,11547.031,11679.366,11810.055,11939.053,12066.295,12191.798,12315.545,12437.518,12557.704,12676.049,12792.485,12906.943,13019.365,13129.719,13237.978,13344.129,13448.141,13550.011,13649.708,13747.207,13842.512,13935.638,14026.59,14115.35,14201.884,14286.175,14368.195,14447.911,14525.285,14600.318,14672.994,14743.301,14811.242,14876.786,14939.909,15000.599,15058.831,15114.548
Syria,3413,3499,3591,3691,3798,3912,4032,4159,4292,4430,4574,4722,4875,5035,5200,5373,5553,5741,5936,6139,6351,6571,6800,7038,7283,7536,7795,8061,8336,8626,8931,9253,9590,9939,10293,10649,11004,11361,11719,12080,12446,12815,13187,13564,13950,14345,14755,15177,15602,16016,16411,16767,17088,17415,17807,18295,18915,19633,20325,20825,21019,20864,20421,19809,19203,18735,18430.453,18269.868,18284.407,18499.181,18924.442,19586.107,20466.483,21475.277,22487.636,23410.906,24211.928,24907.221,25514.968,26072.715,26608.489,27120.835,27597.719,28045.737,28472.807,28885.224,29286.341,29677.328,30059.5,30433.257,30798.944,31158.103,31511.711,31858.6,32196.795,32524.87,32842.724,33150.99,33449.891,33739.798,34021.051,34293.685,34557.725,34813.506,35061.428,35301.808,35534.769,35760.353,35978.642,36189.653,36393.43,36590.004,36779.36,36961.357,37135.834,37302.609,37461.631,37612.865,37756.16,37891.373,38018.375,38137.084,38247.475,38349.488,38443.102,38528.286,38605.036,38673.351,38733.216,38784.596,38827.508,38862.013,38888.191,38906.164,38916.058,38918.013,38912.248,38898.954,38878.213,38850.136,38814.874,38772.74,38724.135,38669.554,38609.554,38544.671,38475.478,38402.544,38326.432,38247.683,38166.87
Turkey,21408,21951,22509,23082,23669,24271,24886,25515,26156,26809,27472,28147,28833,29531,30244,30973,31717,32478,33256,34055,34876,35721,36587,37472,38370,39277,40190,41108,42040,42994,43976,44988,46025,47073,48114,49134,50128,51101,52054,52992,53922,54841,55749,56654,57564,58486,59423,60372,61330,62287,63240,64191,65143,66086,67008,67903,68763,69597,70440,71339,72327,73409,74570,75787,77031,78271,79512.426,80745.02,81916.871,82961.805,83835.75,84514.623,85018.678,85404.04,85752.414,86124.851,86538.218,86980.348,87448.212,87930.07,88416.609,88911.982,89420.636,89932.642,90434.305,90915.264,91371.62,91804.61,92215.299,92606.684,92980.818,93337.049,93673.545,93989.97,94286.019,94561.424,94815.952,95049.536,95262.354,95454.73,95626.879,95778.945,95910.848,96022.261,96112.748,96182.06,96230.28,96257.793,96265.026,96252.581,96221.01,96170.78,96102.296,96016.095,95912.763,95792.894,95657.028,95505.818,95340.21,95161.248,94969.861,94766.751,94552.452,94327.544,94092.548,93848.004,93594.376,93332.203,93062.099,92784.712,92500.581,92210.226,91913.898,91611.539,91302.878,90987.823,90666.605,90339.681,90007.536,89670.703,89329.723,88984.998,88636.885,88285.717,87931.792,87575.504,87217.276,86857.626,86497.133,86136.453,85776.302
"United Arab Emirates",70,67,69,73,76,80,82,83,85,87,93,101,112,126,139,150,160,170,183,204,235,279,333,397,471,554,647,748,852,952,1042,1121,1190,1253,1318,1391,1472,1561,1656,1756,1860,1970,2087,2207,2329,2449,2571,2700,2838,2988,3155,3326,3507,3742,4088,4580,5242,6044,6894,7666,8271,8672,8900,9006,9071,9154,9269.612,9400.145,9541.615,9682.088,9813.17,9937.479,10061.874,10186.481,10311.025,10435.287,10559.658,10684.417,10809.007,10932.595,11054.579,11174.712,11293.171,11410.288,11526.564,11642.335,11757.634,11872.175,11985.602,12097.447,12207.333,12315.129,12420.753,12523.948,12624.393,12721.861,12816.225,12907.478,12995.686,13081.004,13163.548,13243.345,13320.401,13394.834,13466.755,13536.292,13603.507,13668.459,13731.274,13792.061,13850.931,13907.962,13963.177,14016.621,14068.299,14118.248,14166.462,14212.988,14257.823,14300.957,14342.412,14382.179,14420.241,14456.568,14491.077,14523.728,14554.496,14583.398,14610.397,14635.468,14658.58,14679.764,14699.02,14716.381,14731.862,14745.503,14757.342,14767.425,14775.847,14782.694,14788.066,14792.047,14794.687,14796.067,14796.222,14795.228,14793.169,14790.148,14786.238,14781.592,14776.335
Yemen,4402,4474,4546,4619,4692,4768,4844,4923,5004,5087,5172,5261,5352,5446,5543,5644,5749,5859,5971,6084,6194,6301,6407,6523,6662,6831,7035,7272,7537,7822,8120,8434,8765,9111,9472,9848,10233,10629,11052,11523,12057,12662,13326,14017,14693,15321,15889,16409,16896,17378,17875,18390,18919,19462,20017,20583,21161,21752,22356,22975,23607,24252,24910,25576,26246,26916,27584.213,28250.42,28915.284,29579.986,30245.305,30910.815,31575.533,32239.043,32900.886,33560.644,34218.019,34872.702,35524.173,36171.853,36815.286,37453.909,38087.508,38716.41,39341.197,39962.096,40578.956,41191.012,41797.181,42396.011,42986.334,43567.4,44138.834,44700.165,45251.062,45791.086,46319.75,46836.33,47339.907,47829.434,48304.04,48763.178,49206.527,49633.685,50044.35,50438.268,50815.2,51174.963,51517.443,51842.58,52150.388,52440.86,52714.126,52970.461,53210.273,53433.907,53641.657,53833.738,54010.552,54172.526,54320.079,54453.507,54573.156,54679.512,54773.118,54854.45,54923.857,54981.579,55027.781,55062.583,55086.108,55098.596,55100.322,55091.474,55072.245,55042.834,55003.445,54954.326,54895.681,54827.735,54750.72,54664.86,54570.404,54467.604,54356.697,54237.944,54111.61,53977.952,53837.228,53689.711,53535.658
Belarus,7745,7717,7710,7723,7755,7804,7866,7939,8019,8102,8185,8264,8340,8415,8490,8568,8650,8734,8818,8900,8978,9051,9121,9188,9253,9317,9380,9443,9505,9569,9634,9700,9767,9834,9901,9966,10030,10092,10147,10190,10217,10226,10220,10201,10173,10142,10109,10073,10033,9987,9934,9873,9807,9740,9677,9622,9575,9537,9507,9486,9473,9469,9472,9479,9485,9486,9480.042,9468.338,9452.113,9433.874,9415.431,9397.05,9377.93,9357.681,9335.64,9311.38,9284.893,9256.512,9226.508,9195.266,9163.118,9130.206,9096.649,9062.76,9028.926,8995.426,8962.43,8930.01,8898.297,8867.377,8837.337,8808.218,8780.024,8752.613,8725.793,8699.407,8673.379,8647.68,8622.15,8596.611,8570.898,8544.963,8518.766,8492.247,8465.358,8438.076,8410.386,8382.316,8353.916,8325.295,8296.549,8267.719,8238.874,8210.118,8181.588,8153.4,8125.627,8098.349,8071.646,8045.662,8020.485,7996.166,7972.771,7950.305,7928.786,7908.253,7888.687,7870.107,7852.509,7835.884,7820.208,7805.45,7791.577,7778.517,7766.185,7754.505,7743.421,7732.864,7722.738,7712.938,7703.356,7693.915,7684.553,7675.213,7665.835,7656.366,7646.753,7636.906,7626.752,7616.19,7605.14
Bulgaria,7251,7311,7372,7435,7498,7561,7625,7689,7754,7819,7886,7953,8022,8091,8158,8222,8284,8343,8400,8455,8507,8559,8609,8656,8699,8738,8773,8802,8828,8853,8879,8905,8931,8953,8969,8975,8972,8960,8937,8897,8841,8767,8676,8576,8475,8379,8292,8212,8138,8067,7998,7931,7866,7804,7743,7684,7625,7567,7510,7456,7405,7356,7310,7266,7222,7177,7131.494,7084.571,7036.848,6988.739,6940.527,6892.21,6843.583,6794.495,6744.76,6694.229,6642.909,6590.868,6538.137,6484.77,6430.847,6376.395,6321.526,6266.489,6211.611,6157.135,6103.183,6049.788,5997.076,5945.164,5894.132,5844.039,5794.882,5746.569,5698.961,5651.925,5605.435,5559.473,5513.95,5468.779,5423.867,5379.183,5334.697,5290.342,5246.053,5201.794,5157.553,5113.351,5069.191,5025.108,4981.147,4937.332,4893.731,4850.462,4807.686,4765.543,4724.106,4683.418,4643.597,4604.764,4567.025,4530.423,4495,4460.763,4427.726,4395.878,4365.232,4335.773,4307.482,4280.322,4254.229,4229.196,4205.142,4182.009,4159.72,4138.177,4117.321,4097.078,4077.344,4057.958,4038.814,4019.828,4000.953,3982.155,3963.418,3944.705,3925.994,3907.228,3888.357,3869.301,3849.979
"Czech Republic",8903,9007,9110,9206,9290,9362,9420,9468,9508,9548,9590,9638,9691,9742,9784,9811,9821,9817,9808,9805,9818,9847,9891,9946,10007,10070,10135,10201,10263,10314,10349,10366,10365,10354,10341,10331,10328,10328,10331,10336,10341,10347,10353,10359,10361,10358,10351,10339,10323,10307,10290,10271,10252,10239,10240,10258,10298,10357,10424,10487,10536,10569,10587,10594,10599,10604,10610.947,10618.303,10625.25,10630.589,10633.424,10633.85,10632.288,10628.469,10622.091,10612.937,10601.013,10586.452,10569.339,10549.862,10528.196,10504.439,10478.832,10451.919,10424.374,10396.773,10369.331,10342.163,10315.532,10289.698,10264.847,10241.094,10218.417,10196.684,10175.66,10155.117,10134.98,10115.144,10095.316,10075.141,10054.302,10032.67,10010.124,9986.446,9961.394,9934.787,9906.573,9876.757,9845.284,9812.157,9777.427,9741.143,9703.469,9664.71,9625.258,9585.48,9545.559,9505.687,9466.256,9427.714,9390.433,9354.597,9320.34,9287.827,9257.182,9228.51,9201.891,9177.321,9154.745,9134.004,9114.984,9097.62,9081.844,9067.448,9054.195,9041.877,9030.377,9019.556,9009.323,8999.519,8990.017,8980.714,8971.508,8962.319,8953.051,8943.642,8934.029,8924.124,8913.885,8903.25,8892.165
Hungary,9338,9481,9598,9693,9769,9828,9876,9913,9945,9973,10001,10031,10063,10097,10133,10170,10208,10249,10290,10330,10366,10398,10426,10454,10487,10527,10578,10637,10694,10736,10755,10747,10716,10670,10617,10567,10520,10475,10435,10402,10378,10364,10359,10360,10358,10350,10333,10309,10280,10250,10221,10194,10168,10142,10115,10086,10056,10024,9991,9959,9928,9898,9870,9842,9813,9784,9753.281,9721.559,9688.847,9655.361,9621.254,9586.483,9550.949,9514.618,9477.472,9439.465,9400.611,9360.911,9320.24,9278.442,9235.459,9191.264,9145.936,9099.592,9052.386,9004.466,8955.891,8906.747,8857.218,8807.516,8757.846,8708.275,8658.883,8609.776,8561.05,8512.785,8465.027,8417.791,8371.044,8324.701,8278.7,8233.042,8187.692,8142.534,8097.419,8052.238,8006.955,7961.554,7916.018,7870.266,7824.309,7778.138,7731.796,7685.36,7638.895,7592.536,7546.301,7500.26,7454.578,7409.457,7365.054,7321.434,7278.634,7236.692,7195.646,7155.511,7116.318,7078.083,7040.752,7004.285,6968.617,6933.737,6899.64,6866.284,6833.61,6801.586,6770.17,6739.357,6709.14,6679.543,6650.545,6622.15,6594.329,6567.021,6540.217,6513.862,6487.923,6462.387,6437.239,6412.459,6388.053
Poland,24824,25283,25765,26261,26765,27270,27770,28259,28731,29184,29612,30013,30386,30733,31056,31358,31638,31898,32146,32390,32636,32887,33143,33408,33682,33967,34262,34567,34881,35205,35535,35874,36217,36551,36859,37129,37354,37539,37692,37827,37955,38077,38192,38295,38384,38453,38504,38539,38558,38562,38550,38524,38484,38439,38396,38363,38341,38330,38326,38325,38323,38321,38317,38309,38293,38265,38224.41,38170.712,38104.832,38028.278,37942.231,37846.622,37741.149,37626.511,37503.622,37373.183,37235.687,37091.264,36939.878,36781.302,36615.5,36442.679,36263.294,36077.912,35887.209,35691.755,35491.908,35287.927,35080.155,34868.933,34654.579,34437.37,34217.572,33995.422,33771.128,33544.891,33316.869,33087.215,32856.085,32623.659,32390.037,32155.272,31919.359,31682.258,31443.923,31204.241,30963.269,30720.9,30476.717,30230.181,29980.897,29728.822,29474.122,29216.832,28957.027,28694.887,28430.597,28164.492,27897.039,27628.826,27360.434,27092.268,26824.801,26558.852,26295.367,26035.142,25778.676,25526.331,25278.682,25036.274,24799.549,24568.802,24344.225,24125.959,23914.085,23708.615,23509.581,23316.915,23130.324,22949.407,22773.788,22603.168,22437.296,22275.957,22118.883,21965.753,21816.159,21669.608,21525.515,21383.199,21241.891
Moldova,2341,2381,2432,2491,2557,2627,2701,2777,2853,2929,3004,3076,3146,3212,3275,3336,3392,3445,3495,3545,3595,3646,3697,3748,3796,3839,3877,3911,3942,3975,4010,4049,4090,4132,4175,4215,4253,4289,4321,4346,4364,4374,4375,4370,4357,4339,4315,4285,4253,4224,4201,4186,4177,4172,4166,4158,4145,4129,4111,4096,4084,4077,4074,4072,4070,4066,4059.608,4051.212,4041.065,4029.75,4017.687,4004.831,3990.975,3976.113,3960.231,3943.322,3925.425,3906.558,3886.699,3865.826,3843.941,3821.048,3797.215,3772.545,3747.153,3721.155,3694.587,3667.485,3639.965,3612.109,3583.993,3555.671,3527.159,3498.478,3469.631,3440.601,3411.422,3382.098,3352.614,3322.975,3293.157,3263.163,3232.986,3202.613,3171.997,3141.13,3110.009,3078.637,3046.995,3015.058,2982.826,2950.299,2917.506,2884.496,2851.31,2817.998,2784.597,2751.171,2717.781,2684.48,2651.343,2618.416,2585.788,2553.542,2521.82,2490.736,2460.342,2430.67,2401.777,2373.711,2346.499,2320.184,2294.753,2270.215,2246.527,2223.664,2201.621,2180.367,2159.859,2140.025,2120.821,2102.185,2084.095,2066.494,2049.345,2032.614,2016.242,2000.158,1984.301,1968.582,1952.909
Romania,16236,16513,16765,17006,17244,17484,17727,17968,18203,18420,18614,18780,18924,19060,19207,19380,19582,19811,20056,20305,20549,20784,21012,21233,21451,21666,21877,22084,22279,22457,22612,22740,22842,22929,23013,23104,23205,23312,23408,23473,23489,23454,23373,23256,23116,22965,22804,22633,22458,22288,22128,21984,21855,21729,21591,21431,21244,21036,20821,20618,20440,20293,20171,20068,19973,19877,19778.083,19679.306,19580.634,19483.36,19388.362,19295.077,19202.464,19110.317,19018.547,18926.996,18835.515,18743.871,18651.688,18558.574,18464.237,18368.469,18271.307,18172.918,18073.615,17973.608,17872.963,17771.618,17669.546,17566.716,17463.11,17358.762,17253.717,17148.066,17041.905,16935.314,16828.318,16720.961,16613.296,16505.407,16397.352,16289.201,16180.961,16072.568,15963.883,15854.854,15745.507,15635.975,15526.333,15416.689,15307.163,15197.862,15088.915,14980.594,14873.258,14767.159,14662.452,14559.218,14457.637,14357.904,14260.15,14164.485,14070.928,13979.422,13889.809,13802.005,13715.982,13631.755,13549.315,13468.67,13389.792,13312.659,13237.221,13163.362,13090.952,13019.887,12950.077,12881.498,12814.147,12748.034,12683.171,12619.503,12556.932,12495.344,12434.611,12374.601,12315.227,12256.384,12198.001,12140.024,12082.408
Russia,102799,104306,105969,107729,109538,111355,113152,114910,116616,118267,119860,121390,122843,124193,125413,126484,127396,128165,128836,129473,130123,130805,131514,132251,133009,133784,134580,135403,136255,137141,138059,139002,139965,140947,141951,142971,144012,145052,146036,146891,147564,148036,148318,148431,148412,148289,148074,147768,147381,146920,146397,145815,145195,144585,144045,143618,143323,143150,143083,143093,143154,143264,143421,143597,143761,143888,143964.513,143989.754,143964.709,143895.551,143786.842,143636.809,143441.868,143203.543,142924.318,142606.884,142253.253,141865.848,141448.648,141006.283,140543.418,140063.004,139568.954,139068.117,138568.415,138076.421,137595.314,137127.167,136675.777,136244.744,135836.501,135452.781,135093.229,134755.179,134434.475,134127.418,133832.896,133549.865,133274.604,133002.701,132730.511,132456.243,132178.832,131896.341,131607.009,131309.575,131003.447,130688.619,130365.288,130034.067,129695.944,129351.438,129002.056,128650.889,128301.879,127958.458,127622.399,127295.139,126979.361,126677.912,126393.174,126126.522,125878.938,125651.78,125446.273,125263.18,125102.735,124964.616,124848.126,124752.153,124675.359,124616.844,124575.121,124547.354,124530.13,124520.369,124516.311,124516.371,124517.734,124517.397,124512.823,124502.231,124484.472,124458.82,124424.817,124381.965,124329.745,124267.507,124194.491,124109.848,124012.605
