Country,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Botswana,,,,,,,,,,,,,,35.1,33.6,32.1,30.6,29.1,29.0714,29.0429,29.0143,28.9857,28.9571,28.9286,28.9,,,,,,,,,,,,
"Central African Republic",,,,,,,,,,,,41.5,41.9833,42.4667,42.95,43.4333,43.9167,44.4,44.2667,44.1333,44,43.8667,43.7333,43.6,42.875,42.15,41.425,40.7,40.2,39.7,39.8833,40.0667,40.25,40.4333,40.6167,40.8,
Chile,,,,13.5,12.3375,11.175,10.0125,8.85,7.6875,6.525,5.3625,4.2,3.9,3.7,3.5,3.3,3.1,2.95,2.8,2.5,2.5,2.4,2.3,2.2,2.1,2,1.96,1.92,1.88,1.84,1.8,1.8,,,,,
China,,,,,38.3,36.3,34.3,32.3,35.15,38,35.7333,33.4667,31.2,27.4,23.6,19.8,18.8,17.8,19.8,21.8,18.4333,15.0667,11.7,11.0667,10.4333,9.8,9,9.4,8.9667,8.5333,8.1,,,,,,
"Ivory Coast",,,,22.5,23.9625,25.425,26.8875,28.35,29.8125,31.275,32.7375,34.2,33.45,32.7,31.95,31.2,32.4625,33.725,34.9875,36.25,37.5125,38.775,40.0375,41.3,39,37.18,35.36,33.54,31.72,29.9,27.825,25.75,23.675,21.6,,,
Cameroon,,,,,,,,,31.6,32.5429,33.4857,34.4286,35.3714,36.3143,37.2571,38.2,37.7667,37.3333,36.9,36.4667,36.0333,35.6,36.6,37.6,36.6,35.6,34.6,33.6,32.6,32.3,32,31.7,31,30.3,29.6,28.9,
"Congo (Kinshasa)",,,,,,,,,,,,,51,49.9,48.8,47.7,46.6,45.5,44.4,44.6333,44.8667,45.1,45.3333,45.5667,45.8,45,44.2,43.4,43.1667,42.9333,42.7,,,,,,
"Congo (Brazzaville)",,,,,30.1,30.1611,30.2222,30.2833,30.3444,30.4056,30.4667,30.5278,30.5889,30.65,30.7111,30.7722,30.8333,30.8944,30.9556,31.0167,31.0778,31.1389,31.2,30.0667,28.9333,27.8,26.6667,25.5333,24.4,23.3333,22.2667,21.2,,,,,
Colombia,,,,26.6,25,23.4,21.8,21.4333,21.0667,20.7,20.3333,19.9667,19.6,19.32,19.04,18.76,18.48,18.2,17.65,17.1,16.55,16,15.4333,14.8667,14.3,13.7333,13.1667,12.6,12.6167,12.6333,12.65,12.6667,12.6833,12.7,,,
Comoros,,,,,,,,,,38.5,38.875,39.25,39.625,40,41.725,43.45,45.175,46.9,45.5833,44.2667,42.95,41.6333,40.3167,39,37.6833,36.3667,35.05,33.7333,32.4167,31.1,,,,,,,
"Cape Verde",,,26.8,26.2,25.6,25,24.4,23.8,23.2,22.6,22,21.4,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica",,,,,,,,,,,,,,8.2,7.9833,7.7667,7.55,7.3333,7.1167,6.9,6.6833,6.4667,6.25,6.0333,5.8167,5.6,,,,,,,,,,,
Cuba,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
"Czech Republic",,,,,,,,,3.1,3.06,3.02,2.98,2.94,2.9,2.86,2.82,2.78,2.74,2.7,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,1.3,1.3333,1.3667,1.4,1.4333,1.4667,1.5,1.5333,1.5667,1.6,1.6333,1.6667,1.7,,,
Djibouti,,,,,,,28,28.5286,29.0571,29.5857,30.1143,30.6429,31.1714,31.7,30.9333,30.1667,29.4,28.6333,27.8667,27.1,27.74,28.38,29.02,29.66,30.3,30.94,31.58,32.22,32.86,33.5,,,,,,,
"Dominican Republic",,,,20.4,20.54,20.68,20.82,20.96,21.1,19.58,18.06,16.54,15.02,13.5,12.05,10.6,9.15,7.7,9.65,11.6,11.325,11.05,10.775,10.5,10.1,9.6,9.1,8.6,8.1,7.6,7.1,,,,,,
Algeria,,,,,16.9,18.1,19.3,20.5,21.7,22.9,22.7667,22.6333,22.5,22.72,22.94,23.16,23.38,23.6,23.8,24,21.85,19.7,17.55,15.4,14.7833,14.1667,13.55,12.9333,12.3167,11.7,,,,,,,
Ecuador,,,,40.2,39.2538,38.3077,37.3615,36.4154,35.4692,34.5231,33.5769,32.6308,31.6846,30.7385,29.7923,28.8462,27.9,28.16,28.42,28.68,28.94,29.2,27.55,25.9,25.8167,25.7333,25.65,25.5667,25.4833,25.4,24.65,23.9,,,,,
Egypt,,,,,,34,34.3,34.6,34.9,33,31.1,32.95,34.8,32.85,30.9,26.3,25.35,24.4,23,21.6,20.2,22.05,23.9,26.1667,28.4333,30.7,29.3,27.9,26.5,25.1,23.7,22.3,,,,,
Eritrea,,,,,,,,,,,69.6,58.7,47.8,47.1143,46.4286,45.7429,45.0571,44.3714,43.6857,43,44.1875,45.375,46.5625,47.75,48.9375,50.125,51.3125,52.5,,,,,,,,,
Ethiopia,,,,,,,,,,66.9,65.7375,64.575,63.4125,62.25,61.0875,59.925,58.7625,57.6,56.16,54.72,53.28,51.84,50.4,49.4,48.4,47.4,46.4,45.4,44.4,43.0667,41.7333,40.4,39.4,38.4,37.8667,37.3333,36.8
Fiji,,,,,,,,,,,4.3,4.5909,4.8818,5.1727,5.4636,5.7545,6.0455,6.3364,6.6273,6.9182,7.2091,7.5,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,25.9,25.1583,24.4167,23.675,22.9333,22.1917,21.45,20.7083,19.9667,19.225,18.4833,17.7417,17,,,,,,,
Georgia,,,,,,,,,,,,,,,,,16.1,15.85,15.6,15.35,15.1,14.85,14.6,13.775,12.95,12.125,11.3,,,,,,,,,,
Ghana,,,,,,42.6,42.32,42.04,41.76,41.48,41.2,39.08,36.96,34.84,32.72,30.6,31.58,32.56,33.54,34.52,35.5,32.9667,30.4333,27.9,28.15,28.4,26.5333,24.6667,22.8,21.4667,20.1333,18.8,18.3667,17.9333,17.5,,
Guinea,,,,,,,,,,,,35.3,34.46,33.62,32.78,31.94,31.1,32.4667,33.8333,35.2,36.5667,37.9333,39.3,39.65,40,38.6,37.2,35.8,34.4,31.1,31.425,31.75,32.075,32.4,31.35,30.3,
Gambia,,,,,,,,,,,,,,36.1,33.1,30.1,27.1,24.1,24.7,25.3,25.9,26.5,27.1,27.7,26.625,25.55,24.475,23.4,22.25,21.1,24.6,22.4,20.2,18,15.8,13.6,
"Guinea Bissau",,,,,,,,,,,,,,,,,,33.8,36.1167,38.4333,40.75,43.0667,45.3833,47.7,43.775,39.85,35.925,32,30.9,29.8,28.7,27.6,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,38.7,40.0333,41.3667,42.7,40.775,38.85,36.925,35,33.7429,32.4857,31.2286,29.9714,28.7143,27.4571,26.2,,,,,,,,
Guatemala,,,,,66.2,64.85,63.5,62.15,60.8,59.45,58.1,56.75,55.4,54.825,54.25,53.675,53.1,51,52.9,54.8,54.3286,53.8571,53.3857,52.9143,52.4429,51.9714,51.5,50.7,49.9,49.1,48.3,47.5,46.7,,,,
Guyana,,,,,,,,,,,,,,,14,13.9667,13.9333,13.9,14.5667,15.2333,15.9,16.5667,17.2333,17.9,18.3667,18.8333,19.3,17.7,16.1,14.5,12.9,11.3,,,,,
Honduras,,,,,43.3,43.14,42.98,42.82,42.66,42.5,44.1,45.7,42.15,38.6,37.98,37.36,36.74,36.12,35.5,34.36,33.22,32.08,30.94,29.8,28.6,27.4,26.2,25,23.8,22.6,,,,,,,
Haiti,,,,,,,,40.1,39.35,38.6,37.85,37.1,35.7167,34.3333,32.95,31.5667,30.1833,28.8,28.9333,29.0667,29.2,29.3333,29.4667,29.6,28.3333,27.0667,25.8,24.5333,23.2667,22,21.98,21.96,21.94,21.92,21.9,,
Indonesia,,,,,,,,,,,,,,48.1,46.675,45.25,43.825,42.4,41.6,37.2667,32.9333,28.6,32.4333,36.2667,40.1,39.8,39.5,39.2,38.2667,37.3333,36.4,35.22,34.04,32.86,31.68,30.5,
India,,,,,,,62.7,62.4333,62.1667,61.9,57.7,54.75,51.8,48.85,45.9,50.05,54.2,53.2857,52.3714,51.4571,50.5429,49.6286,48.7143,47.8,46.6625,45.525,44.3875,43.25,42.1125,40.975,39.8375,38.7,37.9,36.3,34.7,,
Iran,,,,,,,,,,,,,24.4,23.0667,21.7333,20.4,18.1833,15.9667,13.75,11.5333,9.3167,7.1,7.0571,7.0143,6.9714,6.9286,6.8857,6.8429,6.8,,,,,,,,
Iraq,,,,,,,,,27.6,27.6556,27.7111,27.7667,27.8222,27.8778,27.9333,27.9889,28.0444,28.1,29.9667,31.8333,33.7,20,23.75,27.5,26.42,25.34,24.26,23.18,22.1,20.7429,19.3857,18.0286,16.6714,15.3143,13.9571,12.6,
Jamaica,,,,,,,12.4,12.1,11.8,14.4,12.6,12.1,9.7,11.2,8.7,9.5,5.7,7.2,6.6,8.2,6.55,4.9,6.2,7.5,5.4,6.9,6.45,6,6.4,6.8,6.4,6,,,,,
Jordan,,,,,,,,20,18.7286,17.4571,16.1857,14.9143,13.6429,12.3714,11.1,11.22,11.34,11.46,11.58,11.7,11.2,10.7,10.2,9.7,9.2,8.7,8.2,8.0667,7.9333,7.8,,,,,,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,23.3,20.775,18.25,15.725,13.2,13.8143,14.4286,15.0429,15.6571,16.2714,16.8857,17.5,16.4,15.3,14.2,13.1,12.08,11.06,10.04,9.02,8,,,,
Kenya,,,,,37,37.5333,38.0667,38.6,39.1333,39.6667,40.2,41.1,40.175,39.25,38.325,37.4,39.1,40.8,39.1333,37.4667,35.8,38.05,40.3,38.7,37.1,35.5,33.95,32.4,30.85,29.3,27.75,26.2,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,36.2,34.1889,32.1778,30.1667,28.1556,26.1444,24.1333,22.1222,20.1111,18.1,19.6,21.1,22.6,21.0333,19.4667,17.9,15.4,12.9,12.625,12.35,12.075,11.8,
Cambodia,,,,,,,,,,,,,,58.6,56.2,53.8,51.4,49,47.76,46.52,45.28,44.04,42.8,41.7,40.6,39.5,39.65,39.8,37.95,36.1,34.25,32.4,,,,,
Kiribati,,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Korea",,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,
Kuwait,,,,,,,,,,,,,,5,4.8,4.6,4.4,4.2,4,3.6,3.9,4.1,4.5,4.6,5.1,5.1,3.8,4.1,4,4.3,4.8,5.8,4.9,5.9,6.4,,
Laos,,,,,,,,,,,53.6,52.9,52,51.1,50.2,49.3,48.4,47.5,47.5333,47.5667,47.6,47.6333,47.6667,47.7,47,46.3,45.6,44.9,44.2,42.025,39.85,37.675,35.5,34.3,33.1,,
Lebanon,,,,,,,,,,,,,,17.2,17.1125,17.025,16.9375,16.85,16.7625,16.675,16.5875,16.5,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,45.3,44.4857,43.6714,42.8571,42.0429,41.2286,40.4143,39.6,39.4,39.2,39,36.7,34.4,32.1,31.4333,30.7667,30.1,,,
Libya,,,,,,,,,,,,,21.1,21.0917,21.0833,21.075,21.0667,21.0583,21.05,21.0417,21.0333,21.025,21.0167,21.0083,21,23.4429,25.8857,28.3286,30.7714,33.2143,35.6571,38.1,,,,,
"Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,
"Sri Lanka",,,,,32.3,31.8667,31.4333,31,30.5667,30.1333,29.7,27.9,26.1,24.56,23.02,21.48,19.94,18.4,18.2429,18.0857,17.9286,17.7714,17.6143,17.4571,17.3,18.25,19.2,17.6667,16.1333,14.6,15.275,15.95,16.625,17.3,,,
Lesotho,,,,,,,,,,39.2,37.5,39.6714,41.8429,44.0143,46.1857,48.3571,50.5286,52.7,50.7,48.7,46.7,44.7,43.62,42.54,41.46,40.38,39.3,38.12,36.94,35.76,34.58,33.4,33.7,34,34.3,34.6,
Morocco,,,,,31,30.82,30.64,30.46,30.28,30.1,29.86,29.62,29.38,29.14,28.9,27.9333,26.9667,26,25.0333,24.0667,23.1,22.075,21.05,20.025,19,17.975,16.95,15.925,14.9,14.9333,14.9667,15,15.0333,15.0667,15.1,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,10.7,10.0857,9.4714,8.8571,8.2429,7.6286,7.0143,6.4,,,,,,,
Madagascar,,,,,,,,,,60.5,54.1,54.65,55.2,56.7,58.2,57.4143,56.6286,55.8429,55.0571,54.2714,53.4857,52.7,52.04,51.38,50.72,50.06,49.4,49.2333,49.0667,48.9,47.6833,46.4667,45.25,44.0333,42.8167,41.6,
Maldives,,,,,,,,,,,,36.1,33,38,43,40.225,37.45,34.675,31.9,30.2875,28.675,27.0625,25.45,23.8375,22.225,20.6125,19,,,,,,,,,,
Mexico,,,,,,28.7,26,25.9714,25.9429,25.9143,25.8857,25.8571,25.8286,25.8,23.6,21.4,20.6625,19.925,19.1875,18.45,17.7125,16.975,16.2375,15.5,15.1833,14.8667,14.55,14.2333,13.9167,13.6,13.2,12.8,12.4,10,,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,8,8.55,9.1,9.65,10.2,10.75,11.3,10.2333,9.1667,8.1,7.0333,5.9667,4.9,,,,,,,,
Mali,,,,,35.8,36.2556,36.7111,37.1667,37.6222,38.0778,38.5333,38.9889,39.4444,39.9,40.42,40.94,41.46,41.98,42.5,41.52,40.54,39.56,38.58,37.6,35.15,32.7,30.25,27.8,28.32,28.84,29.36,29.88,30.4,29.2333,28.0667,26.9,
"Burma (Myanmar)",,,,,,,,,53.6,55.3,57,58.7,57.6,56.5,55.4,50.5333,45.6667,40.8,41.4333,42.0667,42.7,41.4333,40.1667,38.9,37.6333,36.3667,35.1,34.2857,33.4714,32.6571,31.8429,31.0286,30.2143,29.4,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,7.9,8.0875,8.275,8.4625,8.65,8.8375,9.025,9.2125,9.4,,,,,,
Mongolia,,,,,,,,,,33.1,32.6714,32.2429,31.8143,31.3857,30.9571,30.5286,30.1,29.8,28.225,26.65,25.075,23.5,27.5,25.1,22.7,20.3,17.9,15.5,13.9333,12.3667,10.8,9.6333,8.4667,7.3,8.35,9.4,
Mozambique,,,,,,,,,,,,,59.9,54.3,48.7,49.2,49.7,50.2,50.7,48.8,46.9,46.22,45.54,44.86,44.18,43.5,43.3,43.1,42.9,42.75,42.6,42.45,42.3,,,,
Mauritania,,,,,,40.2,47.4,54.6,53.8,53,52.2,51.4,50.6,49.8,47,44.2,41.4,38.6,37.5857,36.5714,35.5571,34.5429,33.5286,32.5143,31.5,23.6,25.6333,27.6667,29.7,23,24.6333,26.2667,27.9,26.2,24.5,22.8,
Mauritius,,,27.3,25.93,24.56,23.19,21.82,20.45,19.08,17.71,16.34,14.97,13.6,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,,,,,,55.4,54.8667,54.3333,53.8,56.6333,59.4667,62.3,58.5,54.7,56.5,58.3,55.4,52.5,52.8,53.1,51.6667,50.2333,48.8,47.3,46.075,44.85,43.625,42.4,37.4,38.3,38.65,39,
Malaysia,,,,,,,,,,,,,,,,,20.7,20.2,19.7,19.2,18.7,18.2,17.7,17.2,17.2556,17.3111,17.3667,17.4222,17.4778,17.5333,17.5889,17.6444,17.7,20.7,,,
Namibia,,,,,,,,,,35.6,34.8125,34.025,33.2375,32.45,31.6625,30.875,30.0875,29.3,29.2857,29.2714,29.2571,29.2429,29.2286,29.2143,29.2,28.1167,27.0333,25.95,24.8667,23.7833,22.7,,,,,,
Niger,,,43.8,44.0143,44.2286,44.4429,44.6571,44.8714,45.0857,45.3,46.2,47.1,48,48.9,49.8,50.7,52.1,53.5,53.7167,53.9333,54.15,54.3667,54.5833,54.8,52.3167,49.8333,47.35,44.8667,42.3833,39.9,42.5,42.2,41.75,41.3,44.9,48.5,
Nigeria,,,,,,,,48.7,47.0667,45.4333,43.8,43.67,43.54,43.41,43.28,43.15,43.02,42.89,42.76,42.63,42.5,41.675,40.85,40.025,39.2,40.6,39,37.4,35.8,36.15,36.5,33.6,33,43.6,40.2,36.8,
Nicaragua,,,,,,,,,,,29.6,29.78,29.96,30.14,30.32,30.5,28.7,26.9,25.1,23,20.9,18.8,20.95,23.1,22.1333,21.1667,20.2,19.2333,18.2667,17.3,,,,,,,
Nepal,,,,,,,,,,,,,68.2,65.7,63.4,61.1,59.7667,58.4333,57.1,55.52,53.94,52.36,50.78,49.2,47.46,45.72,43.98,42.24,40.5,39.5,38.5,37.5,36.75,36,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,
Oman,,,,,,,,,24.2,23.1667,22.1333,21.1,20.04,18.98,17.92,16.86,15.8,15.2,14.6,14,13.4,12.8,12.2,11.6,11,10.4,9.8,10.66,11.52,12.38,13.24,14.1,13.2,12.3,11.4,,
Pakistan,,,,62.5,60.9,59.3,57.7,56.1,54.5,42.7,42.5556,42.4111,42.2667,42.1222,41.9778,41.8333,41.6889,41.5444,41.4,41.56,41.72,41.88,42.04,42.2,42.36,42.52,42.68,42.84,43,44,45,43.52,42.04,40.56,39.08,37.6,
Panama,,,,,,,,,,,,,,,16.8,17.95,19.1,20.25,21.4,22.55,23.7,22.76,21.82,20.88,19.94,19,,,,,,,,,,,
Peru,,,,,,,,,37.3,36.16,35.02,33.88,32.74,31.6,31.525,31.45,31.375,31.3,30.88,30.46,30.04,29.62,29.2,28.6,28,25.95,23.9,23.3,19.5,18.4,17.7,14.8,14.7,13.1,12.9,12.2,
Philippines,,,,,44.7,44.2333,43.7667,43.3,42.1,40.9,38.9,38.78,38.66,38.54,38.42,38.3,37.4,36.5,35.6,34.7,33.8,33.5,33.2,32.9,32.6,32.3,32.6667,33.0333,33.4,31.7,30,31.55,33.1,32.1667,31.2333,30.3,
"Papua New Guinea",46,45.9045,45.8091,45.7136,45.6182,45.5227,45.4273,45.3318,45.2364,45.1409,45.0455,44.95,44.8545,44.7591,44.6636,44.5682,44.4727,44.3773,44.2818,44.1864,44.0909,43.9955,43.9,45.02,46.14,47.26,48.38,49.5,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.84,2.78,2.72,2.66,2.6,,,,,
"North Korea",,,,,,,,,,,,,,,,63.9,57.45,51,47.85,44.7,43.9,43.1,40.96,38.82,36.68,34.54,32.4,30.9,29.4,27.9,26.14,24.38,22.62,20.86,19.1,,
Paraguay,,,,,,,,18.3,18.2467,18.1933,18.14,18.0867,18.0333,17.98,17.9267,17.8733,17.82,17.7667,17.7133,17.66,17.6067,17.5533,17.5,16.5286,15.5571,14.5857,13.6143,12.6429,11.6714,10.7,9.425,8.15,6.875,5.6,,,
"West Bank and Gaza",,,,,,,,,,,,,,10.6,11.5167,12.4333,13.35,14.2667,15.1833,16.1,13.4,10.7,12.15,13.6,12.925,12.25,11.575,10.9,10.025,9.15,8.275,7.4,,,,,
Qatar,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,11.2,11.7125,12.225,12.7375,13.25,13.7625,14.275,14.7875,15.3,12.8,14,12.8,,,,,,,,,,,,,,,,,
Rwanda,,,,,,,,,,56.8,53.95,51.1,48.25,45.4,46.025,46.65,47.275,47.9,48.6,49.3,50,50.7,51.4,51.55,51.7,51.85,52,44.3,44.05,43.8,41.5,39.2,36.9,,,,
"Saudi Arabia",,,,,,,,,,,,21.4,20.3,19.2,18.1,17,15.9,14.8,13.7,12.6,11.5,10.4,9.3,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,38.3,37.25,36.2,35.15,34.1,35.125,36.15,37.175,38.2,,,,,
Senegal,,,,26.5,27.8167,29.1333,30.45,31.7667,33.0833,34.4,29.8,29.4667,29.1333,28.8,28.1,27.4,26.7,26,24.78,23.56,22.34,21.12,19.9,21.0333,22.1667,23.3,24.4333,25.5667,26.7,15.5,18.8,18.8,20.7,17.1,16.5,17.65,18.8
Singapore,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,
"Solomon Islands",,,,,,,33.7,33.65,33.6,33.55,33.5,33.45,33.4,33.35,33.3,33.25,33.2,33.15,33.1,33.05,33,32.95,32.9,32.85,32.8,32.6625,32.525,32.3875,32.25,32.1125,31.975,31.8375,31.7,,,,
"Sierra Leone",,,,,,,41.4,40.9,40.36,39.82,39.28,38.74,38.2,37.66,37.12,36.58,36.04,35.5,37.4,39.3,41.2,43.1,45,42.4,39.8,37.2,40.8,44.4,42.2,40,37.8,35.675,33.55,31.425,29.3,29.4,29.5
"El Salvador",,,,,,36.7,35.68,34.66,33.64,32.62,31.6,31.74,31.88,32.02,32.16,32.3,30.76,29.22,27.68,26.14,24.6,23.84,23.08,22.32,21.56,20.8,19.6,18.4,17.2,16,14.8,13.6,,,,,
Somalia,,,,,,,,,,,,,,,,,,29.2,31.3333,33.4667,35.6,37.7333,39.8667,42,36.4333,30.8667,25.3,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,8.1,7.8,7.5,7.2,6.9,6.6,6.45,6.3,6.15,6,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,36.2,34.975,33.75,32.525,31.3,,,,,,,,,
"Saint Thomas and Principe",,,,32,32.25,32.5,32.75,33,33.25,33.5,33.75,34,34.25,34.5,34.75,35,35.25,35.5,34.4,33.3,32.2,31.1,30,28.9,29.85,30.8,28.5333,26.2667,24,21.7333,19.4667,17.2,,,,,
Suriname,,,,,,,,,,,,,,,,,,14.1,13.5167,12.9333,12.35,11.7667,11.1833,10.6,10.15,9.7,9.25,8.8,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,36.5,35.2833,34.0667,32.85,31.6333,30.4167,29.2,34.8,40.4,35.65,30.9,29.55,28.2,26.85,25.5,,,,,
Seychelles,,,,,,7.7,7.7083,7.7167,7.725,7.7333,7.7417,7.75,7.7583,7.7667,7.775,7.7833,7.7917,7.8,7.8083,7.8167,7.825,7.8333,7.8417,7.85,7.8583,7.8667,7.875,7.8833,7.8917,7.9,,,,,,,
Syria,,,,,,,,,,,32.8,29.65,26.5,26.06,25.62,25.18,24.74,24.3,31.1,30.62,30.14,29.66,29.18,28.7,28.5,28.3,28.1,27.9,,,,,,,,,
Chad,,,,,,,,,,,,,,,44.5,42.6333,40.7667,38.9,40.275,41.65,43.025,44.4,43.45,42.5,41.55,40.6,39.65,38.7,38.92,39.14,39.36,39.58,39.8,,,,
Togo,,,,,,40.7,40.6375,40.575,40.5125,40.45,40.3875,40.325,40.2625,40.2,36.7,33.2,32.7875,32.375,31.9625,31.55,31.1375,30.725,30.3125,29.9,28.4,26.9,28.35,29.8,28,26.2,26.9,27.6,26.3333,25.0667,23.8,,
Thailand,,,,,24.6,24.0167,23.4333,22.85,22.2667,21.6833,21.1,19.6,18.1,17.8818,17.6636,17.4455,17.2273,17.0091,16.7909,16.5727,16.3545,16.1364,15.9182,15.7,15.8167,15.9333,16.05,16.1667,16.2833,16.4,14.925,13.45,11.975,10.5,,,
