Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Uganda,,,,,,,,,,,,,,,,,,,20.3999996,20.8857,21.3714,21.8571,22.3429,22.8286,23.3143,23.7999992,23.24,22.68,22.12,21.56,21,20.5333,20.0667,19.6,19.1333,18.6667,18.2000008,17.64,17.08,16.52,15.96,15.3999996,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80000019,,,,,,,,,,,,,,,
"United States",,,,,,,,,,,,,,,,,,,,,,0.60000002,0.68,0.76,0.84,0.92,1,1.08,1.16,1.24,1.32,1.39999998,1.60000002,1.5,1.4,1.29999995,1.225,1.15,1.075,1,0.8333,0.6667,0.5,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0999999,6.0333,5.9667,5.9000001,6.5,6.69999981,6.5,6.3,6.0999999,5.775,5.45,5.125,4.80000019,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7999992,15.3,13.8,12.3,10.8,9.3,7.80000019,7,6.2,5.4,4.5999999,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1000004,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,38,36.9833,35.9667,34.95,33.9333,32.9167,31.8999996,26.6000004,25.25,23.8999996,25.1000004,24.1000004,22.8999996,22.2000008,23.2000008,20.5,16.15,11.8000002,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20000005,2.8,3.4,4,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,31.2000008,34.2,37.2,40.2,43.2,46.2,49.2000008,48.3833,47.5667,46.75,45.9333,45.1167,44.2999992,43.4,42.5,41.6,40.7,39.8,38.9,38,37.0999985,39,40.9000015,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,22.3999996,22.075,21.75,21.425,21.1000004,21.4667,21.8333,22.2000008,22.9333,23.6667,24.3999996,22.9,21.4,19.9,18.4,16.8999996,16.7833,16.6667,16.55,16.4333,16.3167,16.2000008,,
Zimbabwe,,,,,,,,,,,,,,,,,,,8.69999981,9.5167,10.3333,11.15,11.9667,12.7833,13.6000004,13.4,13.2,13,12.8,12.6000004,13.0167,13.4333,13.85,14.2667,14.6833,15.1000004,14.85,14.6,14.35,14.1000004,11.5,11.75,12,12.25,12.5,
