Country,2013,2014,2015,2016,2017
"Czech Republic",2.731445,3.274360421,3.781222995,3.935995159,3.940321207
Denmark,3.227826,3.178853567,3.070404227,3.062892169,3.070531368
"Dominican Republic",2.842247,3.118587061,3.230925907,3.041223308,2.97397542
Ecuador,3.756889,3.1629,2.568965435,2.47861765,2.174397469
Egypt,3.643596,3.604643403,3.405412323,3.405412323,3.696969748
"El Salvador",2.804878,3.152714912,3.230643275,3.09676787,2.944473028
Estonia,4.986653,4.943744743,4.694111077,4.540165678,4.33313179
Ethiopia,3.23969,3.197340873,3.64429868,3.893421224,3.486641169
Finland,4,3.926559894,3.611360472,3.878610431,4.250194073
France,2.634071,2.773004679,2.930743921,2.831302448,2.725954533
Gabon,3.783941,3.865270772,3.720026478,3.667117536,
Gambia,3.265986,3.316844408,3.413501833,3.577695356,3.697369099
Georgia,4.406221,4.414285573,4.841472697,5.063120665,4.925554752
Germany,4.090985,4.061763797,3.805536411,3.873874395,4.578680038
Ghana,3.946899,4.181551983,3.812042501,3.441929829,3.538020134
Greece,2.36035,2.389743676,2.461710206,2.108966504,1.812362671
Guatemala,3.677627,3.853501501,4.007091995,4.143942617,4.137645721
Guinea,4.000988,3.534732427,3.534732427,4.0799,4.625
Guyana,4.18385,3.84189715,3.822448164,,
Haiti,3.451368,3.586459708,3.301050227,3.3901,3.479166746
Honduras,2.294333,2.851910289,3.158683584,2.801296156,2.562245369
"Hong Kong",5.639928,5.687684678,6.033336544,6.033336544,6.033708096
Hungary,2.713236,2.780064971,2.970675382,4.049610413,4.113933086
Iceland,3.017702,3.362416696,3.78800441,4.061453059,4.20794487
India,4.080085,3.924853047,3.994472356,4.505877175,4.533140182
Indonesia,4.363959,4.236967956,4.118254366,4.086757272,4.171257973
Iran,3.517925,3.554730954,3.466931175,3.499734997,3.59239459
Ireland,4.646109,4.527988021,4.650375793,4.737146704,4.470270634
Israel,3.98375,3.912465542,3.88030108,4.066680613,4.353396416
Italy,2.119922,2.027597139,1.863634845,1.934811039,1.971440077
Jamaica,3.058173,3.154274566,3.066666611,3.190310413,3.281069994
Japan,3.618298,3.731546772,3.835008115,3.877967348,3.997511625
Jordan,3.363539819,4,3.77632817,3.569027418,3.127835512
Kazakhstan,3.943978,4.035652247,4.135667896,3.818034751,3.5850842
Kenya,3.520852,3.640285931,3.596290354,3.583230178,3.573778391
"South Korea",3.359387,3.27906622,3.506865215,3.743401706,3.962203979
Kuwait,4.5625,4.640769122,4.544813466,4.786354823,5.1772089
Kyrgyzstan,3.368878,3.357405725,3.449635586,3.601789239,3.508599281
Laos,4.063494,4.026859332,4,3.983315503,3.774906874
Latvia,3.653213,3.802765065,3.835200719,3.278238782,2.904491186
Lebanon,4.219944,3.978675567,3.861492163,3.874781881,3.916503668
Lesotho,3.89732,3.81028058,3.819168603,3.632751552,3.247378349
Liberia,4.198608,4.0344,3.870129824,4.2049333,3.90707469
Libya,3.272514,3.202867442,,,
Lithuania,3.155781,3.08514931,3.487617613,3.603267585,3.248389006
Luxembourg,5.330304,5.29493021,5.339944972,5.41181482,5.385198593
"Macedonia (F.Y.R.O.M.)",4.16744,4.465836997,4.588572979,4.562923465,
Madagascar,3.152508,3.077266748,3.106195677,3.277764943,3.281810522
Malawi,3.759333,3.336660029,2.789661332,2.93831495,3.106033564
Malaysia,4.990977,5.198159566,5.18382585,4.854873586,4.611715317
Mali,2.71896,3.195111449,3.501424817,3.421002175,3.519339323
Malta,4.210013,4.300730979,4.628431493,4.718067756,4.851466656
Mauritania,2.72019,3.132081923,2.982169971,2.548149789,2.311189175
Mauritius,5.196444,5.269368524,5.30935959,5.295421072,5.345869541
Mexico,3.613191,3.199675321,3.063733582,3.361920692,3.41326642
Moldova,2.960659,3.246595188,3.391017714,3.383714968,3.391302586
Mongolia,3.656339,3.769105344,3.796296299,3.601851554,3.59558773
Montenegro,4.036145,3.990664782,3.866374014,3.925627203,3.967781544
Morocco,3.879311,3.895575817,4.070735584,4.087788624,4.038600445
Mozambique,3.390624,3.555377808,3.493139748,3.408272344,3.481403112
"Burma (Myanmar)",3.573418,3.881678274,4.313329401,,
Namibia,3.958167,4.024784618,4.105564414,4.209220029,4.109503269
Nepal,3.295354,3.347498369,3.576284892,3.850259459,3.832848072
Netherlands,4.590386,4.567443506,4.351748026,4.607688875,5.068484306
"New Zealand",4.628836,4.851462029,4.776618951,4.749150416,4.848356247
Nicaragua,3.577826,3.38399378,3.033574915,3.033574915,3.40425539
Nigeria,3.891043,4.013047866,4.112555079,4.248765722,4.109320641
Norway,4.152092,4.012673819,3.848825164,3.76194449,3.530726671
Oman,5.566975682,5.721518993,5.426522006,5.189245745,5.189245701
Pakistan,3.654092,3.826623087,3.65931709,3.395002846,3.42787075
Panama,4.378162,4.396173313,4.693619539,4.967692266,4.861095428
Paraguay,4.671083,4.671817798,5.031790676,5.151992676,5.021477699
Peru,3.942779,3.508818673,3.433088478,3.64972773,3.597159147
Philippines,3.930833,3.903066508,3.581255369,3.338838664,3.469995737
Poland,3.139337,3.341439773,3.321046244,3.314021455,3.262846231
Portugal,2.562173,2.883036581,3.011787344,3.023960166,3.073757648
"Puerto Rico",3.979931,3.706223102,,,
Qatar,6.318264,6.150112521,6.082672649,5.906907389,5.946176052
Romania,2.634218,2.917532503,2.860219568,2.742081748,2.854264021
Russia,2.986622,3.098352783,3.098352783,3.132397817,3.176245451
Rwanda,4.267103,4.267103,4.149565333,4.221961156,4.272777081
"Saudi Arabia",5.117676,5.049092956,4.894190133,4.657330719,4.323946953
Senegal,4.132689,3.846422492,3.453543191,3.355339264,3.383249283
Serbia,2.799503,2.722776397,2.896458648,3.107575655,3.250674725
Seychelles,4.3,3.932471284,3.932471284,3.7109,3.489361763
"Sierra Leone",3.588248,3.614270809,3.361924568,3.360648655,3.38028264
Singapore,5.992387,5.910151185,5.806588126,5.899111458,5.913254738
Slovakia,3.054074,3.185264813,3.186009911,3.336300763,3.575760126
Slovenia,2.89808,2.779516148,2.716156187,2.842178558,3.023291588
"South Africa",4.695853,4.335343668,3.908489259,4.0180991,3.739084005
Spain,3.077147,2.856513864,2.968297109,3.412843875,3.41072917
"Sri Lanka",3.877351,3.803569672,3.845036355,4.01535182,3.811180353
Suriname,3.983881,3.87225461,,,
Swaziland,3.766942,3.841898144,3.388118339,3.8855,4.382978916
Sweden,4.510526,4.299416158,3.729961036,3.562408668,3.59634304
Switzerland,5.088554,5.295625968,5.319586565,5.329143024,5.389490604
Taiwan,4.107728,4.150552169,4.23882117,4.204265609,4.204778194
Tajikistan,,3.09574461,3.22201183,3.464444241,3.46444416
Tanzania,3.696911,3.381557124,3.239447558,3.209578253,2.971573591
Thailand,3.93854,3.888067411,3.754687199,3.954080365,4.132644653
"Timor Leste",3.752437,3.90787163,,,
"Trinidad and Tobago",4.577185,4.447621821,4.124071332,4.110222308,4.289226532
Tunisia,3.858499,3.789938054,3.75834644,3.794974644,3.729236364
Turkey,3.519617,3.518330041,3.521452002,3.572858249,3.572858334
Uganda,3.375246,3.385078962,3.203166649,3.005664368,2.788700342
Ukraine,2.280372,2.663022232,2.72427181,2.495728621,2.555203438
"United Arab Emirates",6.155589959,6.330708504,6.330708504,6.229597291,6.096396923
"United Kingdom",4.327398,4.347930363,4.396582237,4.512254977,4.630442619
"United States",4.129712,4.110790968,4.017686095,4.232938135,4.722407818
Uruguay,3.822266,3.847473597,3.648666744,3.525391084,3.193897724
Venezuela,3.264151,2.842157649,2.866903049,3.210208199,3.416957855
Vietnam,3.453681,3.475434004,3.638611259,3.565612464,3.653852224
Yemen,3.132258,3.195265293,3.1387,3.08204658,3.042594671
Zambia,3.846249,3.877473205,3.502198157,3.379144665,3.54961729
Zimbabwe,3.611909,3.529560527,3.153250413,2.997058856,2.893224955
