Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Burkina Faso",4,4,4,4,4,4,4,4.42,4.83,4.42,4.42,4.42,4.42,3.92
"Burma (Myanmar)",,,,,,,1.5,1.5,1.92,3.17,3.17,3.67,3.67,3.08
Burundi,4.42,4.42,4.42,3.92,3.42,3.42,3,3,2.58,0.5,-0.33,,,
Cambodia,5.58,5.83,6.08,6.08,6.08,6.08,5.67,4.42,4.42,3.17,3.17,1.33,1.33,0.83
Cameroon,0.92,1.295,1.67,1.42,1.17,1.17,0.75,0.75,0.75,2,2,4,3.17,1.67
Canada,9.17,9.17,9.17,9.375,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
"Cape Verde",9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
"Central African Republic",0.42,1.085,1.75,1.75,1.75,1.75,1.75,0.92,0.92,1.33,1.75,2.25,2.25,1.25
Chile,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Colombia,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Comoros,3,3,3,3.46,3.92,3.92,3.92,3.92,3.92,4.33,4.33,4.33,4.33,2.08
"Congo (Brazzaville)",1.42,1.335,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.67,1.67,3.17,3.17,2.17
"Congo (Kinshasa)",4.58,3.79,3,2.79,2.58,2.58,1.75,1.33,0.92,0.92,0.92,0.5,0.5,
"Costa Rica",9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Croatia,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Cuba,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.33,1.08,
Cyprus,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
"Czech Republic",9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Denmark,10,10,10,10,10,10,10,9.58,9.17,9.17,9.58,10,10,10
Djibouti,2.5,2.5,2.5,1.665,0.83,0.83,0.83,0.83,0.83,0.42,0.42,0.42,0.42,0.42
"Dominican Republic",9.17,9.17,9.17,8.96,8.75,8.75,8.75,8.75,8.75,8.75,8.75,9.17,9.17,9.17
Ecuador,7.83,7.83,7.83,7.83,7.83,7.83,7.83,8.25,8.25,8.25,8.25,8.75,8.75,8.75
Egypt,2.67,2.67,2.67,1.75,0.83,2.08,3.42,2.17,2.17,3,2.58,3.58,3.58,2.67
"El Salvador",9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Estonia,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Ethiopia,4,3.5,3,1.5,1.392,1.284,1.176,1.068,0.96,0.852,0.744,0.636,0.528,0.42
Fiji,6.5,6.29,6.08,3.25,0.42,0.42,0.42,0.42,4.17,4.58,4.58,6.58,6.58,6.58
Finland,10,10,10,10,10,10,10,10,10,10,10,10,10,10
France,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Gabon,0.5,0.875,1.25,1.71,2.17,2.17,2.58,3,3,3,2.58,2.58,2.58,2.58
Gambia,4,3.5,3,2.585,2.17,2.17,2.17,2.17,1.75,1.33,1.75,4.48,4.48,4
Georgia,7.92,7.46,7,7,7,6.58,8.25,8.67,8.67,8.67,8.67,8.67,7.83,7.83
Germany,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Ghana,7.42,7.42,7.42,7.875,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33
Greece,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Guatemala,8.75,8.75,8.75,8.75,8.75,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92,6.92
Guinea,1,0.5,1.125,1.75,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
"Guinea Bissau",2.08,2.08,2.08,2.08,2.08,2.08,0.42,0.42,1.67,1.67,1.67,1.67,1.67,4.92
Guyana,8.33,8.08,7.83,7.875,7.92,7.92,7.92,7.92,7.92,7.92,8.33,8.75,9.17,6.92
Haiti,5.58,5.58,5.58,5.375,5.17,5.17,5.17,4.75,4.75,4.75,5.17,5.17,5.58,4.75
Honduras,8.33,8.33,8.33,7.915,7.5,8.75,8.75,8.75,8.75,8.75,9.17,8.25,8.5,7.83
"Hong Kong",3.5,3.5,3.5,3.5,3.5,3.5,4.75,4.75,4.75,4.33,3.92,3.92,3.08,3.58
Hungary,9.58,9.58,9.58,9.58,9.58,9.58,9.17,9.17,9.17,9.17,9.17,8.75,8.75,8.75
Iceland,10,10,10,10,10,10,10,10,10,10,10,10,10,10
India,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.17,9.17,8.67
Indonesia,6.92,6.92,6.92,6.92,6.92,6.92,6.92,6.92,7.33,7.75,7.75,6.92,6.92,7.92
Iran,0.08,0.5,0.92,0.46,,,,,,,,,,
Iraq,4.75,4.75,4.75,4.54,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.75,5.25
Ireland,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,10
Israel,9.17,8.96,8.75,8.75,8.75,8.75,8.75,8.75,8.75,9.17,9.17,9.17,9.17,9.17
Italy,9.17,9.375,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
"Ivory Coast",1.25,1.25,1.25,0.79,0.33,0.845,1.36,1.875,2.39,2.905,3.42,4.42,4.83,4.33
Jamaica,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,8.75,8.75
Japan,9.17,8.96,8.75,8.96,9.17,9.17,9.17,9.17,9.17,9.17,8.75,8.75,8.75,8.75
Jordan,3.08,3.125,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.58,4,3.58,3.58,3.58
Kazakhstan,2.67,2.67,2.67,2,1.33,1.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Kenya,4.33,3.915,3.5,3.71,3.92,3.92,3.92,4.33,4.33,4.33,4.33,3.5,3.5,3.5
Kuwait,1.33,1.33,1.33,2.455,3.58,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.58
Kyrgyzstan,5.75,5.29,4.83,5.29,5.75,5.75,6.58,6.58,6.58,7.83,7.42,6.58,6.58,6.08
Laos,,,,,,,,,,,0.83,0.83,0.83,
Latvia,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Lebanon,7.92,7.92,7.92,7.92,7.92,6.67,5.67,5.67,5.67,4.42,4.42,3.5,3.92,3.92
Lesotho,7.92,7.67,7.42,7.42,7.42,7.42,8.25,8.25,8.25,8.25,8.25,9.17,9.17,9.17
Liberia,7.75,7.79,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.42,7.42,7.42
Libya,,,,,,,4.33,4.33,2.25,1,1,1,1,
Lithuania,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Luxembourg,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Macedonia (F.Y.R.O.M.)",8.25,8.25,8.25,8,7.75,7.75,7.75,7.75,7.75,7.33,6.92,6.5,6.5,7
Madagascar,5.67,5.67,5.67,3.92,2.17,2.17,2.17,3.83,4.25,5.5,5.92,6.08,6.08,7.92
Malawi,6,6.04,6.08,6.54,7,7,7,7,6.58,6.58,6.58,6.58,6.58,6.08
Malaysia,6.08,6.29,6.5,6.5,6.5,6.5,6.5,6.92,6.92,6.92,6.92,6.92,7.75,9.17
Mali,8.25,8.25,8.25,8.25,8.25,8.25,7.42,7.83,7.83,7.42,7.42,7.42,7.42,6.42
Malta,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Mauritania,1.83,1.955,2.08,2.54,3,3.42,3.42,3.42,3.42,3,3,3,3,3.5
Mauritius,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Mexico,8.75,8.335,7.92,8.335,8.75,8.75,8.33,8.75,8.33,8.33,7.92,7.83,8.33,7.83
Moldova,9.17,9.17,9.17,8.96,8.75,8.75,8.75,8.75,8.75,7.92,7.92,7.5,7.08,6.58
Mongolia,9.17,9.17,9.17,8.75,8.33,8.33,8.33,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Montenegro,9.17,9.17,9.17,8.96,8.75,8.75,7.92,7.92,7.92,7.92,7.08,6.08,6.08,5.67
Morocco,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.75,4.75,5.25,5.25,5.25
Mozambique,5.25,5.71,6.17,5.5,4.83,4.83,4.83,4.42,4.42,4.42,4.42,4.42,3.58,2.58
Namibia,4.75,5,5.25,5.25,5.25,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,6.58
Nepal,0.08,0.705,1.33,1.58,1.83,1.83,2.67,3.92,3.92,3.92,4.33,4.33,4.33,4.83
Netherlands,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
"New Zealand",10,10,10,10,10,10,10,10,10,10,10,10,10,10
Nicaragua,8.25,8.71,9.17,8.295,7.42,6.58,6.58,6.17,6.17,6.17,4.5,3.42,2.67,1.25
Niger,5.25,5.25,5.25,5.25,5.25,7.5,7.5,7.08,7.08,6.25,6.25,5.25,5.25,2.92
Nigeria,3.08,3,2.92,3.375,3.83,5.67,5.67,5.67,5.67,6.08,6.08,6.08,6.08,5.17
"North Korea",0.83,0.415,,,,,,,,,,,,
Norway,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Oman,,,,,,,,,,,,,,0.08
Pakistan,4.33,5.205,6.08,5.625,5.17,5.17,5.58,6,6,6,6,6.5,6.08,6.08
Panama,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
"Papua New Guinea",7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,6.92,6.92,6.92,6.92,6.92,6.92
Paraguay,7.92,8.125,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.75,8.75,8.75
Peru,8.75,8.75,8.75,8.75,8.75,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Philippines,9.17,8.75,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,9.17,9.17,9.17,9.17
Poland,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.17,9.17,9.17,9.17
Portugal,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Romania,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.17,9.17,9.17,9.17,9.17,9.17
Russia,7,6.125,5.25,5.25,5.25,3.92,3.92,3.5,3.08,2.67,2.67,2.17,2.17,2.17
Rwanda,3,3,3,1.915,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,1.67,1.42
Senegal,7,7,7,7,7,7,7.92,7.92,7.92,7.92,7.92,7.5,7.5,6.08
Serbia,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,8.75,8.25,8.25,8.25
"Sierra Leone",5.25,5.915,6.58,6.79,7,7,7,7,7,6.58,6.58,6.58,6.58,6.58
Singapore,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,3.92
Slovakia,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Slovenia,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
"South Africa",8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.33,8.33,7.92,7.42,7.42,7.42
"South Korea",9.58,9.58,9.58,9.375,9.17,9.17,9.17,9.17,9.17,8.75,9.17,9.17,9.17,9.17
Spain,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.17,9.17,9.58
"Sri Lanka",6.92,7.17,7.42,7.21,7,7,6.17,6.17,6.17,7.83,7.83,7.83,7.83,7
Sudan,2.25,1.79,1.33,0.665,,,,,,,,,,
Suriname,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Swaziland,1.75,1.54,1.33,1.125,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
Sweden,10,10,10,9.79,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Switzerland,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Taiwan,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Tajikistan,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,0.58,0.58,0.08,0.08,0.08
Tanzania,6,6.25,6.5,6.96,7.42,7.42,7.42,7.42,7.42,7,7,7,7,5.75
Thailand,4.83,6.29,7.75,7.79,7.83,7.83,7.83,7.83,5.33,4.5,4.5,3,3,7.42
"Timor Leste",7,7.835,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.67,9.08,9.08,9.58
Togo,,1.085,2.17,3.085,4,4,4,4,4,4,3.58,3.17,3.17,3.17
"Trinidad and Tobago",9.17,9.375,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
Tunisia,,,,,,5.33,5.75,6.17,7,7,6,6,6.42,9.17
Turkey,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92,6.67,6.67,5.83,5.33,4.5,3.08
Uganda,4.33,4.33,4.33,4.79,5.25,5.67,5.67,5.67,5.67,5.67,5.25,5.25,5.25,4.33
Ukraine,9.58,9.58,9.58,9.375,9.17,8.33,7.92,7.92,5.83,5.83,5.83,6.17,6.17,7.42
"United Kingdom",9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
"United States",8.75,8.75,8.75,8.96,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17
Uruguay,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Uzbekistan,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Venezuela,7,6.79,6.58,6.375,6.17,5.67,5.67,5.25,5.25,6.08,5.67,2.17,1.67,
Vietnam,0.83,0.83,0.83,0.415,,,,,,,,,,
"West Bank and Gaza",8.25,8.04,7.83,7.83,7.83,6,5.17,5.17,4.75,4.75,4.33,3.83,3.83,3.33
Yemen,2.67,2.42,2.17,1.75,1.33,2.17,3,1.33,1.33,0.5,,,,
Zambia,5.25,5.25,5.25,5.71,6.17,7.92,7.92,7.92,7.92,7.92,7.08,6.17,6.17,4.75
Zimbabwe,0.17,0.085,0.168,0.251,0.334,0.417,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
